language,construct_id,construct,required,implementation_class,implementation_role_vector,uast_structures,uasf_seed,semantic_axes,uast_relations,uast_fields,uast_layers,true_parser_kernel_class,parse_state_count,lex_state_count,external_lex_state_count,parser_kernel_resolved,CURRENT_FRONTEND_CAPABILITY,MISSING
swift,C038,StructRecord,1,IMPL_4ef13b7bc45b,00110000000000000000100000000000,RecordTypeDecl,UASF_0308,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;layout.field;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;extensions;id;kind;layout;members;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C039,InterfaceTraitProtocol,1,IMPL_12d2cff6f289,00110000000000000000100000000000,InterfaceTypeDecl;InterfaceType,UASF_0291;UASF_0307,name.resolution;nodes.declaration;operations;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;dispatch.resolves;name.resolves;operation.kind;overload.candidate;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;name;operands;operation;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;structure.expression;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C039,InterfaceTraitProtocol,1,IMPL_12d2cff6f289,00110000000000000000100000000000,InterfaceTypeDecl;InterfaceType,UASF_0291;UASF_0307,name.resolution;nodes.declaration;operations;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;dispatch.resolves;name.resolves;operation.kind;overload.candidate;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;name;operands;operation;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;structure.expression;type.value,TPK_7ba88dab355f2974,402,5,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C039,InterfaceTraitProtocol,1,IMPL_12d2cff6f289,00110000000000000000100000000000,InterfaceTypeDecl;InterfaceType,UASF_0291;UASF_0307,name.resolution;nodes.declaration;operations;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;dispatch.resolves;name.resolves;operation.kind;overload.candidate;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;name;operands;operation;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;structure.expression;type.value,TPK_14de8132ab702f9d,39,3,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C039,InterfaceTraitProtocol,1,IMPL_12d2cff6f289,00110000000000000000100000000000,InterfaceTypeDecl;InterfaceType,UASF_0291;UASF_0307,name.resolution;nodes.declaration;operations;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;dispatch.resolves;name.resolves;operation.kind;overload.candidate;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;name;operands;operation;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;structure.expression;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C039,InterfaceTraitProtocol,?,IMPL_12d2cff6f289,00110000000000000000100000000000,InterfaceTypeDecl;InterfaceType,UASF_0291;UASF_0307,name.resolution;nodes.declaration;operations;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;dispatch.resolves;name.resolves;operation.kind;overload.candidate;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;name;operands;operation;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;structure.expression;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C039,InterfaceTraitProtocol,1,IMPL_12d2cff6f289,00110000000000000000100000000000,InterfaceTypeDecl;InterfaceType,UASF_0291;UASF_0307,name.resolution;nodes.declaration;operations;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;dispatch.resolves;name.resolves;operation.kind;overload.candidate;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;name;operands;operation;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;structure.expression;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C039,InterfaceTraitProtocol,?,IMPL_12d2cff6f289,00110000000000000000100000000000,InterfaceTypeDecl;InterfaceType,UASF_0291;UASF_0307,name.resolution;nodes.declaration;operations;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;dispatch.resolves;name.resolves;operation.kind;overload.candidate;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;name;operands;operation;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;structure.expression;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C039,InterfaceTraitProtocol,?,IMPL_12d2cff6f289,00110000000000000000100000000000,InterfaceTypeDecl;InterfaceType,UASF_0291;UASF_0307,name.resolution;nodes.declaration;operations;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;dispatch.resolves;name.resolves;operation.kind;overload.candidate;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;name;operands;operation;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;structure.expression;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C039,InterfaceTraitProtocol,?,IMPL_12d2cff6f289,00110000000000000000100000000000,InterfaceTypeDecl;InterfaceType,UASF_0291;UASF_0307,name.resolution;nodes.declaration;operations;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;dispatch.resolves;name.resolves;operation.kind;overload.candidate;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;name;operands;operation;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;structure.expression;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C039,InterfaceTraitProtocol,1,IMPL_12d2cff6f289,00110000000000000000100000000000,InterfaceTypeDecl;InterfaceType,UASF_0291;UASF_0307,name.resolution;nodes.declaration;operations;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;dispatch.resolves;name.resolves;operation.kind;overload.candidate;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;name;operands;operation;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;structure.expression;type.value,TPK_2d4b396ddf8eabab,33,1,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C039,InterfaceTraitProtocol,1,IMPL_12d2cff6f289,00110000000000000000100000000000,InterfaceTypeDecl;InterfaceType,UASF_0291;UASF_0307,name.resolution;nodes.declaration;operations;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;dispatch.resolves;name.resolves;operation.kind;overload.candidate;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;name;operands;operation;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;structure.expression;type.value,TPK_8d8d3142c499b3a7,27,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C039,InterfaceTraitProtocol,1,IMPL_12d2cff6f289,00110000000000000000100000000000,InterfaceTypeDecl;InterfaceType,UASF_0291;UASF_0307,name.resolution;nodes.declaration;operations;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;dispatch.resolves;name.resolves;operation.kind;overload.candidate;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;name;operands;operation;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;structure.expression;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C039,InterfaceTraitProtocol,1,IMPL_12d2cff6f289,00110000000000000000100000000000,InterfaceTypeDecl;InterfaceType,UASF_0291;UASF_0307,name.resolution;nodes.declaration;operations;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;dispatch.resolves;name.resolves;operation.kind;overload.candidate;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;name;operands;operation;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;structure.expression;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C040,EnumVariant,1,IMPL_b4c7e0017532,00110000000000000000100000000000,VariantTypeDecl;UnionVariantType,UASF_0206;UASF_0309,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,conversion.converts;layout.field;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;layout;members;name;scope_id;semantic_facets;source_span;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C040,EnumVariant,1,IMPL_b4c7e0017532,00110000000000000000100000000000,VariantTypeDecl;UnionVariantType,UASF_0206;UASF_0309,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,conversion.converts;layout.field;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;layout;members;name;scope_id;semantic_facets;source_span;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C040,EnumVariant,1,IMPL_b4c7e0017532,00110000000000000000100000000000,VariantTypeDecl;UnionVariantType,UASF_0206;UASF_0309,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,conversion.converts;layout.field;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;layout;members;name;scope_id;semantic_facets;source_span;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_5a3ef92ff0630595,67,4,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C040,EnumVariant,1,IMPL_b4c7e0017532,00110000000000000000100000000000,VariantTypeDecl;UnionVariantType,UASF_0206;UASF_0309,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,conversion.converts;layout.field;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;layout;members;name;scope_id;semantic_facets;source_span;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_62d903a78b9b7851,812,32,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C040,EnumVariant,1,IMPL_b4c7e0017532,00110000000000000000100000000000,VariantTypeDecl;UnionVariantType,UASF_0206;UASF_0309,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,conversion.converts;layout.field;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;layout;members;name;scope_id;semantic_facets;source_span;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_d6a739efe46faaeb,204,8,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C040,EnumVariant,1,IMPL_b4c7e0017532,00110000000000000000100000000000,VariantTypeDecl;UnionVariantType,UASF_0206;UASF_0309,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,conversion.converts;layout.field;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;layout;members;name;scope_id;semantic_facets;source_span;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C040,EnumVariant,1,IMPL_b4c7e0017532,00110000000000000000100000000000,VariantTypeDecl;UnionVariantType,UASF_0206;UASF_0309,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,conversion.converts;layout.field;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;layout;members;name;scope_id;semantic_facets;source_span;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_1fbc127eef960b77,659,3,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C040,EnumVariant,?,IMPL_b4c7e0017532,00110000000000000000100000000000,VariantTypeDecl;UnionVariantType,UASF_0206;UASF_0309,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,conversion.converts;layout.field;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;layout;members;name;scope_id;semantic_facets;source_span;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C040,EnumVariant,1,IMPL_b4c7e0017532,00110000000000000000100000000000,VariantTypeDecl;UnionVariantType,UASF_0206;UASF_0309,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,conversion.converts;layout.field;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;layout;members;name;scope_id;semantic_facets;source_span;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_d730779d373f3db4,3574,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C040,EnumVariant,1,IMPL_b4c7e0017532,00110000000000000000100000000000,VariantTypeDecl;UnionVariantType,UASF_0206;UASF_0309,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,conversion.converts;layout.field;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;layout;members;name;scope_id;semantic_facets;source_span;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_e98c659aa3b28914,47,2,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C040,EnumVariant,1,IMPL_b4c7e0017532,00110000000000000000100000000000,VariantTypeDecl;UnionVariantType,UASF_0206;UASF_0309,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,conversion.converts;layout.field;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;layout;members;name;scope_id;semantic_facets;source_span;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_6e835c1bdbbeb0e0,22,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C040,EnumVariant,1,IMPL_b4c7e0017532,00110000000000000000100000000000,VariantTypeDecl;UnionVariantType,UASF_0206;UASF_0309,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,conversion.converts;layout.field;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;layout;members;name;scope_id;semantic_facets;source_span;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_cf6ba96e26719bc0,28,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C040,EnumVariant,1,IMPL_b4c7e0017532,00110000000000000000100000000000,VariantTypeDecl;UnionVariantType,UASF_0206;UASF_0309,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,conversion.converts;layout.field;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;layout;members;name;scope_id;semantic_facets;source_span;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C041,TypeAlias,1,IMPL_610b3b80bebb,00110000000000000000100000000000,NominalTypeDecl;TypeRelation,UASF_0208;UASF_0311,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;conversion.converts;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C041,TypeAlias,1,IMPL_610b3b80bebb,00110000000000000000100000000000,NominalTypeDecl;TypeRelation,UASF_0208;UASF_0311,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;conversion.converts;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_3dd7a36d85627e5e,5,1,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C041,TypeAlias,1,IMPL_610b3b80bebb,00110000000000000000100000000000,NominalTypeDecl;TypeRelation,UASF_0208;UASF_0311,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;conversion.converts;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C041,TypeAlias,1,IMPL_610b3b80bebb,00110000000000000000100000000000,NominalTypeDecl;TypeRelation,UASF_0208;UASF_0311,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;conversion.converts;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_22dc02195c262d35,190,7,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C041,TypeAlias,1,IMPL_610b3b80bebb,00110000000000000000100000000000,NominalTypeDecl;TypeRelation,UASF_0208;UASF_0311,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;conversion.converts;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C041,TypeAlias,1,IMPL_610b3b80bebb,00110000000000000000100000000000,NominalTypeDecl;TypeRelation,UASF_0208;UASF_0311,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;conversion.converts;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_e8592009dde92a3d,142,2,4,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C041,TypeAlias,?,IMPL_610b3b80bebb,00110000000000000000100000000000,NominalTypeDecl;TypeRelation,UASF_0208;UASF_0311,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;conversion.converts;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C041,TypeAlias,?,IMPL_610b3b80bebb,00110000000000000000100000000000,NominalTypeDecl;TypeRelation,UASF_0208;UASF_0311,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;conversion.converts;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C041,TypeAlias,?,IMPL_610b3b80bebb,00110000000000000000100000000000,NominalTypeDecl;TypeRelation,UASF_0208;UASF_0311,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;conversion.converts;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C041,TypeAlias,1,IMPL_610b3b80bebb,00110000000000000000100000000000,NominalTypeDecl;TypeRelation,UASF_0208;UASF_0311,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;conversion.converts;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C041,TypeAlias,1,IMPL_610b3b80bebb,00110000000000000000100000000000,NominalTypeDecl;TypeRelation,UASF_0208;UASF_0311,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;conversion.converts;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C041,TypeAlias,1,IMPL_610b3b80bebb,00110000000000000000100000000000,NominalTypeDecl;TypeRelation,UASF_0208;UASF_0311,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;conversion.converts;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C041,TypeAlias,1,IMPL_610b3b80bebb,00110000000000000000100000000000,NominalTypeDecl;TypeRelation,UASF_0208;UASF_0311,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;conversion.converts;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;conversion;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C042,GenericParameter,1,IMPL_780703a41fd7,00010000000000000000011000000000,GenericParam;GenericParamDecl,UASF_0305;UASF_0334,nodes.declaration;scope.binding;types.structure;validation.contract,binding.declares;binding.refers;binding.shadows;contract.requires;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape;validation,binding.scope;lowering.runtime.validation;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C042,GenericParameter,1,IMPL_780703a41fd7,00010000000000000000011000000000,GenericParam;GenericParamDecl,UASF_0305;UASF_0334,nodes.declaration;scope.binding;types.structure;validation.contract,binding.declares;binding.refers;binding.shadows;contract.requires;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape;validation,binding.scope;lowering.runtime.validation;structure.declaration;type.value,TPK_6edc9e77a7c849ab,8,2,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C042,GenericParameter,1,IMPL_780703a41fd7,00010000000000000000011000000000,GenericParam;GenericParamDecl,UASF_0305;UASF_0334,nodes.declaration;scope.binding;types.structure;validation.contract,binding.declares;binding.refers;binding.shadows;contract.requires;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape;validation,binding.scope;lowering.runtime.validation;structure.declaration;type.value,TPK_5fde52712f65f1f4,55,3,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C042,GenericParameter,1,IMPL_780703a41fd7,00010000000000000000011000000000,GenericParam;GenericParamDecl,UASF_0305;UASF_0334,nodes.declaration;scope.binding;types.structure;validation.contract,binding.declares;binding.refers;binding.shadows;contract.requires;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape;validation,binding.scope;lowering.runtime.validation;structure.declaration;type.value,TPK_117adb453df194bd,49,6,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C042,GenericParameter,?,IMPL_780703a41fd7,00010000000000000000011000000000,GenericParam;GenericParamDecl,UASF_0305;UASF_0334,nodes.declaration;scope.binding;types.structure;validation.contract,binding.declares;binding.refers;binding.shadows;contract.requires;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape;validation,binding.scope;lowering.runtime.validation;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
