language,lexer_function,lex_state,transition_kind,target_lex_state,guard,guard_hash
julia,ts_lex,20,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,20,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,20,SKIP,20,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,20,ADVANCE,277,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,20,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,20,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,20,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,20,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,20,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,20,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,20,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 182, '%', 330, '&', 327, '\'', 90, '(', 158, ')', 159, '*', 330, '+', 345, ',', 153, '-', 348, '.', 350, '/', 328, '0', 276, ':', 185, ';', 352, '<', 311, '=', 155, '>', 313, '?', 193, '@', 195, '[', 162, '\\', 330, ']', 163, '^', 338, '`', 301, '{', 165, '|', 322, '}', 166, '~', 339, 0xf7, 330, 0x2212, 321, 0x22bb, 321, 0xb1, 343, 0x2213, 343, 0x2254, 304, 0x2255, 304, 0x2a74, 304,",12887fdc21ab47f1
julia,ts_lex,21,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,21,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,21,SKIP,21,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,21,ADVANCE,277,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,21,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,21,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,21,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,21,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,21,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,21,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,21,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 182, '%', 330, '&', 327, '\'', 90, '(', 158, ')', 159, '*', 330, '+', 345, ',', 153, '-', 348, '.', 350, '/', 328, '0', 276, ':', 185, ';', 352, '<', 311, '=', 155, '>', 313, '?', 193, '@', 195, '[', 162, '\\', 330, '^', 338, '`', 301, '{', 165, '|', 322, '~', 339, 0xf7, 330, 0x2212, 321, 0x22bb, 321, 0xb1, 343, 0x2213, 343, 0x2254, 304, 0x2255, 304, 0x2a74, 304,",610335734422d417
julia,ts_lex,22,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,22,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,22,SKIP,22,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,22,ADVANCE,277,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,22,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,22,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,22,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,22,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,22,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,22,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,22,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 182, '%', 330, '&', 327, '\'', 90, '(', 158, ')', 159, '*', 330, '+', 345, ',', 153, '-', 348, '.', 41, '/', 328, '0', 276, ':', 185, ';', 352, '<', 311, '=', 155, '>', 313, '?', 193, '@', 195, '[', 162, '\\', 330, ']', 163, '^', 338, '`', 301, '{', 165, '|', 322, '}', 166, '~', 339, 0xf7, 330, 0x2212, 321, 0x22bb, 321, 0xb1, 343, 0x2213, 343, 0x2254, 304, 0x2255, 304, 0x2a74, 304,",7071155728fdea3f
julia,ts_lex,23,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,23,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,23,SKIP,23,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,23,ADVANCE,277,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,23,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,23,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,23,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,23,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,23,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,23,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,23,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 182, '%', 330, '&', 327, '\'', 90, '(', 158, ')', 159, '*', 330, '+', 345, ',', 153, '-', 347, '.', 41, '/', 328, '0', 276, ':', 185, ';', 352, '<', 311, '=', 155, '>', 313, '?', 193, '@', 195, '[', 162, '\\', 330, ']', 163, '^', 338, '`', 301, '{', 165, '|', 322, '}', 166, '~', 339, 0xf7, 330, 0x2212, 321, 0x22bb, 321, 0xb1, 343, 0x2213, 343, 0x2254, 304, 0x2255, 304, 0x2a74, 304,",98f9e81f873f1c4e
julia,ts_lex,24,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,24,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,24,SKIP,24,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,24,ADVANCE,279,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,24,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,24,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,24,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,24,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,24,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,24,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,24,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 182, '%', 330, '&', 327, '\'', 90, '(', 158, ')', 159, '*', 330, '+', 345, ',', 153, '-', 347, '.', 42, '/', 328, '0', 278, ':', 185, ';', 352, '<', 311, '=', 155, '>', 313, '?', 193, '@', 195, '[', 162, '\\', 330, ']', 163, '^', 338, '`', 301, '{', 165, '|', 322, '}', 166, '~', 339, 0xf7, 330, 0x2212, 321, 0x22bb, 321, 0xb1, 343, 0x2213, 343, 0x2254, 304, 0x2255, 304, 0x2a74, 304,",ddc269e42a750cc5
julia,ts_lex,25,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,25,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,25,SKIP,26,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,25,ADVANCE,277,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,25,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,25,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,25,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,25,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,25,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,25,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,25,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 182, '%', 330, '&', 327, '\'', 90, '*', 330, '+', 345, '-', 348, '.', 350, '/', 328, '0', 276, ':', 186, '<', 311, '=', 87, '>', 313, '?', 193, '\\', 330, '^', 338, '`', 301, 'a', 204, 'b', 200, 'c', 197, 'e', 232, 'f', 224, 'g', 229, 'i', 216, 'l', 215, 'm', 242, 'p', 248, 'q', 266, 's', 262, 't', 249, 'u', 254, 'w', 220, '|', 322, '~', 339, 0xf7, 330, 0x2212, 321, 0x22bb, 321, 0xb1, 343, 0x2213, 343, 0x2254, 304, 0x2255, 304, 0x2a74, 304,",f90dfd0d43c771b4
julia,ts_lex,26,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,26,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,26,SKIP,26,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,26,ADVANCE,277,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,26,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,26,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,26,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,26,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,26,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,26,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,26,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 182, '%', 330, '&', 327, '\'', 90, '*', 330, '+', 345, '-', 348, '.', 350, '/', 328, '0', 276, ':', 186, '<', 311, '=', 87, '>', 313, '?', 193, '\\', 330, '^', 338, '`', 301, '|', 322, '~', 339, 0xf7, 330, 0x2212, 321, 0x22bb, 321, 0xb1, 343, 0x2213, 343, 0x2254, 304, 0x2255, 304, 0x2a74, 304,",7dd810cd0495935f
julia,ts_lex,27,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,27,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,27,SKIP,31,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,27,ADVANCE,277,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,27,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,27,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,27,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,27,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,27,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,27,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,27,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 181, '&', 326, '\'', 168, '(', 158, ')', 159, '+', 344, ',', 153, '-', 346, '.', 173, '/', 329, '0', 276, ':', 160, ';', 352, '<', 312, '=', 155, '>', 314, '?', 193, '@', 195, '[', 162, ']', 163, '`', 301, '{', 165, '|', 324, '}', 166, '~', 339, 0xb1, 343, 0x2213, 343,",8333aa6d3ef4bda3
julia,ts_lex,28,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,28,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,28,SKIP,31,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,28,ADVANCE,277,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,28,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,28,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,28,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,28,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,28,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,28,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,28,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 181, '&', 326, '\'', 168, '(', 158, ')', 159, '+', 344, ',', 153, '-', 346, '.', 172, '/', 329, '0', 276, ':', 160, ';', 352, '<', 312, '=', 155, '>', 314, '?', 193, '@', 195, '[', 162, ']', 163, '`', 301, '{', 165, '|', 324, '}', 166, '~', 339, 0xb1, 343, 0x2213, 343,",e109f865bd3d50ee
julia,ts_lex,29,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,29,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,29,SKIP,35,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,29,ADVANCE,277,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,29,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,29,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,29,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,29,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,29,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,29,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,29,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 181, '&', 326, '\'', 168, '(', 158, ')', 159, '+', 344, ',', 153, '-', 349, '.', 173, '/', 329, '0', 276, ':', 160, ';', 352, '<', 312, '=', 155, '>', 314, '?', 193, '@', 195, '[', 162, ']', 163, '`', 301, '{', 165, '|', 324, '}', 166, '~', 339, 0xb1, 343, 0x2213, 343,",3e73fba5c9f22de6
julia,ts_lex,30,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,30,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,30,SKIP,35,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,30,ADVANCE,277,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,30,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,30,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,30,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,30,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,30,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,30,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,30,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 181, '&', 326, '\'', 168, '(', 158, ')', 159, '+', 344, ',', 153, '-', 349, '.', 172, '/', 329, '0', 276, ':', 160, ';', 352, '<', 312, '=', 155, '>', 314, '?', 193, '@', 195, '[', 162, ']', 163, '`', 301, '{', 165, '|', 324, '}', 166, '~', 339, 0xb1, 343, 0x2213, 343,",018144ae47a55fad
julia,ts_lex,31,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,31,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,31,SKIP,31,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,31,ADVANCE,277,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,31,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,31,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,31,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,31,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,31,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,31,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,31,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 181, '&', 326, '\'', 90, '(', 158, ')', 159, '+', 344, ',', 153, '-', 346, '.', 43, '/', 329, '0', 276, ':', 184, ';', 352, '<', 312, '=', 155, '>', 314, '?', 193, '@', 195, '[', 162, ']', 163, '`', 301, '{', 165, '|', 324, '}', 166, '~', 339, 0xb1, 343, 0x2213, 343,",cb4b7ca930c46fd8
julia,ts_lex,32,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,32,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,32,SKIP,33,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,32,ADVANCE,279,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,32,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,32,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,32,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,32,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,32,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,32,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,32,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 181, '&', 326, '\'', 90, '(', 158, ')', 159, '+', 344, ',', 153, '-', 346, '.', 174, '/', 329, '0', 278, ':', 160, ';', 352, '<', 312, '=', 155, '>', 314, '?', 193, '@', 195, '[', 162, ']', 163, '`', 301, '{', 165, '|', 324, '}', 166, '~', 339, 0xb1, 343, 0x2213, 343,",882606e8daab2e1f
julia,ts_lex,33,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,33,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,33,SKIP,33,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,33,ADVANCE,279,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,33,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,33,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,33,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,33,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,33,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,33,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,33,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 181, '&', 326, '\'', 90, '(', 158, ')', 159, '+', 344, ',', 153, '-', 346, '.', 44, '/', 329, '0', 278, ':', 184, ';', 352, '<', 312, '=', 155, '>', 314, '?', 193, '@', 195, '[', 162, ']', 163, '`', 301, '{', 165, '|', 324, '}', 166, '~', 339, 0xb1, 343, 0x2213, 343,",8dc1b81affdd6da2
julia,ts_lex,34,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,34,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,34,SKIP,31,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,34,ADVANCE,277,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,34,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,34,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,34,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
julia,ts_lex,34,ADVANCE,306,"set_contains(sym__arrow_operator_character_set_2, 50, lookahead)",1157ed55bcfcb667
julia,ts_lex,34,ADVANCE,310,"set_contains(sym__comparison_operator_character_set_2, 34, lookahead)",746a6e50dcb9b52a
julia,ts_lex,34,ADVANCE,271,"set_contains(sym__word_identifier_character_set_1, 689, lookahead)",6e44faa58fbfc0f3
julia,ts_lex,34,ADVANCE_MAP,,"'!', 342, '""', 299, '#', 369, '$', 181, '&', 326, '\'', 90, '(', 158, ')', 159, '+', 344, ',', 153, '-', 346, '.', 282, '/', 329, '0', 276, ':', 160, ';', 352, '<', 312, '=', 155, '>', 314, '?', 193, '@', 195, '[', 162, ']', 163, '`', 301, '{', 165, '|', 324, '}', 166, '~', 339, 0xb1, 343, 0x2213, 343,",52cff7430ebd018c
julia,ts_lex,35,ADVANCE,341,lookahead == 0xac || (0x221a <= lookahead && lookahead <= 0x221c),14f99a79e1c9b1cd
julia,ts_lex,35,ADVANCE,318,lookahead == 0x2026 || lookahead == 0x205d || (0x22ee <= lookahead && lookahead <= 0x22f1),869f697f207866c2
julia,ts_lex,35,SKIP,35,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' ',1f8ddc7342cd63b6
julia,ts_lex,35,ADVANCE,277,('1' <= lookahead && lookahead <= '9'),87bc4a5f013c5ea8
julia,ts_lex,35,ADVANCE,337,"set_contains(sym__power_operator_character_set_2, 20, lookahead)",e89d2532435a4742
julia,ts_lex,35,ADVANCE,320,"set_contains(sym__plus_operator_character_set_2, 32, lookahead)",fd210e1a098ba0d8
julia,ts_lex,35,ADVANCE,325,"set_contains(sym__times_operator_character_set_2, 47, lookahead)",c86f6fada8d553b2
