language,parse_state,primary_state
nim,3221,2995
nim,3222,2976
nim,3223,2978
nim,3224,2981
nim,3225,2984
nim,3226,2985
nim,3227,2986
nim,3228,2987
nim,3229,2988
nim,3230,2974
nim,3231,2990
nim,3232,2975
nim,3233,2977
nim,3234,2983
nim,3235,2994
nim,3236,2995
nim,3237,2976
nim,3238,2978
nim,3239,2981
nim,3240,2984
nim,3241,2985
nim,3242,2986
nim,3243,2987
nim,3244,2988
nim,3245,2974
nim,3246,2990
nim,3247,2975
nim,3248,2977
nim,3249,2983
nim,3250,2994
nim,3251,2995
nim,3252,2976
nim,3253,2978
nim,3254,2981
nim,3255,2984
nim,3256,2985
nim,3257,2986
nim,3258,2987
nim,3259,2988
nim,3260,2974
nim,3261,2990
nim,3262,2975
nim,3263,2977
nim,3264,2983
nim,3265,2994
nim,3266,2995
nim,3267,2976
nim,3268,2978
nim,3269,2981
nim,3270,2984
nim,3271,2985
nim,3272,2986
nim,3273,2987
nim,3274,2988
nim,3275,2974
nim,3276,2990
nim,3277,2975
nim,3278,2977
nim,3279,2983
nim,3280,2994
nim,3281,2995
nim,3282,2976
nim,3283,2978
nim,3284,2981
nim,3285,2984
nim,3286,2985
nim,3287,2986
nim,3288,2987
nim,3289,2988
nim,3290,2974
nim,3291,2990
nim,3292,2975
nim,3293,2977
nim,3294,2983
nim,3295,2994
nim,3296,2995
nim,3297,2976
nim,3298,2978
nim,3299,2981
nim,3300,2984
nim,3301,2985
nim,3302,2986
nim,3303,2987
nim,3304,2988
nim,3305,2974
nim,3306,2990
nim,3307,2975
nim,3308,2977
nim,3309,2983
nim,3310,2994
nim,3311,2995
nim,3312,2976
nim,3313,2978
nim,3314,2981
nim,3315,2984
nim,3316,2985
nim,3317,2986
nim,3318,2987
nim,3319,2988
nim,3320,2974
nim,3321,2990
nim,3322,2975
nim,3323,2977
nim,3324,2983
nim,3325,2994
nim,3326,2995
nim,3327,2976
nim,3328,2978
nim,3329,2981
nim,3330,2984
nim,3331,2985
nim,3332,2986
nim,3333,2987
nim,3334,2988
nim,3335,2974
nim,3336,2990
nim,3337,2975
nim,3338,2977
nim,3339,2983
nim,3340,2994
nim,3341,2995
nim,3342,2984
nim,3343,2985
nim,3344,2986
nim,3345,2976
nim,3346,2978
nim,3347,2981
nim,3348,2987
nim,3349,2988
nim,3350,2974
nim,3351,2990
nim,3352,2975
nim,3353,2977
nim,3354,2984
nim,3355,2985
nim,3356,2986
nim,3357,2987
nim,3358,2988
nim,3359,2974
nim,3360,2990
nim,3361,2975
nim,3362,2977
nim,3363,2983
nim,3364,2994
nim,3365,2995
nim,3366,2983
nim,3367,2994
nim,3368,2995
nim,3369,2986
nim,3370,2987
nim,3371,2988
nim,3372,2976
nim,3373,2976
nim,3374,2978
nim,3375,2981
nim,3376,2984
nim,3377,2985
nim,3378,2986
nim,3379,2987
nim,3380,2988
nim,3381,2974
nim,3382,2990
nim,3383,2975
nim,3384,2977
nim,3385,2983
nim,3386,2994
nim,3387,2995
nim,3388,2976
nim,3389,2978
nim,3390,2981
nim,3391,2984
nim,3392,2985
nim,3393,2986
nim,3394,2987
nim,3395,2988
nim,3396,2974
nim,3397,2990
nim,3398,2975
nim,3399,2977
nim,3400,2983
nim,3401,2994
nim,3402,2995
nim,3403,2976
nim,3404,2978
nim,3405,2981
nim,3406,2984
nim,3407,2985
nim,3408,2986
nim,3409,2987
nim,3410,2988
nim,3411,2974
nim,3412,2990
nim,3413,2975
nim,3414,2977
nim,3415,2983
nim,3416,2994
nim,3417,2995
nim,3418,2976
nim,3419,2978
nim,3420,2981
nim,3421,2984
nim,3422,2985
nim,3423,2986
nim,3424,2987
nim,3425,2988
nim,3426,2974
nim,3427,2990
nim,3428,2975
nim,3429,2977
nim,3430,2983
nim,3431,2994
nim,3432,2995
nim,3433,3433
nim,3434,2978
nim,3435,2978
nim,3436,2981
nim,3437,2976
nim,3438,2978
nim,3439,2981
nim,3440,2976
nim,3441,2984
nim,3442,2985
nim,3443,2986
nim,3444,2987
nim,3445,2988
nim,3446,2974
nim,3447,2990
nim,3448,2975
nim,3449,2977
nim,3450,2983
nim,3451,2994
nim,3452,2995
nim,3453,2981
nim,3454,2978
nim,3455,2981
nim,3456,2976
nim,3457,2978
nim,3458,2981
nim,3459,2984
nim,3460,2985
nim,3461,2986
nim,3462,2987
nim,3463,2988
nim,3464,2974
nim,3465,2990
nim,3466,2975
nim,3467,2977
nim,3468,2983
nim,3469,2994
nim,3470,2995
nim,3471,2976
nim,3472,2978
nim,3473,2981
nim,3474,2984
nim,3475,2985
nim,3476,2986
nim,3477,2987
nim,3478,2988
nim,3479,2974
nim,3480,2990
nim,3481,2975
nim,3482,2977
nim,3483,2983
nim,3484,2994
nim,3485,2995
nim,3486,2976
nim,3487,2978
nim,3488,2981
nim,3489,2984
nim,3490,2985
nim,3491,2986
nim,3492,2987
nim,3493,2988
nim,3494,2974
nim,3495,2990
nim,3496,2975
nim,3497,2977
nim,3498,2983
nim,3499,2994
nim,3500,2995
nim,3501,2984
nim,3502,2984
nim,3503,2985
nim,3504,2986
nim,3505,2987
nim,3506,2988
nim,3507,2974
nim,3508,2990
nim,3509,2975
nim,3510,2977
nim,3511,2983
nim,3512,2994
nim,3513,2995
nim,3514,2984
nim,3515,2976
nim,3516,2978
nim,3517,2981
nim,3518,2985
nim,3519,2984
nim,3520,2985
nim,3521,2986
nim,3522,2987
nim,3523,2988
nim,3524,2974
nim,3525,2990
nim,3526,2975
nim,3527,2977
nim,3528,2983
nim,3529,2994
nim,3530,2995
nim,3531,2986
nim,3532,2987
nim,3533,2988
nim,3534,2974
nim,3535,2990
nim,3536,2975
nim,3537,2977
nim,3538,2983
nim,3539,2994
nim,3540,2995
nim,3541,2985
nim,3542,2986
nim,3543,2976
nim,3544,2978
nim,3545,2981
nim,3546,2976
nim,3547,2978
nim,3548,2981
nim,3549,2987
nim,3550,2984
nim,3551,2985
nim,3552,2986
nim,3553,2987
nim,3554,2988
nim,3555,2974
nim,3556,2990
nim,3557,2975
nim,3558,2977
nim,3559,2983
nim,3560,2994
nim,3561,2995
nim,3562,2988
nim,3563,2974
nim,3564,2990
nim,3565,2975
nim,3566,2977
nim,3567,2983
nim,3568,3568
nim,3569,2984
nim,3570,2985
nim,3571,2986
nim,3572,2987
nim,3573,2976
nim,3574,2988
nim,3575,2978
nim,3576,2981
nim,3577,2974
nim,3578,2990
nim,3579,2975
nim,3580,2838
nim,3581,2977
nim,3582,2983
nim,3583,2994
nim,3584,2995
nim,3585,2994
nim,3586,2995
nim,3587,2529
nim,3588,2530
nim,3589,2531
nim,3590,2984
nim,3591,2985
nim,3592,2986
nim,3593,2987
nim,3594,2988
nim,3595,2974
nim,3596,2990
nim,3597,2975
nim,3598,2977
nim,3599,2983
nim,3600,2994
nim,3601,2995
nim,3602,2811
nim,3603,2812
nim,3604,2532
nim,3605,2533
nim,3606,2534
nim,3607,2535
nim,3608,2536
nim,3609,2537
nim,3610,2538
nim,3611,2539
nim,3612,2540
nim,3613,2541
nim,3614,2542
nim,3615,2543
nim,3616,2990
nim,3617,2976
nim,3618,2976
nim,3619,2978
nim,3620,2981
nim,3621,2884
nim,3622,3622
nim,3623,3623
nim,3624,2978
nim,3625,2981
nim,3626,2975
nim,3627,2984
nim,3628,2985
nim,3629,2986
nim,3630,2987
nim,3631,2988
nim,3632,2974
nim,3633,2990
nim,3634,2975
nim,3635,2977
nim,3636,2983
nim,3637,2994
nim,3638,2995
nim,3639,2976
nim,3640,2978
nim,3641,2981
nim,3642,2528
nim,3643,2978
nim,3644,2981
nim,3645,2976
nim,3646,2978
nim,3647,2981
nim,3648,2984
nim,3649,2985
nim,3650,2986
nim,3651,2987
nim,3652,2988
nim,3653,2974
nim,3654,2990
nim,3655,2984
nim,3656,2985
nim,3657,2986
nim,3658,2987
nim,3659,2988
nim,3660,2974
nim,3661,2990
nim,3662,2975
nim,3663,2977
nim,3664,2983
nim,3665,2994
nim,3666,2995
nim,3667,2975
nim,3668,2977
nim,3669,2983
nim,3670,2994
nim,3671,2995
nim,3672,2976
nim,3673,2978
nim,3674,2981
nim,3675,2984
nim,3676,2985
nim,3677,2986
nim,3678,2987
nim,3679,2988
nim,3680,2974
nim,3681,2990
nim,3682,2975
nim,3683,2977
nim,3684,2983
nim,3685,2994
nim,3686,2995
nim,3687,3568
nim,3688,3433
nim,3689,2984
nim,3690,2985
nim,3691,2976
nim,3692,2976
nim,3693,2978
nim,3694,2981
nim,3695,2978
nim,3696,2981
nim,3697,2984
nim,3698,2985
nim,3699,2986
nim,3700,2987
nim,3701,2988
nim,3702,2974
nim,3703,2990
nim,3704,2975
nim,3705,2977
nim,3706,2983
nim,3707,2994
nim,3708,2995
nim,3709,2762
nim,3710,2760
nim,3711,2984
nim,3712,2985
nim,3713,2986
nim,3714,2987
nim,3715,2988
nim,3716,2974
nim,3717,2976
nim,3718,2990
nim,3719,2978
nim,3720,2981
nim,3721,2975
nim,3722,2977
nim,3723,2983
nim,3724,2994
nim,3725,2995
nim,3726,2977
nim,3727,2984
nim,3728,2985
nim,3729,2986
nim,3730,2987
nim,3731,2988
nim,3732,2974
nim,3733,2990
nim,3734,2975
nim,3735,2977
nim,3736,2983
nim,3737,2994
nim,3738,2995
nim,3739,3739
nim,3740,3740
nim,3741,3741
nim,3742,3742
nim,3743,2983
nim,3744,2986
nim,3745,2976
nim,3746,2987
nim,3747,2978
nim,3748,2981
nim,3749,2984
nim,3750,2976
nim,3751,2985
nim,3752,2978
nim,3753,2988
nim,3754,2984
nim,3755,2985
nim,3756,2986
nim,3757,2987
nim,3758,2988
nim,3759,2974
nim,3760,2990
nim,3761,2975
nim,3762,2977
nim,3763,2983
nim,3764,2981
nim,3765,2994
nim,3766,2995
nim,3767,2976
nim,3768,2978
nim,3769,2981
nim,3770,2762
nim,3771,2760
nim,3772,2976
nim,3773,2986
nim,3774,2978
nim,3775,2981
nim,3776,2987
nim,3777,2988
nim,3778,2974
nim,3779,2990
nim,3780,2528
nim,3781,2975
nim,3782,2984
nim,3783,2985
nim,3784,2986
nim,3785,2987
nim,3786,2988
nim,3787,2529
nim,3788,2530
nim,3789,2531
nim,3790,2532
nim,3791,2533
nim,3792,2534
nim,3793,2535
nim,3794,2536
nim,3795,2537
nim,3796,2538
nim,3797,2539
nim,3798,2540
nim,3799,2541
nim,3800,2542
nim,3801,2543
nim,3802,2773
nim,3803,2974
nim,3804,2811
nim,3805,2812
nim,3806,2990
nim,3807,2975
nim,3808,3739
nim,3809,3740
nim,3810,2984
nim,3811,2985
nim,3812,2986
nim,3813,2987
nim,3814,2977
nim,3815,2988
nim,3816,2983
nim,3817,2974
nim,3818,2990
nim,3819,2975
nim,3820,2977
nim,3821,2983
nim,3822,2994
nim,3823,2994
nim,3824,2995
nim,3825,2995
nim,3826,2861
nim,3827,2916
nim,3828,2977
nim,3829,2983
nim,3830,2994
nim,3831,2976
nim,3832,2995
nim,3833,2978
nim,3834,2981
nim,3835,2984
nim,3836,2994
nim,3837,2995
nim,3838,2974
nim,3839,2990
nim,3840,2977
nim,3841,2760
nim,3842,2531
nim,3843,2532
nim,3844,2529
nim,3845,2533
nim,3846,2534
nim,3847,2535
nim,3848,2528
nim,3849,2537
nim,3850,3739
nim,3851,3740
nim,3852,3741
nim,3853,3742
nim,3854,2538
nim,3855,2539
nim,3856,2762
nim,3857,2540
nim,3858,2760
nim,3859,2762
nim,3860,2760
nim,3861,2762
nim,3862,2760
nim,3863,2541
nim,3864,2528
nim,3865,3865
nim,3866,2762
nim,3867,2536
nim,3868,3868
nim,3869,2760
nim,3870,3870
nim,3871,3871
nim,3872,2529
nim,3873,2762
nim,3874,2760
nim,3875,2762
nim,3876,3876
nim,3877,2530
nim,3878,2531
nim,3879,3622
nim,3880,3623
nim,3881,2542
nim,3882,2543
nim,3883,3883
nim,3884,3884
nim,3885,3739
nim,3886,3740
nim,3887,2762
nim,3888,2760
nim,3889,2762
nim,3890,2760
nim,3891,3741
nim,3892,3742
nim,3893,2762
nim,3894,2760
nim,3895,2532
nim,3896,2533
nim,3897,2534
nim,3898,2535
nim,3899,2536
nim,3900,2537
nim,3901,2538
nim,3902,2539
nim,3903,2540
nim,3904,2541
nim,3905,2542
nim,3906,2543
nim,3907,2762
nim,3908,2760
nim,3909,2773
nim,3910,3910
nim,3911,2530
nim,3912,3912
nim,3913,3913
nim,3914,2770
nim,3915,3915
nim,3916,3916
nim,3917,3917
nim,3918,3918
nim,3919,3919
nim,3920,3920
nim,3921,2762
nim,3922,3922
nim,3923,2762
nim,3924,2760
nim,3925,3925
nim,3926,3871
nim,3927,2762
nim,3928,2770
nim,3929,2762
nim,3930,2760
nim,3931,3931
nim,3932,2773
nim,3933,3933
nim,3934,3934
nim,3935,3935
nim,3936,3910
nim,3937,3876
nim,3938,2811
nim,3939,2812
nim,3940,3940
nim,3941,2770
nim,3942,3942
nim,3943,3943
nim,3944,3865
nim,3945,3945
nim,3946,3946
nim,3947,3947
nim,3948,3948
nim,3949,3949
nim,3950,3950
nim,3951,3951
nim,3952,3952
nim,3953,3953
nim,3954,3954
nim,3955,3955
nim,3956,3956
nim,3957,3957
nim,3958,3958
nim,3959,3959
nim,3960,3960
nim,3961,3961
nim,3962,3962
nim,3963,3963
nim,3964,3964
nim,3965,3965
nim,3966,3966
nim,3967,3967
nim,3968,3968
nim,3969,3969
nim,3970,3970
nim,3971,2762
nim,3972,2760
nim,3973,2760
nim,3974,2773
nim,3975,3975
nim,3976,3976
nim,3977,3977
nim,3978,2811
nim,3979,2812
nim,3980,3980
nim,3981,3981
nim,3982,2861
nim,3983,2762
nim,3984,3868
nim,3985,3985
nim,3986,3986
nim,3987,3987
nim,3988,3988
nim,3989,3989
nim,3990,2916
nim,3991,3991
nim,3992,3992
nim,3993,2762
nim,3994,2760
nim,3995,2762
nim,3996,2760
nim,3997,3997
nim,3998,3741
nim,3999,3742
nim,4000,4000
nim,4001,4001
nim,4002,4002
nim,4003,3954
nim,4004,3955
nim,4005,4005
nim,4006,2762
nim,4007,2760
nim,4008,4008
nim,4009,4009
nim,4010,4010
nim,4011,4011
nim,4012,2762
nim,4013,2760
nim,4014,2762
nim,4015,4015
nim,4016,4016
nim,4017,2760
nim,4018,4018
nim,4019,4019
nim,4020,4020
nim,4021,4021
nim,4022,3870
nim,4023,4023
nim,4024,3883
nim,4025,2760
nim,4026,4026
nim,4027,4027
nim,4028,4028
nim,4029,2773
nim,4030,2773
nim,4031,3884
nim,4032,4032
nim,4033,4033
nim,4034,2773
nim,4035,4035
nim,4036,4036
nim,4037,4037
nim,4038,4038
nim,4039,3912
nim,4040,4040
nim,4041,4041
nim,4042,2760
nim,4043,3918
nim,4044,4038
nim,4045,2811
nim,4046,2812
nim,4047,2762
nim,4048,4040
nim,4049,4041
nim,4050,3913
nim,4051,3739
nim,4052,3740
nim,4053,3925
nim,4054,3942
nim,4055,4019
nim,4056,4020
nim,4057,4021
nim,4058,3946
nim,4059,3912
nim,4060,2861
nim,4061,3954
nim,4062,3961
nim,4063,3970
nim,4064,2916
nim,4065,2762
nim,4066,3955
nim,4067,3934
nim,4068,3935
nim,4069,3956
nim,4070,2773
nim,4071,2884
nim,4072,3960
nim,4073,3916
nim,4074,2861
nim,4075,2760
nim,4076,3917
nim,4077,2811
nim,4078,3975
nim,4079,2812
nim,4080,3957
nim,4081,3976
nim,4082,3980
nim,4083,3967
nim,4084,2811
nim,4085,2812
nim,4086,3963
nim,4087,4010
nim,4088,3958
nim,4089,4011
nim,4090,2770
nim,4091,3947
nim,4092,2811
nim,4093,2812
nim,4094,2773
nim,4095,2762
nim,4096,2770
nim,4097,3968
nim,4098,4009
nim,4099,3954
nim,4100,3955
nim,4101,3992
nim,4102,2773
nim,4103,3964
nim,4104,2811
nim,4105,2770
nim,4106,3922
nim,4107,3977
nim,4108,3945
nim,4109,4023
nim,4110,2811
nim,4111,2812
nim,4112,4026
nim,4113,2916
nim,4114,2773
nim,4115,3986
nim,4116,4015
nim,4117,2811
nim,4118,2812
nim,4119,3950
nim,4120,3951
nim,4121,2838
nim,4122,4001
nim,4123,4037
nim,4124,3987
nim,4125,3985
nim,4126,3952
nim,4127,2762
nim,4128,2884
nim,4129,3981
nim,4130,2773
nim,4131,2811
nim,4132,2812
nim,4133,3920
nim,4134,4027
nim,4135,4028
nim,4136,4032
nim,4137,2760
nim,4138,3931
nim,4139,3965
nim,4140,4033
nim,4141,4002
nim,4142,3915
nim,4143,3943
nim,4144,2812
nim,4145,2811
nim,4146,3962
nim,4147,3988
nim,4148,3989
nim,4149,2760
nim,4150,3933
nim,4151,3948
nim,4152,3949
nim,4153,2812
nim,4154,3953
nim,4155,2760
nim,4156,2838
nim,4157,2770
nim,4158,3991
nim,4159,4005
nim,4160,2773
nim,4161,4008
nim,4162,2838
nim,4163,4035
nim,4164,3741
nim,4165,3742
nim,4166,3966
nim,4167,3997
nim,4168,2770
nim,4169,2773
nim,4170,2773
nim,4171,4016
nim,4172,3912
nim,4173,4000
nim,4174,3739
nim,4175,3740
nim,4176,2884
nim,4177,3940
nim,4178,2773
nim,4179,3969
nim,4180,4018
nim,4181,2861
nim,4182,2916
nim,4183,4036
nim,4184,3959
nim,4185,2861
nim,4186,2811
nim,4187,2916
nim,4188,2812
nim,4189,3919
nim,4190,3622
nim,4191,2773
nim,4192,2838
nim,4193,2884
nim,4194,3739
nim,4195,3740
nim,4196,2773
nim,4197,2811
nim,4198,2812
nim,4199,3741
nim,4200,3742
nim,4201,2770
nim,4202,2884
nim,4203,2770
nim,4204,2811
nim,4205,2812
nim,4206,2838
nim,4207,2811
nim,4208,2812
nim,4209,2770
nim,4210,2811
nim,4211,2812
nim,4212,3622
nim,4213,2916
nim,4214,3622
nim,4215,3623
nim,4216,2884
nim,4217,3623
nim,4218,3739
nim,4219,3740
nim,4220,3739
nim,4221,3740
nim,4222,3739
nim,4223,3740
nim,4224,2811
nim,4225,2812
nim,4226,2838
nim,4227,2773
nim,4228,3741
nim,4229,3742
nim,4230,2811
nim,4231,2812
nim,4232,2838
nim,4233,3739
nim,4234,3740
nim,4235,3739
nim,4236,3740
nim,4237,2861
nim,4238,2916
nim,4239,2916
nim,4240,2884
nim,4241,2861
nim,4242,2916
nim,4243,2773
nim,4244,2838
nim,4245,2773
nim,4246,2773
nim,4247,2811
nim,4248,2812
nim,4249,2762
nim,4250,2773
nim,4251,2760
nim,4252,2773
nim,4253,3739
nim,4254,3740
nim,4255,2811
nim,4256,2812
nim,4257,3739
nim,4258,3740
nim,4259,3739
nim,4260,2773
nim,4261,2811
nim,4262,2812
nim,4263,3739
nim,4264,3740
nim,4265,3740
nim,4266,2811
nim,4267,2812
nim,4268,3623
nim,4269,3741
nim,4270,3742
nim,4271,3741
nim,4272,3742
nim,4273,2773
nim,4274,3741
nim,4275,3742
nim,4276,2811
nim,4277,2812
nim,4278,2861
nim,4279,2861
nim,4280,2916
nim,4281,2861
nim,4282,2884
nim,4283,3623
nim,4284,2838
nim,4285,3622
nim,4286,3623
nim,4287,3739
nim,4288,3740
nim,4289,3739
nim,4290,3739
nim,4291,3740
nim,4292,3739
nim,4293,3740
nim,4294,3865
nim,4295,3910
nim,4296,2884
nim,4297,3741
nim,4298,3742
nim,4299,2773
nim,4300,3870
nim,4301,3876
nim,4302,3871
nim,4303,3954
nim,4304,3955
nim,4305,3883
nim,4306,3884
nim,4307,3883
nim,4308,3910
nim,4309,3876
nim,4310,3739
nim,4311,3884
nim,4312,3740
nim,4313,2811
nim,4314,2884
nim,4315,2812
nim,4316,2861
nim,4317,3740
nim,4318,2916
nim,4319,3622
nim,4320,3883
nim,4321,2884
nim,4322,3739
nim,4323,3740
nim,4324,3954
nim,4325,3955
nim,4326,3622
nim,4327,3622
nim,4328,3623
nim,4329,2773
nim,4330,3884
nim,4331,3871
nim,4332,3910
nim,4333,3876
nim,4334,3622
nim,4335,2812
nim,4336,3868
nim,4337,2811
nim,4338,2812
nim,4339,3739
nim,4340,3740
nim,4341,3741
nim,4342,3742
nim,4343,3741
nim,4344,3870
nim,4345,2811
nim,4346,2812
nim,4347,3623
nim,4348,2838
nim,4349,3742
nim,4350,2838
nim,4351,3739
nim,4352,3740
nim,4353,3741
nim,4354,3742
nim,4355,3868
nim,4356,3739
nim,4357,3740
nim,4358,3741
nim,4359,3742
nim,4360,3741
nim,4361,3739
nim,4362,3740
nim,4363,3870
nim,4364,3865
nim,4365,3741
nim,4366,3742
nim,4367,3739
nim,4368,3740
nim,4369,3865
nim,4370,3868
nim,4371,3741
nim,4372,3742
nim,4373,3741
nim,4374,3742
nim,4375,2861
nim,4376,2916
nim,4377,2861
nim,4378,2916
nim,4379,3742
nim,4380,3871
nim,4381,2811
nim,4382,3623
nim,4383,4011
nim,4384,3966
nim,4385,3988
nim,4386,3741
nim,4387,4038
nim,4388,3742
nim,4389,3991
nim,4390,4027
nim,4391,4040
nim,4392,3997
nim,4393,4000
nim,4394,3989
nim,4395,4001
nim,4396,4009
nim,4397,4041
nim,4398,3957
nim,4399,3948
nim,4400,3949
nim,4401,4010
nim,4402,4016
nim,4403,4023
nim,4404,4026
nim,4405,4027
nim,4406,4028
nim,4407,4032
nim,4408,3958
nim,4409,4033
nim,4410,4018
nim,4411,4035
nim,4412,4036
nim,4413,4037
nim,4414,4038
nim,4415,4040
nim,4416,4041
nim,4417,3913
nim,4418,3925
nim,4419,3946
nim,4420,3961
nim,4421,3970
nim,4422,3975
nim,4423,3976
nim,4424,3980
nim,4425,3622
nim,4426,3991
nim,4427,3912
nim,4428,2861
nim,4429,3623
nim,4430,3997
nim,4431,3992
nim,4432,4000
nim,4433,4001
nim,4434,3986
nim,4435,4028
nim,4436,3870
nim,4437,4009
nim,4438,3868
nim,4439,4018
nim,4440,4011
nim,4441,2760
nim,4442,3916
nim,4443,3739
nim,4444,3740
nim,4445,3868
nim,4446,4010
nim,4447,3917
nim,4448,3884
nim,4449,2916
nim,4450,3917
nim,4451,3977
nim,4452,3741
nim,4453,3913
nim,4454,3925
nim,4455,3946
nim,4456,4032
nim,4457,3961
nim,4458,3970
nim,4459,3975
nim,4460,3976
nim,4461,3739
nim,4462,3740
nim,4463,3980
nim,4464,3865
nim,4465,3922
nim,4466,3742
nim,4467,4015
nim,4468,3871
nim,4469,4011
nim,4470,3870
nim,4471,3870
nim,4472,3871
nim,4473,3933
nim,4474,3960
nim,4475,4019
nim,4476,4020
nim,4477,4021
nim,4478,3910
nim,4479,4016
nim,4480,4023
nim,4481,3954
nim,4482,3871
nim,4483,3912
nim,4484,4015
nim,4485,3741
nim,4486,3742
nim,4487,3883
nim,4488,3884
nim,4489,3934
nim,4490,3992
nim,4491,3918
nim,4492,3919
nim,4493,3920
nim,4494,3910
nim,4495,3876
nim,4496,3935
nim,4497,4026
nim,4498,4027
nim,4499,4019
nim,4500,4020
nim,4501,4021
nim,4502,3948
nim,4503,3955
nim,4504,3991
nim,4505,3965
nim,4506,3945
nim,4507,4023
nim,4508,3954
nim,4509,3955
nim,4510,2762
nim,4511,3954
nim,4512,3955
nim,4513,3981
nim,4514,4019
nim,4515,3933
nim,4516,3947
nim,4517,3964
nim,4518,3956
nim,4519,3922
nim,4520,4020
nim,4521,4021
nim,4522,3950
nim,4523,3876
nim,4524,2760
nim,4525,3949
nim,4526,3918
nim,4527,3919
nim,4528,3920
nim,4529,3739
nim,4530,3865
nim,4531,3740
nim,4532,4002
nim,4533,3951
nim,4534,3987
nim,4535,4028
nim,4536,4005
nim,4537,4008
nim,4538,4032
nim,4539,4018
nim,4540,4002
nim,4541,4005
nim,4542,4008
nim,4543,3942
nim,4544,3943
nim,4545,3951
nim,4546,3915
nim,4547,3931
nim,4548,3966
nim,4549,3952
nim,4550,3992
nim,4551,3967
nim,4552,3968
nim,4553,3952
nim,4554,4033
nim,4555,3953
nim,4556,4035
nim,4557,4036
nim,4558,4037
nim,4559,4038
nim,4560,3883
nim,4561,3969
nim,4562,3741
nim,4563,3742
nim,4564,3977
nim,4565,4040
nim,4566,3954
nim,4567,3955
nim,4568,4041
nim,4569,3956
nim,4570,3913
nim,4571,3876
nim,4572,3870
nim,4573,3871
nim,4574,3910
nim,4575,3969
nim,4576,3916
nim,4577,3741
nim,4578,3742
nim,4579,3989
nim,4580,3965
nim,4581,3985
nim,4582,2762
nim,4583,3957
nim,4584,3954
nim,4585,3955
nim,4586,3997
nim,4587,4000
nim,4588,2811
nim,4589,2812
nim,4590,3741
nim,4591,3742
nim,4592,3985
nim,4593,3958
nim,4594,3870
nim,4595,3876
nim,4596,3959
nim,4597,4033
nim,4598,3959
nim,4599,3954
nim,4600,3967
nim,4601,3955
nim,4602,3883
nim,4603,2861
nim,4604,3741
nim,4605,3742
nim,4606,2884
nim,4607,3865
nim,4608,3960
nim,4609,3865
nim,4610,4015
nim,4611,3959
nim,4612,3954
nim,4613,3955
nim,4614,3925
nim,4615,2773
nim,4616,3946
nim,4617,3622
nim,4618,3623
nim,4619,3961
nim,4620,3940
nim,4621,3970
nim,4622,3975
nim,4623,3884
nim,4624,4001
nim,4625,3741
nim,4626,3742
nim,4627,3622
nim,4628,3976
nim,4629,3962
nim,4630,3981
nim,4631,3947
nim,4632,3952
nim,4633,3980
nim,4634,3954
nim,4635,3955
nim,4636,4636
nim,4637,4009
nim,4638,3950
nim,4639,2760
nim,4640,3963
nim,4641,3954
nim,4642,3739
nim,4643,3740
nim,4644,3910
nim,4645,3865
nim,4646,3988
nim,4647,3964
nim,4648,3955
nim,4649,2884
nim,4650,3623
nim,4651,3915
nim,4652,3916
nim,4653,3953
nim,4654,3868
nim,4655,3986
nim,4656,3987
nim,4657,4035
nim,4658,3965
nim,4659,3963
nim,4660,3741
nim,4661,3742
nim,4662,3883
nim,4663,3917
nim,4664,3960
nim,4665,3884
nim,4666,3931
nim,4667,3934
nim,4668,3935
nim,4669,3940
nim,4670,3948
nim,4671,3949
nim,4672,3966
nim,4673,3968
nim,4674,3954
nim,4675,3955
nim,4676,3956
nim,4677,3868
nim,4678,3962
nim,4679,3922
nim,4680,3910
nim,4681,3876
nim,4682,3945
nim,4683,3933
nim,4684,3942
nim,4685,3943
nim,4686,3967
nim,4687,3912
nim,4688,3968
nim,4689,4026
nim,4690,3964
nim,4691,3986
nim,4692,3987
nim,4693,3945
nim,4694,3883
nim,4695,3969
nim,4696,4036
nim,4697,3977
nim,4698,2861
nim,4699,3963
nim,4700,3741
nim,4701,3742
nim,4702,3934
nim,4703,3953
nim,4704,3989
nim,4705,3935
nim,4706,3951
nim,4707,3918
nim,4708,4002
nim,4709,4005
nim,4710,4008
nim,4711,3942
nim,4712,3943
nim,4713,4713
nim,4714,4714
nim,4715,3915
nim,4716,2916
nim,4717,3931
nim,4718,4010
nim,4719,3868
nim,4720,3957
nim,4721,3958
nim,4722,3919
nim,4723,3981
nim,4724,3947
nim,4725,3985
nim,4726,3871
nim,4727,4016
nim,4728,4037
nim,4729,3950
nim,4730,3920
nim,4731,2916
nim,4732,3912
nim,4733,3962
nim,4734,3912
nim,4735,3940
nim,4736,3988
nim,4737,3912
nim,4738,3884
nim,4739,4016
nim,4740,3968
nim,4741,4019
nim,4742,4011
nim,4743,3912
nim,4744,4020
nim,4745,4021
nim,4746,3934
nim,4747,2884
nim,4748,3931
nim,4749,4011
nim,4750,3952
nim,4751,3997
nim,4752,3992
nim,4753,4000
nim,4754,4001
nim,4755,4010
nim,4756,4009
nim,4757,3959
nim,4758,3954
nim,4759,4038
nim,4760,4040
nim,4761,3955
nim,4762,4016
nim,4763,4008
nim,4764,4010
nim,4765,3960
nim,4766,3912
nim,4767,3883
nim,4768,3912
nim,4769,3962
nim,4770,3933
nim,4771,3963
nim,4772,3884
nim,4773,3933
nim,4774,4016
