language,repository,category,path,value_kind,value_json
nim,alaviss/tree-sitter-nim,precedences,precedences[0][9].value,str,"""binary_5"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][10].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][10].value,str,"""binary_4"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][11].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][11].value,str,"""binary_3"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][12].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][12].value,str,"""binary_2"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][13].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][13].value,str,"""binary_1"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][14].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][14].value,str,"""binary_0"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][15].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][15].name,str,"""_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][16].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][16].name,str,"""_simple_expression_command_start"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][17].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][17].name,str,"""type_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][18].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][18].name,str,"""pragma_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[1][0].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[1][0].value,str,"""proc_type"""
nim,alaviss/tree-sitter-nim,precedences,precedences[2][0].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[2][0].value,str,"""post_expr"""
nim,alaviss/tree-sitter-nim,precedences,precedences[2][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[2][1].name,str,"""_basic_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[3][0].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[3][0].value,str,"""post_expr"""
nim,alaviss/tree-sitter-nim,precedences,precedences[3][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[3][1].name,str,"""_simple_expression_command_start"""
nim,alaviss/tree-sitter-nim,precedences,precedences[4][0].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[4][0].value,str,"""post_expr"""
nim,alaviss/tree-sitter-nim,precedences,precedences[4][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[4][1].name,str,"""_simple_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[5][0].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[5][0].value,str,"""post_expr"""
nim,alaviss/tree-sitter-nim,precedences,precedences[5][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[5][1].name,str,"""_expression_statement"""
nim,alaviss/tree-sitter-nim,precedences,precedences[6][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[6][0].name,str,"""enum_declaration"""
nim,alaviss/tree-sitter-nim,precedences,precedences[6][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[6][1].name,str,"""enum_type"""
nim,alaviss/tree-sitter-nim,precedences,precedences[7][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[7][0].name,str,"""object_declaration"""
nim,alaviss/tree-sitter-nim,precedences,precedences[7][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[7][1].name,str,"""object_type"""
nim,alaviss/tree-sitter-nim,precedences,precedences[8][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[8][0].name,str,"""_prefix_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[8][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[8][1].name,str,"""_simple_expression_command_start"""
nim,alaviss/tree-sitter-nim,precedences,precedences[9][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[9][0].name,str,"""_simple_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[9][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[9][1].name,str,"""_command_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[10][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[10][0].name,str,"""_expression_with_call_do"""
nim,alaviss/tree-sitter-nim,precedences,precedences[10][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[10][1].name,str,"""equal_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[11][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[11][0].name,str,"""_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[11][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[11][1].name,str,"""_command_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[12][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[12][0].name,str,"""_left_hand_side"""
nim,alaviss/tree-sitter-nim,precedences,precedences[12][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[12][1].name,str,"""_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[13][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[13][0].name,str,"""_simple_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[13][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[13][1].name,str,"""_command_expression_argument_list"""
nim,alaviss/tree-sitter-nim,precedences,precedences[14][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[14][0].name,str,"""_simple_expression_command_start"""
nim,alaviss/tree-sitter-nim,precedences,precedences[14][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[14][1].name,str,"""_command_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[15][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[15][0].name,str,"""_call_do_argument_list"""
nim,alaviss/tree-sitter-nim,precedences,precedences[15][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[15][1].name,str,"""_call_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[16][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[16][0].name,str,"""_call_do"""
nim,alaviss/tree-sitter-nim,precedences,precedences[16][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[16][1].name,str,"""_simple_expression_command_start"""
nim,alaviss/tree-sitter-nim,precedences,precedences[17][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[17][0].name,str,"""_call_do_argument_list"""
nim,alaviss/tree-sitter-nim,precedences,precedences[17][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[17][1].name,str,"""_post_expression_block"""
nim,alaviss/tree-sitter-nim,precedences,precedences[18][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[18][0].name,str,"""_call_block_argument_list"""
nim,alaviss/tree-sitter-nim,precedences,precedences[18][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[18][1].name,str,"""_call_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[19][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[19][0].name,str,"""_call_block"""
nim,alaviss/tree-sitter-nim,precedences,precedences[19][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[19][1].name,str,"""_simple_expression_command_start"""
nim,alaviss/tree-sitter-nim,precedences,precedences[20][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[20][0].name,str,"""_command_block_argument_list"""
nim,alaviss/tree-sitter-nim,precedences,precedences[20][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[20][1].name,str,"""_command_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[21][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[21][0].name,str,"""_simple_expression_command_start"""
nim,alaviss/tree-sitter-nim,precedences,precedences[21][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[21][1].name,str,"""_command_statement"""
nim,alaviss/tree-sitter-nim,precedences,precedences[22][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[22][0].name,str,"""_simple_expression_command_start"""
nim,alaviss/tree-sitter-nim,precedences,precedences[22][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[22][1].name,str,"""_command_complex_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[23][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[23][0].name,str,"""_equal_expression_list"""
nim,alaviss/tree-sitter-nim,precedences,precedences[23][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[23][1].name,str,"""_command_complex_expression_argument_list"""
nim,alaviss/tree-sitter-nim,precedences,precedences[24][0].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[24][0].value,str,"""proc_expr"""
nim,alaviss/tree-sitter-nim,precedences,precedences[24][1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[24][1].name,str,"""_basic_expression"""
nim,alaviss/tree-sitter-nim,precedences,precedences[25][0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,precedences,precedences[25][0].name,str,"""_type_definition"""
nim,alaviss/tree-sitter-nim,precedences,precedences[25][1].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[25][1].value,str,"""type_modifiers"""
nim,alaviss/tree-sitter-nim,reserved,reserved,object,{}
csharp,tree-sitter/tree-sitter-c-sharp,word,word,str,"""_identifier_token"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[0].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[0].name,str,"""_optional_semi"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[1].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[1].name,str,"""interpolation_regular_start"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[2].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[2].name,str,"""interpolation_verbatim_start"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[3].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[3].name,str,"""interpolation_raw_start"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[4].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[4].name,str,"""interpolation_start_quote"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[5].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[5].name,str,"""interpolation_end_quote"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[6].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[6].name,str,"""interpolation_open_brace"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[7].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[7].name,str,"""interpolation_close_brace"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[8].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[8].name,str,"""interpolation_string_content"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[9].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[9].name,str,"""raw_string_start"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[10].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[10].name,str,"""raw_string_end"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[11].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[11].name,str,"""raw_string_content"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[12].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,externals,externals[12].name,str,"""_lambda_paren_open"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[0].type,str,"""PATTERN"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[0].value,str,"""[\\s\\u00A0\\uFEFF\\u3000]+"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[1].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[1].name,str,"""comment"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[2].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[2].name,str,"""preproc_region"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[3].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[3].name,str,"""preproc_endregion"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[4].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[4].name,str,"""preproc_line"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[5].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[5].name,str,"""preproc_pragma"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[6].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[6].name,str,"""preproc_nullable"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[7].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[7].name,str,"""preproc_error"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[8].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[8].name,str,"""preproc_warning"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[9].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[9].name,str,"""preproc_define"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[10].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,extras,extras[10].name,str,"""preproc_undef"""
csharp,tree-sitter/tree-sitter-c-sharp,inline,inline[0],str,"""_namespace_member_declaration"""
csharp,tree-sitter/tree-sitter-c-sharp,inline,inline[1],str,"""_object_creation_type"""
csharp,tree-sitter/tree-sitter-c-sharp,inline,inline[2],str,"""_nullable_base_type"""
csharp,tree-sitter/tree-sitter-c-sharp,inline,inline[3],str,"""_parameter_type_with_modifiers"""
csharp,tree-sitter/tree-sitter-c-sharp,inline,inline[4],str,"""_top_level_item_no_statement"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[0][0],str,"""_simple_name"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[0][1],str,"""generic_name"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[1][0],str,"""_simple_name"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[1][1],str,"""type_parameter"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[2][0],str,"""_simple_name"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[2][1],str,"""subpattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[3][0],str,"""tuple_element"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[3][1],str,"""type_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[4][0],str,"""tuple_element"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[4][1],str,"""using_variable_declarator"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[5][0],str,"""tuple_element"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[5][1],str,"""declaration_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[6][0],str,"""tuple_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[6][1],str,"""parameter"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[7][0],str,"""tuple_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[7][1],str,"""_simple_name"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[8][0],str,"""lvalue_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[8][1],str,"""_name"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[9][0],str,"""parameter"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[9][1],str,"""lvalue_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[10][0],str,"""lvalue_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[10][1],str,"""non_lvalue_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[11][0],str,"""type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[11][1],str,"""attribute"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[12][0],str,"""type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[12][1],str,"""nullable_type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[13][0],str,"""type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[13][1],str,"""nullable_type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[13][2],str,"""array_creation_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[14][0],str,"""type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[14][1],str,"""_array_base_type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[15][0],str,"""type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[15][1],str,"""_array_base_type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[15][2],str,"""array_creation_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[16][0],str,"""type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[16][1],str,"""array_creation_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[17][0],str,"""type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[17][1],str,"""_pointer_base_type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[18][0],str,"""qualified_name"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[18][1],str,"""member_access_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[19][0],str,"""qualified_name"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[19][1],str,"""explicit_interface_specifier"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[20][0],str,"""_array_base_type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[20][1],str,"""stackalloc_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[21][0],str,"""constant_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[21][1],str,"""non_lvalue_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[22][0],str,"""constant_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[22][1],str,"""_expression_statement_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[23][0],str,"""constant_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[23][1],str,"""lvalue_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[24][0],str,"""constant_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[24][1],str,"""_name"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[25][0],str,"""constant_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[25][1],str,"""lvalue_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[25][2],str,"""_name"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[26][0],str,"""type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[26][1],str,"""_name_invocation_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[26][2],str,"""recursive_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[27][0],str,"""attribute"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[27][1],str,"""type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[27][2],str,"""_name_invocation_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[27][3],str,"""recursive_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[28][0],str,"""parenthesized_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[28][1],str,"""_parenthesized_pattern_with_designation"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[29][0],str,"""expression_element"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[29][1],str,"""argument"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[30][0],str,"""spread_element"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[30][1],str,"""range_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[31][0],str,"""collection_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[31][1],str,"""list_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[32][0],str,"""_reserved_identifier"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[32][1],str,"""modifier"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[33][0],str,"""_reserved_identifier"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[33][1],str,"""scoped_type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[34][0],str,"""_reserved_identifier"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[34][1],str,"""implicit_type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[35][0],str,"""_reserved_identifier"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[35][1],str,"""from_clause"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[36][0],str,"""_reserved_identifier"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[36][1],str,"""implicit_type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[36][2],str,"""var_pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[37][0],str,"""_reserved_identifier"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[37][1],str,"""type_parameter_constraint"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[38][0],str,"""_reserved_identifier"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[38][1],str,"""parameter"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[38][2],str,"""scoped_type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[39][0],str,"""_reserved_identifier"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[39][1],str,"""parameter"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[40][0],str,"""_simple_name"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[40][1],str,"""parameter"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[41][0],str,"""tuple_element"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[41][1],str,"""parameter"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[41][2],str,"""declaration_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[42][0],str,"""parameter"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[42][1],str,"""tuple_element"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[43][0],str,"""event_declaration"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[43][1],str,"""variable_declarator"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[44][0],str,"""base_list"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[45][0],str,"""using_directive"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[45][1],str,"""modifier"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[46][0],str,"""using_directive"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[47][0],str,"""_constructor_declaration_initializer"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[47][1],str,"""_simple_name"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[48][0],str,"""receiver_parameter"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[48][1],str,"""scoped_type"""
csharp,tree-sitter/tree-sitter-c-sharp,conflicts,conflicts[48][2],str,"""_reserved_identifier"""
csharp,tree-sitter/tree-sitter-c-sharp,supertypes,supertypes[0],str,"""declaration"""
csharp,tree-sitter/tree-sitter-c-sharp,supertypes,supertypes[1],str,"""expression"""
csharp,tree-sitter/tree-sitter-c-sharp,supertypes,supertypes[2],str,"""non_lvalue_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,supertypes,supertypes[3],str,"""lvalue_expression"""
csharp,tree-sitter/tree-sitter-c-sharp,supertypes,supertypes[4],str,"""literal"""
csharp,tree-sitter/tree-sitter-c-sharp,supertypes,supertypes[5],str,"""statement"""
csharp,tree-sitter/tree-sitter-c-sharp,supertypes,supertypes[6],str,"""type"""
csharp,tree-sitter/tree-sitter-c-sharp,supertypes,supertypes[7],str,"""type_declaration"""
csharp,tree-sitter/tree-sitter-c-sharp,supertypes,supertypes[8],str,"""pattern"""
csharp,tree-sitter/tree-sitter-c-sharp,precedences,precedences[0][0].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,precedences,precedences[0][0].name,str,"""_anonymous_object_member_declarator"""
csharp,tree-sitter/tree-sitter-c-sharp,precedences,precedences[0][1].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,precedences,precedences[0][1].name,str,"""_simple_name"""
csharp,tree-sitter/tree-sitter-c-sharp,precedences,precedences[1][0].type,str,"""SYMBOL"""
csharp,tree-sitter/tree-sitter-c-sharp,precedences,precedences[1][0].name,str,"""block"""
csharp,tree-sitter/tree-sitter-c-sharp,precedences,precedences[1][1].type,str,"""SYMBOL"""
