language,repository,rule,path,value_kind,value_json
c,tree-sitter/tree-sitter-c,pointer_field_declarator,rules.pointer_field_declarator.content.content.members[2].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,pointer_field_declarator,rules.pointer_field_declarator.content.content.members[2].content.name,str,"""ms_pointer_modifier"""
c,tree-sitter/tree-sitter-c,pointer_field_declarator,rules.pointer_field_declarator.content.content.members[3].type,str,"""REPEAT"""
c,tree-sitter/tree-sitter-c,pointer_field_declarator,rules.pointer_field_declarator.content.content.members[3].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,pointer_field_declarator,rules.pointer_field_declarator.content.content.members[3].content.name,str,"""type_qualifier"""
c,tree-sitter/tree-sitter-c,pointer_field_declarator,rules.pointer_field_declarator.content.content.members[4].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,pointer_field_declarator,rules.pointer_field_declarator.content.content.members[4].name,str,"""declarator"""
c,tree-sitter/tree-sitter-c,pointer_field_declarator,rules.pointer_field_declarator.content.content.members[4].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,pointer_field_declarator,rules.pointer_field_declarator.content.content.members[4].content.name,str,"""_field_declarator"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.type,str,"""PREC_DYNAMIC"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.value,int,1
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.type,str,"""PREC_RIGHT"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.value,int,0
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.type,str,"""SEQ"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[0].type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[0].members[0].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[0].members[0].name,str,"""ms_based_modifier"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[0].members[1].type,str,"""BLANK"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[1].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[1].value,str,"""*"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[2].type,str,"""REPEAT"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[2].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[2].content.name,str,"""ms_pointer_modifier"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[3].type,str,"""REPEAT"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[3].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[3].content.name,str,"""type_qualifier"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[4].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[4].name,str,"""declarator"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[4].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,pointer_type_declarator,rules.pointer_type_declarator.content.content.members[4].content.name,str,"""_type_declarator"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.type,str,"""PREC_DYNAMIC"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.value,int,1
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.type,str,"""PREC_RIGHT"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.value,int,0
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.type,str,"""SEQ"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.members[0].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.members[0].value,str,"""*"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.members[1].type,str,"""REPEAT"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.members[1].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.members[1].content.name,str,"""ms_pointer_modifier"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.members[2].type,str,"""REPEAT"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.members[2].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.members[2].content.name,str,"""type_qualifier"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.members[3].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.members[3].name,str,"""declarator"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.members[3].content.type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.members[3].content.members[0].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.members[3].content.members[0].name,str,"""_abstract_declarator"""
c,tree-sitter/tree-sitter-c,abstract_pointer_declarator,rules.abstract_pointer_declarator.content.content.members[3].content.members[1].type,str,"""BLANK"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.type,str,"""PREC_RIGHT"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.value,int,1
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.type,str,"""SEQ"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[0].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[0].name,str,"""declarator"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[0].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[0].content.name,str,"""_declarator"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[1].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[1].name,str,"""parameters"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[1].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[1].content.name,str,"""parameter_list"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[2].type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[2].members[0].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[2].members[0].name,str,"""gnu_asm_expression"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[2].members[1].type,str,"""BLANK"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[3].type,str,"""REPEAT"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[3].content.type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[3].content.members[0].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[3].content.members[0].name,str,"""attribute_specifier"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[3].content.members[1].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[3].content.members[1].name,str,"""identifier"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[3].content.members[2].type,str,"""ALIAS"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[3].content.members[2].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[3].content.members[2].content.name,str,"""preproc_call_expression"""
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[3].content.members[2].named,bool,true
c,tree-sitter/tree-sitter-c,function_declarator,rules.function_declarator.content.members[3].content.members[2].value,str,"""call_expression"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.type,str,"""PREC_RIGHT"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.value,int,1
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.type,str,"""SEQ"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[0].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[0].name,str,"""declarator"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[0].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[0].content.name,str,"""_declarator"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[1].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[1].name,str,"""parameters"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[1].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[1].content.name,str,"""parameter_list"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[2].type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[2].members[0].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[2].members[0].name,str,"""gnu_asm_expression"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[2].members[1].type,str,"""BLANK"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[3].type,str,"""REPEAT"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[3].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,_function_declaration_declarator,rules._function_declaration_declarator.content.members[3].content.name,str,"""attribute_specifier"""
c,tree-sitter/tree-sitter-c,function_field_declarator,rules.function_field_declarator.type,str,"""PREC"""
c,tree-sitter/tree-sitter-c,function_field_declarator,rules.function_field_declarator.value,int,1
c,tree-sitter/tree-sitter-c,function_field_declarator,rules.function_field_declarator.content.type,str,"""SEQ"""
c,tree-sitter/tree-sitter-c,function_field_declarator,rules.function_field_declarator.content.members[0].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,function_field_declarator,rules.function_field_declarator.content.members[0].name,str,"""declarator"""
c,tree-sitter/tree-sitter-c,function_field_declarator,rules.function_field_declarator.content.members[0].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,function_field_declarator,rules.function_field_declarator.content.members[0].content.name,str,"""_field_declarator"""
c,tree-sitter/tree-sitter-c,function_field_declarator,rules.function_field_declarator.content.members[1].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,function_field_declarator,rules.function_field_declarator.content.members[1].name,str,"""parameters"""
c,tree-sitter/tree-sitter-c,function_field_declarator,rules.function_field_declarator.content.members[1].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,function_field_declarator,rules.function_field_declarator.content.members[1].content.name,str,"""parameter_list"""
c,tree-sitter/tree-sitter-c,function_type_declarator,rules.function_type_declarator.type,str,"""PREC"""
c,tree-sitter/tree-sitter-c,function_type_declarator,rules.function_type_declarator.value,int,1
c,tree-sitter/tree-sitter-c,function_type_declarator,rules.function_type_declarator.content.type,str,"""SEQ"""
c,tree-sitter/tree-sitter-c,function_type_declarator,rules.function_type_declarator.content.members[0].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,function_type_declarator,rules.function_type_declarator.content.members[0].name,str,"""declarator"""
c,tree-sitter/tree-sitter-c,function_type_declarator,rules.function_type_declarator.content.members[0].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,function_type_declarator,rules.function_type_declarator.content.members[0].content.name,str,"""_type_declarator"""
c,tree-sitter/tree-sitter-c,function_type_declarator,rules.function_type_declarator.content.members[1].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,function_type_declarator,rules.function_type_declarator.content.members[1].name,str,"""parameters"""
c,tree-sitter/tree-sitter-c,function_type_declarator,rules.function_type_declarator.content.members[1].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,function_type_declarator,rules.function_type_declarator.content.members[1].content.name,str,"""parameter_list"""
c,tree-sitter/tree-sitter-c,abstract_function_declarator,rules.abstract_function_declarator.type,str,"""PREC"""
c,tree-sitter/tree-sitter-c,abstract_function_declarator,rules.abstract_function_declarator.value,int,1
c,tree-sitter/tree-sitter-c,abstract_function_declarator,rules.abstract_function_declarator.content.type,str,"""SEQ"""
c,tree-sitter/tree-sitter-c,abstract_function_declarator,rules.abstract_function_declarator.content.members[0].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,abstract_function_declarator,rules.abstract_function_declarator.content.members[0].name,str,"""declarator"""
c,tree-sitter/tree-sitter-c,abstract_function_declarator,rules.abstract_function_declarator.content.members[0].content.type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,abstract_function_declarator,rules.abstract_function_declarator.content.members[0].content.members[0].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,abstract_function_declarator,rules.abstract_function_declarator.content.members[0].content.members[0].name,str,"""_abstract_declarator"""
c,tree-sitter/tree-sitter-c,abstract_function_declarator,rules.abstract_function_declarator.content.members[0].content.members[1].type,str,"""BLANK"""
c,tree-sitter/tree-sitter-c,abstract_function_declarator,rules.abstract_function_declarator.content.members[1].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,abstract_function_declarator,rules.abstract_function_declarator.content.members[1].name,str,"""parameters"""
c,tree-sitter/tree-sitter-c,abstract_function_declarator,rules.abstract_function_declarator.content.members[1].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,abstract_function_declarator,rules.abstract_function_declarator.content.members[1].content.name,str,"""parameter_list"""
c,tree-sitter/tree-sitter-c,_old_style_function_declarator,rules._old_style_function_declarator.type,str,"""SEQ"""
c,tree-sitter/tree-sitter-c,_old_style_function_declarator,rules._old_style_function_declarator.members[0].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,_old_style_function_declarator,rules._old_style_function_declarator.members[0].name,str,"""declarator"""
c,tree-sitter/tree-sitter-c,_old_style_function_declarator,rules._old_style_function_declarator.members[0].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,_old_style_function_declarator,rules._old_style_function_declarator.members[0].content.name,str,"""_declarator"""
c,tree-sitter/tree-sitter-c,_old_style_function_declarator,rules._old_style_function_declarator.members[1].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,_old_style_function_declarator,rules._old_style_function_declarator.members[1].name,str,"""parameters"""
c,tree-sitter/tree-sitter-c,_old_style_function_declarator,rules._old_style_function_declarator.members[1].content.type,str,"""ALIAS"""
c,tree-sitter/tree-sitter-c,_old_style_function_declarator,rules._old_style_function_declarator.members[1].content.content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,_old_style_function_declarator,rules._old_style_function_declarator.members[1].content.content.name,str,"""_old_style_parameter_list"""
c,tree-sitter/tree-sitter-c,_old_style_function_declarator,rules._old_style_function_declarator.members[1].content.named,bool,true
c,tree-sitter/tree-sitter-c,_old_style_function_declarator,rules._old_style_function_declarator.members[1].content.value,str,"""parameter_list"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.type,str,"""PREC"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.value,int,1
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.type,str,"""SEQ"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[0].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[0].name,str,"""declarator"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[0].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[0].content.name,str,"""_declarator"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[1].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[1].value,str,"""["""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[2].type,str,"""REPEAT"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[2].content.type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[2].content.members[0].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[2].content.members[0].name,str,"""type_qualifier"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[2].content.members[1].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[2].content.members[1].value,str,"""static"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[3].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[3].name,str,"""size"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[3].content.type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[3].content.members[0].type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[3].content.members[0].members[0].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[3].content.members[0].members[0].name,str,"""expression"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[3].content.members[0].members[1].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[3].content.members[0].members[1].value,str,"""*"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[3].content.members[1].type,str,"""BLANK"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[4].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,array_declarator,rules.array_declarator.content.members[4].value,str,"""]"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.type,str,"""PREC"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.value,int,1
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.type,str,"""SEQ"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[0].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[0].name,str,"""declarator"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[0].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[0].content.name,str,"""_field_declarator"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[1].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[1].value,str,"""["""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[2].type,str,"""REPEAT"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[2].content.type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[2].content.members[0].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[2].content.members[0].name,str,"""type_qualifier"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[2].content.members[1].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[2].content.members[1].value,str,"""static"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[3].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[3].name,str,"""size"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[3].content.type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[3].content.members[0].type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[3].content.members[0].members[0].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[3].content.members[0].members[0].name,str,"""expression"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[3].content.members[0].members[1].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[3].content.members[0].members[1].value,str,"""*"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[3].content.members[1].type,str,"""BLANK"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[4].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,array_field_declarator,rules.array_field_declarator.content.members[4].value,str,"""]"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.type,str,"""PREC"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.value,int,1
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.type,str,"""SEQ"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[0].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[0].name,str,"""declarator"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[0].content.type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[0].content.name,str,"""_type_declarator"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[1].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[1].value,str,"""["""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[2].type,str,"""REPEAT"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[2].content.type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[2].content.members[0].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[2].content.members[0].name,str,"""type_qualifier"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[2].content.members[1].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[2].content.members[1].value,str,"""static"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[3].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[3].name,str,"""size"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[3].content.type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[3].content.members[0].type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[3].content.members[0].members[0].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[3].content.members[0].members[0].name,str,"""expression"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[3].content.members[0].members[1].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[3].content.members[0].members[1].value,str,"""*"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[3].content.members[1].type,str,"""BLANK"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[4].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,array_type_declarator,rules.array_type_declarator.content.members[4].value,str,"""]"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.type,str,"""PREC"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.value,int,1
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.type,str,"""SEQ"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[0].type,str,"""FIELD"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[0].name,str,"""declarator"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[0].content.type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[0].content.members[0].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[0].content.members[0].name,str,"""_abstract_declarator"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[0].content.members[1].type,str,"""BLANK"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[1].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[1].value,str,"""["""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[2].type,str,"""REPEAT"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[2].content.type,str,"""CHOICE"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[2].content.members[0].type,str,"""SYMBOL"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[2].content.members[0].name,str,"""type_qualifier"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[2].content.members[1].type,str,"""STRING"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[2].content.members[1].value,str,"""static"""
c,tree-sitter/tree-sitter-c,abstract_array_declarator,rules.abstract_array_declarator.content.members[3].type,str,"""FIELD"""
