language,repository,rule,field,path,payload_json
python,tree-sitter/tree-sitter-python,call,function,$.content.members[0],"{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""primary_expression""}}"
python,tree-sitter/tree-sitter-python,call,arguments,$.content.members[1],"{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""generator_expression""},{""type"":""SYMBOL"",""name"":""argument_list""}]}}"
python,tree-sitter/tree-sitter-python,typed_parameter,type,$.content.members[2],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type""}}"
python,tree-sitter/tree-sitter-python,keyword_argument,name,$.members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""SYMBOL"",""name"":""keyword_identifier""}]}}"
python,tree-sitter/tree-sitter-python,keyword_argument,value,$.members[2],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
python,tree-sitter/tree-sitter-python,pair,key,$.members[0],"{""type"":""FIELD"",""name"":""key"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
python,tree-sitter/tree-sitter-python,pair,value,$.members[2],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
python,tree-sitter/tree-sitter-python,list_comprehension,body,$.members[1],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
python,tree-sitter/tree-sitter-python,dictionary_comprehension,body,$.members[1],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""pair""}}"
python,tree-sitter/tree-sitter-python,set_comprehension,body,$.members[1],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
python,tree-sitter/tree-sitter-python,generator_expression,body,$.members[1],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
python,tree-sitter/tree-sitter-python,for_in_clause,left,$.content.members[2],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_left_hand_side""}}"
python,tree-sitter/tree-sitter-python,for_in_clause,right,$.content.members[4],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_expression_within_for_in_clause""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""_expression_within_for_in_clause""}]}}]}}"
python,tree-sitter/tree-sitter-python,interpolation,expression,$.members[1],"{""type"":""FIELD"",""name"":""expression"",""content"":{""type"":""SYMBOL"",""name"":""_f_expression""}}"
python,tree-sitter/tree-sitter-python,interpolation,type_conversion,$.members[3].members[0],"{""type"":""FIELD"",""name"":""type_conversion"",""content"":{""type"":""SYMBOL"",""name"":""type_conversion""}}"
python,tree-sitter/tree-sitter-python,interpolation,format_specifier,$.members[4].members[0],"{""type"":""FIELD"",""name"":""format_specifier"",""content"":{""type"":""SYMBOL"",""name"":""format_specifier""}}"
zig,tree-sitter-grammars/tree-sitter-zig,container_field,name,$.content.content.members[1].members[0].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""SYMBOL"",""name"":""_reserved_identifier""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""builtin_type""},""named"":true,""value"":""identifier""}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,container_field,type,$.content.content.members[1].members[0].members[2],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""primary_type_expression""},{""type"":""SYMBOL"",""name"":""if_type_expression""},{""type"":""SYMBOL"",""name"":""comptime_type_expression""}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,container_field,name,$.content.content.members[1].members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""primary_type_expression""},{""type"":""SYMBOL"",""name"":""if_type_expression""},{""type"":""SYMBOL"",""name"":""comptime_type_expression""}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,_variable_declaration_header,type,$.content.members[2].members[0].members[1],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_expression""},{""type"":""SYMBOL"",""name"":""if_type_expression""},{""type"":""SYMBOL"",""name"":""comptime_type_expression""}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,function_declaration,body,$.members[3].members[1],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""block""}}"
zig,tree-sitter-grammars/tree-sitter-zig,_function_prototype,name,$.members[1].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
zig,tree-sitter-grammars/tree-sitter-zig,_function_prototype,type,$.members[7],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_expression""},{""type"":""SYMBOL"",""name"":""if_type_expression""},{""type"":""SYMBOL"",""name"":""comptime_type_expression""}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,parameter,name,$.members[0].members[1].members[0].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""builtin_type""},""named"":true,""value"":""identifier""}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,parameter,type,$.members[0].members[2],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_expression""},{""type"":""SYMBOL"",""name"":""if_type_expression""},{""type"":""SYMBOL"",""name"":""comptime_type_expression""}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,_if_prefix,condition,$.members[2],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,else_clause,alternative,$.members[2],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""SYMBOL"",""name"":""statement""}}"
zig,tree-sitter-grammars/tree-sitter-zig,_while_prefix,condition,$.members[2],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,_conditional_body,body,$.members[0].members[0],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""block_expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,_conditional_body,body,$.members[1].members[0],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,assignment_expression,left,$.content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,assignment_expression,operator,$.content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""STRING"",""value"":""*=""},{""type"":""STRING"",""value"":""*%=""},{""type"":""STRING"",""value"":""*|=""},{""type"":""STRING"",""value"":""/=""},{""type"":""STRING"",""value"":""%=""},{""type"":""STRING"",""value"":""+=""},{""type"":""STRING"",""value"":""+%=""},{""type"":""STRING"",""value"":""+|=""},{""type"":""STRING"",""value"":""-=""},{""type"":""STRING"",""value"":""-%=""},{""type"":""STRING"",""value"":""-|=""},{""type"":""STRING"",""value"":""<<=""},{""type"":""STRING"",""value"":""<<|=""},{""type"":""STRING"",""value"":"">>=""},{""type"":""STRING"",""value"":""&=""},{""type"":""STRING"",""value"":""^=""},{""type"":""STRING"",""value"":""|=""}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,assignment_expression,right,$.content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,unary_expression,operator,$.content.members[0],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""-%""},{""type"":""STRING"",""value"":""&""}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,unary_expression,argument,$.content.members[1],"{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[0].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[0].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""or""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[0].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[1].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[1].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""and""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[1].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[2].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[2].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""==""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[2].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[3].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[3].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""!=""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[3].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[4].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[4].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":"">""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[4].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[5].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[5].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":"">=""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[5].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[6].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[6].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""<=""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[6].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[7].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[7].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""<""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[7].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[8].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[8].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""&""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[8].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[9].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[9].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""^""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[9].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[10].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[10].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""|""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[10].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[11].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[11].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""orelse""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[11].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[12].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[12].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""<<""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[12].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[13].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[13].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":"">>""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[13].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[14].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[14].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""<<|""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[14].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[15].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[15].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""+""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[15].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[16].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[16].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""-""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[16].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[17].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[17].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""++""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[17].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[18].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[18].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""+%""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[18].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[19].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[19].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""-%""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[19].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[20].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[20].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""+|""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[20].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[21].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[21].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""-|""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[21].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[22].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[22].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""*""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[22].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[23].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[23].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""/""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[23].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[24].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[24].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""%""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[24].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[25].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[25].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""**""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[25].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[26].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[26].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""*%""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[26].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[27].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[27].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""*|""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[27].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,left,$.members[28].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,operator,$.members[28].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""||""}}"
zig,tree-sitter-grammars/tree-sitter-zig,binary_expression,right,$.members[28].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,slice_type,sentinel,$.content.members[1].members[0].members[1],"{""type"":""FIELD"",""name"":""sentinel"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,error_union_type,error,$.content.members[0].members[0],"{""type"":""FIELD"",""name"":""error"",""content"":{""type"":""SYMBOL"",""name"":""type_expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,error_union_type,ok,$.content.members[2],"{""type"":""FIELD"",""name"":""ok"",""content"":{""type"":""SYMBOL"",""name"":""type_expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,field_expression,object,$.content.members[0].members[0],"{""type"":""FIELD"",""name"":""object"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,field_expression,member,$.content.members[2],"{""type"":""FIELD"",""name"":""member"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
zig,tree-sitter-grammars/tree-sitter-zig,index_expression,object,$.content.members[0],"{""type"":""FIELD"",""name"":""object"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,index_expression,index,$.content.members[2],"{""type"":""FIELD"",""name"":""index"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,index_expression,sentinel,$.content.members[3].members[0].members[1],"{""type"":""FIELD"",""name"":""sentinel"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,range_expression,left,$.content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,range_expression,right,$.content.members[2].members[0],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,call_expression,function,$.content.members[0],"{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""expression""}}"
zig,tree-sitter-grammars/tree-sitter-zig,call_expression,arguments,$.content.members[1],"{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""SYMBOL"",""name"":""arguments""}}"
julia,tree-sitter/tree-sitter-julia,module_definition,name,$.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""SYMBOL"",""name"":""interpolation_expression""}]}}"
