ast_node,kind,file,line,mapped_gap_features,mapped_gap_score
EmptySubobjectMap,declaration,lib/AST/RecordLayoutBuilder.cpp,105,cpp_object_representation;cpp_multiple_inheritance_layout,2.396095
CopyingBaseSubobject,enum_variant,lib/Sema/SemaDeclCXX.cpp,11693,cpp_object_representation;cpp_copy_move,2.394932
ASTContext,declaration,include/clang/AST/CXXInheritance.h,35,cpp_inheritance;cpp_multiple_inheritance_layout,2.382831
CXXBasePathElement,declaration,include/clang/AST/CXXInheritance.h,45,cpp_inheritance;cpp_multiple_inheritance_layout,2.382831
CXXBasePath,declaration,include/clang/AST/CXXInheritance.h,71,cpp_inheritance;cpp_multiple_inheritance_layout,2.382831
CXXBasePaths,declaration,include/clang/AST/CXXInheritance.h,119,cpp_inheritance;cpp_multiple_inheritance_layout,2.382831
IsVirtBaseAndNumberNonVirtBases,declaration,include/clang/AST/CXXInheritance.h,135,cpp_inheritance;cpp_multiple_inheritance_layout,2.382831
OverridingMethods,declaration,include/clang/AST/CXXInheritance.h,281,cpp_inheritance;cpp_multiple_inheritance_layout,2.382831
CXXFinalOverriderMap,declaration,include/clang/AST/CXXInheritance.h,369,cpp_inheritance;cpp_multiple_inheritance_layout,2.382831
CXXIndirectPrimaryBaseSet,declaration,include/clang/AST/CXXInheritance.h,373,cpp_inheritance;cpp_multiple_inheritance_layout,2.382831
ClassInheritanceScope,enum_variant,include/clang/Sema/Scope.h,133,cpp_inheritance;cpp_multiple_inheritance_layout,2.382831
InheritanceHierarchyWriter,declaration,lib/AST/InheritViz.cpp,34,cpp_inheritance;cpp_multiple_inheritance_layout,2.382831
LV_NotObjectType,enum_variant,include/clang/AST/Expr.h,255,cpp_object_representation;c_effective_type_aliasing,2.376871
MLV_NotObjectType,enum_variant,include/clang/AST/Expr.h,270,cpp_object_representation;c_effective_type_aliasing,2.376871
ObjCObjectType,declaration,include/clang/AST/Type.h,5419,cpp_object_representation;c_effective_type_aliasing,2.376871
ObjCObjectTypeLocInfo,declaration,include/clang/AST/TypeLoc.h,904,cpp_object_representation;c_effective_type_aliasing,2.376871
ObjCObjectTypeLoc,declaration,include/clang/AST/TypeLoc.h,917,cpp_object_representation;c_effective_type_aliasing,2.376871
ObjCObjectTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,918,cpp_object_representation;c_effective_type_aliasing,2.376871
ObjCObjectType,enum_variant,include/clang/AST/TypeLoc.h,919,cpp_object_representation;c_effective_type_aliasing,2.376871
ObjectType,enum_variant,lib/Sema/TreeTransform.h,3773,cpp_object_representation;c_effective_type_aliasing,2.376871
ObjectTypePtr,enum_variant,lib/Sema/TreeTransform.h,10308,cpp_object_representation;c_effective_type_aliasing,2.376871
ObjectType,enum_variant,lib/Sema/TreeTransform.h,11209,cpp_object_representation;c_effective_type_aliasing,2.376871
PseudoObjectExprBitfields,declaration,include/clang/AST/Stmt.h,230,cpp_object_representation;c_bitfields,2.365479
FriendObjectKind,declaration,include/clang/AST/DeclBase.h,1098,cpp_object_representation;cpp_access_friend,2.359775
NSOrderedSet_insertObjectAtIndex,enum_variant,include/clang/AST/NSAPI.h,127,cpp_object_representation;cpp_ctor_initialization_order,2.359221
NSOrderedSet_setObjectAtIndex,enum_variant,include/clang/AST/NSAPI.h,128,cpp_object_representation;cpp_ctor_initialization_order,2.359221
NSOrderedSet_setObjectAtIndexedSubscript,enum_variant,include/clang/AST/NSAPI.h,129,cpp_object_representation;cpp_ctor_initialization_order,2.359221
SK_ObjCObjectConversion,enum_variant,include/clang/Sema/Initialization.h,859,cpp_object_representation;cpp_ctor_initialization_order,2.359221
SK_ProduceObjCObject,enum_variant,include/clang/Sema/Initialization.h,884,cpp_object_representation;cpp_ctor_initialization_order,2.359221
AtIndexSetterSelector,enum_variant,lib/Sema/SemaPseudoObject.cpp,1427,cpp_object_representation;cpp_ctor_initialization_order,2.359221
EK_Temporary,enum_variant,include/clang/Sema/Initialization.h,81,cpp_temp_materialization;cpp_ctor_initialization_order,2.357572
BinaryOperator,declaration,include/clang/AST/StmtDataCollectors.td,128,cpp_operator_overload;cpp_ctor_initialization_order,2.354757
UnaryOperator,declaration,include/clang/AST/StmtDataCollectors.td,133,cpp_operator_overload;cpp_ctor_initialization_order,2.354757
PrimitiveCopyKind,declaration,include/clang/AST/Type.h,1107,cpp_copy_move;c_effective_type_aliasing,2.352949
ObjCIndirectCopyRestoreExprBitfields,declaration,include/clang/AST/Stmt.h,252,cpp_copy_move;c_bitfields,2.341556
OFIK_RemoveDereference,enum_variant,include/clang/Sema/SemaFixItUtils.h,24,cpp_copy_move;cpp_reference_binding,2.338768
Array,enum_variant,include/clang/AST/APValue.h,50,c_flexible_array_member;c_array_decay,2.337866
UninitArray,declaration,include/clang/AST/APValue.h,117,c_flexible_array_member;c_array_decay,2.337866
Array,enum_variant,include/clang/AST/Expr.h,1903,c_flexible_array_member;c_array_decay,2.337866
ArraySubscriptExpr,declaration,include/clang/AST/Expr.h,2197,c_flexible_array_member;c_array_decay,2.337866
ArrayOrRangeDesignator,declaration,include/clang/AST/Expr.h,4285,c_flexible_array_member;c_array_decay,2.337866
ArrayDesignator,enum_variant,include/clang/AST/Expr.h,4308,c_flexible_array_member;c_array_decay,2.337866
ArrayOrRangeDesignator,declaration,include/clang/AST/Expr.h,4316,c_flexible_array_member;c_array_decay,2.337866
ArrayInitLoopExpr,declaration,include/clang/AST/Expr.h,4613,c_flexible_array_member;c_array_decay,2.337866
ArrayInitIndexExpr,declaration,include/clang/AST/Expr.h,4668,c_flexible_array_member;c_array_decay,2.337866
ObjCArrayLiteral,declaration,include/clang/AST/ExprObjC.h,171,c_flexible_array_member;c_array_decay,2.337866
OMPArraySectionExpr,declaration,include/clang/AST/ExprOpenMP.h,45,c_flexible_array_member;c_array_decay,2.337866
ClassId_NSArray,enum_variant,include/clang/AST/NSAPI.h,33,c_flexible_array_member;c_array_decay,2.337866
ClassId_NSMutableArray,enum_variant,include/clang/AST/NSAPI.h,34,c_flexible_array_member;c_array_decay,2.337866
NSArrayMethodKind,declaration,include/clang/AST/NSAPI.h,76,c_flexible_array_member;c_array_decay,2.337866
NSArr_array,enum_variant,include/clang/AST/NSAPI.h,77,c_flexible_array_member;c_array_decay,2.337866
NSArr_arrayWithArray,enum_variant,include/clang/AST/NSAPI.h,78,c_flexible_array_member;c_array_decay,2.337866
NSArr_initWithArray,enum_variant,include/clang/AST/NSAPI.h,82,c_flexible_array_member;c_array_decay,2.337866
STC_Array,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,152,c_flexible_array_member;c_array_decay,2.337866
ArrayDesignatorInfo,declaration,include/clang/Sema/Designator.h,50,c_flexible_array_member;c_array_decay,2.337866
ArrayRangeDesignatorInfo,declaration,include/clang/Sema/Designator.h,55,c_flexible_array_member;c_array_decay,2.337866
OS_Array,enum_variant,include/clang/Sema/Sema.h,2696,c_flexible_array_member;c_array_decay,2.337866
LK_Array,enum_variant,include/clang/Sema/Sema.h,2705,c_flexible_array_member;c_array_decay,2.337866
ArrayInitLoopIndex,declaration,lib/AST/ExprConstant.cpp,1053,c_flexible_array_member;c_array_decay,2.337866
ArrayExprEvaluator,declaration,lib/AST/ExprConstant.cpp,7055,c_flexible_array_member;c_array_decay,2.337866
NoArrayExpr,enum_variant,lib/Sema/SemaOpenMP.cpp,9344,c_flexible_array_member;c_array_decay,2.337866
ArraySubscript,enum_variant,lib/Sema/SemaOpenMP.cpp,9345,c_flexible_array_member;c_array_decay,2.337866
ArraySize,enum_variant,lib/Sema/TreeTransform.h,2723,c_flexible_array_member;c_array_decay,2.337866
CXXConstructorDecl,declaration,include/clang/Sema/MultiplexExternalSemaSource.h,23,cpp_multiple_inheritance_layout;cpp_ctor_initialization_order,2.336460
SMF_CopyConstructor,enum_variant,include/clang/AST/DeclCXX.h,316,cpp_copy_move;cpp_ctor_initialization_order,2.335298
SMF_MoveConstructor,enum_variant,include/clang/AST/DeclCXX.h,317,cpp_copy_move;cpp_ctor_initialization_order,2.335298
ObjCIndirectCopyRestoreExpr,declaration,include/clang/AST/StmtDataCollectors.td,168,cpp_copy_move;cpp_ctor_initialization_order,2.335298
IK_Copy,enum_variant,include/clang/Sema/Initialization.h,551,cpp_copy_move;cpp_ctor_initialization_order,2.335298
SK_FinalCopy,enum_variant,include/clang/Sema/Initialization.h,805,cpp_copy_move;cpp_ctor_initialization_order,2.335298
SK_PassByIndirectCopyRestore,enum_variant,include/clang/Sema/Initialization.h,878,cpp_copy_move;cpp_ctor_initialization_order,2.335298
CXXCopyConstructor,enum_variant,include/clang/Sema/Sema.h,1150,cpp_copy_move;cpp_ctor_initialization_order,2.335298
CXXMoveConstructor,enum_variant,include/clang/Sema/Sema.h,1151,cpp_copy_move;cpp_ctor_initialization_order,2.335298
CXXCopyConstructor,enum_variant,lib/Sema/SemaDeclCXX.cpp,12419,cpp_copy_move;cpp_ctor_initialization_order,2.335298
CopyConstructor,enum_variant,lib/Sema/SemaDeclCXX.cpp,12439,cpp_copy_move;cpp_ctor_initialization_order,2.335298
CXXMoveConstructor,enum_variant,lib/Sema/SemaDeclCXX.cpp,12548,cpp_copy_move;cpp_ctor_initialization_order,2.335298
MoveConstructor,enum_variant,lib/Sema/SemaDeclCXX.cpp,12569,cpp_copy_move;cpp_ctor_initialization_order,2.335298
UnaryExprOrTypeTraitExprBitfields,declaration,include/clang/AST/Stmt.h,177,c_effective_type_aliasing;c_bitfields,2.323496
TypeTraitExprBitfields,declaration,include/clang/AST/Stmt.h,270,c_effective_type_aliasing;c_bitfields,2.323496
TypeBitfields,declaration,include/clang/AST/Type.h,1427,c_effective_type_aliasing;c_bitfields,2.323496
BuiltinTypeBitfields,declaration,include/clang/AST/Type.h,1496,c_effective_type_aliasing;c_bitfields,2.323496
FunctionTypeBitfields,declaration,include/clang/AST/Type.h,1505,c_effective_type_aliasing;c_bitfields,2.323496
TypeWithKeywordBitfields,declaration,include/clang/AST/Type.h,1567,c_effective_type_aliasing;c_bitfields,2.323496
ElaboratedTypeBitfields,declaration,include/clang/AST/Type.h,1578,c_effective_type_aliasing;c_bitfields,2.323496
AttributedTypeBitfields,declaration,include/clang/AST/Type.h,1604,c_effective_type_aliasing;c_bitfields,2.323496
PackExpansionTypeBitfields,declaration,include/clang/AST/Type.h,1672,c_effective_type_aliasing;c_bitfields,2.323496
CXXDeductionGuideNameExtra,declaration,include/clang/AST/DeclarationName.h,35,cpp_template_deduction;cpp_name_lookup,2.322240
CXXDeductionGuideName,enum_variant,include/clang/AST/DeclarationName.h,67,cpp_template_deduction;cpp_name_lookup,2.322240
CXXDeductionGuideNameExtra,declaration,include/clang/AST/DeclarationName.h,367,cpp_template_deduction;cpp_name_lookup,2.322240
ReferenceType,declaration,include/clang/AST/Type.h,2647,c_effective_type_aliasing;cpp_reference_binding,2.320707
LValueReferenceType,declaration,include/clang/AST/Type.h,2694,c_effective_type_aliasing;cpp_reference_binding,2.320707
RValueReferenceType,declaration,include/clang/AST/Type.h,2712,c_effective_type_aliasing;cpp_reference_binding,2.320707
ReferenceTypeLoc,declaration,include/clang/AST/TypeLoc.h,1283,c_effective_type_aliasing;cpp_reference_binding,2.320707
LValueReferenceTypeLoc,declaration,include/clang/AST/TypeLoc.h,1291,c_effective_type_aliasing;cpp_reference_binding,2.320707
LValueReferenceTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,1293,c_effective_type_aliasing;cpp_reference_binding,2.320707
RValueReferenceTypeLoc,declaration,include/clang/AST/TypeLoc.h,1305,c_effective_type_aliasing;cpp_reference_binding,2.320707
RValueReferenceTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,1307,c_effective_type_aliasing;cpp_reference_binding,2.320707
ReferenceTypeInfo,declaration,include/clang/Sema/DeclSpec.h,1175,c_effective_type_aliasing;cpp_reference_binding,2.320707
Reference,enum_variant,lib/Sema/SemaType.cpp,6171,c_effective_type_aliasing;cpp_reference_binding,2.320707
EffectiveContext,declaration,lib/Sema/SemaAccess.cpp,81,c_effective_type_aliasing;cpp_access_friend,2.317792
NKI_CXXCtorInitializer,enum_variant,include/clang/AST/ASTTypeTraits.h,129,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
PseudoDestructorTypeStorage,declaration,include/clang/AST/ExprCXX.h,2177,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
TypeTraitExpr,declaration,include/clang/AST/StmtDataCollectors.td,33,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
DK_cxx_destructor,enum_variant,include/clang/AST/Type.h,1150,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
DependentSizedExtVectorType,declaration,include/clang/AST/Type.h,3102,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
VectorType,declaration,include/clang/AST/Type.h,3142,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
VectorKind,declaration,include/clang/AST/Type.h,3144,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
GenericVector,enum_variant,include/clang/AST/Type.h,3146,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
AltiVecVector,enum_variant,include/clang/AST/Type.h,3149,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
NeonVector,enum_variant,include/clang/AST/Type.h,3158,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
DependentVectorType,declaration,include/clang/AST/Type.h,3219,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
ExtVectorType,declaration,include/clang/AST/Type.h,3261,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
QualifierCollector,declaration,include/clang/AST/Type.h,5920,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
VectorTypeLoc,declaration,include/clang/AST/TypeLoc.h,1727,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
VectorTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,1728,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
DependentVectorTypeLoc,declaration,include/clang/AST/TypeLoc.h,1734,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
DependentVectorTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,1736,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
ExtVectorTypeLoc,declaration,include/clang/AST/TypeLoc.h,1740,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
ExtVectorTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,1741,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
DependentSizedExtVectorTypeLoc,declaration,include/clang/AST/TypeLoc.h,1747,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
DependentSizedExtVectorTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,1749,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
QualTypeOrdering,declaration,include/clang/AST/TypeOrdering.h,29,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
FK_InitListBadDestinationType,enum_variant,include/clang/Sema/Initialization.h,1037,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
FK_PlaceholderType,enum_variant,include/clang/Sema/Initialization.h,1062,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
ExtVectorType,declaration,include/clang/Sema/Sema.h,119,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
PseudoDestructorTypeStorage,declaration,include/clang/Sema/Sema.h,165,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
TypeDiagSelector,declaration,lib/Sema/SemaType.cpp,42,c_effective_type_aliasing;cpp_ctor_initialization_order,2.317237
TTK_Union,enum_variant,include/clang/AST/Type.h,4920,c_effective_type_aliasing;c_union_active_member,2.309040
ETK_Union,enum_variant,include/clang/AST/Type.h,4939,c_effective_type_aliasing;c_union_active_member,2.309040
CXXDeleteExpr,declaration,include/clang/AST/StmtDataCollectors.td,114,cpp_new_delete;cpp_ctor_initialization_order,2.308985
MismatchingNewDeleteDetector,declaration,lib/Sema/SemaExprCXX.cpp,2936,cpp_new_delete;cpp_ctor_initialization_order,2.308985
RK_ReferenceBinding,enum_variant,lib/Sema/SemaInit.cpp,6362,cpp_reference_binding,2.306527
CXXConstructorDeclBitfields,declaration,include/clang/AST/DeclBase.h,1536,c_bitfields;cpp_ctor_initialization_order,2.305845
EK_Binding,enum_variant,include/clang/Sema/Initialization.h,123,cpp_reference_binding;cpp_ctor_initialization_order,2.303056
SK_BindReference,enum_variant,include/clang/Sema/Initialization.h,793,cpp_reference_binding;cpp_ctor_initialization_order,2.303056
FK_TooManyInitsForReference,enum_variant,include/clang/Sema/Initialization.h,954,cpp_reference_binding;cpp_ctor_initialization_order,2.303056
FK_ParenthesizedListInitForReference,enum_variant,include/clang/Sema/Initialization.h,957,cpp_reference_binding;cpp_ctor_initialization_order,2.303056
FK_ReferenceInitFailed,enum_variant,include/clang/Sema/Initialization.h,1018,cpp_reference_binding;cpp_ctor_initialization_order,2.303056
ProtectedFriendContext,declaration,lib/Sema/SemaAccess.cpp,598,cpp_access_friend,2.300696
AmbiguousBaseSubobjects,enum_variant,include/clang/Sema/Lookup.h,104,cpp_object_representation;cpp_name_lookup,2.300356
CXXConstructorDecl,declaration,include/clang/Sema/Initialization.h,44,cpp_ctor_initialization_order,2.299586
EK_VectorElement,enum_variant,include/clang/Sema/Initialization.h,91,cpp_ctor_initialization_order,2.299586
SK_ConstructorInitialization,enum_variant,include/clang/Sema/Initialization.h,842,cpp_ctor_initialization_order,2.299586
SK_ConstructorInitializationFromList,enum_variant,include/clang/Sema/Initialization.h,846,cpp_ctor_initialization_order,2.299586
SK_StdInitializerListConstructorCall,enum_variant,include/clang/Sema/Initialization.h,891,cpp_ctor_initialization_order,2.299586
FK_ExplicitConstructor,enum_variant,include/clang/Sema/Initialization.h,1069,cpp_ctor_initialization_order,2.299586
TemporaryToken,declaration,include/clang/Sema/Lookup.h,140,cpp_temp_materialization;cpp_name_lookup,2.298708
TempVersionRAII,declaration,lib/AST/ExprConstant.cpp,3901,cpp_temp_materialization;cpp_raii_destructors,2.298412
Parameter,enum_variant,include/clang/AST/Type.h,619,c_effective_type_aliasing;cpp_parameter_packs,2.297633
ExtParameterInfo,declaration,include/clang/AST/Type.h,3571,c_effective_type_aliasing;cpp_parameter_packs,2.297633
CXXLiteralOperatorIdName,declaration,include/clang/AST/DeclarationName.h,36,cpp_operator_overload;cpp_name_lookup,2.295893
CXXOperatorIdName,declaration,include/clang/AST/DeclarationName.h,37,cpp_operator_overload;cpp_name_lookup,2.295893
CXXOperatorName,enum_variant,include/clang/AST/DeclarationName.h,68,cpp_operator_overload;cpp_name_lookup,2.295893
CXXLiteralOperatorName,enum_variant,include/clang/AST/DeclarationName.h,69,cpp_operator_overload;cpp_name_lookup,2.295893
CXXOperatorIdName,declaration,include/clang/AST/DeclarationName.h,383,cpp_operator_overload;cpp_name_lookup,2.295893
CXXLiteralOperatorIdName,declaration,include/clang/AST/DeclarationName.h,397,cpp_operator_overload;cpp_name_lookup,2.295893
LiteralOperatorLookupResult,declaration,include/clang/Sema/Sema.h,3094,cpp_operator_overload;cpp_name_lookup,2.295893
DecayedType,declaration,include/clang/AST/Type.h,2596,c_effective_type_aliasing;c_array_decay,2.295851
DecayedTypeLoc,declaration,include/clang/AST/TypeLoc.h,1163,c_effective_type_aliasing;c_array_decay,2.295851
PartialOrdering,enum_variant,include/clang/AST/ComparisonCategories.h,47,cpp_ctor_initialization_order;cpp_partial_specialization,2.293936
UPPC_PartialSpecialization,enum_variant,include/clang/Sema/Sema.h,6593,cpp_partial_specialization,2.288286
CXXFoldExpr,declaration,include/clang/AST/StmtDataCollectors.td,185,cpp_ctor_initialization_order;cpp_fold_expressions,2.286820
CompoundAssignSubobjectHandler,declaration,lib/AST/ExprConstant.cpp,3392,cpp_object_representation;c_compound_literals,2.285208
CompoundAssignOperator,declaration,include/clang/AST/Expr.h,3314,cpp_operator_overload;c_compound_literals,2.280745
EK_Parameter,enum_variant,include/clang/Sema/Initialization.h,57,cpp_ctor_initialization_order;cpp_parameter_packs,2.279982
EK_Parameter_CF_Audited,enum_variant,include/clang/Sema/Initialization.h,119,cpp_ctor_initialization_order;cpp_parameter_packs,2.279982
LookupResult,declaration,include/clang/Sema/MultiplexExternalSemaSource.h,27,cpp_multiple_inheritance_layout;cpp_name_lookup,2.277596
NamespaceDecl,declaration,include/clang/Sema/MultiplexExternalSemaSource.h,28,cpp_multiple_inheritance_layout;cpp_name_lookup,2.277596
NullPointerConstantKind,declaration,include/clang/AST/Expr.h,679,c_pointer_arithmetic;c_pointer_provenance,2.268450
NullPointerConstantValueDependence,declaration,include/clang/AST/Expr.h,702,c_pointer_arithmetic;c_pointer_provenance,2.268450
CK_FunctionPointer,enum_variant,include/clang/AST/VTableBuilder.h,37,c_pointer_arithmetic;c_pointer_provenance,2.268450
CK_CompleteDtorPointer,enum_variant,include/clang/AST/VTableBuilder.h,40,c_pointer_arithmetic;c_pointer_provenance,2.268450
CK_DeletingDtorPointer,enum_variant,include/clang/AST/VTableBuilder.h,43,c_pointer_arithmetic;c_pointer_provenance,2.268450
STC_Pointer,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,157,c_pointer_arithmetic;c_pointer_provenance,2.268450
PointerToInt,enum_variant,include/clang/Sema/Sema.h,9430,c_pointer_arithmetic;c_pointer_provenance,2.268450
IntToPointer,enum_variant,include/clang/Sema/Sema.h,9434,c_pointer_arithmetic;c_pointer_provenance,2.268450
FunctionVoidPointer,enum_variant,include/clang/Sema/Sema.h,9438,c_pointer_arithmetic;c_pointer_provenance,2.268450
IncompatiblePointer,enum_variant,include/clang/Sema/Sema.h,9442,c_pointer_arithmetic;c_pointer_provenance,2.268450
IntToBlockPointer,enum_variant,include/clang/Sema/Sema.h,9471,c_pointer_arithmetic;c_pointer_provenance,2.268450
IncompatibleBlockPointer,enum_variant,include/clang/Sema/Sema.h,9475,c_pointer_arithmetic;c_pointer_provenance,2.268450
PointerExprEvaluator,declaration,lib/AST/ExprConstant.cpp,5710,c_pointer_arithmetic;c_pointer_provenance,2.268450
Pointer,enum_variant,lib/AST/ExprConstant.cpp,7548,c_pointer_arithmetic;c_pointer_provenance,2.268450
FunctionPointer,enum_variant,lib/Sema/SemaChecking.cpp,11312,c_pointer_arithmetic;c_pointer_provenance,2.268450
pointer,declaration,lib/Sema/SemaCodeComplete.cpp,365,c_pointer_arithmetic;c_pointer_provenance,2.268450
FK_FunctionPointer,enum_variant,lib/Sema/SemaExpr.cpp,16009,c_pointer_arithmetic;c_pointer_provenance,2.268450
NSValuePointer,enum_variant,lib/Sema/SemaExprObjC.cpp,654,c_pointer_arithmetic;c_pointer_provenance,2.268450
pointer,declaration,lib/Sema/TreeTransform.h,3956,c_pointer_arithmetic;c_pointer_provenance,2.268450
pointer,declaration,lib/Sema/TreeTransform.h,5835,c_pointer_arithmetic;c_pointer_provenance,2.268450
NKI_NestedNameSpecifierLoc,enum_variant,include/clang/AST/ASTTypeTraits.h,125,c_effective_type_aliasing;cpp_name_lookup,2.258373
NKI_NestedNameSpecifier,enum_variant,include/clang/AST/ASTTypeTraits.h,130,c_effective_type_aliasing;cpp_name_lookup,2.258373
NestedNameSpecifierLoc,enum_variant,include/clang/AST/ASTTypeTraits.h,481,c_effective_type_aliasing;cpp_name_lookup,2.258373
TypedefNameDecl,declaration,include/clang/AST/Decl.h,2893,c_effective_type_aliasing;cpp_name_lookup,2.258373
TypeSourceInfo,declaration,include/clang/AST/DeclarationName.h,45,c_effective_type_aliasing;cpp_name_lookup,2.258373
UnresolvedUsingTypenameDecl,declaration,include/clang/AST/DeclCXX.h,3658,c_effective_type_aliasing;cpp_name_lookup,2.258373
Type,declaration,include/clang/AST/NestedNameSpecifier.h,36,c_effective_type_aliasing;cpp_name_lookup,2.258373
TypeLoc,declaration,include/clang/AST/NestedNameSpecifier.h,37,c_effective_type_aliasing;cpp_name_lookup,2.258373
StoredTypeSpec,enum_variant,include/clang/AST/NestedNameSpecifier.h,54,c_effective_type_aliasing;cpp_name_lookup,2.258373
TypeSpec,enum_variant,include/clang/AST/NestedNameSpecifier.h,89,c_effective_type_aliasing;cpp_name_lookup,2.258373
NamedDecl,declaration,include/clang/AST/Type.h,114,c_effective_type_aliasing;cpp_name_lookup,2.258373
TypedefNameDecl,declaration,include/clang/AST/Type.h,126,c_effective_type_aliasing;cpp_name_lookup,2.258373
UnresolvedUsingTypenameDecl,declaration,include/clang/AST/Type.h,127,c_effective_type_aliasing;cpp_name_lookup,2.258373
InjectedClassNameType,declaration,include/clang/AST/Type.h,4859,c_effective_type_aliasing;cpp_name_lookup,2.258373
ETK_Typename,enum_variant,include/clang/AST/Type.h,4949,c_effective_type_aliasing;cpp_name_lookup,2.258373
DependentNameType,declaration,include/clang/AST/Type.h,5093,c_effective_type_aliasing;cpp_name_lookup,2.258373
UnresolvedUsingTypenameDecl,declaration,include/clang/AST/TypeLoc.h,45,c_effective_type_aliasing;cpp_name_lookup,2.258373
InjectedClassNameTypeLoc,declaration,include/clang/AST/TypeLoc.h,675,c_effective_type_aliasing;cpp_name_lookup,2.258373
InjectedClassNameTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,677,c_effective_type_aliasing;cpp_name_lookup,2.258373
DependentNameLocInfo,declaration,include/clang/AST/TypeLoc.h,1989,c_effective_type_aliasing;cpp_name_lookup,2.258373
DependentNameTypeLoc,declaration,include/clang/AST/TypeLoc.h,1993,c_effective_type_aliasing;cpp_name_lookup,2.258373
DependentNameTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,1994,c_effective_type_aliasing;cpp_name_lookup,2.258373
DependentNameType,enum_variant,include/clang/AST/TypeLoc.h,1995,c_effective_type_aliasing;cpp_name_lookup,2.258373
TypedefNameDecl,declaration,include/clang/Sema/ExternalSemaSource.h,37,c_effective_type_aliasing;cpp_name_lookup,2.258373
ExpectedTypeOrNamespace,enum_variant,include/clang/Sema/ParsedAttr.h,970,c_effective_type_aliasing;cpp_name_lookup,2.258373
TypedefNameDecl,declaration,include/clang/Sema/Sema.h,183,c_effective_type_aliasing;cpp_name_lookup,2.258373
TName,enum_variant,lib/AST/QualTypeNames.cpp,86,c_effective_type_aliasing;cpp_name_lookup,2.258373
Ctx,enum_variant,lib/AST/QualTypeNames.cpp,230,c_effective_type_aliasing;cpp_name_lookup,2.258373
Ctx,enum_variant,lib/AST/QualTypeNames.cpp,353,c_effective_type_aliasing;cpp_name_lookup,2.258373
Ctx,enum_variant,lib/AST/QualTypeNames.cpp,363,c_effective_type_aliasing;cpp_name_lookup,2.258373
TypeNameValidatorCCC,declaration,lib/Sema/SemaDecl.cpp,65,c_effective_type_aliasing;cpp_name_lookup,2.258373
IncludeStrongLifetimeRAII,declaration,lib/AST/TypePrinter.cpp,52,c_effective_type_aliasing;cpp_raii_destructors,2.258077
ParamPolicyRAII,declaration,lib/AST/TypePrinter.cpp,68,c_effective_type_aliasing;cpp_raii_destructors,2.258077
ElaboratedTypePolicyRAII,declaration,lib/AST/TypePrinter.cpp,83,c_effective_type_aliasing;cpp_raii_destructors,2.258077
DiagCopyAssign,enum_variant,lib/Sema/SemaCoroutine.cpp,222,cpp_copy_move;cpp_coroutine_lowering,2.249373
DiagMoveAssign,enum_variant,lib/Sema/SemaCoroutine.cpp,223,cpp_copy_move;cpp_coroutine_lowering,2.249373
AmbiguousReference,enum_variant,include/clang/Sema/Lookup.h,119,cpp_reference_binding;cpp_name_lookup,2.244192
NamedDecl,declaration,include/clang/AST/DeclAccessPair.h,26,cpp_access_friend;cpp_name_lookup,2.241277
MultiKeywordSelector,declaration,include/clang/AST/DeclarationName.h,41,cpp_ctor_initialization_order;cpp_name_lookup,2.240722
