canonical_semantic_id,element_type,element_id
UASF_0033,field,memory_model
UASF_0033,field,layout
UASF_0033,field,abi_contract
UASF_0033,field,dialect
UASF_0034,field,id
UASF_0034,field,kind
UASF_0034,field,source_span
UASF_0034,field,semantic_facets
UASF_0034,field,attributes
UASF_0034,field,extensions
UASF_0034,field,layout
UASF_0034,field,abi_contract
UASF_0034,field,validation
UASF_0034,field,dialect
UASF_0035,field,id
UASF_0035,field,kind
UASF_0035,field,source_span
UASF_0035,field,semantic_facets
UASF_0035,field,attributes
UASF_0035,field,extensions
UASF_0035,field,type_ref
UASF_0035,field,type_shape
UASF_0035,field,memory_model
UASF_0035,field,layout
UASF_0035,field,abi_contract
UASF_0036,field,id
UASF_0036,field,kind
UASF_0036,field,source_span
UASF_0036,field,semantic_facets
UASF_0036,field,attributes
UASF_0036,field,extensions
UASF_0036,field,lifetime
UASF_0036,field,layout
UASF_0036,field,abi_contract
UASF_0037,field,id
UASF_0037,field,kind
UASF_0037,field,source_span
UASF_0037,field,semantic_facets
UASF_0037,field,attributes
UASF_0037,field,extensions
UASF_0037,field,operation
UASF_0037,field,operands
UASF_0037,field,results
UASF_0037,field,layout
UASF_0037,field,abi_contract
UASF_0037,field,runtime_contract
UASF_0038,field,id
UASF_0038,field,kind
UASF_0038,field,source_span
UASF_0038,field,semantic_facets
UASF_0038,field,attributes
UASF_0038,field,extensions
UASF_0038,field,type_ref
UASF_0038,field,type_shape
UASF_0038,field,operation
UASF_0038,field,operands
UASF_0038,field,results
UASF_0038,field,layout
UASF_0038,field,abi_contract
UASF_0039,field,id
UASF_0039,field,kind
UASF_0039,field,source_span
UASF_0039,field,semantic_facets
UASF_0039,field,attributes
UASF_0039,field,extensions
UASF_0039,field,type_ref
UASF_0039,field,type_shape
UASF_0039,field,layout
UASF_0039,field,abi_contract
UASF_0039,field,runtime_contract
UASF_0040,field,id
UASF_0040,field,kind
UASF_0040,field,source_span
UASF_0040,field,semantic_facets
UASF_0040,field,attributes
UASF_0040,field,extensions
UASF_0040,field,type_ref
UASF_0040,field,type_shape
UASF_0040,field,layout
UASF_0040,field,abi_contract
UASF_0041,field,id
UASF_0041,field,kind
UASF_0041,field,source_span
UASF_0041,field,semantic_facets
UASF_0041,field,attributes
UASF_0041,field,extensions
UASF_0041,field,scope_id
UASF_0041,field,binding_refs
UASF_0041,field,operands
UASF_0041,field,results
UASF_0041,field,condition
UASF_0041,field,branches
UASF_0042,field,id
UASF_0042,field,kind
UASF_0042,field,source_span
UASF_0042,field,semantic_facets
UASF_0042,field,attributes
UASF_0042,field,extensions
UASF_0042,field,scope_id
UASF_0042,field,binding_refs
UASF_0042,field,operation
UASF_0042,field,operands
UASF_0042,field,results
UASF_0042,field,effects
UASF_0043,field,id
UASF_0043,field,kind
UASF_0043,field,source_span
UASF_0043,field,semantic_facets
UASF_0043,field,attributes
UASF_0043,field,extensions
UASF_0043,field,binding_refs
UASF_0043,field,type_ref
UASF_0043,field,type_shape
UASF_0043,field,operands
UASF_0043,field,results
UASF_0043,field,ownership
UASF_0043,field,lifetime
UASF_0044,field,id
UASF_0044,field,kind
UASF_0044,field,source_span
UASF_0044,field,semantic_facets
UASF_0044,field,attributes
UASF_0044,field,extensions
UASF_0044,field,scope_id
UASF_0044,field,binding_refs
UASF_0044,field,operands
UASF_0044,field,results
UASF_0044,field,runtime_contract
UASF_0045,field,id
UASF_0045,field,kind
UASF_0045,field,source_span
UASF_0045,field,semantic_facets
UASF_0045,field,attributes
UASF_0045,field,extensions
UASF_0045,field,binding_refs
UASF_0045,field,name
UASF_0046,field,id
UASF_0046,field,kind
UASF_0046,field,source_span
UASF_0046,field,semantic_facets
UASF_0046,field,attributes
UASF_0046,field,extensions
UASF_0046,field,scope_id
UASF_0046,field,binding_refs
UASF_0046,field,type_ref
UASF_0046,field,type_shape
UASF_0046,field,runtime_contract
UASF_0047,field,id
UASF_0047,field,kind
UASF_0047,field,source_span
UASF_0047,field,semantic_facets
UASF_0047,field,attributes
UASF_0047,field,extensions
UASF_0047,field,scope_id
UASF_0047,field,binding_refs
UASF_0047,field,symbol
UASF_0048,field,id
UASF_0048,field,kind
UASF_0048,field,source_span
UASF_0048,field,semantic_facets
UASF_0048,field,attributes
UASF_0048,field,extensions
UASF_0048,field,scope_id
UASF_0048,field,binding_refs
UASF_0048,field,symbol
UASF_0049,field,id
UASF_0049,field,kind
UASF_0049,field,source_span
UASF_0049,field,semantic_facets
UASF_0049,field,attributes
UASF_0049,field,extensions
UASF_0049,field,scope_id
UASF_0049,field,binding_refs
UASF_0049,field,symbol
UASF_0050,field,id
UASF_0050,field,kind
UASF_0050,field,source_span
UASF_0050,field,semantic_facets
UASF_0050,field,attributes
UASF_0050,field,extensions
UASF_0050,field,scope_id
UASF_0050,field,binding_refs
UASF_0050,field,ownership
UASF_0050,field,lifetime
UASF_0050,field,provenance
UASF_0050,field,storage
UASF_0051,field,id
UASF_0051,field,kind
UASF_0051,field,source_span
UASF_0051,field,semantic_facets
UASF_0051,field,attributes
UASF_0051,field,extensions
UASF_0051,field,scope_id
UASF_0051,field,binding_refs
UASF_0052,field,id
UASF_0052,field,kind
UASF_0052,field,source_span
UASF_0052,field,semantic_facets
UASF_0052,field,attributes
UASF_0052,field,extensions
UASF_0052,field,binding_refs
UASF_0052,field,type_ref
UASF_0052,field,type_origin
UASF_0053,field,id
UASF_0053,field,kind
UASF_0053,field,source_span
UASF_0053,field,semantic_facets
UASF_0053,field,attributes
UASF_0053,field,extensions
UASF_0053,field,scope_id
UASF_0053,field,binding_refs
UASF_0053,field,type_ref
UASF_0053,field,type_origin
UASF_0053,field,type_shape
UASF_0053,field,conversion
UASF_0053,field,compiletime_contract
UASF_0054,field,id
UASF_0054,field,kind
UASF_0054,field,source_span
UASF_0054,field,semantic_facets
UASF_0054,field,attributes
UASF_0054,field,extensions
UASF_0054,field,binding_refs
UASF_0054,field,symbol
UASF_0054,field,operands
UASF_0054,field,results
UASF_0054,field,condition
UASF_0054,field,branches
UASF_0055,field,id
UASF_0055,field,kind
UASF_0055,field,source_span
UASF_0055,field,semantic_facets
UASF_0055,field,attributes
UASF_0055,field,extensions
UASF_0055,field,binding_refs
UASF_0055,field,operation
UASF_0055,field,value
UASF_0055,field,operands
UASF_0055,field,results
UASF_0055,field,condition
UASF_0055,field,branches
UASF_0055,field,evaluation_order
UASF_0056,field,id
UASF_0056,field,kind
UASF_0056,field,source_span
UASF_0056,field,semantic_facets
UASF_0056,field,attributes
UASF_0056,field,extensions
UASF_0056,field,binding_refs
UASF_0056,field,operands
UASF_0056,field,results
UASF_0056,field,condition
UASF_0056,field,branches
UASF_0056,field,ownership
UASF_0056,field,lifetime
UASF_0057,field,id
UASF_0057,field,kind
UASF_0057,field,source_span
UASF_0057,field,semantic_facets
UASF_0057,field,attributes
UASF_0057,field,extensions
UASF_0057,field,binding_refs
UASF_0057,field,operands
UASF_0057,field,results
UASF_0057,field,condition
UASF_0057,field,branches
UASF_0057,field,ownership
UASF_0057,field,lifetime
UASF_0057,field,runtime_contract
UASF_0058,field,id
UASF_0058,field,kind
UASF_0058,field,source_span
UASF_0058,field,semantic_facets
UASF_0058,field,attributes
UASF_0058,field,extensions
UASF_0058,field,binding_refs
UASF_0058,field,condition
UASF_0058,field,branches
UASF_0058,field,effects
UASF_0058,field,evaluation_order
UASF_0059,field,id
UASF_0059,field,kind
UASF_0059,field,source_span
UASF_0059,field,semantic_facets
UASF_0059,field,attributes
UASF_0059,field,extensions
UASF_0059,field,binding_refs
UASF_0059,field,operation
UASF_0059,field,value
UASF_0059,field,condition
UASF_0059,field,branches
UASF_0059,field,evaluation_order
UASF_0060,field,id
UASF_0060,field,kind
UASF_0060,field,source_span
UASF_0060,field,semantic_facets
UASF_0060,field,attributes
UASF_0060,field,extensions
UASF_0060,field,binding_refs
UASF_0060,field,operation
UASF_0060,field,operands
UASF_0060,field,results
UASF_0060,field,condition
UASF_0060,field,branches
UASF_0061,field,id
UASF_0061,field,kind
UASF_0061,field,source_span
UASF_0061,field,semantic_facets
UASF_0061,field,attributes
UASF_0061,field,extensions
UASF_0061,field,binding_refs
UASF_0061,field,type_ref
UASF_0061,field,type_shape
UASF_0061,field,condition
UASF_0061,field,branches
UASF_0061,field,ownership
UASF_0061,field,lifetime
UASF_0062,field,id
UASF_0062,field,kind
UASF_0062,field,source_span
UASF_0062,field,semantic_facets
UASF_0062,field,attributes
UASF_0062,field,extensions
UASF_0062,field,scope_id
UASF_0062,field,binding_refs
UASF_0062,field,condition
UASF_0062,field,branches
UASF_0063,field,id
UASF_0063,field,kind
UASF_0063,field,source_span
UASF_0063,field,semantic_facets
UASF_0063,field,attributes
UASF_0063,field,extensions
UASF_0063,field,binding_refs
UASF_0063,field,type_ref
UASF_0063,field,type_origin
UASF_0063,field,condition
UASF_0063,field,branches
UASF_0064,field,id
UASF_0064,field,kind
UASF_0064,field,source_span
UASF_0064,field,semantic_facets
UASF_0064,field,attributes
UASF_0064,field,extensions
UASF_0064,field,binding_refs
UASF_0064,field,symbol
UASF_0064,field,type_ref
UASF_0064,field,type_shape
UASF_0064,field,condition
UASF_0064,field,branches
UASF_0065,field,id
UASF_0065,field,kind
UASF_0065,field,source_span
UASF_0065,field,semantic_facets
UASF_0065,field,attributes
UASF_0065,field,extensions
UASF_0065,field,scope_id
UASF_0065,field,binding_refs
UASF_0065,field,type_ref
UASF_0065,field,type_shape
UASF_0065,field,operation
UASF_0065,field,operands
UASF_0065,field,results
UASF_0065,field,conversion
UASF_0065,field,evaluation_order
UASF_0066,field,id
UASF_0066,field,kind
UASF_0066,field,source_span
UASF_0066,field,semantic_facets
UASF_0066,field,attributes
UASF_0066,field,extensions
UASF_0066,field,scope_id
UASF_0066,field,binding_refs
UASF_0066,field,type_ref
UASF_0066,field,type_shape
UASF_0066,field,operation
UASF_0066,field,operands
UASF_0066,field,results
UASF_0066,field,conversion
UASF_0066,field,evaluation_order
UASF_0066,field,runtime_contract
UASF_0067,field,id
UASF_0067,field,kind
UASF_0067,field,source_span
UASF_0067,field,semantic_facets
UASF_0067,field,attributes
UASF_0067,field,extensions
UASF_0067,field,binding_refs
UASF_0067,field,type_ref
UASF_0067,field,operation
UASF_0067,field,operands
UASF_0067,field,results
UASF_0067,field,conversion
UASF_0068,field,id
UASF_0068,field,kind
UASF_0068,field,source_span
UASF_0068,field,semantic_facets
UASF_0068,field,attributes
UASF_0068,field,extensions
UASF_0068,field,binding_refs
UASF_0068,field,type_ref
UASF_0068,field,type_origin
UASF_0068,field,conversion
UASF_0069,field,id
UASF_0069,field,kind
UASF_0069,field,source_span
UASF_0069,field,semantic_facets
UASF_0069,field,attributes
UASF_0069,field,extensions
UASF_0069,field,binding_refs
UASF_0069,field,operands
UASF_0069,field,results
UASF_0069,field,effects
UASF_0069,field,evaluation_order
UASF_0069,field,runtime_contract
UASF_0070,field,id
UASF_0070,field,kind
UASF_0070,field,source_span
UASF_0070,field,semantic_facets
UASF_0070,field,attributes
UASF_0070,field,extensions
UASF_0070,field,binding_refs
UASF_0070,field,operation
UASF_0070,field,operands
UASF_0070,field,results
UASF_0070,field,effects
UASF_0070,field,ownership
UASF_0070,field,lifetime
UASF_0070,field,memory_model
UASF_0071,field,id
UASF_0071,field,kind
UASF_0071,field,source_span
UASF_0071,field,semantic_facets
UASF_0071,field,attributes
UASF_0071,field,extensions
UASF_0071,field,scope_id
UASF_0071,field,binding_refs
UASF_0071,field,name
UASF_0071,field,operation
UASF_0071,field,value
UASF_0071,field,operands
UASF_0071,field,results
UASF_0071,field,evaluation_order
UASF_0072,field,id
UASF_0072,field,kind
UASF_0072,field,source_span
UASF_0072,field,semantic_facets
UASF_0072,field,attributes
UASF_0072,field,extensions
UASF_0072,field,binding_refs
UASF_0072,field,operation
UASF_0072,field,value
UASF_0072,field,operands
UASF_0072,field,results
UASF_0072,field,evaluation_order
UASF_0072,field,runtime_contract
UASF_0073,field,id
UASF_0073,field,kind
UASF_0073,field,source_span
UASF_0073,field,semantic_facets
UASF_0073,field,attributes
UASF_0073,field,extensions
UASF_0073,field,binding_refs
UASF_0073,field,operands
UASF_0073,field,results
UASF_0073,field,evaluation_order
UASF_0073,field,ownership
UASF_0073,field,lifetime
UASF_0074,field,id
UASF_0074,field,kind
UASF_0074,field,source_span
UASF_0074,field,semantic_facets
UASF_0074,field,attributes
UASF_0074,field,extensions
UASF_0074,field,binding_refs
UASF_0074,field,operation
UASF_0074,field,operands
UASF_0074,field,results
UASF_0074,field,ownership
UASF_0074,field,lifetime
UASF_0074,field,memory_model
UASF_0075,field,id
UASF_0075,field,kind
UASF_0075,field,source_span
UASF_0075,field,semantic_facets
UASF_0075,field,attributes
UASF_0075,field,extensions
UASF_0075,field,scope_id
UASF_0075,field,binding_refs
UASF_0075,field,symbol
UASF_0075,field,operands
UASF_0075,field,results
UASF_0076,field,id
UASF_0076,field,kind
UASF_0076,field,source_span
UASF_0076,field,semantic_facets
UASF_0076,field,attributes
UASF_0076,field,extensions
UASF_0076,field,binding_refs
UASF_0076,field,symbol
UASF_0076,field,type_ref
UASF_0076,field,type_shape
UASF_0076,field,operands
UASF_0076,field,results
UASF_0077,field,id
UASF_0077,field,kind
UASF_0077,field,source_span
UASF_0077,field,semantic_facets
UASF_0077,field,attributes
UASF_0077,field,extensions
UASF_0077,field,scope_id
UASF_0077,field,binding_refs
UASF_0077,field,name
UASF_0077,field,runtime_contract
UASF_0077,field,dialect
UASF_0078,field,id
UASF_0078,field,kind
UASF_0078,field,source_span
UASF_0078,field,semantic_facets
UASF_0078,field,attributes
UASF_0078,field,extensions
UASF_0078,field,scope_id
UASF_0078,field,binding_refs
UASF_0078,field,name
UASF_0078,field,type_ref
UASF_0078,field,type_shape
UASF_0078,field,dialect
UASF_0079,field,id
UASF_0079,field,kind
UASF_0079,field,source_span
UASF_0079,field,semantic_facets
UASF_0079,field,attributes
UASF_0079,field,extensions
UASF_0079,field,binding_refs
UASF_0079,field,runtime_contract
UASF_0079,field,dialect
UASF_0080,field,id
UASF_0080,field,kind
UASF_0080,field,source_span
UASF_0080,field,semantic_facets
UASF_0080,field,attributes
UASF_0080,field,extensions
UASF_0080,field,binding_refs
UASF_0080,field,name
UASF_0080,field,effects
UASF_0081,field,id
UASF_0081,field,kind
UASF_0081,field,source_span
UASF_0081,field,semantic_facets
UASF_0081,field,attributes
UASF_0081,field,extensions
UASF_0081,field,scope_id
UASF_0081,field,binding_refs
UASF_0081,field,operation
UASF_0081,field,operands
UASF_0081,field,results
UASF_0081,field,effects
UASF_0081,field,runtime_contract
UASF_0082,field,id
UASF_0082,field,kind
UASF_0082,field,source_span
UASF_0082,field,semantic_facets
UASF_0082,field,attributes
UASF_0082,field,extensions
UASF_0082,field,binding_refs
UASF_0082,field,evaluation_order
UASF_0083,field,id
UASF_0083,field,kind
UASF_0083,field,source_span
UASF_0083,field,semantic_facets
UASF_0083,field,attributes
UASF_0083,field,extensions
UASF_0083,field,scope_id
UASF_0083,field,binding_refs
UASF_0083,field,operation
UASF_0083,field,operands
UASF_0083,field,results
UASF_0083,field,evaluation_order
UASF_0083,field,runtime_contract
UASF_0084,field,id
UASF_0084,field,kind
UASF_0084,field,source_span
UASF_0084,field,semantic_facets
UASF_0084,field,attributes
UASF_0084,field,extensions
UASF_0084,field,binding_refs
UASF_0084,field,linkage
UASF_0084,field,validation
UASF_0085,field,id
UASF_0085,field,kind
UASF_0085,field,source_span
UASF_0085,field,semantic_facets
UASF_0085,field,attributes
UASF_0085,field,extensions
UASF_0085,field,scope_id
UASF_0085,field,binding_refs
UASF_0085,field,name
UASF_0085,field,type_ref
UASF_0085,field,type_shape
UASF_0085,field,operation
UASF_0085,field,operands
UASF_0085,field,results
UASF_0085,field,memory_model
UASF_0086,field,id
UASF_0086,field,kind
UASF_0086,field,source_span
UASF_0086,field,semantic_facets
UASF_0086,field,attributes
UASF_0086,field,extensions
UASF_0086,field,binding_refs
UASF_0086,field,symbol
UASF_0086,field,type_ref
UASF_0086,field,type_shape
UASF_0086,field,operation
UASF_0086,field,operands
UASF_0086,field,results
UASF_0086,field,dispatch
UASF_0086,field,candidates
UASF_0087,field,id
UASF_0087,field,kind
UASF_0087,field,source_span
UASF_0087,field,semantic_facets
UASF_0087,field,attributes
UASF_0087,field,extensions
UASF_0087,field,scope_id
UASF_0087,field,binding_refs
UASF_0087,field,symbol
UASF_0088,field,id
UASF_0088,field,kind
UASF_0088,field,source_span
UASF_0088,field,semantic_facets
UASF_0088,field,attributes
UASF_0088,field,extensions
UASF_0088,field,binding_refs
UASF_0088,field,name
UASF_0089,field,id
UASF_0089,field,kind
UASF_0089,field,source_span
UASF_0089,field,semantic_facets
UASF_0089,field,attributes
UASF_0089,field,extensions
UASF_0089,field,binding_refs
UASF_0089,field,name
UASF_0089,field,operation
UASF_0089,field,operands
UASF_0089,field,results
UASF_0090,field,id
UASF_0090,field,kind
UASF_0090,field,source_span
UASF_0090,field,semantic_facets
UASF_0090,field,attributes
UASF_0090,field,extensions
UASF_0090,field,scope_id
UASF_0090,field,binding_refs
UASF_0090,field,name
UASF_0090,field,type_ref
UASF_0090,field,type_shape
UASF_0090,field,runtime_contract
UASF_0091,field,id
UASF_0091,field,kind
UASF_0091,field,source_span
UASF_0091,field,semantic_facets
UASF_0091,field,attributes
UASF_0091,field,extensions
UASF_0091,field,binding_refs
UASF_0091,field,name
UASF_0091,field,type_ref
UASF_0091,field,type_origin
UASF_0092,field,id
UASF_0092,field,kind
UASF_0092,field,source_span
UASF_0092,field,semantic_facets
UASF_0092,field,attributes
UASF_0092,field,extensions
UASF_0092,field,binding_refs
UASF_0092,field,operation
UASF_0092,field,value
UASF_0092,field,ownership
UASF_0092,field,lifetime
UASF_0093,field,id
UASF_0093,field,kind
UASF_0093,field,source_span
UASF_0093,field,semantic_facets
UASF_0093,field,attributes
UASF_0093,field,extensions
UASF_0093,field,binding_refs
UASF_0093,field,operation
UASF_0093,field,operands
UASF_0093,field,results
UASF_0093,field,runtime_contract
UASF_0094,field,id
UASF_0094,field,kind
UASF_0094,field,source_span
UASF_0094,field,semantic_facets
UASF_0094,field,attributes
UASF_0094,field,extensions
UASF_0094,field,scope_id
UASF_0094,field,binding_refs
UASF_0094,field,operation
UASF_0094,field,operands
UASF_0094,field,results
UASF_0095,field,id
UASF_0095,field,kind
UASF_0095,field,source_span
UASF_0095,field,semantic_facets
UASF_0095,field,attributes
UASF_0095,field,extensions
UASF_0095,field,binding_refs
UASF_0095,field,type_ref
UASF_0095,field,type_shape
UASF_0095,field,operation
UASF_0095,field,operands
UASF_0095,field,results
UASF_0096,field,id
UASF_0096,field,kind
UASF_0096,field,source_span
UASF_0096,field,semantic_facets
UASF_0096,field,attributes
UASF_0096,field,extensions
UASF_0096,field,binding_refs
UASF_0096,field,type_ref
UASF_0096,field,type_origin
UASF_0096,field,ownership
UASF_0096,field,lifetime
UASF_0097,field,id
UASF_0097,field,kind
UASF_0097,field,source_span
UASF_0097,field,semantic_facets
UASF_0097,field,attributes
UASF_0097,field,extensions
UASF_0097,field,binding_refs
UASF_0097,field,runtime_contract
UASF_0098,field,id
UASF_0098,field,kind
UASF_0098,field,source_span
UASF_0098,field,semantic_facets
UASF_0098,field,attributes
UASF_0098,field,extensions
UASF_0098,field,binding_refs
UASF_0098,field,type_ref
UASF_0098,field,type_shape
UASF_0098,field,runtime_contract
UASF_0099,field,id
UASF_0099,field,kind
UASF_0099,field,source_span
UASF_0099,field,semantic_facets
UASF_0099,field,attributes
UASF_0099,field,extensions
UASF_0099,field,scope_id
UASF_0099,field,binding_refs
UASF_0100,field,id
UASF_0100,field,kind
UASF_0100,field,source_span
UASF_0100,field,semantic_facets
UASF_0100,field,attributes
UASF_0100,field,extensions
UASF_0100,field,binding_refs
UASF_0100,field,type_ref
UASF_0100,field,type_shape
UASF_0101,field,id
UASF_0101,field,kind
UASF_0101,field,source_span
UASF_0101,field,semantic_facets
UASF_0101,field,attributes
UASF_0101,field,extensions
UASF_0101,field,scope_id
UASF_0101,field,binding_refs
UASF_0101,field,name
UASF_0101,field,operation
UASF_0101,field,value
UASF_0101,field,operands
UASF_0101,field,results
UASF_0101,field,evaluation_order
UASF_0101,field,compiletime_contract
UASF_0102,field,id
UASF_0102,field,kind
UASF_0102,field,source_span
UASF_0102,field,semantic_facets
UASF_0102,field,attributes
UASF_0102,field,extensions
UASF_0102,field,scope_id
UASF_0102,field,binding_refs
UASF_0102,field,compiletime_contract
UASF_0102,field,dialect
UASF_0103,field,id
UASF_0103,field,kind
UASF_0103,field,source_span
UASF_0103,field,semantic_facets
UASF_0103,field,attributes
UASF_0103,field,extensions
UASF_0103,field,scope_id
UASF_0103,field,binding_refs
UASF_0103,field,compiletime_contract
UASF_0104,field,id
UASF_0104,field,kind
UASF_0104,field,source_span
UASF_0104,field,semantic_facets
UASF_0104,field,attributes
UASF_0104,field,extensions
UASF_0104,field,binding_refs
UASF_0104,field,memory_model
UASF_0104,field,lowering
UASF_0105,field,id
UASF_0105,field,kind
UASF_0105,field,source_span
UASF_0105,field,semantic_facets
UASF_0105,field,attributes
UASF_0105,field,extensions
UASF_0105,field,binding_refs
UASF_0105,field,type_ref
UASF_0105,field,type_shape
UASF_0105,field,operation
UASF_0105,field,operands
UASF_0105,field,results
UASF_0106,field,id
UASF_0106,field,kind
UASF_0106,field,source_span
UASF_0106,field,semantic_facets
UASF_0106,field,attributes
UASF_0106,field,extensions
UASF_0106,field,binding_refs
UASF_0106,field,type_ref
UASF_0106,field,type_shape
UASF_0106,field,ownership
UASF_0106,field,lifetime
UASF_0107,field,id
UASF_0107,field,kind
UASF_0107,field,source_span
UASF_0107,field,semantic_facets
UASF_0107,field,attributes
UASF_0107,field,extensions
UASF_0107,field,operation
UASF_0107,field,operands
UASF_0107,field,results
UASF_0107,field,compiletime_contract
UASF_0107,field,compiletime_value
UASF_0108,field,id
UASF_0108,field,kind
UASF_0108,field,source_span
UASF_0108,field,semantic_facets
UASF_0108,field,attributes
UASF_0108,field,extensions
UASF_0108,field,initialization_order
UASF_0108,field,compiletime_value
UASF_0108,field,validation
UASF_0109,field,id
UASF_0109,field,kind
UASF_0109,field,source_span
UASF_0109,field,semantic_facets
UASF_0109,field,attributes
UASF_0109,field,extensions
UASF_0109,field,condition
UASF_0109,field,branches
UASF_0109,field,compiletime_contract
UASF_0110,field,id
UASF_0110,field,kind
UASF_0110,field,source_span
UASF_0110,field,semantic_facets
UASF_0110,field,attributes
UASF_0110,field,extensions
UASF_0110,field,scope_id
UASF_0110,field,binding_refs
UASF_0110,field,type_ref
UASF_0110,field,type_shape
UASF_0110,field,operands
UASF_0110,field,results
UASF_0110,field,condition
UASF_0110,field,branches
UASF_0110,field,effects
UASF_0110,field,compiletime_contract
UASF_0111,field,id
UASF_0111,field,kind
UASF_0111,field,source_span
UASF_0111,field,semantic_facets
UASF_0111,field,attributes
UASF_0111,field,extensions
UASF_0111,field,operands
UASF_0111,field,results
UASF_0111,field,condition
UASF_0111,field,branches
UASF_0111,field,memory_model
UASF_0111,field,compiletime_contract
UASF_0111,field,lowering
UASF_0111,field,runtime_contract
UASF_0112,field,id
UASF_0112,field,kind
UASF_0112,field,source_span
UASF_0112,field,semantic_facets
UASF_0112,field,attributes
UASF_0112,field,extensions
UASF_0112,field,type_ref
UASF_0112,field,type_shape
UASF_0112,field,operands
UASF_0112,field,results
UASF_0112,field,condition
UASF_0112,field,branches
UASF_0112,field,compiletime_contract
UASF_0112,field,lowering
UASF_0112,field,runtime_contract
UASF_0113,field,id
UASF_0113,field,kind
UASF_0113,field,source_span
UASF_0113,field,semantic_facets
UASF_0113,field,attributes
UASF_0113,field,extensions
UASF_0113,field,type_ref
UASF_0113,field,type_shape
UASF_0113,field,operands
UASF_0113,field,results
UASF_0113,field,condition
UASF_0113,field,branches
UASF_0113,field,compiletime_contract
UASF_0114,field,id
UASF_0114,field,kind
UASF_0114,field,source_span
UASF_0114,field,semantic_facets
UASF_0114,field,attributes
UASF_0114,field,extensions
UASF_0114,field,type_ref
UASF_0114,field,conversion
UASF_0114,field,compiletime_contract
UASF_0115,field,id
UASF_0115,field,kind
UASF_0115,field,source_span
UASF_0115,field,semantic_facets
UASF_0115,field,attributes
UASF_0115,field,extensions
UASF_0115,field,operands
UASF_0115,field,results
UASF_0115,field,ownership
UASF_0115,field,lifetime
UASF_0115,field,compiletime_contract
UASF_0116,field,id
UASF_0116,field,kind
UASF_0116,field,source_span
UASF_0116,field,semantic_facets
UASF_0116,field,attributes
UASF_0116,field,extensions
UASF_0116,field,compiletime_contract
UASF_0116,field,dialect
UASF_0117,field,id
UASF_0117,field,kind
UASF_0117,field,source_span
UASF_0117,field,semantic_facets
UASF_0117,field,attributes
UASF_0117,field,extensions
UASF_0117,field,effects
UASF_0117,field,compiletime_contract
UASF_0117,field,lowering
UASF_0117,field,dialect
UASF_0118,field,id
UASF_0118,field,kind
UASF_0118,field,source_span
UASF_0118,field,semantic_facets
UASF_0118,field,attributes
UASF_0118,field,extensions
UASF_0118,field,operands
UASF_0118,field,results
UASF_0118,field,compiletime_contract
UASF_0118,field,lowering
UASF_0118,field,dialect
UASF_0119,field,id
UASF_0119,field,kind
UASF_0119,field,source_span
UASF_0119,field,semantic_facets
UASF_0119,field,attributes
UASF_0119,field,extensions
UASF_0119,field,compiletime_contract
UASF_0119,field,lowering
UASF_0119,field,dialect
UASF_0120,field,id
UASF_0120,field,kind
UASF_0120,field,source_span
UASF_0120,field,semantic_facets
UASF_0120,field,attributes
UASF_0120,field,extensions
UASF_0120,field,compiletime_contract
UASF_0120,field,lowering
UASF_0120,field,dialect
UASF_0121,field,id
UASF_0121,field,kind
UASF_0121,field,source_span
UASF_0121,field,semantic_facets
UASF_0121,field,attributes
UASF_0121,field,extensions
UASF_0121,field,compiletime_contract
UASF_0121,field,lowering
UASF_0121,field,runtime_contract
UASF_0121,field,dialect
UASF_0122,field,id
UASF_0122,field,kind
UASF_0122,field,source_span
UASF_0122,field,semantic_facets
UASF_0122,field,attributes
UASF_0122,field,extensions
UASF_0122,field,compiletime_contract
UASF_0122,field,lowering
UASF_0122,field,dialect
UASF_0123,field,id
UASF_0123,field,kind
UASF_0123,field,source_span
UASF_0123,field,semantic_facets
UASF_0123,field,attributes
UASF_0123,field,extensions
UASF_0123,field,name
UASF_0123,field,type_ref
UASF_0123,field,type_shape
UASF_0123,field,compiletime_contract
UASF_0123,field,lowering
UASF_0123,field,dialect
UASF_0124,field,id
UASF_0124,field,kind
UASF_0124,field,source_span
UASF_0124,field,semantic_facets
UASF_0124,field,attributes
UASF_0124,field,extensions
UASF_0124,field,compiletime_contract
UASF_0124,field,lowering
UASF_0124,field,runtime_contract
UASF_0124,field,dialect
UASF_0125,field,id
UASF_0125,field,kind
UASF_0125,field,source_span
UASF_0125,field,semantic_facets
UASF_0125,field,attributes
UASF_0125,field,extensions
UASF_0125,field,name
UASF_0125,field,compiletime_contract
UASF_0125,field,dialect
UASF_0126,field,id
UASF_0126,field,kind
UASF_0126,field,source_span
UASF_0126,field,semantic_facets
UASF_0126,field,attributes
UASF_0126,field,extensions
UASF_0126,field,compiletime_contract
UASF_0126,field,runtime_contract
UASF_0126,field,dialect
UASF_0127,field,id
UASF_0127,field,kind
UASF_0127,field,source_span
UASF_0127,field,semantic_facets
UASF_0127,field,attributes
UASF_0127,field,extensions
UASF_0127,field,operation
UASF_0127,field,operands
UASF_0127,field,results
UASF_0127,field,effects
UASF_0127,field,evaluation_order
UASF_0127,field,compiletime_contract
UASF_0127,field,runtime_contract
UASF_0128,field,id
UASF_0128,field,kind
UASF_0128,field,source_span
UASF_0128,field,semantic_facets
UASF_0128,field,attributes
UASF_0128,field,extensions
