source_feature_id,language_id,evidence_channel,canonical_semantic_id,feature_signature_hash,uasf_signature_hash,basis_ones,exact,proof_state
JAVA::java.invokedynamic_bootstrap,java,BASE_553_MATRIX,UASF_0112,4016aece854c9915aa842960,4016aece854c9915aa842960,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.jni_boundary,java,BASE_553_MATRIX,UASF_0007,7d7b0fd9da3b106fa144f140,7d7b0fd9da3b106fa144f140,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.jpms_modules,java,BASE_553_MATRIX,UASF_0078,8b456fde242e51d2b9512d2d,8b456fde242e51d2b9512d2d,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.jvm_gc_allocation,java,BASE_553_MATRIX,UASF_0014,2789ab4afc76cd73f4c3cff9,2789ab4afc76cd73f4c3cff9,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.labeled_break_continue,java,BASE_553_MATRIX,UASF_0163,db4053da7b96665d1101908d,db4053da7b96665d1101908d,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.lambda_target_typing,java,BASE_553_MATRIX,UASF_0066,40a3c87ae50c5bd2693d592b,40a3c87ae50c5bd2693d592b,7,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.left_to_right_evaluation,java,BASE_553_MATRIX,UASF_0215,9cd6e7175a0af853d131e6c4,9cd6e7175a0af853d131e6c4,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.method_handles_varhandles,java,BASE_553_MATRIX,UASF_0015,644a852bf8da5c47a367f414,644a852bf8da5c47a367f414,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.method_invocation_conversion,java,BASE_553_MATRIX,UASF_0066,40a3c87ae50c5bd2693d592b,40a3c87ae50c5bd2693d592b,7,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.method_references,java,BASE_553_MATRIX,UASF_0066,40a3c87ae50c5bd2693d592b,40a3c87ae50c5bd2693d592b,7,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.monitor_synchronized,java,BASE_553_MATRIX,UASF_0145,dd820666b44057a8b0684bb9,dd820666b44057a8b0684bb9,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.native_method_resolution,java,BASE_553_MATRIX,UASF_0007,7d7b0fd9da3b106fa144f140,7d7b0fd9da3b106fa144f140,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.null_reference_semantics,java,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.object_identity_hash_monitor,java,BASE_553_MATRIX,UASF_0277,8ee483da7b46c0ea2db259fc,8ee483da7b46c0ea2db259fc,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.object_layout_headers_compressed_oops,java,BASE_553_MATRIX,UASF_0014,2789ab4afc76cd73f4c3cff9,2789ab4afc76cd73f4c3cff9,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.overload_resolution,java,BASE_553_MATRIX,UASF_0066,40a3c87ae50c5bd2693d592b,40a3c87ae50c5bd2693d592b,7,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.package_namespace_resolution,java,BASE_553_MATRIX,UASF_0078,8b456fde242e51d2b9512d2d,8b456fde242e51d2b9512d2d,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.pattern_instanceof,java,BASE_553_MATRIX,UASF_0163,db4053da7b96665d1101908d,db4053da7b96665d1101908d,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.pattern_switch_exhaustiveness,java,BASE_553_MATRIX,UASF_0163,db4053da7b96665d1101908d,db4053da7b96665d1101908d,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.preview_feature_gating,java,BASE_553_MATRIX,UASF_0123,cf210b837ffa95575ac52ce1,cf210b837ffa95575ac52ce1,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.primitive_widening_narrowing,java,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.raw_types,java,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.record_patterns,java,BASE_553_MATRIX,UASF_0163,db4053da7b96665d1101908d,db4053da7b96665d1101908d,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.records,java,BASE_553_MATRIX,UASF_0090,e2bc5d21336cd1ab9be2b53c,e2bc5d21336cd1ab9be2b53c,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.reflection_runtime_type,java,BASE_553_MATRIX,UASF_0015,644a852bf8da5c47a367f414,644a852bf8da5c47a367f414,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.safepoint_deoptimization_osr,java,BASE_553_MATRIX,UASF_0111,1cea059b352a8153a548943b,1cea059b352a8153a548943b,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.sealed_classes_interfaces,java,BASE_553_MATRIX,UASF_0090,e2bc5d21336cd1ab9be2b53c,e2bc5d21336cd1ab9be2b53c,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.short_circuit_boolean,java,BASE_553_MATRIX,UASF_0215,9cd6e7175a0af853d131e6c4,9cd6e7175a0af853d131e6c4,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.static_instance_initialization_order,java,BASE_553_MATRIX,UASF_0090,e2bc5d21336cd1ab9be2b53c,e2bc5d21336cd1ab9be2b53c,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.string_interning,java,BASE_553_MATRIX,UASF_0277,8ee483da7b46c0ea2db259fc,8ee483da7b46c0ea2db259fc,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.structured_concurrency,java,BASE_553_MATRIX,UASF_0145,dd820666b44057a8b0684bb9,dd820666b44057a8b0684bb9,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.switch_expression,java,BASE_553_MATRIX,UASF_0163,db4053da7b96665d1101908d,db4053da7b96665d1101908d,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.thread_interruption,java,BASE_553_MATRIX,UASF_0145,dd820666b44057a8b0684bb9,dd820666b44057a8b0684bb9,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.tiered_jit_compilation,java,BASE_553_MATRIX,UASF_0111,1cea059b352a8153a548943b,1cea059b352a8153a548943b,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.try_catch_finally,java,BASE_553_MATRIX,UASF_0170,e333dd0af853fa771b3d69b0,e333dd0af853fa771b3d69b0,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.try_with_resources_suppression,java,BASE_553_MATRIX,UASF_0170,e333dd0af853fa771b3d69b0,e333dd0af853fa771b3d69b0,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.type_inference_constraints,java,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.unsigned_absence_signed_wrap,java,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.value_class_preview,java,BASE_553_MATRIX,UASF_0090,e2bc5d21336cd1ab9be2b53c,e2bc5d21336cd1ab9be2b53c,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.var_local_inference,java,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.virtual_interface_dispatch,java,BASE_553_MATRIX,UASF_0066,40a3c87ae50c5bd2693d592b,40a3c87ae50c5bd2693d592b,7,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.virtual_threads,java,BASE_553_MATRIX,UASF_0145,dd820666b44057a8b0684bb9,dd820666b44057a8b0684bb9,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.volatile_semantics,java,BASE_553_MATRIX,UASF_0145,dd820666b44057a8b0684bb9,dd820666b44057a8b0684bb9,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.wildcard_extends_super,java,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.annotation_use_site,kotlin,BASE_553_MATRIX,UASF_0085,2abb5fb17a48439332ff2c35,2abb5fb17a48439332ff2c35,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.backing_field_accessor,kotlin,BASE_553_MATRIX,UASF_0085,2abb5fb17a48439332ff2c35,2abb5fb17a48439332ff2c35,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.builder_inference,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.callable_reference,kotlin,BASE_553_MATRIX,UASF_0065,533830305400c8010b8c086e,533830305400c8010b8c086e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.calls_in_place_effect,kotlin,BASE_553_MATRIX,UASF_0110,4741802ce7ed4fff66328cf0,4741802ce7ed4fff66328cf0,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.captured_type,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.companion_object,kotlin,BASE_553_MATRIX,UASF_0085,2abb5fb17a48439332ff2c35,2abb5fb17a48439332ff2c35,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.compiler_plugin_extension_points,kotlin,BASE_553_MATRIX,UASF_0002,28e1a47261a7ab2d578ce7f7,28e1a47261a7ab2d578ce7f7,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.const_evaluation,kotlin,BASE_553_MATRIX,UASF_0110,4741802ce7ed4fff66328cf0,4741802ce7ed4fff66328cf0,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.constructor_init_order,kotlin,BASE_553_MATRIX,UASF_0085,2abb5fb17a48439332ff2c35,2abb5fb17a48439332ff2c35,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.context_receivers_parameters,kotlin,BASE_553_MATRIX,UASF_0085,2abb5fb17a48439332ff2c35,2abb5fb17a48439332ff2c35,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.continuation_state_machine,kotlin,BASE_553_MATRIX,UASF_0139,60b5cd36d0b2ee3d5afde30e,60b5cd36d0b2ee3d5afde30e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.contracts_dsl,kotlin,BASE_553_MATRIX,UASF_0110,4741802ce7ed4fff66328cf0,4741802ce7ed4fff66328cf0,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.coroutine_suspension_points,kotlin,BASE_553_MATRIX,UASF_0139,60b5cd36d0b2ee3d5afde30e,60b5cd36d0b2ee3d5afde30e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.crossinline_noinline,kotlin,BASE_553_MATRIX,UASF_0101,5da3291df80d877517159940,5da3291df80d877517159940,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.data_class,kotlin,BASE_553_MATRIX,UASF_0085,2abb5fb17a48439332ff2c35,2abb5fb17a48439332ff2c35,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.default_arguments,kotlin,BASE_553_MATRIX,UASF_0065,533830305400c8010b8c086e,533830305400c8010b8c086e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.definitely_non_null_type,kotlin,BASE_553_MATRIX,UASF_0157,242cfd7fa1951d1212c797e1,242cfd7fa1951d1212c797e1,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.delegated_property,kotlin,BASE_553_MATRIX,UASF_0085,2abb5fb17a48439332ff2c35,2abb5fb17a48439332ff2c35,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.destructuring_component,kotlin,BASE_553_MATRIX,UASF_0065,533830305400c8010b8c086e,533830305400c8010b8c086e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.elvis_operator,kotlin,BASE_553_MATRIX,UASF_0157,242cfd7fa1951d1212c797e1,242cfd7fa1951d1212c797e1,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.enum_entry_semantics,kotlin,BASE_553_MATRIX,UASF_0085,2abb5fb17a48439332ff2c35,2abb5fb17a48439332ff2c35,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.exception_throw_catch_finally,kotlin,BASE_553_MATRIX,UASF_0170,e333dd0af853fa771b3d69b0,e333dd0af853fa771b3d69b0,5,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.expect_actual,kotlin,BASE_553_MATRIX,UASF_0003,252b0fd5684558269cabf9f3,252b0fd5684558269cabf9f3,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.extension_function_property,kotlin,BASE_553_MATRIX,UASF_0085,2abb5fb17a48439332ff2c35,2abb5fb17a48439332ff2c35,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.fir_data_flow,kotlin,BASE_553_MATRIX,UASF_0002,28e1a47261a7ab2d578ce7f7,28e1a47261a7ab2d578ce7f7,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.fir_semantic_resolution,kotlin,BASE_553_MATRIX,UASF_0002,28e1a47261a7ab2d578ce7f7,28e1a47261a7ab2d578ce7f7,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.fir_to_ir,kotlin,BASE_553_MATRIX,UASF_0002,28e1a47261a7ab2d578ce7f7,28e1a47261a7ab2d578ce7f7,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.function_type,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.generic_where_constraints,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.implicit_receiver_tower,kotlin,BASE_553_MATRIX,UASF_0065,533830305400c8010b8c086e,533830305400c8010b8c086e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.infix_function,kotlin,BASE_553_MATRIX,UASF_0065,533830305400c8010b8c086e,533830305400c8010b8c086e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.inline_function,kotlin,BASE_553_MATRIX,UASF_0101,5da3291df80d877517159940,5da3291df80d877517159940,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.internal_visibility,kotlin,BASE_553_MATRIX,UASF_0085,2abb5fb17a48439332ff2c35,2abb5fb17a48439332ff2c35,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.intersection_type,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.ir_semantics,kotlin,BASE_553_MATRIX,UASF_0002,28e1a47261a7ab2d578ce7f7,28e1a47261a7ab2d578ce7f7,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.java_nullability_enhancement,kotlin,BASE_553_MATRIX,UASF_0003,252b0fd5684558269cabf9f3,252b0fd5684558269cabf9f3,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.js_backend_lowering,kotlin,BASE_553_MATRIX,UASF_0002,28e1a47261a7ab2d578ce7f7,28e1a47261a7ab2d578ce7f7,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.js_dynamic_external,kotlin,BASE_553_MATRIX,UASF_0003,252b0fd5684558269cabf9f3,252b0fd5684558269cabf9f3,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.jvm_backend_lowering,kotlin,BASE_553_MATRIX,UASF_0002,28e1a47261a7ab2d578ce7f7,28e1a47261a7ab2d578ce7f7,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.jvm_boxing_unboxing,kotlin,BASE_553_MATRIX,UASF_0008,688fbd082aed41ed3a01745b,688fbd082aed41ed3a01745b,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.jvm_signature_mangling,kotlin,BASE_553_MATRIX,UASF_0008,688fbd082aed41ed3a01745b,688fbd082aed41ed3a01745b,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.klib_metadata,kotlin,BASE_553_MATRIX,UASF_0003,252b0fd5684558269cabf9f3,252b0fd5684558269cabf9f3,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.labeled_control_flow,kotlin,BASE_553_MATRIX,UASF_0163,db4053da7b96665d1101908d,db4053da7b96665d1101908d,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.member_extension_resolution,kotlin,BASE_553_MATRIX,UASF_0065,533830305400c8010b8c086e,533830305400c8010b8c086e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.named_arguments,kotlin,BASE_553_MATRIX,UASF_0065,533830305400c8010b8c086e,533830305400c8010b8c086e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.native_backend_lowering,kotlin,BASE_553_MATRIX,UASF_0002,28e1a47261a7ab2d578ce7f7,28e1a47261a7ab2d578ce7f7,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.native_c_objc_interop,kotlin,BASE_553_MATRIX,UASF_0003,252b0fd5684558269cabf9f3,252b0fd5684558269cabf9f3,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.non_null_assertion,kotlin,BASE_553_MATRIX,UASF_0157,242cfd7fa1951d1212c797e1,242cfd7fa1951d1212c797e1,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.nonlocal_return,kotlin,BASE_553_MATRIX,UASF_0101,5da3291df80d877517159940,5da3291df80d877517159940,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.nothing_type,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.null_safety_flow,kotlin,BASE_553_MATRIX,UASF_0157,242cfd7fa1951d1212c797e1,242cfd7fa1951d1212c797e1,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.nullable_type,kotlin,BASE_553_MATRIX,UASF_0157,242cfd7fa1951d1212c797e1,242cfd7fa1951d1212c797e1,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.object_singleton,kotlin,BASE_553_MATRIX,UASF_0085,2abb5fb17a48439332ff2c35,2abb5fb17a48439332ff2c35,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.operator_overloading,kotlin,BASE_553_MATRIX,UASF_0065,533830305400c8010b8c086e,533830305400c8010b8c086e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.overload_resolution,kotlin,BASE_553_MATRIX,UASF_0065,533830305400c8010b8c086e,533830305400c8010b8c086e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.platform_flexible_type,kotlin,BASE_553_MATRIX,UASF_0157,242cfd7fa1951d1212c797e1,242cfd7fa1951d1212c797e1,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.range_progression_iteration,kotlin,BASE_553_MATRIX,UASF_0165,0406e41fcc86769706aeed6b,0406e41fcc86769706aeed6b,5,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.receiver_function_type,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.reflection_kclass,kotlin,BASE_553_MATRIX,UASF_0065,533830305400c8010b8c086e,533830305400c8010b8c086e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.reified_type_parameter,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.returns_implies_effect,kotlin,BASE_553_MATRIX,UASF_0110,4741802ce7ed4fff66328cf0,4741802ce7ed4fff66328cf0,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.safe_call,kotlin,BASE_553_MATRIX,UASF_0157,242cfd7fa1951d1212c797e1,242cfd7fa1951d1212c797e1,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.sam_conversion,kotlin,BASE_553_MATRIX,UASF_0065,533830305400c8010b8c086e,533830305400c8010b8c086e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.sealed_class_interface,kotlin,BASE_553_MATRIX,UASF_0085,2abb5fb17a48439332ff2c35,2abb5fb17a48439332ff2c35,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.smart_cast,kotlin,BASE_553_MATRIX,UASF_0157,242cfd7fa1951d1212c797e1,242cfd7fa1951d1212c797e1,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.star_projection,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.suspend_function_type,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.suspend_lambda,kotlin,BASE_553_MATRIX,UASF_0139,60b5cd36d0b2ee3d5afde30e,60b5cd36d0b2ee3d5afde30e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.suspend_resume,kotlin,BASE_553_MATRIX,UASF_0139,60b5cd36d0b2ee3d5afde30e,60b5cd36d0b2ee3d5afde30e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.trailing_lambda,kotlin,BASE_553_MATRIX,UASF_0065,533830305400c8010b8c086e,533830305400c8010b8c086e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.try_expression,kotlin,BASE_553_MATRIX,UASF_0170,e333dd0af853fa771b3d69b0,e333dd0af853fa771b3d69b0,5,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.type_alias,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.type_inference_constraint_system,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.unit_type,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.unsigned_integer_types,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.value_class,kotlin,BASE_553_MATRIX,UASF_0085,2abb5fb17a48439332ff2c35,2abb5fb17a48439332ff2c35,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.vararg_spread,kotlin,BASE_553_MATRIX,UASF_0065,533830305400c8010b8c086e,533830305400c8010b8c086e,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.variance_in_out,kotlin,BASE_553_MATRIX,UASF_0053,88b6c905ed2ddca52a441c59,88b6c905ed2ddca52a441c59,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.wasm_backend_lowering,kotlin,BASE_553_MATRIX,UASF_0002,28e1a47261a7ab2d578ce7f7,28e1a47261a7ab2d578ce7f7,7,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.when_exhaustiveness,kotlin,BASE_553_MATRIX,UASF_0163,db4053da7b96665d1101908d,db4053da7b96665d1101908d,6,1,EXACT_SIGNATURE_EQUIVALENCE
KOTLIN::kotlin.when_expression,kotlin,BASE_553_MATRIX,UASF_0163,db4053da7b96665d1101908d,db4053da7b96665d1101908d,6,1,EXACT_SIGNATURE_EQUIVALENCE
R::r.active_binding,r,BASE_553_MATRIX,UASF_0081,5dcda42ebfffed83b255e0fb,5dcda42ebfffed83b255e0fb,5,1,EXACT_SIGNATURE_EQUIVALENCE
R::r.altrep,r,BASE_553_MATRIX,UASF_0240,ce53ad6f9b635895a2a8b308,ce53ad6f9b635895a2a8b308,4,1,EXACT_SIGNATURE_EQUIVALENCE
R::r.atomic_vector,r,BASE_553_MATRIX,UASF_0314,1dea09db2bf5e9f71de8a0b8,1dea09db2bf5e9f71de8a0b8,5,1,EXACT_SIGNATURE_EQUIVALENCE
R::r.attributes,r,BASE_553_MATRIX,UASF_0251,4099a151c841e97e37070bb3,4099a151c841e97e37070bb3,5,1,EXACT_SIGNATURE_EQUIVALENCE
R::r.bytecode_compiler,r,BASE_553_MATRIX,UASF_0124,10b42f0813fd8c2c537d08b2,10b42f0813fd8c2c537d08b2,4,1,EXACT_SIGNATURE_EQUIVALENCE
R::r.closure_environment_capture,r,BASE_553_MATRIX,UASF_0044,4371b30d4f7e5ae409b50516,4371b30d4f7e5ae409b50516,5,1,EXACT_SIGNATURE_EQUIVALENCE
R::r.coercion_lattice,r,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
R::r.complex_type,r,BASE_553_MATRIX,UASF_0324,d89341b3a56c1531675f852d,d89341b3a56c1531675f852d,4,1,EXACT_SIGNATURE_EQUIVALENCE
R::r.condition_system,r,BASE_553_MATRIX,UASF_0171,59f2f320c49c9bb0a1edea68,59f2f320c49c9bb0a1edea68,5,1,EXACT_SIGNATURE_EQUIVALENCE
R::r.copy_on_modify_named,r,BASE_553_MATRIX,UASF_0211,e8e49e924cfdae49f37e9297,e8e49e924cfdae49f37e9297,5,1,EXACT_SIGNATURE_EQUIVALENCE
R::r.default_argument_lazy,r,BASE_553_MATRIX,UASF_0216,46730a9c7efc2023aa93d641,46730a9c7efc2023aa93d641,5,1,EXACT_SIGNATURE_EQUIVALENCE
R::r.delayed_assignment,r,BASE_553_MATRIX,UASF_0083,6e283faf5ed6574305aff1a8,6e283faf5ed6574305aff1a8,5,1,EXACT_SIGNATURE_EQUIVALENCE
