language_id,basis_id,dimension,external_support_count,formal_rule_support_count,corroborated,corroboration_state
swift,BASIS_061,lowering.graph,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_062,memory.graph,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_063,ownership.graph,1,0,1,CORROBORATED
swift,BASIS_064,runtime.graph,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_065,scope.binding,1,0,1,CORROBORATED
swift,BASIS_066,scope.graph,2,0,1,CORROBORATED
swift,BASIS_067,types.graph,1,0,1,CORROBORATED
zig,BASIS_001,abi.ffi,1,0,1,CORROBORATED
zig,BASIS_002,abi.layout,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_003,binding.graph,1,0,1,CORROBORATED
zig,BASIS_004,capture.shadowing,1,0,1,CORROBORATED
zig,BASIS_005,compiletime.evaluation,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_006,compiletime.semantics,1,0,1,CORROBORATED
zig,BASIS_007,concurrency.model,2,0,1,CORROBORATED
zig,BASIS_008,control.flow,4,0,1,CORROBORATED
zig,BASIS_009,conversion.semantics,1,0,1,CORROBORATED
zig,BASIS_010,coroutine.state_machine,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_011,data.flow,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_012,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_013,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_014,effects.control,2,0,1,CORROBORATED
zig,BASIS_015,evaluation.order,1,0,1,CORROBORATED
zig,BASIS_016,exception.unwind,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_017,initialization.order,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_018,language.implementation_defined,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_019,language.undefined_behavior,1,0,1,CORROBORATED
zig,BASIS_020,language.unspecified_behavior,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_021,linkage.odr,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_022,lowering.pipeline,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_023,memory.model,3,0,1,CORROBORATED
zig,BASIS_024,memory.ordering,1,0,1,CORROBORATED
zig,BASIS_025,module.semantics,1,0,1,CORROBORATED
zig,BASIS_026,name.resolution,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_027,nodes.declaration,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_028,nodes.expression,1,0,1,CORROBORATED
zig,BASIS_029,object.lifetime,3,0,1,CORROBORATED
zig,BASIS_030,operations,1,0,1,CORROBORATED
zig,BASIS_031,overload.resolution,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_032,ownership.lifetime,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_033,pointer.provenance,1,0,1,CORROBORATED
zig,BASIS_034,preprocessor.semantics,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_035,purity,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_036,runtime.contract,1,0,1,CORROBORATED
zig,BASIS_037,scope.binding,1,0,1,CORROBORATED
zig,BASIS_038,storage.duration,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_039,synchronization,1,0,1,CORROBORATED
zig,BASIS_040,template.instantiation,2,0,1,CORROBORATED
zig,BASIS_041,types.origin,1,0,1,CORROBORATED
zig,BASIS_042,types.structure,7,0,1,CORROBORATED
zig,BASIS_043,validation.contract,4,0,1,CORROBORATED
zig,BASIS_044,value.category,3,0,1,CORROBORATED
zig,BASIS_045,abi.graph,1,0,1,CORROBORATED
zig,BASIS_046,annotation.graph,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_047,binding.graph,1,0,1,CORROBORATED
zig,BASIS_048,call.graph,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_049,capture.graph,1,0,1,CORROBORATED
zig,BASIS_050,compiletime.graph,1,0,1,CORROBORATED
zig,BASIS_051,concurrency.graph,1,0,1,CORROBORATED
zig,BASIS_052,constraint.graph,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_053,contract.graph,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_054,control.flow,4,0,1,CORROBORATED
zig,BASIS_055,data.flow,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_056,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_057,dispatch.graph,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_058,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_059,layout.graph,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_060,lifetime.graph,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_061,lowering.graph,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_062,memory.graph,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_063,ownership.graph,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_064,runtime.graph,0,0,0,UNRESOLVED_EXTERNAL
zig,BASIS_065,scope.binding,1,0,1,CORROBORATED
zig,BASIS_066,scope.graph,2,0,1,CORROBORATED
zig,BASIS_067,types.graph,0,0,0,UNRESOLVED_EXTERNAL
