state_id,language,rule,operators
S001702,csharp,expression_element,PREC|SYMBOL
S001587,csharp,expression_statement,SEQ|STRING|SYMBOL
S001524,csharp,extension_body,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001522,csharp,extension_declaration,BLANK|CHOICE|PREC_DYNAMIC|REPEAT|SEQ|STRING|SYMBOL
S001481,csharp,extern_alias_directive,FIELD|SEQ|STRING|SYMBOL
S001526,csharp,field_declaration,REPEAT|SEQ|STRING|SYMBOL
S001492,csharp,file_scoped_namespace_declaration,FIELD|SEQ|STRING|SYMBOL
S001602,csharp,finally_clause,SEQ|STRING|SYMBOL
S001588,csharp,fixed_statement,SEQ|STRING|SYMBOL
S001589,csharp,for_statement,FIELD|SEQ|STRING|SYMBOL
S001605,csharp,foreach_statement,FIELD|SEQ|SYMBOL
S001647,csharp,from_clause,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001573,csharp,function_pointer_parameter,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001571,csharp,function_pointer_type,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001560,csharp,generic_name,SEQ|SYMBOL
S001483,csharp,global_attribute,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001480,csharp,global_statement,PREC|SYMBOL
S001607,csharp,goto_statement,BLANK|CHOICE|SEQ|STRING|SYMBOL
S001659,csharp,group_clause,SEQ|STRING|SYMBOL
S001733,csharp,identifier,CHOICE|SYMBOL
S001609,csharp,if_statement,BLANK|CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S001697,csharp,implicit_array_creation_expression,REPEAT|SEQ|STRING|SYMBOL
S001698,csharp,implicit_object_creation_expression,BLANK|CHOICE|PREC_RIGHT|SEQ|STRING|SYMBOL
S001699,csharp,implicit_stackalloc_expression,SEQ|STRING|SYMBOL
S001563,csharp,implicit_type,PREC_DYNAMIC|STRING
S001535,csharp,indexer_declaration,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001704,csharp,initializer_expression,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001723,csharp,integer_literal,BLANK|CHOICE|PATTERN|SEQ|TOKEN
S001502,csharp,interface_declaration,SEQ|SYMBOL
S001676,csharp,interpolated_string_expression,ALIAS|CHOICE|REPEAT|SEQ|SYMBOL
S001680,csharp,interpolation,ALIAS|BLANK|CHOICE|SEQ|SYMBOL
S001681,csharp,interpolation_alignment_clause,SEQ|STRING|SYMBOL
S001682,csharp,interpolation_format_clause,PATTERN|SEQ|STRING
S001668,csharp,invocation_expression,FIELD|PREC|SEQ|SYMBOL
S001664,csharp,is_expression,FIELD|PREC|SEQ|STRING|SYMBOL
S001665,csharp,is_pattern_expression,FIELD|PREC|SEQ|STRING|SYMBOL
S001650,csharp,join_clause,BLANK|CHOICE|SEQ|STRING|SYMBOL
S001653,csharp,join_into_clause,SEQ|STRING|SYMBOL
S001608,csharp,labeled_statement,SEQ|STRING|SYMBOL
S001689,csharp,lambda_expression,CHOICE|FIELD|PREC|SEQ|STRING|SYMBOL
S001654,csharp,let_clause,SEQ|STRING|SYMBOL
S001623,csharp,list_pattern,BLANK|CHOICE|PREC_RIGHT|REPEAT|SEQ|STRING|SYMBOL
S001719,csharp,literal,CHOICE|SYMBOL
S001611,csharp,local_declaration_statement,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001612,csharp,local_function_statement,REPEAT|SEQ|SYMBOL
S001592,csharp,lock_statement,SEQ|STRING|SYMBOL
S001638,csharp,lvalue_expression,ALIAS|CHOICE|STRING|SYMBOL
S001712,csharp,makeref_expression,SEQ|STRING|SYMBOL
S001683,csharp,member_access_expression,CHOICE|FIELD|PREC|SEQ|STRING|SYMBOL
S001684,csharp,member_binding_expression,FIELD|SEQ|STRING|SYMBOL
S001530,csharp,method_declaration,BLANK|CHOICE|FIELD|REPEAT|SEQ|SYMBOL
S001511,csharp,modifier,CHOICE|PREC_RIGHT|STRING
S001491,csharp,namespace_declaration,FIELD|SEQ|STRING|SYMBOL
S001630,csharp,negated_pattern,SEQ|STRING|SYMBOL
S001637,csharp,non_lvalue_expression,ALIAS|CHOICE|STRING|SYMBOL
S001720,csharp,null_literal,STRING
S001567,csharp,nullable_type,FIELD|SEQ|STRING|SYMBOL
S001685,csharp,object_creation_expression,BLANK|CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S001518,csharp,operator_declaration,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001632,csharp,or_pattern,FIELD|PREC_LEFT|SEQ|STRING|SYMBOL
S001655,csharp,order_by_clause,REPEAT|SEQ|STRING|SYMBOL
S001541,csharp,parameter,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001539,csharp,parameter_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001687,csharp,parenthesized_expression,SEQ|STRING|SYMBOL
S001620,csharp,parenthesized_pattern,SEQ|STRING|SYMBOL
S001635,csharp,parenthesized_variable_designation,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001614,csharp,pattern,ALIAS|CHOICE|PREC_DYNAMIC|SYMBOL
S001569,csharp,pointer_type,FIELD|SEQ|STRING|SYMBOL
S001626,csharp,positional_pattern_clause,BLANK|CHOICE|PREC|REPEAT|SEQ|STRING|SYMBOL
S001642,csharp,postfix_unary_expression,CHOICE|PREC|SEQ|STRING|SYMBOL
S001574,csharp,predefined_type,CHOICE|STRING|TOKEN
S001643,csharp,prefix_unary_expression,CHOICE|PREC|SEQ|STRING|SYMBOL
S001750,csharp,preproc_arg,PATTERN|PREC|TOKEN
S001755,csharp,preproc_binary_expression,CHOICE|FIELD|PREC_LEFT|SEQ|STRING|SYMBOL
S001763,csharp,preproc_define,ALIAS|PATTERN|SEQ|SYMBOL
S001751,csharp,preproc_directive,PATTERN
S001737,csharp,preproc_elif,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S001749,csharp,preproc_elif_in_attribute_list,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|SEQ|SYMBOL
S001746,csharp,preproc_elif_in_enum_member_declaration,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|SEQ|SYMBOL
S001743,csharp,preproc_elif_in_expression,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|SEQ|SYMBOL
S001740,csharp,preproc_elif_in_top_level,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S001736,csharp,preproc_else,ALIAS|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S001748,csharp,preproc_else_in_attribute_list,ALIAS|BLANK|CHOICE|PATTERN|PREC|SEQ|SYMBOL
S001745,csharp,preproc_else_in_enum_member_declaration,ALIAS|BLANK|CHOICE|PATTERN|PREC|SEQ|SYMBOL
S001742,csharp,preproc_else_in_expression,ALIAS|BLANK|CHOICE|PATTERN|PREC|SEQ|SYMBOL
S001739,csharp,preproc_else_in_top_level,ALIAS|CHOICE|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S001757,csharp,preproc_endregion,ALIAS|BLANK|CHOICE|FIELD|PATTERN|SEQ|SYMBOL
S001761,csharp,preproc_error,ALIAS|PATTERN|SEQ|SYMBOL
S001735,csharp,preproc_if,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S001747,csharp,preproc_if_in_attribute_list,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|SEQ|SYMBOL
S001744,csharp,preproc_if_in_enum_member_declaration,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|SEQ|SYMBOL
S001741,csharp,preproc_if_in_expression,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|SEQ|SYMBOL
S001738,csharp,preproc_if_in_top_level,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S001758,csharp,preproc_line,ALIAS|BLANK|CHOICE|PATTERN|SEQ|STRING|SYMBOL
S001760,csharp,preproc_nullable,ALIAS|BLANK|CHOICE|PATTERN|SEQ|STRING
S001753,csharp,preproc_parenthesized_expression,SEQ|STRING|SYMBOL
S001759,csharp,preproc_pragma,ALIAS|BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|SYMBOL
S001756,csharp,preproc_region,ALIAS|BLANK|CHOICE|FIELD|PATTERN|SEQ|SYMBOL
S001754,csharp,preproc_unary_expression,FIELD|PREC_LEFT|SEQ|STRING|SYMBOL
S001764,csharp,preproc_undef,ALIAS|PATTERN|SEQ|SYMBOL
S001762,csharp,preproc_warning,ALIAS|PATTERN|SEQ|SYMBOL
S001510,csharp,primary_constructor_base_type,FIELD|SEQ|SYMBOL
S001537,csharp,property_declaration,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001627,csharp,property_pattern_clause,BLANK|CHOICE|PREC|REPEAT|SEQ|STRING|SYMBOL
S001555,csharp,qualified_identifier,REPEAT|SEQ|STRING|SYMBOL
S001559,csharp,qualified_name,FIELD|PREC|SEQ|STRING|SYMBOL
S001646,csharp,query_expression,SEQ|SYMBOL
S001717,csharp,range_expression,BLANK|CHOICE|PREC_RIGHT|SEQ|STRING|SYMBOL
S001730,csharp,raw_string_literal,BLANK|CHOICE|PATTERN|SEQ|SYMBOL
S001724,csharp,real_literal,BLANK|CHOICE|PATTERN|SEQ|STRING|TOKEN
S001523,csharp,receiver_parameter,BLANK|CHOICE|FIELD|REPEAT|SEQ|SYMBOL
S001508,csharp,record_base,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001506,csharp,record_declaration,SEQ|SYMBOL
S001625,csharp,recursive_pattern,BLANK|CHOICE|FIELD|PREC_DYNAMIC|PREC_LEFT|SEQ|SYMBOL
S001713,csharp,ref_expression,SEQ|STRING|SYMBOL
S001575,csharp,ref_type,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001714,csharp,reftype_expression,SEQ|STRING|SYMBOL
S001715,csharp,refvalue_expression,FIELD|SEQ|STRING|SYMBOL
S001629,csharp,relational_pattern,CHOICE|SEQ|STRING|SYMBOL
S001591,csharp,return_statement,BLANK|CHOICE|SEQ|STRING|SYMBOL
S001577,csharp,scoped_type,FIELD|SEQ|STRING|SYMBOL
S001660,csharp,select_clause,SEQ|STRING|SYMBOL
S001765,csharp,shebang_directive,PATTERN|SEQ|STRING|TOKEN
S001710,csharp,sizeof_expression,FIELD|SEQ|STRING|SYMBOL
S001624,csharp,slice_pattern,BLANK|CHOICE|PREC_RIGHT|SEQ|STRING|SYMBOL
S001703,csharp,spread_element,PREC|PREC_DYNAMIC|SEQ|STRING|SYMBOL
S001716,csharp,stackalloc_expression,BLANK|CHOICE|FIELD|PREC_LEFT|SEQ|STRING|SYMBOL
S001581,csharp,statement,ALIAS|CHOICE|PREC|SYMBOL
S001725,csharp,string_literal,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001726,csharp,string_literal_content,IMMEDIATE_TOKEN|PATTERN|PREC
S001728,csharp,string_literal_encoding,IMMEDIATE_TOKEN|PATTERN
S001496,csharp,struct_declaration,SEQ|SYMBOL
S001628,csharp,subpattern,BLANK|CHOICE|PREC_RIGHT|SEQ|STRING|SYMBOL
S001595,csharp,switch_body,REPEAT|SEQ|STRING|SYMBOL
S001669,csharp,switch_expression,PREC|SEQ|STRING|SYMBOL
S001671,csharp,switch_expression_arm,BLANK|CHOICE|SEQ|STRING|SYMBOL
S001596,csharp,switch_section,BLANK|CHOICE|PREC_LEFT|REPEAT|SEQ|STRING|SYMBOL
S001594,csharp,switch_statement,CHOICE|FIELD|SEQ|STRING|SYMBOL
S001674,csharp,throw_expression,SEQ|STRING|SYMBOL
S001597,csharp,throw_statement,BLANK|CHOICE|SEQ|STRING|SYMBOL
S001598,csharp,try_statement,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001580,csharp,tuple_element,BLANK|CHOICE|FIELD|SEQ|SYMBOL
S001718,csharp,tuple_expression,REPEAT1|SEQ|STRING|SYMBOL
S001545,csharp,tuple_pattern,CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001579,csharp,tuple_type,REPEAT1|SEQ|STRING|SYMBOL
S001562,csharp,type,CHOICE|SYMBOL
S001561,csharp,type_argument_list,CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001493,csharp,type_declaration,CHOICE|SYMBOL
S001513,csharp,type_parameter,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001516,csharp,type_parameter_constraint,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001515,csharp,type_parameter_constraints_clause,REPEAT|SEQ|STRING|SYMBOL
S001512,csharp,type_parameter_list,REPEAT|SEQ|STRING|SYMBOL
S001622,csharp,type_pattern,FIELD|PREC_RIGHT|SYMBOL
S001711,csharp,typeof_expression,FIELD|SEQ|STRING|SYMBOL
S001603,csharp,unsafe_statement,SEQ|STRING|SYMBOL
S001482,csharp,using_directive,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001604,csharp,using_statement,ALIAS|BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001551,csharp,using_variable_declaration,ALIAS|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001553,csharp,using_variable_declarator,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001621,csharp,var_pattern,SEQ|STRING|SYMBOL
S001550,csharp,variable_declaration,FIELD|REPEAT|SEQ|STRING|SYMBOL
S001552,csharp,variable_declarator,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001729,csharp,verbatim_string_literal,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|TOKEN
S001672,csharp,when_clause,SEQ|STRING|SYMBOL
S001657,csharp,where_clause,SEQ|STRING|SYMBOL
S001610,csharp,while_statement,FIELD|SEQ|STRING|SYMBOL
S001707,csharp,with_expression,PREC_LEFT|SEQ|STRING|SYMBOL
S001709,csharp,with_initializer,SEQ|STRING|SYMBOL
S001593,csharp,yield_statement,CHOICE|SEQ|STRING|SYMBOL
S000075,go,_declaration,CHOICE|SYMBOL
S000146,go,_expression,ALIAS|CHOICE|STRING|SYMBOL
S000168,go,_field_identifier,ALIAS|SYMBOL
S000107,go,_interface_elem,CHOICE|SYMBOL
S000169,go,_package_identifier,ALIAS|SYMBOL
S000117,go,_simple_statement,CHOICE|SYMBOL
S000095,go,_simple_type,CHOICE|PREC_DYNAMIC|SYMBOL
S000115,go,_statement,CHOICE|SYMBOL
S000170,go,_string_literal,CHOICE|SYMBOL
S000068,go,_top_level_declaration,CHOICE|SYMBOL
S000093,go,_type,CHOICE|SYMBOL
S000167,go,_type_identifier,ALIAS|SYMBOL
S000142,go,_type_switch_header,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000151,go,argument_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000099,go,array_type,FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S000123,go,assignment_statement,CHOICE|FIELD|SEQ|STRING|SYMBOL
S000164,go,binary_expression,CHOICE|FIELD|PREC_LEFT|SEQ|STRING|SYMBOL
S000073,go,blank_identifier,STRING
S000113,go,block,BLANK|CHOICE|SEQ|STRING|SYMBOL
S000128,go,break_statement,ALIAS|BLANK|CHOICE|SEQ|STRING|SYMBOL
S000148,go,call_expression,ALIAS|BLANK|CHOICE|FIELD|PREC|SEQ|STRING|SYMBOL
S000111,go,channel_type,CHOICE|FIELD|PREC|PREC_LEFT|SEQ|STRING|SYMBOL
S000182,go,comment,CHOICE|PATTERN|SEQ|STRING|TOKEN
S000145,go,communication_case,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000158,go,composite_literal,CHOICE|FIELD|PREC|SEQ|SYMBOL
S000076,go,const_declaration,CHOICE|PATTERN|REPEAT|SEQ|STRING|SYMBOL
S000077,go,const_spec,BLANK|CHOICE|FIELD|PREC_LEFT|REPEAT|SEQ|STRING|SYMBOL
S000129,go,continue_statement,ALIAS|BLANK|CHOICE|SEQ|STRING|SYMBOL
S000122,go,dec_statement,SEQ|STRING|SYMBOL
S000140,go,default_case,BLANK|CHOICE|SEQ|STRING|SYMBOL
S000133,go,defer_statement,SEQ|STRING|SYMBOL
S000072,go,dot,STRING
S000126,go,empty_labeled_statement,ALIAS|FIELD|SEQ|STRING|SYMBOL
S000116,go,empty_statement,STRING
S000173,go,escape_sequence,CHOICE|IMMEDIATE_TOKEN|PATTERN|SEQ|STRING
S000139,go,expression_case,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000092,go,expression_list,REPEAT|SEQ|STRING|SYMBOL
S000118,go,expression_statement,SYMBOL
S000138,go,expression_switch_statement,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S000127,go,fallthrough_statement,PREC_LEFT|STRING
S000180,go,false,STRING
S000105,go,field_declaration,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S000104,go,field_declaration_list,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|SYMBOL
S000091,go,field_name_list,REPEAT|SEQ|STRING|SYMBOL
S000175,go,float_literal,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|TOKEN
S000136,go,for_clause,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000135,go,for_statement,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000162,go,func_literal,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000081,go,function_declaration,BLANK|CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S000112,go,function_type,BLANK|CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S000096,go,generic_type,CHOICE|FIELD|PREC_DYNAMIC|SEQ|SYMBOL
S000132,go,go_statement,SEQ|STRING|SYMBOL
S000130,go,goto_statement,ALIAS|SEQ|STRING|SYMBOL
S000166,go,identifier,PATTERN
S000134,go,if_statement,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000176,go,imaginary_literal,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|TOKEN
S000100,go,implicit_length_array_type,FIELD|SEQ|STRING|SYMBOL
S000070,go,import_declaration,CHOICE|SEQ|STRING|SYMBOL
S000071,go,import_spec,BLANK|CHOICE|FIELD|SEQ|SYMBOL
S000074,go,import_spec_list,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|SYMBOL
S000121,go,inc_statement,SEQ|STRING|SYMBOL
S000153,go,index_expression,FIELD|PREC|PREC_DYNAMIC|SEQ|STRING|SYMBOL
S000174,go,int_literal,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|TOKEN
S000106,go,interface_type,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|SYMBOL
S000172,go,interpreted_string_literal,ALIAS|CHOICE|IMMEDIATE_TOKEN|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000181,go,iota,STRING
S000161,go,keyed_element,FIELD|SEQ|STRING|SYMBOL
S000125,go,labeled_statement,ALIAS|FIELD|SEQ|STRING|SYMBOL
S000160,go,literal_element,CHOICE|SYMBOL
S000159,go,literal_value,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000110,go,map_type,FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S000082,go,method_declaration,BLANK|CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S000108,go,method_elem,BLANK|CHOICE|FIELD|SEQ|SYMBOL
S000103,go,negated_type,PREC_LEFT|SEQ|STRING|SYMBOL
S000178,go,nil,STRING
S000069,go,package_clause,SEQ|STRING|SYMBOL
S000086,go,parameter_declaration,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S000085,go,parameter_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000147,go,parenthesized_expression,SEQ|STRING|SYMBOL
S000094,go,parenthesized_type,SEQ|STRING|SYMBOL
S000098,go,pointer_type,PREC|SEQ|STRING|SYMBOL
S000165,go,qualified_type,FIELD|SEQ|STRING|SYMBOL
S000137,go,range_clause,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000171,go,raw_string_literal,ALIAS|PATTERN|PREC|SEQ|STRING|TOKEN
S000120,go,receive_statement,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000131,go,return_statement,BLANK|CHOICE|SEQ|STRING|SYMBOL
S000177,go,rune_literal,CHOICE|PATTERN|SEQ|STRING|TOKEN
S000144,go,select_statement,CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000152,go,selector_expression,FIELD|PREC|SEQ|STRING|SYMBOL
S000119,go,send_statement,FIELD|SEQ|STRING|SYMBOL
S000124,go,short_var_declaration,FIELD|SEQ|STRING|SYMBOL
S000154,go,slice_expression,BLANK|CHOICE|FIELD|PREC|SEQ|STRING|SYMBOL
S000101,go,slice_type,FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S000067,go,source_file,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|SYMBOL
S000150,go,special_argument_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000114,go,statement_list,ALIAS|BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|SYMBOL
S000102,go,struct_type,SEQ|STRING|SYMBOL
S000179,go,true,STRING
S000088,go,type_alias,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000097,go,type_arguments,BLANK|CHOICE|PREC_DYNAMIC|REPEAT|SEQ|STRING|SYMBOL
S000155,go,type_assertion_expression,FIELD|PREC|SEQ|STRING|SYMBOL
S000143,go,type_case,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S000156,go,type_conversion_expression,BLANK|CHOICE|FIELD|PREC_DYNAMIC|SEQ|STRING|SYMBOL
S000089,go,type_declaration,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|SYMBOL
S000109,go,type_elem,REPEAT|SEQ|STRING|SYMBOL
S000157,go,type_instantiation_expression,BLANK|CHOICE|FIELD|PREC_DYNAMIC|REPEAT|SEQ|STRING|SYMBOL
S000084,go,type_parameter_declaration,ALIAS|FIELD|REPEAT|SEQ|STRING|SYMBOL
S000083,go,type_parameter_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000090,go,type_spec,BLANK|CHOICE|FIELD|SEQ|SYMBOL
S000141,go,type_switch_statement,CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000163,go,unary_expression,CHOICE|FIELD|PREC|SEQ|STRING|SYMBOL
S000078,go,var_declaration,CHOICE|SEQ|STRING|SYMBOL
S000079,go,var_spec,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S000080,go,var_spec_list,CHOICE|PATTERN|REPEAT|SEQ|STRING|SYMBOL
S000149,go,variadic_argument,PREC_RIGHT|SEQ|STRING|SYMBOL
S000087,go,variadic_parameter_declaration,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001851,java,_annotation,CHOICE|SYMBOL
S001885,java,_class_body_declaration,CHOICE|STRING|SYMBOL
S001888,java,_constructor_declarator,BLANK|CHOICE|FIELD|SEQ|SYMBOL
S001898,java,_default_value,FIELD|SEQ|STRING|SYMBOL
S001856,java,_element_value,CHOICE|PREC|SYMBOL
S001785,java,_escape_sequence,CHOICE|IMMEDIATE_TOKEN|PATTERN|PREC|SEQ|STRING|SYMBOL
S001769,java,_literal,CHOICE|SYMBOL
S001920,java,_method_declarator,BLANK|CHOICE|FIELD|SEQ|SYMBOL
S001919,java,_method_header,BLANK|CHOICE|FIELD|REPEAT|SEQ|SYMBOL
S001783,java,_multiline_string_fragment,CHOICE|PATTERN
S001781,java,_multiline_string_literal,ALIAS|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001891,java,_name,CHOICE|SYMBOL
S001929,java,_reserved_identifier,ALIAS|CHOICE|PREC|STRING
S001910,java,_simple_type,ALIAS|CHOICE|SYMBOL
S001780,java,_string_literal,CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001768,java,_toplevel_statement,CHOICE|SYMBOL
S001908,java,_type,CHOICE|SYMBOL
S001909,java,_unannotated_type,CHOICE|SYMBOL
S001804,java,_unqualified_object_creation_expression,BLANK|CHOICE|FIELD|PREC_RIGHT|REPEAT|SEQ|STRING|SYMBOL
S001905,java,_variable_declarator_id,BLANK|CHOICE|FIELD|SEQ|SYMBOL
S001903,java,_variable_declarator_list,FIELD|REPEAT|SEQ|STRING|SYMBOL
S001906,java,_variable_initializer,CHOICE|SYMBOL
S001813,java,_wildcard_bounds,CHOICE|SEQ|STRING|SYMBOL
S001911,java,annotated_type,REPEAT1|SEQ|SYMBOL
S001853,java,annotation,FIELD|SEQ|STRING|SYMBOL
S001854,java,annotation_argument_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001896,java,annotation_type_body,CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001895,java,annotation_type_declaration,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001897,java,annotation_type_element_declaration,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001809,java,argument_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001807,java,array_access,FIELD|SEQ|STRING|SYMBOL
S001799,java,array_creation_expression,BLANK|CHOICE|FIELD|PREC_RIGHT|REPEAT|REPEAT1|SEQ|STRING|SYMBOL
S001907,java,array_initializer,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001914,java,array_type,FIELD|SEQ|SYMBOL
S001831,java,assert_statement,CHOICE|SEQ|STRING|SYMBOL
S001790,java,assignment_expression,CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S001870,java,asterisk,STRING
S001791,java,binary_expression,CHOICE|FIELD|PREC_LEFT|SEQ|STRING|SYMBOL
S001773,java,binary_integer_literal,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|TOKEN
S001828,java,block,REPEAT|SEQ|STRING|SYMBOL
S001934,java,block_comment,PATTERN|PREC|SEQ|STRING|TOKEN
S001917,java,boolean_type,STRING
S001833,java,break_statement,BLANK|CHOICE|SEQ|STRING|SYMBOL
S001789,java,cast_expression,CHOICE|FIELD|PREC|REPEAT|SEQ|STRING|SYMBOL
S001840,java,catch_clause,FIELD|SEQ|STRING|SYMBOL
S001841,java,catch_formal_parameter,BLANK|CHOICE|SEQ|SYMBOL
S001842,java,catch_type,REPEAT|SEQ|STRING|SYMBOL
S001778,java,character_literal,CHOICE|PATTERN|REPEAT1|SEQ|STRING|TOKEN
S001884,java,class_body,REPEAT|SEQ|STRING|SYMBOL
S001875,java,class_declaration,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001802,java,class_literal,PREC_DYNAMIC|SEQ|STRING|SYMBOL
S001928,java,compact_constructor_declaration,BLANK|CHOICE|FIELD|SEQ|SYMBOL
S001902,java,constant_declaration,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001889,java,constructor_body,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001887,java,constructor_declaration,BLANK|CHOICE|FIELD|SEQ|SYMBOL
S001834,java,continue_statement,BLANK|CHOICE|SEQ|STRING|SYMBOL
S001774,java,decimal_floating_point_literal,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|TOKEN
S001770,java,decimal_integer_literal,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|TOKEN
S001858,java,declaration,CHOICE|PREC|SYMBOL
