language,rule,symbol
nim,assembly_statement,_string_literal
nim,assembly_statement,pragma_list
nim,bind_statement,expression_list
nim,mixin_statement,expression_list
nim,import_from_statement,_expression
nim,import_from_statement,expression_list
nim,while,_simple_expression
nim,while,statement_list
nim,static_statement,statement_list
nim,pragma_statement,pragma_list
nim,pragma_statement,statement_list
nim,defer,statement_list
nim,_typeof_expression,_infix_typeof_expression
nim,_typeof_expression,typeof
nim,typeof,_paren_close
nim,typeof,_simple_expression
nim,_infix_typeof_expression,_infix_operator_0
nim,_infix_typeof_expression,_infix_operator_1
nim,_infix_typeof_expression,_infix_operator_10l
nim,_infix_typeof_expression,_infix_operator_10r
nim,_infix_typeof_expression,_infix_operator_2
nim,_infix_typeof_expression,_infix_operator_3
nim,_infix_typeof_expression,_infix_operator_4
nim,_infix_typeof_expression,_infix_operator_5
nim,_infix_typeof_expression,_infix_operator_6
nim,_infix_typeof_expression,_infix_operator_7
nim,_infix_typeof_expression,_infix_operator_8
nim,_infix_typeof_expression,_infix_operator_9
nim,_infix_typeof_expression,_simple_expression
nim,_infix_typeof_expression,_typeof_expression
nim,_declaration,const_section
nim,_declaration,converter_declaration
nim,_declaration,func_declaration
nim,_declaration,iterator_declaration
nim,_declaration,let_section
nim,_declaration,macro_declaration
nim,_declaration,method_declaration
nim,_declaration,proc_declaration
nim,_declaration,template_declaration
nim,_declaration,type_section
nim,_declaration,using_section
nim,_declaration,var_section
nim,proc_declaration,_routine_declaration
nim,func_declaration,_routine_declaration
nim,method_declaration,_routine_declaration
nim,iterator_declaration,_routine_declaration
nim,macro_declaration,_routine_declaration
nim,template_declaration,_routine_declaration
nim,converter_declaration,_routine_declaration
nim,_routine_declaration,_symbol
nim,_routine_declaration,exported_symbol
nim,_routine_declaration,generic_parameter_list
nim,_routine_declaration,parameter_declaration_list
nim,_routine_declaration,pragma_list
nim,_routine_declaration,statement_list
nim,_routine_declaration,term_rewriting_pattern
nim,_routine_declaration,type_expression
nim,generic_parameter_list,_bracket_close
nim,generic_parameter_list,_parameter_declaration_list
nim,term_rewriting_pattern,_curly_close
nim,term_rewriting_pattern,_semi_statement_list
nim,using_section,_variable_declaration_section
nim,const_section,_variable_declaration_section
nim,let_section,_variable_declaration_section
nim,var_section,_variable_declaration_section
nim,_variable_declaration_section,_layout_end
nim,_variable_declaration_section,_layout_start
nim,_variable_declaration_section,_layout_terminator
nim,_variable_declaration_section,variable_declaration
nim,variable_declaration,_expression_with_post_block
nim,variable_declaration,symbol_declaration_list
nim,variable_declaration,type_expression
nim,type_section,_layout_end
nim,type_section,_layout_start
nim,type_section,_layout_terminator
nim,type_section,type_declaration
nim,type_declaration,_type_definition
nim,type_declaration,type_symbol_declaration
nim,type_symbol_declaration,_symbol
nim,type_symbol_declaration,exported_symbol
nim,type_symbol_declaration,generic_parameter_list
nim,type_symbol_declaration,pragma_list
nim,_type_definition,_call_extended
nim,_type_definition,_distinct_declaration
nim,_type_definition,_pointer_declaration
nim,_type_definition,_ref_declaration
nim,_type_definition,_tuple_declaration
nim,_type_definition,concept_declaration
nim,_type_definition,enum_declaration
nim,_type_definition,object_declaration
nim,_type_definition,type_expression
nim,_distinct_declaration,_type_definition
nim,_ref_declaration,_type_definition
nim,_pointer_declaration,_type_definition
nim,enum_declaration,_layout_end
nim,enum_declaration,_layout_start
nim,enum_declaration,_layout_terminator
nim,enum_declaration,enum_field_declaration
nim,enum_field_declaration,_expression
nim,enum_field_declaration,symbol_declaration
nim,_tuple_declaration,_identifier_declaration
nim,_tuple_declaration,_layout_end
nim,_tuple_declaration,_layout_start
nim,_tuple_declaration,_layout_terminator
nim,object_declaration,_object_field_declaration_list
nim,object_declaration,pragma_list
nim,object_declaration,type_expression
nim,_object_field_declaration_branch_list,_layout_empty
nim,_object_field_declaration_branch_list,_object_field_declaration
nim,_object_field_declaration_branch_list,_object_field_declaration_list
nim,_object_field_declaration_list,_layout_end
nim,_object_field_declaration_list,_layout_start
nim,_object_field_declaration_list,_layout_terminator
nim,_object_field_declaration_list,_object_field_declaration
nim,_object_field_declaration,_identifier_declaration
nim,_object_field_declaration,conditional_declaration
nim,_object_field_declaration,nil_literal
nim,_object_field_declaration,variant_declaration
nim,conditional_declaration,_elif_declaration_branch
nim,conditional_declaration,_else_declaration_branch
nim,conditional_declaration,_expression
nim,conditional_declaration,_inhibit_keyword_termination
nim,conditional_declaration,_object_field_declaration_branch_list
nim,_elif_declaration_branch,_expression
nim,_elif_declaration_branch,_object_field_declaration_branch_list
nim,variant_declaration,_variant_declaration_body
nim,_variant_declaration_body,_else_declaration_branch
nim,_variant_declaration_body,_inhibit_keyword_termination
nim,_variant_declaration_body,_of_declaration_branch
nim,_variant_declaration_body,variant_discriminator_declaration
nim,variant_discriminator_declaration,_identifier_declaration
nim,_of_declaration_branch,_case_of
nim,_of_declaration_branch,_object_field_declaration_branch_list
nim,_of_declaration_branch,expression_list
nim,_else_declaration_branch,_object_field_declaration_branch_list
nim,concept_declaration,_block_statement_list
nim,concept_declaration,_concept_parameter_list
nim,concept_declaration,refinement_list
nim,refinement_list,type_expression
nim,_concept_parameter_list,_concept_parameter
nim,_concept_parameter,_concept_pointer_parameter
nim,_concept_parameter,_concept_ref_parameter
nim,_concept_parameter,_concept_static_parameter
nim,_concept_parameter,_concept_type_parameter
nim,_concept_parameter,_concept_var_parameter
nim,_concept_parameter,_symbol
nim,_concept_pointer_parameter,_symbol
nim,_concept_ref_parameter,_symbol
nim,_concept_static_parameter,_symbol
nim,_concept_type_parameter,_symbol
nim,_concept_var_parameter,_symbol
nim,_expression_with_post_block,_call_block
nim,_expression_with_post_block,_command_block
nim,_expression_with_post_block,_dot_generic_call_block
nim,_expression_with_post_block,_expression_with_call_do
nim,_expression_with_post_block,_infix_extended
nim,_expression_with_post_block,_prefix_extended
nim,_expression_with_call_do,_call_do
nim,_expression_with_call_do,_command_complex_expression
nim,_expression_with_call_do,_dot_generic_call_do
nim,_expression_with_call_do,_expression
nim,_expression,_simple_expression
nim,_expression,block
nim,_expression,case
nim,_expression,for
nim,_expression,func_expression
nim,_expression,if
nim,_expression,iterator_expression
nim,_expression,proc_expression
nim,_expression,try
nim,_expression,when
nim,_simple_expression,_prefix_expression
nim,_simple_expression,_simple_expression_command_start
nim,_simple_expression_command_start,_basic_expression
nim,_simple_expression_command_start,_command_expression
nim,_simple_expression_command_start,_infix_expression
nim,_simple_expression_command_start,_prefix_expression_command_start
nim,_basic_expression,_call_expression
nim,_basic_expression,_iterator_type
nim,_basic_expression,_literal
nim,_basic_expression,_proc_type
nim,_basic_expression,_sigil_expression
nim,_basic_expression,_symbol
nim,_basic_expression,array_construction
nim,_basic_expression,bracket_expression
nim,_basic_expression,cast
nim,_basic_expression,curly_construction
nim,_basic_expression,curly_expression
nim,_basic_expression,distinct_type
nim,_basic_expression,dot_expression
nim,_basic_expression,dot_generic_call
nim,_basic_expression,enum_type
nim,_basic_expression,generalized_string
nim,_basic_expression,object_type
nim,_basic_expression,out_type
nim,_basic_expression,parenthesized
nim,_basic_expression,pointer_type
nim,_basic_expression,pragma_expression
nim,_basic_expression,ref_type
nim,_basic_expression,tuple_construction
nim,_basic_expression,tuple_type
nim,_basic_expression,var_type
nim,for,_for_body
nim,for,statement_list
nim,_for_body,_expression
nim,_for_body,symbol_declaration_list
nim,block,_symbol
nim,block,statement_list
nim,if,_expression
nim,if,_if_body
nim,when,_expression
nim,when,_if_body
nim,_if_body,_if_alternatives
nim,_if_body,statement_list
nim,_if_branch,elif_branch
nim,_if_branch,else_branch
nim,_if_alternatives,_if_branch
nim,_if_alternatives,_inhibit_keyword_termination
nim,case,_expression
nim,case,_if_alternatives
nim,case,of_branch
nim,try,_inhibit_keyword_termination
nim,try,_try_branch
nim,try,statement_list
nim,_try_branch,except_branch
nim,_try_branch,finally_branch
nim,of_branch,_case_of
nim,of_branch,expression_list
nim,of_branch,statement_list
nim,elif_branch,_expression
nim,elif_branch,statement_list
nim,else_branch,statement_list
nim,except_branch,expression_list
nim,except_branch,statement_list
nim,finally_branch,statement_list
nim,do_block,parameter_declaration_list
nim,do_block,pragma_list
nim,do_block,statement_list
nim,do_block,type_expression
nim,_call_extended,_call_block
nim,_call_extended,_command_statement
nim,_call_extended,_dot_generic_call_block
nim,_command_statement,_basic_expression
nim,_command_statement,_command_statement_argument_list
nim,_command_statement_argument_list,_equal_expression_list
nim,_command_statement_argument_list,_post_expression_block_tail
nim,_command_statement_argument_list,statement_list
nim,_command_block,_basic_expression
nim,_command_block,_command_block_argument_list
nim,_command_block_argument_list,_command_expression_argument_list
nim,_command_block_argument_list,_post_expression_block_tail
nim,_command_block_argument_list,statement_list
nim,_dot_generic_call_block,_call_block_argument_list
nim,_dot_generic_call_block,_dot_generic_head
nim,_call_block,_basic_expression
nim,_call_block,_call_block_argument_list
nim,_call_block_argument_list,_call_argument_list
nim,_call_block_argument_list,_post_expression_block
nim,_dot_generic_call_do,_call_do_argument_list
nim,_dot_generic_call_do,_dot_generic_head
nim,_call_do,_basic_expression
nim,_call_do,_call_do_argument_list
nim,_call_do_argument_list,_call_argument_list
nim,_call_do_argument_list,_post_expression_do_block
nim,_call_expression,_basic_expression
nim,_call_expression,_call_argument_list
nim,_call_argument_list,_colon_equal_expression_list
nim,_call_argument_list,_paren_close
nim,_command_complex_expression,_basic_expression
nim,_command_complex_expression,_command_complex_expression_argument_list
nim,_command_complex_expression_argument_list,_expression_with_call_do
nim,_command_expression,_basic_expression
nim,_command_expression,_command_expression_argument_list
nim,_command_expression_argument_list,_simple_expression_command_start
nim,dot_generic_call,_call_argument_list
nim,dot_generic_call,_dot_generic_head
nim,_dot_generic_head,_basic_expression
nim,_dot_generic_head,_dot_generic_argument_list
nim,_dot_generic_head,_symbol
nim,_dot_generic_argument_list,_bracket_close
nim,_dot_generic_argument_list,_expression
nim,_post_expression_block,_post_expression_block_tail
nim,_post_expression_block,_post_expression_do_block
nim,_post_expression_block,statement_list
nim,_post_expression_do_block,_post_expression_block_tail
nim,_post_expression_do_block,do_block
nim,_post_expression_block_tail,_if_branch
nim,_post_expression_block_tail,_inhibit_keyword_termination
nim,_post_expression_block_tail,_try_branch
nim,_post_expression_block_tail,do_block
nim,_post_expression_block_tail,of_branch
nim,proc_expression,_proc_type
nim,proc_expression,statement_list
nim,func_expression,_func_type
nim,func_expression,statement_list
nim,iterator_expression,_iterator_type
nim,iterator_expression,statement_list
nim,type_expression,_simple_expression
nim,tuple_type,_tuple_field_declaration_list
nim,var_type,type_expression
nim,out_type,type_expression
nim,distinct_type,type_expression
nim,ref_type,type_expression
nim,pointer_type,type_expression
nim,_tuple_field_declaration_list,_bracket_close
nim,_tuple_field_declaration_list,_field_declaration_list
nim,_proc_type,parameter_declaration_list
nim,_proc_type,pragma_list
nim,_proc_type,type_expression
nim,_iterator_type,parameter_declaration_list
nim,_iterator_type,pragma_list
nim,_iterator_type,type_expression
nim,_func_type,parameter_declaration_list
nim,_func_type,pragma_list
nim,_func_type,type_expression
nim,_infix_extended,_infix_expression
nim,_infix_extended,_post_expression_block
nim,_infix_expression,_infix_operator_0
nim,_infix_expression,_infix_operator_1
nim,_infix_expression,_infix_operator_10l
nim,_infix_expression,_infix_operator_10r
nim,_infix_expression,_infix_operator_2
nim,_infix_expression,_infix_operator_3
nim,_infix_expression,_infix_operator_4
nim,_infix_expression,_infix_operator_5
nim,_infix_expression,_infix_operator_6
nim,_infix_expression,_infix_operator_7
nim,_infix_expression,_infix_operator_8
nim,_infix_expression,_infix_operator_9
nim,_infix_expression,_simple_expression
nim,_prefix_extended,_post_expression_block
nim,_prefix_extended,_prefix_expression
nim,_prefix_expression,_prefix_expression_command_start
nim,_prefix_expression,_prefix_expression_word
nim,_prefix_expression_word,_simple_expression
nim,_prefix_expression_command_start,_prefix_operator
nim,_prefix_expression_command_start,_sigil_operator
nim,_prefix_expression_command_start,_simple_expression
nim,_sigil_expression,_basic_expression
nim,_sigil_expression,_sigil_operator
nim,cast,_bracket_close
nim,cast,_expression
nim,cast,_paren_close
nim,cast,colon_expression
nim,cast,type_expression
nim,parenthesized,_expression_with_call_do
nim,parenthesized,_paren_close
nim,parenthesized,_simple_statement_no_expression
nim,parenthesized,_statement
nim,parenthesized,assignment
nim,parenthesized,const_section
nim,parenthesized,let_section
nim,parenthesized,var_section
nim,parenthesized,while
nim,dot_expression,_basic_expression
nim,dot_expression,_symbol
nim,bracket_expression,_basic_expression
nim,bracket_expression,_bracket_close
nim,bracket_expression,_colon_equal_expression_list
nim,curly_expression,_basic_expression
nim,curly_expression,_colon_equal_expression_list
nim,curly_expression,_curly_close
nim,pragma_expression,_basic_expression
nim,pragma_expression,pragma_list
nim,array_construction,_bracket_close
nim,array_construction,_colon_equal_expression_list
nim,curly_construction,_colon_equal_expression_list
nim,curly_construction,_curly_close
nim,tuple_construction,_colon_equal_expression_list
nim,tuple_construction,_paren_close
nim,generalized_string,_generalized_string_literal
nim,generalized_string,dot_expression
nim,generalized_string,identifier
nim,_generalized_string_literal,_long_string_body
nim,_generalized_string_literal,_raw_string_body
nim,pragma_list,_colon_equal_expression_list
nim,pragma_list,_curly_close
nim,pragma_list,_dot_curly_close
nim,expression_list,_expression
nim,_equal_expression_list,_expression_with_call_do
nim,_equal_expression_list,equal_expression
nim,_colon_equal_expression_list,_expression_with_call_do
nim,_colon_equal_expression_list,colon_expression
nim,_colon_equal_expression_list,equal_expression
nim,colon_expression,_expression
nim,colon_expression,_left_hand_side
nim,equal_expression,_expression
nim,equal_expression,_left_hand_side
nim,assignment,_expression_with_post_block
nim,assignment,_left_hand_side
nim,_left_hand_side,_simple_expression
nim,parameter_declaration_list,_parameter_declaration_list
nim,parameter_declaration_list,_paren_close
nim,_parameter_declaration_list,_identifier_declaration
nim,_field_declaration_list,_identifier_declaration
nim,_identifier_declaration,_expression_with_post_block
nim,_identifier_declaration,symbol_declaration_list
nim,_identifier_declaration,type_expression
nim,symbol_declaration_list,symbol_declaration
nim,symbol_declaration_list,tuple_deconstruct_declaration
nim,tuple_deconstruct_declaration,_paren_close
nim,tuple_deconstruct_declaration,symbol_declaration
nim,tuple_deconstruct_declaration,tuple_deconstruct_declaration
nim,symbol_declaration,_symbol
nim,symbol_declaration,exported_symbol
nim,symbol_declaration,pragma_list
nim,exported_symbol,_symbol
nim,exported_symbol,_want_export_marker
nim,_literal,_string_literal
nim,_literal,char_literal
nim,_literal,custom_numeric_literal
nim,_literal,float_literal
nim,_literal,integer_literal
nim,_literal,nil_literal
nim,char_literal,_char_escape_sequence
nim,_string_literal,interpreted_string_literal
nim,_string_literal,long_string_literal
nim,_string_literal,raw_string_literal
nim,interpreted_string_literal,_interpreted_string_body
nim,_interpreted_string_body,escape_sequence
nim,raw_string_literal,_raw_string_body
nim,_raw_string_body,_raw_string_escape
nim,long_string_literal,_long_string_body
nim,_long_string_body,_long_string_quote
nim,_symbol,accent_quoted
nim,_symbol,blank_identifier
nim,_symbol,identifier
nim,accent_quoted,_accent_quoted_identifier
nim,_paren_close,_inhibit_layout_end
nim,_bracket_close,_inhibit_layout_end
nim,_curly_close,_inhibit_layout_end
nim,_dot_curly_close,_inhibit_layout_end
nim,block_documentation_comment,_block_documentation_comment_content
nim,block_comment,_block_comment_content
nim,documentation_comment,comment_content
nim,comment,comment_content
csharp,compilation_unit,_top_level_item
csharp,compilation_unit,shebang_directive
csharp,_top_level_item,_top_level_item_no_statement
csharp,_top_level_item,global_statement
csharp,_top_level_item_no_statement,_namespace_member_declaration
csharp,_top_level_item_no_statement,extern_alias_directive
csharp,_top_level_item_no_statement,file_scoped_namespace_declaration
csharp,_top_level_item_no_statement,global_attribute
csharp,_top_level_item_no_statement,preproc_if_in_top_level
csharp,_top_level_item_no_statement,using_directive
csharp,global_statement,statement
csharp,extern_alias_directive,identifier
csharp,using_directive,_name
csharp,using_directive,identifier
csharp,using_directive,type
csharp,global_attribute,attribute
csharp,attribute,_name
csharp,attribute,attribute_argument_list
csharp,attribute_argument_list,attribute_argument
csharp,attribute_argument,expression
csharp,attribute_argument,identifier
csharp,attribute_list,attribute
csharp,attribute_list,attribute_target_specifier
csharp,_attribute_list,attribute_list
csharp,_attribute_list,preproc_if_in_attribute_list
csharp,_namespace_member_declaration,namespace_declaration
csharp,_namespace_member_declaration,type_declaration
csharp,namespace_declaration,_name
csharp,namespace_declaration,_optional_semi
csharp,namespace_declaration,declaration_list
csharp,file_scoped_namespace_declaration,_name
csharp,type_declaration,class_declaration
csharp,type_declaration,delegate_declaration
csharp,type_declaration,enum_declaration
csharp,type_declaration,interface_declaration
csharp,type_declaration,record_declaration
csharp,type_declaration,struct_declaration
csharp,class_declaration,_class_declaration_initializer
csharp,class_declaration,_declaration_list_body
csharp,_class_declaration_initializer,_attribute_list
csharp,_class_declaration_initializer,base_list
csharp,_class_declaration_initializer,identifier
csharp,_class_declaration_initializer,modifier
csharp,_class_declaration_initializer,parameter_list
csharp,_class_declaration_initializer,type_parameter_constraints_clause
csharp,_class_declaration_initializer,type_parameter_list
csharp,struct_declaration,_declaration_list_body
csharp,struct_declaration,_struct_declaration_initializer
csharp,_struct_declaration_initializer,_attribute_list
csharp,_struct_declaration_initializer,base_list
csharp,_struct_declaration_initializer,identifier
csharp,_struct_declaration_initializer,modifier
csharp,_struct_declaration_initializer,parameter_list
csharp,_struct_declaration_initializer,type_parameter_constraints_clause
csharp,_struct_declaration_initializer,type_parameter_list
csharp,enum_declaration,_enum_declaration_initializer
csharp,enum_declaration,_optional_semi
csharp,enum_declaration,enum_member_declaration_list
csharp,_enum_declaration_initializer,_attribute_list
csharp,_enum_declaration_initializer,base_list
csharp,_enum_declaration_initializer,identifier
csharp,_enum_declaration_initializer,modifier
csharp,enum_member_declaration_list,enum_member_declaration
csharp,enum_member_declaration_list,preproc_if_in_enum_member_declaration
csharp,enum_member_declaration,_attribute_list
csharp,enum_member_declaration,expression
csharp,enum_member_declaration,identifier
csharp,interface_declaration,_declaration_list_body
csharp,interface_declaration,_interface_declaration_initializer
csharp,_interface_declaration_initializer,_attribute_list
csharp,_interface_declaration_initializer,base_list
csharp,_interface_declaration_initializer,identifier
csharp,_interface_declaration_initializer,modifier
csharp,_interface_declaration_initializer,type_parameter_constraints_clause
csharp,_interface_declaration_initializer,type_parameter_list
csharp,delegate_declaration,_delegate_declaration_initializer
csharp,delegate_declaration,type_parameter_constraints_clause
csharp,_delegate_declaration_initializer,_attribute_list
csharp,_delegate_declaration_initializer,identifier
csharp,_delegate_declaration_initializer,modifier
csharp,_delegate_declaration_initializer,parameter_list
csharp,_delegate_declaration_initializer,type
csharp,_delegate_declaration_initializer,type_parameter_list
csharp,record_declaration,_declaration_list_body
csharp,record_declaration,_record_declaration_initializer
csharp,_record_declaration_initializer,_attribute_list
csharp,_record_declaration_initializer,identifier
csharp,_record_declaration_initializer,modifier
csharp,_record_declaration_initializer,parameter_list
csharp,_record_declaration_initializer,record_base
csharp,_record_declaration_initializer,type_parameter_constraints_clause
csharp,_record_declaration_initializer,type_parameter_list
csharp,record_base,_name
csharp,record_base,primary_constructor_base_type
csharp,_declaration_list_body,_optional_semi
csharp,_declaration_list_body,declaration_list
csharp,primary_constructor_base_type,_name
csharp,primary_constructor_base_type,argument_list
csharp,type_parameter_list,type_parameter
csharp,type_parameter,_attribute_list
csharp,type_parameter,identifier
csharp,base_list,argument_list
csharp,base_list,type
csharp,type_parameter_constraints_clause,identifier
csharp,type_parameter_constraints_clause,type_parameter_constraint
csharp,type_parameter_constraint,constructor_constraint
csharp,type_parameter_constraint,type
csharp,operator_declaration,_attribute_list
csharp,operator_declaration,_function_body
csharp,operator_declaration,explicit_interface_specifier
csharp,operator_declaration,modifier
csharp,operator_declaration,parameter_list
csharp,operator_declaration,type
csharp,conversion_operator_declaration,_attribute_list
csharp,conversion_operator_declaration,_function_body
csharp,conversion_operator_declaration,explicit_interface_specifier
csharp,conversion_operator_declaration,modifier
csharp,conversion_operator_declaration,parameter_list
csharp,conversion_operator_declaration,type
csharp,declaration_list,declaration
csharp,declaration,class_declaration
csharp,declaration,constructor_declaration
csharp,declaration,conversion_operator_declaration
csharp,declaration,delegate_declaration
csharp,declaration,destructor_declaration
csharp,declaration,enum_declaration
csharp,declaration,event_declaration
csharp,declaration,event_field_declaration
csharp,declaration,extension_declaration
csharp,declaration,field_declaration
csharp,declaration,indexer_declaration
csharp,declaration,interface_declaration
csharp,declaration,method_declaration
csharp,declaration,namespace_declaration
csharp,declaration,operator_declaration
csharp,declaration,preproc_if
csharp,declaration,property_declaration
csharp,declaration,record_declaration
csharp,declaration,struct_declaration
csharp,declaration,using_directive
csharp,extension_declaration,_attribute_list
csharp,extension_declaration,extension_body
csharp,extension_declaration,receiver_parameter
csharp,extension_declaration,type_parameter_constraints_clause
csharp,extension_declaration,type_parameter_list
csharp,receiver_parameter,_attribute_list
csharp,receiver_parameter,_parameter_type_with_modifiers
csharp,receiver_parameter,identifier
csharp,extension_body,_extension_member_declaration
csharp,_extension_member_declaration,method_declaration
csharp,_extension_member_declaration,operator_declaration
csharp,_extension_member_declaration,property_declaration
csharp,field_declaration,_attribute_list
csharp,field_declaration,modifier
csharp,field_declaration,variable_declaration
csharp,constructor_declaration,_constructor_declaration_initializer
csharp,constructor_declaration,_function_body
csharp,_constructor_declaration_initializer,_attribute_list
csharp,_constructor_declaration_initializer,constructor_initializer
csharp,_constructor_declaration_initializer,identifier
csharp,_constructor_declaration_initializer,modifier
csharp,_constructor_declaration_initializer,parameter_list
csharp,destructor_declaration,_attribute_list
csharp,destructor_declaration,_function_body
csharp,destructor_declaration,identifier
csharp,destructor_declaration,parameter_list
csharp,method_declaration,_attribute_list
csharp,method_declaration,_function_body
csharp,method_declaration,explicit_interface_specifier
csharp,method_declaration,identifier
csharp,method_declaration,modifier
csharp,method_declaration,parameter_list
csharp,method_declaration,type
csharp,method_declaration,type_parameter_constraints_clause
csharp,method_declaration,type_parameter_list
csharp,event_declaration,_attribute_list
csharp,event_declaration,accessor_list
csharp,event_declaration,explicit_interface_specifier
csharp,event_declaration,identifier
csharp,event_declaration,modifier
csharp,event_declaration,type
csharp,event_field_declaration,_attribute_list
csharp,event_field_declaration,modifier
csharp,event_field_declaration,variable_declaration
csharp,accessor_list,accessor_declaration
csharp,accessor_declaration,_attribute_list
csharp,accessor_declaration,_function_body
csharp,accessor_declaration,identifier
csharp,accessor_declaration,modifier
csharp,indexer_declaration,_attribute_list
csharp,indexer_declaration,accessor_list
csharp,indexer_declaration,arrow_expression_clause
csharp,indexer_declaration,bracketed_parameter_list
csharp,indexer_declaration,explicit_interface_specifier
csharp,indexer_declaration,modifier
csharp,indexer_declaration,type
csharp,bracketed_parameter_list,_parameter_array
csharp,bracketed_parameter_list,parameter
csharp,property_declaration,_attribute_list
csharp,property_declaration,accessor_list
csharp,property_declaration,arrow_expression_clause
csharp,property_declaration,explicit_interface_specifier
csharp,property_declaration,expression
csharp,property_declaration,identifier
csharp,property_declaration,modifier
csharp,property_declaration,type
csharp,explicit_interface_specifier,_name
csharp,parameter_list,_parameter_array
csharp,parameter_list,parameter
csharp,_parameter_type_with_modifiers,type
csharp,parameter,_attribute_list
csharp,parameter,_parameter_type_with_modifiers
csharp,parameter,expression
csharp,parameter,identifier
csharp,_parameter_array,_attribute_list
csharp,_parameter_array,identifier
csharp,_parameter_array,type
csharp,constructor_initializer,argument_list
csharp,argument_list,argument
csharp,tuple_pattern,discard
csharp,tuple_pattern,identifier
csharp,tuple_pattern,tuple_pattern
csharp,argument,declaration_expression
csharp,argument,expression
csharp,argument,identifier
csharp,block,statement
csharp,arrow_expression_clause,expression
csharp,_function_body,arrow_expression_clause
csharp,_function_body,block
csharp,variable_declaration,type
csharp,variable_declaration,variable_declarator
csharp,using_variable_declaration,type
csharp,using_variable_declaration,using_variable_declarator
csharp,variable_declarator,bracketed_argument_list
csharp,variable_declarator,expression
csharp,variable_declarator,identifier
csharp,variable_declarator,tuple_pattern
csharp,using_variable_declarator,expression
csharp,using_variable_declarator,identifier
csharp,bracketed_argument_list,argument
csharp,qualified_identifier,identifier
csharp,_name,_simple_name
csharp,_name,alias_qualified_name
csharp,_name,qualified_name
csharp,alias_qualified_name,_simple_name
csharp,alias_qualified_name,identifier
csharp,_simple_name,generic_name
csharp,_simple_name,identifier
csharp,qualified_name,_name
csharp,qualified_name,_simple_name
csharp,generic_name,identifier
csharp,generic_name,type_argument_list
csharp,type_argument_list,type
csharp,type,_name
csharp,type,array_type
csharp,type,function_pointer_type
csharp,type,implicit_type
csharp,type,nullable_type
csharp,type,pointer_type
csharp,type,predefined_type
csharp,type,ref_type
csharp,type,scoped_type
csharp,type,tuple_type
csharp,array_type,_array_base_type
csharp,array_type,array_rank_specifier
csharp,_array_base_type,_name
csharp,_array_base_type,array_type
csharp,_array_base_type,function_pointer_type
csharp,_array_base_type,nullable_type
csharp,_array_base_type,pointer_type
csharp,_array_base_type,predefined_type
csharp,_array_base_type,tuple_type
csharp,array_rank_specifier,expression
csharp,nullable_type,_nullable_base_type
csharp,_nullable_base_type,_name
csharp,_nullable_base_type,array_type
csharp,_nullable_base_type,predefined_type
csharp,_nullable_base_type,tuple_type
csharp,pointer_type,_pointer_base_type
csharp,_pointer_base_type,_name
csharp,_pointer_base_type,function_pointer_type
csharp,_pointer_base_type,nullable_type
csharp,_pointer_base_type,pointer_type
csharp,_pointer_base_type,predefined_type
csharp,_pointer_base_type,tuple_type
csharp,function_pointer_type,calling_convention
csharp,function_pointer_type,function_pointer_parameter
csharp,function_pointer_type,type
csharp,calling_convention,identifier
csharp,function_pointer_parameter,_ref_base_type
csharp,ref_type,type
csharp,_ref_base_type,_name
csharp,_ref_base_type,array_type
csharp,_ref_base_type,function_pointer_type
csharp,_ref_base_type,implicit_type
csharp,_ref_base_type,nullable_type
csharp,_ref_base_type,pointer_type
csharp,_ref_base_type,predefined_type
csharp,_ref_base_type,tuple_type
csharp,scoped_type,_scoped_base_type
csharp,_scoped_base_type,_name
csharp,_scoped_base_type,ref_type
csharp,tuple_type,tuple_element
csharp,tuple_element,identifier
csharp,tuple_element,type
csharp,statement,block
csharp,statement,break_statement
csharp,statement,checked_statement
csharp,statement,continue_statement
csharp,statement,do_statement
csharp,statement,empty_statement
csharp,statement,expression_statement
csharp,statement,fixed_statement
csharp,statement,for_statement
csharp,statement,foreach_statement
csharp,statement,goto_statement
csharp,statement,if_statement
csharp,statement,labeled_statement
csharp,statement,local_declaration_statement
csharp,statement,local_function_statement
csharp,statement,lock_statement
csharp,statement,preproc_if_in_top_level
csharp,statement,return_statement
csharp,statement,switch_statement
csharp,statement,throw_statement
csharp,statement,try_statement
csharp,statement,unsafe_statement
csharp,statement,using_statement
csharp,statement,while_statement
csharp,statement,yield_statement
csharp,checked_statement,block
csharp,do_statement,expression
csharp,do_statement,statement
csharp,expression_statement,_expression_statement_expression
csharp,fixed_statement,statement
csharp,fixed_statement,variable_declaration
csharp,for_statement,_for_statement_conditions
csharp,for_statement,statement
csharp,_for_statement_conditions,expression
csharp,_for_statement_conditions,variable_declaration
csharp,return_statement,expression
csharp,lock_statement,expression
csharp,lock_statement,statement
csharp,yield_statement,expression
csharp,switch_statement,expression
csharp,switch_statement,switch_body
csharp,switch_statement,tuple_expression
csharp,switch_body,switch_section
csharp,switch_section,expression
csharp,switch_section,pattern
csharp,switch_section,statement
csharp,switch_section,when_clause
csharp,throw_statement,expression
csharp,try_statement,block
csharp,try_statement,catch_clause
csharp,try_statement,finally_clause
csharp,catch_clause,block
csharp,catch_clause,catch_declaration
csharp,catch_clause,catch_filter_clause
csharp,catch_declaration,identifier
csharp,catch_declaration,type
csharp,catch_filter_clause,expression
csharp,finally_clause,block
csharp,unsafe_statement,block
csharp,using_statement,expression
