target,table_index,primitive,kernel,route,executable_path
python,602,bindingIsLocked,environment,python:environment:bindingIsLocked,kernel_runtime
python,603,makeActiveBinding,environment,python:environment:makeActiveBinding,kernel_runtime
python,604,bindingIsActive,environment,python:environment:bindingIsActive,kernel_runtime
python,605,activeBindingFunction,environment,python:environment:activeBindingFunction,kernel_runtime
python,606,getBindingType,environment,python:environment:getBindingType,kernel_runtime
python,607,delayedBindingExpression,environment,python:environment:delayedBindingExpression,kernel_runtime
python,608,delayedBindingEnvironment,environment,python:environment:delayedBindingEnvironment,kernel_runtime
python,609,forcedBindingExpression,environment,python:environment:forcedBindingExpression,kernel_runtime
python,610,dotsExist,environment,python:environment:dotsExist,kernel_runtime
python,611,getDotType,environment,python:environment:getDotType,kernel_runtime
python,612,dotDelayedExpression,environment,python:environment:dotDelayedExpression,kernel_runtime
python,613,dotDelayedEnvironment,environment,python:environment:dotDelayedEnvironment,kernel_runtime
python,614,dotForcedExpression,environment,python:environment:dotForcedExpression,kernel_runtime
python,615,dotsLength,environment,python:environment:dotsLength,kernel_runtime
python,616,dotsNames,attribute,python:attribute:dotsNames,kernel_runtime
python,617,dotsElt,environment,python:environment:dotsElt,kernel_runtime
python,618,mkUnbound,environment,python:environment:mkUnbound,kernel_runtime
python,619,isNamespaceEnv,environment,python:environment:isNamespaceEnv,kernel_runtime
python,620,registerNamespace,environment,python:environment:registerNamespace,kernel_runtime
python,621,unregisterNamespace,environment,python:environment:unregisterNamespace,kernel_runtime
python,622,getRegisteredNamespace,environment,python:environment:getRegisteredNamespace,kernel_runtime
python,623,isRegisteredNamespace,environment,python:environment:isRegisteredNamespace,kernel_runtime
python,624,getNamespaceRegistry,environment,python:environment:getNamespaceRegistry,kernel_runtime
python,625,importIntoEnv,environment,python:environment:importIntoEnv,kernel_runtime
python,626,env.profile,environment,python:environment:env.profile,kernel_runtime
python,627,Encoding,character,python:character:Encoding,kernel_runtime
python,628,setEncoding,character,python:character:setEncoding,kernel_runtime
python,629,setTimeLimit,system,python:system:setTimeLimit,kernel_runtime
python,630,setSessionTimeLimit,system,python:system:setSessionTimeLimit,kernel_runtime
python,631,icuSetCollate,runtime,python:runtime:icuSetCollate,kernel_runtime
python,632,icuGetCollate,environment,python:environment:icuGetCollate,kernel_runtime
python,633,readRenviron,environment,python:environment:readRenviron,kernel_runtime
python,634,shortRowNames,attribute,python:attribute:shortRowNames,kernel_runtime
python,635,copyDFattr,attribute,python:attribute:copyDFattr,kernel_runtime
python,636,getRegisteredRoutines,environment,python:environment:getRegisteredRoutines,kernel_runtime
python,637,getLoadedDLLs,environment,python:environment:getLoadedDLLs,kernel_runtime
python,638,getSymbolInfo,environment,python:environment:getSymbolInfo,kernel_runtime
python,639,.isMethodsDispatchOn,runtime,python:runtime:.isMethodsDispatchOn,kernel_runtime
python,640,lazyLoadDBfetch,serialization,python:serialization:lazyLoadDBfetch,kernel_runtime
python,641,lazyLoadDBflush,serialization,python:serialization:lazyLoadDBflush,kernel_runtime
python,642,getVarsFromFrame,environment,python:environment:getVarsFromFrame,kernel_runtime
python,643,lazyLoadDBinsertValue,serialization,python:serialization:lazyLoadDBinsertValue,kernel_runtime
python,644,bincode,runtime,python:runtime:bincode,kernel_runtime
python,645,tabulate,runtime,python:runtime:tabulate,kernel_runtime
python,646,findInterval,runtime,python:runtime:findInterval,kernel_runtime
python,647,pretty,runtime,python:runtime:pretty,kernel_runtime
python,648,formatC,runtime,python:runtime:formatC,kernel_runtime
python,649,crc64,runtime,python:runtime:crc64,kernel_runtime
python,650,bitwiseAnd,bitwise,python:bitwise:bitwiseAnd,kernel_runtime
python,651,bitwiseNot,bitwise,python:bitwise:bitwiseNot,kernel_runtime
python,652,bitwiseOr,bitwise,python:bitwise:bitwiseOr,kernel_runtime
python,653,bitwiseXor,bitwise,python:bitwise:bitwiseXor,kernel_runtime
python,654,bitwiseShiftL,bitwise,python:bitwise:bitwiseShiftL,kernel_runtime
python,655,bitwiseShiftR,bitwise,python:bitwise:bitwiseShiftR,kernel_runtime
python,656,serialize,serialization,python:serialization:serialize,kernel_runtime
python,657,serializeb,serialization,python:serialization:serializeb,kernel_runtime
python,658,unserialize,serialization,python:serialization:unserialize,kernel_runtime
python,659,rowsum_matrix,reduction,python:reduction:rowsum_matrix,kernel_runtime
python,660,rowsum_df,reduction,python:reduction:rowsum_df,kernel_runtime
python,661,objsxp,runtime,python:runtime:objsxp,kernel_runtime
python,662,setS4Object,runtime,python:runtime:setS4Object,kernel_runtime
python,663,traceOnOff,runtime,python:runtime:traceOnOff,kernel_runtime
python,664,debugOnOff,runtime,python:runtime:debugOnOff,kernel_runtime
python,665,La_qr_cmplx,matrix,python:matrix:La_qr_cmplx,kernel_runtime
python,666,La_rs,matrix,python:matrix:La_rs,kernel_runtime
python,667,La_rs_cmplx,matrix,python:matrix:La_rs_cmplx,kernel_runtime
python,668,La_rg,matrix,python:matrix:La_rg,kernel_runtime
python,669,La_rg_cmplx,matrix,python:matrix:La_rg_cmplx,kernel_runtime
python,670,La_rs,matrix,python:matrix:La_rs,kernel_runtime
python,671,La_rs_cmplx,matrix,python:matrix:La_rs_cmplx,kernel_runtime
python,672,La_dlange,matrix,python:matrix:La_dlange,kernel_runtime
python,673,La_dgecon,matrix,python:matrix:La_dgecon,kernel_runtime
python,674,La_dtrcon,matrix,python:matrix:La_dtrcon,kernel_runtime
python,675,La_dtrcon3,matrix,python:matrix:La_dtrcon3,kernel_runtime
python,676,La_zlange,matrix,python:matrix:La_zlange,kernel_runtime
python,677,La_zgecon,matrix,python:matrix:La_zgecon,kernel_runtime
python,678,La_ztrcon,matrix,python:matrix:La_ztrcon,kernel_runtime
python,679,La_ztrcon3,matrix,python:matrix:La_ztrcon3,kernel_runtime
python,680,La_solve_cmplx,matrix,python:matrix:La_solve_cmplx,kernel_runtime
python,681,La_solve,matrix,python:matrix:La_solve,kernel_runtime
python,682,La_qr,matrix,python:matrix:La_qr,kernel_runtime
python,683,La_chol,matrix,python:matrix:La_chol,kernel_runtime
python,684,La_chol2inv,matrix,python:matrix:La_chol2inv,kernel_runtime
python,685,qr_coef_real,matrix,python:matrix:qr_coef_real,kernel_runtime
python,686,qr_qy_real,matrix,python:matrix:qr_qy_real,kernel_runtime
python,687,det_ge_real,matrix,python:matrix:det_ge_real,kernel_runtime
python,688,qr_coef_cmplx,matrix,python:matrix:qr_coef_cmplx,kernel_runtime
python,689,qr_qy_cmplx,matrix,python:matrix:qr_qy_cmplx,kernel_runtime
python,690,La_svd,matrix,python:matrix:La_svd,kernel_runtime
python,691,La_svd_cmplx,matrix,python:matrix:La_svd_cmplx,kernel_runtime
python,692,La_version,matrix,python:matrix:La_version,kernel_runtime
python,693,La_library,matrix,python:matrix:La_library,kernel_runtime
python,694,bcprofcounts,language,python:language:bcprofcounts,kernel_runtime
python,695,bcprofstart,language,python:language:bcprofstart,kernel_runtime
python,696,bcprofstop,language,python:language:bcprofstop,kernel_runtime
python,697,eSoftVersion,system,python:system:eSoftVersion,kernel_runtime
python,698,curlVersion,io,python:io:curlVersion,kernel_runtime
python,699,curlGetHeaders,environment,python:environment:curlGetHeaders,kernel_runtime
python,700,curlDownload,io,python:io:curlDownload,kernel_runtime
python,701,compilerVersion,system,python:system:compilerVersion,kernel_runtime
zig,0,if,language,zig:language:if,kernel_runtime
zig,1,while,language,zig:language:while,kernel_runtime
zig,2,for,language,zig:language:for,kernel_runtime
zig,3,repeat,language,zig:language:repeat,kernel_runtime
zig,4,break,language,zig:language:break,kernel_runtime
zig,5,next,language,zig:language:next,kernel_runtime
zig,6,return,language,zig:language:return,kernel_runtime
zig,7,function,language,zig:language:function,kernel_runtime
zig,8,<-,replacement,zig:replacement:<-,kernel_runtime
zig,9,=,language,zig:language:=,kernel_runtime
zig,10,<<-,replacement,zig:replacement:<<-,kernel_runtime
zig,11,{,language,zig:language:{,kernel_runtime
zig,12,(,language,zig:language:(,kernel_runtime
zig,13,.subset,subset,zig:subset:.subset,kernel_runtime
zig,14,.subset2,subset,zig:subset:.subset2,kernel_runtime
zig,15,[,subset,zig:subset:[,kernel_runtime
zig,16,[[,subset,zig:subset:[[,kernel_runtime
zig,17,$,subset,zig:subset:$,kernel_runtime
zig,18,@,language,zig:language:@,kernel_runtime
zig,19,[<-,replacement,zig:replacement:[<-,kernel_runtime
zig,20,[[<-,replacement,zig:replacement:[[<-,kernel_runtime
zig,21,$<-,replacement,zig:replacement:$<-,kernel_runtime
zig,22,switch,language,zig:language:switch,kernel_runtime
zig,23,browser,language,zig:language:browser,kernel_runtime
zig,24,.primTrace,runtime,zig:runtime:.primTrace,kernel_runtime
zig,25,.primUntrace,runtime,zig:runtime:.primUntrace,kernel_runtime
zig,26,.Internal,language,zig:language:.Internal,kernel_runtime
zig,27,.Primitive,runtime,zig:runtime:.Primitive,kernel_runtime
zig,28,call,language,zig:language:call,kernel_runtime
zig,29,quote,language,zig:language:quote,kernel_runtime
zig,30,substitute,character,zig:character:substitute,kernel_runtime
zig,31,missing,language,zig:language:missing,kernel_runtime
zig,32,nargs,runtime,zig:runtime:nargs,kernel_runtime
zig,33,on.exit,language,zig:language:on.exit,kernel_runtime
zig,34,forceAndCall,language,zig:language:forceAndCall,kernel_runtime
zig,35,declare,language,zig:language:declare,kernel_runtime
zig,36,stop,runtime,zig:runtime:stop,kernel_runtime
zig,37,warning,runtime,zig:runtime:warning,kernel_runtime
zig,38,gettext,environment,zig:environment:gettext,kernel_runtime
zig,39,ngettext,environment,zig:environment:ngettext,kernel_runtime
zig,40,bindtextdomain,runtime,zig:runtime:bindtextdomain,kernel_runtime
zig,41,.addCondHands,runtime,zig:runtime:.addCondHands,kernel_runtime
zig,42,.addGlobHands,runtime,zig:runtime:.addGlobHands,kernel_runtime
zig,43,.resetCondHands,runtime,zig:runtime:.resetCondHands,kernel_runtime
zig,44,.signalCondition,runtime,zig:runtime:.signalCondition,kernel_runtime
zig,45,.dfltStop,runtime,zig:runtime:.dfltStop,kernel_runtime
zig,46,.dfltWarn,runtime,zig:runtime:.dfltWarn,kernel_runtime
zig,47,.addRestart,runtime,zig:runtime:.addRestart,kernel_runtime
zig,48,.getRestart,environment,zig:environment:.getRestart,kernel_runtime
zig,49,.invokeRestart,runtime,zig:runtime:.invokeRestart,kernel_runtime
zig,50,.addTryHandlers,runtime,zig:runtime:.addTryHandlers,kernel_runtime
zig,51,geterrmessage,environment,zig:environment:geterrmessage,kernel_runtime
zig,52,seterrmessage,runtime,zig:runtime:seterrmessage,kernel_runtime
zig,53,printDeferredWarnings,runtime,zig:runtime:printDeferredWarnings,kernel_runtime
zig,54,interruptsSuspended,runtime,zig:runtime:interruptsSuspended,kernel_runtime
zig,55,as.function.default,runtime,zig:runtime:as.function.default,kernel_runtime
zig,56,debug,runtime,zig:runtime:debug,kernel_runtime
zig,57,undebug,runtime,zig:runtime:undebug,kernel_runtime
zig,58,isdebugged,runtime,zig:runtime:isdebugged,kernel_runtime
zig,59,debugonce,runtime,zig:runtime:debugonce,kernel_runtime
zig,60,Recall,language,zig:language:Recall,kernel_runtime
zig,61,delayedAssign,runtime,zig:runtime:delayedAssign,kernel_runtime
zig,62,makeLazy,runtime,zig:runtime:makeLazy,kernel_runtime
zig,63,identical,runtime,zig:runtime:identical,kernel_runtime
zig,64,C_tryCatchHelper,runtime,zig:runtime:C_tryCatchHelper,kernel_runtime
zig,65,getNamespaceValue,environment,zig:environment:getNamespaceValue,kernel_runtime
zig,66,+,arithmetic,zig:arithmetic:+,kernel_runtime
zig,67,-,arithmetic,zig:arithmetic:-,kernel_runtime
zig,68,*,arithmetic,zig:arithmetic:*,kernel_runtime
zig,69,/,arithmetic,zig:arithmetic:/,kernel_runtime
zig,70,^,arithmetic,zig:arithmetic:^,kernel_runtime
zig,71,%%,arithmetic,zig:arithmetic:%%,kernel_runtime
zig,72,%/%,arithmetic,zig:arithmetic:%/%,kernel_runtime
zig,73,%*%,matrix,zig:matrix:%*%,kernel_runtime
zig,74,==,relational,zig:relational:==,kernel_runtime
zig,75,!=,relational,zig:relational:!=,kernel_runtime
zig,76,<,relational,zig:relational:<,kernel_runtime
zig,77,<=,relational,zig:relational:<=,kernel_runtime
zig,78,>=,relational,zig:relational:>=,kernel_runtime
zig,79,>,relational,zig:relational:>,kernel_runtime
zig,80,&,logical,zig:logical:&,kernel_runtime
zig,81,|,logical,zig:logical:|,kernel_runtime
zig,82,!,logical,zig:logical:!,kernel_runtime
zig,83,&&,logical-short-circuit,zig:logical-short-circuit:&&,kernel_runtime
zig,84,||,logical-short-circuit,zig:logical-short-circuit:||,kernel_runtime
zig,85,:,runtime,zig:runtime::,kernel_runtime
zig,86,~,language,zig:language:~,kernel_runtime
zig,87,::,language,zig:language:::,kernel_runtime
zig,88,:::,language,zig:language::::,kernel_runtime
zig,89,all,logical-reduction,zig:logical-reduction:all,kernel_runtime
zig,90,any,logical-reduction,zig:logical-reduction:any,kernel_runtime
zig,91,...elt,environment,zig:environment:...elt,kernel_runtime
zig,92,...length,environment,zig:environment:...length,kernel_runtime
zig,93,...names,attribute,zig:attribute:...names,kernel_runtime
zig,94,length,matrix,zig:matrix:length,kernel_runtime
zig,95,length<-,replacement,zig:replacement:length<-,kernel_runtime
zig,96,oldClass,attribute,zig:attribute:oldClass,kernel_runtime
zig,97,oldClass<-,replacement,zig:replacement:oldClass<-,kernel_runtime
zig,98,class,attribute,zig:attribute:class,kernel_runtime
zig,99,.cache_class,attribute,zig:attribute:.cache_class,kernel_runtime
zig,100,.class2,attribute,zig:attribute:.class2,kernel_runtime
zig,101,class<-,replacement,zig:replacement:class<-,kernel_runtime
zig,102,unclass,attribute,zig:attribute:unclass,kernel_runtime
zig,103,names,attribute,zig:attribute:names,kernel_runtime
zig,104,names<-,replacement,zig:replacement:names<-,kernel_runtime
zig,105,dimnames,attribute,zig:attribute:dimnames,kernel_runtime
zig,106,dimnames<-,replacement,zig:replacement:dimnames<-,kernel_runtime
zig,107,dim,attribute,zig:attribute:dim,kernel_runtime
zig,108,dim<-,replacement,zig:replacement:dim<-,kernel_runtime
zig,109,attributes,attribute,zig:attribute:attributes,kernel_runtime
zig,110,attributes<-,replacement,zig:replacement:attributes<-,kernel_runtime
zig,111,attr,attribute,zig:attribute:attr,kernel_runtime
zig,112,attr<-,replacement,zig:replacement:attr<-,kernel_runtime
zig,113,@<-,replacement,zig:replacement:@<-,kernel_runtime
zig,114,levels<-,replacement,zig:replacement:levels<-,kernel_runtime
zig,115,vector,runtime,zig:runtime:vector,kernel_runtime
zig,116,complex,numeric-complex,zig:numeric-complex:complex,kernel_runtime
zig,117,matrix,matrix,zig:matrix:matrix,kernel_runtime
zig,118,array,matrix,zig:matrix:array,kernel_runtime
zig,119,diag,matrix,zig:matrix:diag,kernel_runtime
zig,120,backsolve,matrix,zig:matrix:backsolve,kernel_runtime
zig,121,max.col,matrix,zig:matrix:max.col,kernel_runtime
zig,122,row,matrix,zig:matrix:row,kernel_runtime
zig,123,col,matrix,zig:matrix:col,kernel_runtime
zig,124,unlist,combine,zig:combine:unlist,kernel_runtime
zig,125,cbind,language,zig:language:cbind,kernel_runtime
zig,126,rbind,language,zig:language:rbind,kernel_runtime
zig,127,drop,matrix,zig:matrix:drop,kernel_runtime
zig,128,all.names,attribute,zig:attribute:all.names,kernel_runtime
zig,129,comment,attribute,zig:attribute:comment,kernel_runtime
zig,130,comment<-,replacement,zig:replacement:comment<-,kernel_runtime
zig,131,get,environment,zig:environment:get,kernel_runtime
zig,132,get0,environment,zig:environment:get0,kernel_runtime
zig,133,mget,environment,zig:environment:mget,kernel_runtime
zig,134,exists,environment,zig:environment:exists,kernel_runtime
zig,135,assign,environment,zig:environment:assign,kernel_runtime
zig,136,list2env,environment,zig:environment:list2env,kernel_runtime
zig,137,remove,environment,zig:environment:remove,kernel_runtime
zig,138,duplicated,matching,zig:matching:duplicated,kernel_runtime
zig,139,unique,matching,zig:matching:unique,kernel_runtime
zig,140,anyDuplicated,matching,zig:matching:anyDuplicated,kernel_runtime
zig,141,anyNA,missingness,zig:missingness:anyNA,kernel_runtime
zig,142,which,runtime,zig:runtime:which,kernel_runtime
zig,143,which.min,runtime,zig:runtime:which.min,kernel_runtime
zig,144,pmin,reduction,zig:reduction:pmin,kernel_runtime
zig,145,pmax,reduction,zig:reduction:pmax,kernel_runtime
zig,146,which.max,runtime,zig:runtime:which.max,kernel_runtime
zig,147,match,matching,zig:matching:match,kernel_runtime
zig,148,pmatch,matching,zig:matching:pmatch,kernel_runtime
zig,149,charmatch,character,zig:character:charmatch,kernel_runtime
zig,150,match.call,matching,zig:matching:match.call,kernel_runtime
zig,151,crossprod,matrix,zig:matrix:crossprod,kernel_runtime
zig,152,tcrossprod,matrix,zig:matrix:tcrossprod,kernel_runtime
zig,153,asplit,matrix,zig:matrix:asplit,kernel_runtime
zig,154,lengths,matrix,zig:matrix:lengths,kernel_runtime
zig,155,sequence,runtime,zig:runtime:sequence,kernel_runtime
zig,156,vhash,matching,zig:matching:vhash,kernel_runtime
zig,157,attach,environment,zig:environment:attach,kernel_runtime
zig,158,detach,environment,zig:environment:detach,kernel_runtime
zig,159,search,environment,zig:environment:search,kernel_runtime
zig,160,setFileTime,io,zig:io:setFileTime,kernel_runtime
zig,161,round,numeric-unary,zig:numeric-unary:round,kernel_runtime
zig,162,signif,numeric-unary,zig:numeric-unary:signif,kernel_runtime
zig,163,log,numeric-unary,zig:numeric-unary:log,kernel_runtime
zig,164,log10,numeric-unary,zig:numeric-unary:log10,kernel_runtime
zig,165,log2,numeric-unary,zig:numeric-unary:log2,kernel_runtime
zig,166,abs,numeric-unary,zig:numeric-unary:abs,kernel_runtime
zig,167,floor,numeric-unary,zig:numeric-unary:floor,kernel_runtime
zig,168,ceiling,numeric-unary,zig:numeric-unary:ceiling,kernel_runtime
zig,169,sqrt,numeric-unary,zig:numeric-unary:sqrt,kernel_runtime
zig,170,sign,numeric-unary,zig:numeric-unary:sign,kernel_runtime
zig,171,trunc,numeric-unary,zig:numeric-unary:trunc,kernel_runtime
zig,172,exp,numeric-unary,zig:numeric-unary:exp,kernel_runtime
zig,173,expm1,numeric-unary,zig:numeric-unary:expm1,kernel_runtime
zig,174,log1p,numeric-unary,zig:numeric-unary:log1p,kernel_runtime
zig,175,cos,numeric-unary,zig:numeric-unary:cos,kernel_runtime
zig,176,sin,numeric-unary,zig:numeric-unary:sin,kernel_runtime
zig,177,tan,numeric-unary,zig:numeric-unary:tan,kernel_runtime
zig,178,acos,numeric-unary,zig:numeric-unary:acos,kernel_runtime
zig,179,asin,numeric-unary,zig:numeric-unary:asin,kernel_runtime
zig,180,atan,numeric-unary,zig:numeric-unary:atan,kernel_runtime
zig,181,cosh,numeric-unary,zig:numeric-unary:cosh,kernel_runtime
zig,182,sinh,numeric-unary,zig:numeric-unary:sinh,kernel_runtime
zig,183,tanh,numeric-unary,zig:numeric-unary:tanh,kernel_runtime
zig,184,acosh,numeric-unary,zig:numeric-unary:acosh,kernel_runtime
zig,185,asinh,numeric-unary,zig:numeric-unary:asinh,kernel_runtime
zig,186,atanh,numeric-unary,zig:numeric-unary:atanh,kernel_runtime
zig,187,lgamma,numeric-unary,zig:numeric-unary:lgamma,kernel_runtime
zig,188,gamma,numeric-unary,zig:numeric-unary:gamma,kernel_runtime
zig,189,digamma,numeric-unary,zig:numeric-unary:digamma,kernel_runtime
zig,190,trigamma,numeric-unary,zig:numeric-unary:trigamma,kernel_runtime
zig,191,cospi,numeric-unary,zig:numeric-unary:cospi,kernel_runtime
zig,192,sinpi,numeric-unary,zig:numeric-unary:sinpi,kernel_runtime
zig,193,tanpi,numeric-unary,zig:numeric-unary:tanpi,kernel_runtime
zig,194,atan2,numeric-binary,zig:numeric-binary:atan2,kernel_runtime
zig,195,lbeta,numeric-binary,zig:numeric-binary:lbeta,kernel_runtime
zig,196,beta,numeric-binary,zig:numeric-binary:beta,kernel_runtime
zig,197,lchoose,numeric-binary,zig:numeric-binary:lchoose,kernel_runtime
zig,198,choose,numeric-binary,zig:numeric-binary:choose,kernel_runtime
zig,199,besselJ,numeric-binary,zig:numeric-binary:besselJ,kernel_runtime
zig,200,besselY,numeric-binary,zig:numeric-binary:besselY,kernel_runtime
zig,201,psigamma,numeric-binary,zig:numeric-binary:psigamma,kernel_runtime
zig,202,Re,numeric-complex,zig:numeric-complex:Re,kernel_runtime
zig,203,Im,numeric-complex,zig:numeric-complex:Im,kernel_runtime
zig,204,Mod,numeric-complex,zig:numeric-complex:Mod,kernel_runtime
zig,205,Arg,numeric-complex,zig:numeric-complex:Arg,kernel_runtime
zig,206,Conj,numeric-complex,zig:numeric-complex:Conj,kernel_runtime
zig,207,besselI,numeric-ternary,zig:numeric-ternary:besselI,kernel_runtime
zig,208,besselK,numeric-ternary,zig:numeric-ternary:besselK,kernel_runtime
zig,209,rchisq,random,zig:random:rchisq,kernel_runtime
zig,210,rexp,random,zig:random:rexp,kernel_runtime
zig,211,rgeom,random,zig:random:rgeom,kernel_runtime
zig,212,rpois,random,zig:random:rpois,kernel_runtime
zig,213,rt,random,zig:random:rt,kernel_runtime
zig,214,rsignrank,random,zig:random:rsignrank,kernel_runtime
zig,215,rbeta,random,zig:random:rbeta,kernel_runtime
zig,216,rbinom,random,zig:random:rbinom,kernel_runtime
zig,217,rcauchy,random,zig:random:rcauchy,kernel_runtime
zig,218,rf,random,zig:random:rf,kernel_runtime
zig,219,rgamma,random,zig:random:rgamma,kernel_runtime
zig,220,rlnorm,random,zig:random:rlnorm,kernel_runtime
zig,221,rlogis,random,zig:random:rlogis,kernel_runtime
zig,222,rnbinom,random,zig:random:rnbinom,kernel_runtime
zig,223,rnbinom_mu,random,zig:random:rnbinom_mu,kernel_runtime
zig,224,rnchisq,random,zig:random:rnchisq,kernel_runtime
zig,225,rnorm,random,zig:random:rnorm,kernel_runtime
zig,226,runif,random,zig:random:runif,kernel_runtime
zig,227,rweibull,random,zig:random:rweibull,kernel_runtime
zig,228,rwilcox,random,zig:random:rwilcox,kernel_runtime
zig,229,rhyper,random,zig:random:rhyper,kernel_runtime
zig,230,sample,random,zig:random:sample,kernel_runtime
zig,231,sample2,random,zig:random:sample2,kernel_runtime
zig,232,RNGkind,random,zig:random:RNGkind,kernel_runtime
zig,233,set.seed,random,zig:random:set.seed,kernel_runtime
zig,234,sum,reduction,zig:reduction:sum,kernel_runtime
zig,235,min,reduction,zig:reduction:min,kernel_runtime
zig,236,max,reduction,zig:reduction:max,kernel_runtime
zig,237,prod,reduction,zig:reduction:prod,kernel_runtime
zig,238,mean,reduction,zig:reduction:mean,kernel_runtime
zig,239,range,runtime,zig:runtime:range,kernel_runtime
zig,240,cumsum,cumulative,zig:cumulative:cumsum,kernel_runtime
zig,241,cumprod,cumulative,zig:cumulative:cumprod,kernel_runtime
zig,242,cummax,cumulative,zig:cumulative:cummax,kernel_runtime
zig,243,cummin,cumulative,zig:cumulative:cummin,kernel_runtime
zig,244,cumvar,cumulative,zig:cumulative:cumvar,kernel_runtime
zig,245,as.character,coercion-atomic,zig:coercion-atomic:as.character,kernel_runtime
zig,246,as.integer,coercion-atomic,zig:coercion-atomic:as.integer,kernel_runtime
zig,247,as.double,coercion-atomic,zig:coercion-atomic:as.double,kernel_runtime
zig,248,as.numeric,coercion-atomic,zig:coercion-atomic:as.numeric,kernel_runtime
zig,249,as.complex,coercion-atomic,zig:coercion-atomic:as.complex,kernel_runtime
zig,250,as.logical,coercion-atomic,zig:coercion-atomic:as.logical,kernel_runtime
zig,251,as.raw,coercion-atomic,zig:coercion-atomic:as.raw,kernel_runtime
zig,252,as.call,runtime,zig:runtime:as.call,kernel_runtime
zig,253,as.environment,environment,zig:environment:as.environment,kernel_runtime
zig,254,storage.mode<-,replacement,zig:replacement:storage.mode<-,kernel_runtime
zig,255,asCharacterFactor,character,zig:character:asCharacterFactor,kernel_runtime
zig,256,as.vector,coercion-mode,zig:coercion-mode:as.vector,kernel_runtime
zig,257,paste,character,zig:character:paste,kernel_runtime
zig,258,paste0,character,zig:character:paste0,kernel_runtime
zig,259,file.path,io,zig:io:file.path,kernel_runtime
zig,260,format,runtime,zig:runtime:format,kernel_runtime
zig,261,format.info,runtime,zig:runtime:format.info,kernel_runtime
zig,262,cat,runtime,zig:runtime:cat,kernel_runtime
zig,263,do.call,runtime,zig:runtime:do.call,kernel_runtime
zig,264,str2lang,character,zig:character:str2lang,kernel_runtime
zig,265,str2expression,character,zig:character:str2expression,kernel_runtime
zig,266,nchar,character,zig:character:nchar,kernel_runtime
zig,267,nzchar,character,zig:character:nzchar,kernel_runtime
zig,268,substr,character,zig:character:substr,kernel_runtime
zig,269,startsWith,character,zig:character:startsWith,kernel_runtime
zig,270,endsWith,character,zig:character:endsWith,kernel_runtime
zig,271,substr<-,replacement,zig:replacement:substr<-,kernel_runtime
zig,272,strsplit,character,zig:character:strsplit,kernel_runtime
zig,273,abbreviate,character,zig:character:abbreviate,kernel_runtime
zig,274,make.names,attribute,zig:attribute:make.names,kernel_runtime
zig,275,pcre_config,runtime,zig:runtime:pcre_config,kernel_runtime
zig,276,grep,character,zig:character:grep,kernel_runtime
zig,277,grepl,character,zig:character:grepl,kernel_runtime
zig,278,grepRaw,character,zig:character:grepRaw,kernel_runtime
zig,279,sub,character,zig:character:sub,kernel_runtime
zig,280,gsub,character,zig:character:gsub,kernel_runtime
zig,281,regexpr,runtime,zig:runtime:regexpr,kernel_runtime
zig,282,gregexpr,runtime,zig:runtime:gregexpr,kernel_runtime
zig,283,regexec,runtime,zig:runtime:regexec,kernel_runtime
zig,284,agrep,character,zig:character:agrep,kernel_runtime
zig,285,agrepl,character,zig:character:agrepl,kernel_runtime
zig,286,adist,runtime,zig:runtime:adist,kernel_runtime
zig,287,aregexec,runtime,zig:runtime:aregexec,kernel_runtime
zig,288,tolower,character,zig:character:tolower,kernel_runtime
zig,289,toupper,character,zig:character:toupper,kernel_runtime
zig,290,chartr,character,zig:character:chartr,kernel_runtime
zig,291,sprintf,runtime,zig:runtime:sprintf,kernel_runtime
zig,292,make.unique,matching,zig:matching:make.unique,kernel_runtime
zig,293,charToRaw,character,zig:character:charToRaw,kernel_runtime
zig,294,rawToChar,character,zig:character:rawToChar,kernel_runtime
zig,295,rawShift,bitwise,zig:bitwise:rawShift,kernel_runtime
zig,296,intToBits,bitwise,zig:bitwise:intToBits,kernel_runtime
zig,297,numToBits,bitwise,zig:bitwise:numToBits,kernel_runtime
zig,298,numToInts,runtime,zig:runtime:numToInts,kernel_runtime
zig,299,rawToBits,bitwise,zig:bitwise:rawToBits,kernel_runtime
zig,300,packBits,bitwise,zig:bitwise:packBits,kernel_runtime
zig,301,utf8ToInt,character,zig:character:utf8ToInt,kernel_runtime
zig,302,intToUtf8,character,zig:character:intToUtf8,kernel_runtime
zig,303,validUTF8,character,zig:character:validUTF8,kernel_runtime
zig,304,validEnc,runtime,zig:runtime:validEnc,kernel_runtime
zig,305,encodeString,character,zig:character:encodeString,kernel_runtime
zig,306,iconv,system,zig:system:iconv,kernel_runtime
zig,307,strtrim,character,zig:character:strtrim,kernel_runtime
zig,308,strtoi,character,zig:character:strtoi,kernel_runtime
zig,309,strrep,character,zig:character:strrep,kernel_runtime
zig,310,is.null,predicate,zig:predicate:is.null,kernel_runtime
zig,311,is.logical,predicate,zig:predicate:is.logical,kernel_runtime
zig,312,is.integer,predicate,zig:predicate:is.integer,kernel_runtime
zig,313,is.double,predicate,zig:predicate:is.double,kernel_runtime
zig,314,is.complex,predicate,zig:predicate:is.complex,kernel_runtime
zig,315,is.character,predicate,zig:predicate:is.character,kernel_runtime
zig,316,is.symbol,predicate,zig:predicate:is.symbol,kernel_runtime
