table_index,name,kernel,arity,target,route
296,intToBits,bitwise,1,swift,swift:bitwise:intToBits
297,numToBits,bitwise,1,go,go:bitwise:numToBits
297,numToBits,bitwise,1,rust,rust:bitwise:numToBits
297,numToBits,bitwise,1,cpp,cpp:bitwise:numToBits
297,numToBits,bitwise,1,c,c:bitwise:numToBits
297,numToBits,bitwise,1,python,python:bitwise:numToBits
297,numToBits,bitwise,1,zig,zig:bitwise:numToBits
297,numToBits,bitwise,1,julia,julia:bitwise:numToBits
297,numToBits,bitwise,1,nim,nim:bitwise:numToBits
297,numToBits,bitwise,1,csharp,csharp:bitwise:numToBits
297,numToBits,bitwise,1,java,java:bitwise:numToBits
297,numToBits,bitwise,1,kotlin,kotlin:bitwise:numToBits
297,numToBits,bitwise,1,swift,swift:bitwise:numToBits
298,numToInts,runtime,1,go,go:runtime:numToInts
298,numToInts,runtime,1,rust,rust:runtime:numToInts
298,numToInts,runtime,1,cpp,cpp:runtime:numToInts
298,numToInts,runtime,1,c,c:runtime:numToInts
298,numToInts,runtime,1,python,python:runtime:numToInts
298,numToInts,runtime,1,zig,zig:runtime:numToInts
298,numToInts,runtime,1,julia,julia:runtime:numToInts
298,numToInts,runtime,1,nim,nim:runtime:numToInts
298,numToInts,runtime,1,csharp,csharp:runtime:numToInts
298,numToInts,runtime,1,java,java:runtime:numToInts
298,numToInts,runtime,1,kotlin,kotlin:runtime:numToInts
298,numToInts,runtime,1,swift,swift:runtime:numToInts
299,rawToBits,bitwise,1,go,go:bitwise:rawToBits
299,rawToBits,bitwise,1,rust,rust:bitwise:rawToBits
299,rawToBits,bitwise,1,cpp,cpp:bitwise:rawToBits
299,rawToBits,bitwise,1,c,c:bitwise:rawToBits
299,rawToBits,bitwise,1,python,python:bitwise:rawToBits
299,rawToBits,bitwise,1,zig,zig:bitwise:rawToBits
299,rawToBits,bitwise,1,julia,julia:bitwise:rawToBits
299,rawToBits,bitwise,1,nim,nim:bitwise:rawToBits
299,rawToBits,bitwise,1,csharp,csharp:bitwise:rawToBits
299,rawToBits,bitwise,1,java,java:bitwise:rawToBits
299,rawToBits,bitwise,1,kotlin,kotlin:bitwise:rawToBits
299,rawToBits,bitwise,1,swift,swift:bitwise:rawToBits
300,packBits,bitwise,2,go,go:bitwise:packBits
300,packBits,bitwise,2,rust,rust:bitwise:packBits
300,packBits,bitwise,2,cpp,cpp:bitwise:packBits
300,packBits,bitwise,2,c,c:bitwise:packBits
300,packBits,bitwise,2,python,python:bitwise:packBits
300,packBits,bitwise,2,zig,zig:bitwise:packBits
300,packBits,bitwise,2,julia,julia:bitwise:packBits
300,packBits,bitwise,2,nim,nim:bitwise:packBits
300,packBits,bitwise,2,csharp,csharp:bitwise:packBits
300,packBits,bitwise,2,java,java:bitwise:packBits
300,packBits,bitwise,2,kotlin,kotlin:bitwise:packBits
300,packBits,bitwise,2,swift,swift:bitwise:packBits
301,utf8ToInt,character,1,go,go:character:utf8ToInt
301,utf8ToInt,character,1,rust,rust:character:utf8ToInt
301,utf8ToInt,character,1,cpp,cpp:character:utf8ToInt
301,utf8ToInt,character,1,c,c:character:utf8ToInt
301,utf8ToInt,character,1,python,python:character:utf8ToInt
301,utf8ToInt,character,1,zig,zig:character:utf8ToInt
301,utf8ToInt,character,1,julia,julia:character:utf8ToInt
301,utf8ToInt,character,1,nim,nim:character:utf8ToInt
301,utf8ToInt,character,1,csharp,csharp:character:utf8ToInt
301,utf8ToInt,character,1,java,java:character:utf8ToInt
301,utf8ToInt,character,1,kotlin,kotlin:character:utf8ToInt
301,utf8ToInt,character,1,swift,swift:character:utf8ToInt
302,intToUtf8,character,3,go,go:character:intToUtf8
302,intToUtf8,character,3,rust,rust:character:intToUtf8
302,intToUtf8,character,3,cpp,cpp:character:intToUtf8
302,intToUtf8,character,3,c,c:character:intToUtf8
302,intToUtf8,character,3,python,python:character:intToUtf8
302,intToUtf8,character,3,zig,zig:character:intToUtf8
302,intToUtf8,character,3,julia,julia:character:intToUtf8
302,intToUtf8,character,3,nim,nim:character:intToUtf8
302,intToUtf8,character,3,csharp,csharp:character:intToUtf8
302,intToUtf8,character,3,java,java:character:intToUtf8
302,intToUtf8,character,3,kotlin,kotlin:character:intToUtf8
302,intToUtf8,character,3,swift,swift:character:intToUtf8
303,validUTF8,character,1,go,go:character:validUTF8
303,validUTF8,character,1,rust,rust:character:validUTF8
303,validUTF8,character,1,cpp,cpp:character:validUTF8
303,validUTF8,character,1,c,c:character:validUTF8
303,validUTF8,character,1,python,python:character:validUTF8
303,validUTF8,character,1,zig,zig:character:validUTF8
303,validUTF8,character,1,julia,julia:character:validUTF8
303,validUTF8,character,1,nim,nim:character:validUTF8
303,validUTF8,character,1,csharp,csharp:character:validUTF8
303,validUTF8,character,1,java,java:character:validUTF8
303,validUTF8,character,1,kotlin,kotlin:character:validUTF8
303,validUTF8,character,1,swift,swift:character:validUTF8
304,validEnc,runtime,1,go,go:runtime:validEnc
304,validEnc,runtime,1,rust,rust:runtime:validEnc
304,validEnc,runtime,1,cpp,cpp:runtime:validEnc
304,validEnc,runtime,1,c,c:runtime:validEnc
304,validEnc,runtime,1,python,python:runtime:validEnc
304,validEnc,runtime,1,zig,zig:runtime:validEnc
304,validEnc,runtime,1,julia,julia:runtime:validEnc
304,validEnc,runtime,1,nim,nim:runtime:validEnc
304,validEnc,runtime,1,csharp,csharp:runtime:validEnc
304,validEnc,runtime,1,java,java:runtime:validEnc
304,validEnc,runtime,1,kotlin,kotlin:runtime:validEnc
304,validEnc,runtime,1,swift,swift:runtime:validEnc
305,encodeString,character,5,go,go:character:encodeString
305,encodeString,character,5,rust,rust:character:encodeString
305,encodeString,character,5,cpp,cpp:character:encodeString
305,encodeString,character,5,c,c:character:encodeString
305,encodeString,character,5,python,python:character:encodeString
305,encodeString,character,5,zig,zig:character:encodeString
305,encodeString,character,5,julia,julia:character:encodeString
305,encodeString,character,5,nim,nim:character:encodeString
305,encodeString,character,5,csharp,csharp:character:encodeString
305,encodeString,character,5,java,java:character:encodeString
305,encodeString,character,5,kotlin,kotlin:character:encodeString
305,encodeString,character,5,swift,swift:character:encodeString
306,iconv,system,6,go,go:system:iconv
306,iconv,system,6,rust,rust:system:iconv
306,iconv,system,6,cpp,cpp:system:iconv
306,iconv,system,6,c,c:system:iconv
306,iconv,system,6,python,python:system:iconv
306,iconv,system,6,zig,zig:system:iconv
306,iconv,system,6,julia,julia:system:iconv
306,iconv,system,6,nim,nim:system:iconv
306,iconv,system,6,csharp,csharp:system:iconv
306,iconv,system,6,java,java:system:iconv
306,iconv,system,6,kotlin,kotlin:system:iconv
306,iconv,system,6,swift,swift:system:iconv
307,strtrim,character,2,go,go:character:strtrim
307,strtrim,character,2,rust,rust:character:strtrim
307,strtrim,character,2,cpp,cpp:character:strtrim
307,strtrim,character,2,c,c:character:strtrim
307,strtrim,character,2,python,python:character:strtrim
307,strtrim,character,2,zig,zig:character:strtrim
307,strtrim,character,2,julia,julia:character:strtrim
307,strtrim,character,2,nim,nim:character:strtrim
307,strtrim,character,2,csharp,csharp:character:strtrim
307,strtrim,character,2,java,java:character:strtrim
307,strtrim,character,2,kotlin,kotlin:character:strtrim
307,strtrim,character,2,swift,swift:character:strtrim
308,strtoi,character,2,go,go:character:strtoi
308,strtoi,character,2,rust,rust:character:strtoi
308,strtoi,character,2,cpp,cpp:character:strtoi
308,strtoi,character,2,c,c:character:strtoi
308,strtoi,character,2,python,python:character:strtoi
308,strtoi,character,2,zig,zig:character:strtoi
308,strtoi,character,2,julia,julia:character:strtoi
308,strtoi,character,2,nim,nim:character:strtoi
308,strtoi,character,2,csharp,csharp:character:strtoi
308,strtoi,character,2,java,java:character:strtoi
308,strtoi,character,2,kotlin,kotlin:character:strtoi
308,strtoi,character,2,swift,swift:character:strtoi
309,strrep,character,2,go,go:character:strrep
309,strrep,character,2,rust,rust:character:strrep
309,strrep,character,2,cpp,cpp:character:strrep
309,strrep,character,2,c,c:character:strrep
309,strrep,character,2,python,python:character:strrep
309,strrep,character,2,zig,zig:character:strrep
309,strrep,character,2,julia,julia:character:strrep
309,strrep,character,2,nim,nim:character:strrep
309,strrep,character,2,csharp,csharp:character:strrep
309,strrep,character,2,java,java:character:strrep
309,strrep,character,2,kotlin,kotlin:character:strrep
309,strrep,character,2,swift,swift:character:strrep
310,is.null,predicate,1,go,go:predicate:is.null
310,is.null,predicate,1,rust,rust:predicate:is.null
310,is.null,predicate,1,cpp,cpp:predicate:is.null
310,is.null,predicate,1,c,c:predicate:is.null
310,is.null,predicate,1,python,python:predicate:is.null
310,is.null,predicate,1,zig,zig:predicate:is.null
310,is.null,predicate,1,julia,julia:predicate:is.null
310,is.null,predicate,1,nim,nim:predicate:is.null
310,is.null,predicate,1,csharp,csharp:predicate:is.null
310,is.null,predicate,1,java,java:predicate:is.null
310,is.null,predicate,1,kotlin,kotlin:predicate:is.null
310,is.null,predicate,1,swift,swift:predicate:is.null
311,is.logical,predicate,1,go,go:predicate:is.logical
311,is.logical,predicate,1,rust,rust:predicate:is.logical
311,is.logical,predicate,1,cpp,cpp:predicate:is.logical
311,is.logical,predicate,1,c,c:predicate:is.logical
311,is.logical,predicate,1,python,python:predicate:is.logical
311,is.logical,predicate,1,zig,zig:predicate:is.logical
311,is.logical,predicate,1,julia,julia:predicate:is.logical
311,is.logical,predicate,1,nim,nim:predicate:is.logical
311,is.logical,predicate,1,csharp,csharp:predicate:is.logical
311,is.logical,predicate,1,java,java:predicate:is.logical
311,is.logical,predicate,1,kotlin,kotlin:predicate:is.logical
311,is.logical,predicate,1,swift,swift:predicate:is.logical
312,is.integer,predicate,1,go,go:predicate:is.integer
312,is.integer,predicate,1,rust,rust:predicate:is.integer
312,is.integer,predicate,1,cpp,cpp:predicate:is.integer
312,is.integer,predicate,1,c,c:predicate:is.integer
312,is.integer,predicate,1,python,python:predicate:is.integer
312,is.integer,predicate,1,zig,zig:predicate:is.integer
312,is.integer,predicate,1,julia,julia:predicate:is.integer
312,is.integer,predicate,1,nim,nim:predicate:is.integer
312,is.integer,predicate,1,csharp,csharp:predicate:is.integer
312,is.integer,predicate,1,java,java:predicate:is.integer
312,is.integer,predicate,1,kotlin,kotlin:predicate:is.integer
312,is.integer,predicate,1,swift,swift:predicate:is.integer
313,is.double,predicate,1,go,go:predicate:is.double
313,is.double,predicate,1,rust,rust:predicate:is.double
313,is.double,predicate,1,cpp,cpp:predicate:is.double
313,is.double,predicate,1,c,c:predicate:is.double
313,is.double,predicate,1,python,python:predicate:is.double
313,is.double,predicate,1,zig,zig:predicate:is.double
313,is.double,predicate,1,julia,julia:predicate:is.double
313,is.double,predicate,1,nim,nim:predicate:is.double
313,is.double,predicate,1,csharp,csharp:predicate:is.double
313,is.double,predicate,1,java,java:predicate:is.double
313,is.double,predicate,1,kotlin,kotlin:predicate:is.double
313,is.double,predicate,1,swift,swift:predicate:is.double
314,is.complex,predicate,1,go,go:predicate:is.complex
314,is.complex,predicate,1,rust,rust:predicate:is.complex
314,is.complex,predicate,1,cpp,cpp:predicate:is.complex
314,is.complex,predicate,1,c,c:predicate:is.complex
314,is.complex,predicate,1,python,python:predicate:is.complex
314,is.complex,predicate,1,zig,zig:predicate:is.complex
314,is.complex,predicate,1,julia,julia:predicate:is.complex
314,is.complex,predicate,1,nim,nim:predicate:is.complex
314,is.complex,predicate,1,csharp,csharp:predicate:is.complex
314,is.complex,predicate,1,java,java:predicate:is.complex
314,is.complex,predicate,1,kotlin,kotlin:predicate:is.complex
314,is.complex,predicate,1,swift,swift:predicate:is.complex
315,is.character,predicate,1,go,go:predicate:is.character
315,is.character,predicate,1,rust,rust:predicate:is.character
315,is.character,predicate,1,cpp,cpp:predicate:is.character
315,is.character,predicate,1,c,c:predicate:is.character
315,is.character,predicate,1,python,python:predicate:is.character
315,is.character,predicate,1,zig,zig:predicate:is.character
315,is.character,predicate,1,julia,julia:predicate:is.character
315,is.character,predicate,1,nim,nim:predicate:is.character
315,is.character,predicate,1,csharp,csharp:predicate:is.character
315,is.character,predicate,1,java,java:predicate:is.character
315,is.character,predicate,1,kotlin,kotlin:predicate:is.character
315,is.character,predicate,1,swift,swift:predicate:is.character
316,is.symbol,predicate,1,go,go:predicate:is.symbol
316,is.symbol,predicate,1,rust,rust:predicate:is.symbol
316,is.symbol,predicate,1,cpp,cpp:predicate:is.symbol
316,is.symbol,predicate,1,c,c:predicate:is.symbol
316,is.symbol,predicate,1,python,python:predicate:is.symbol
316,is.symbol,predicate,1,zig,zig:predicate:is.symbol
316,is.symbol,predicate,1,julia,julia:predicate:is.symbol
316,is.symbol,predicate,1,nim,nim:predicate:is.symbol
316,is.symbol,predicate,1,csharp,csharp:predicate:is.symbol
316,is.symbol,predicate,1,java,java:predicate:is.symbol
316,is.symbol,predicate,1,kotlin,kotlin:predicate:is.symbol
316,is.symbol,predicate,1,swift,swift:predicate:is.symbol
317,is.name,predicate,1,go,go:predicate:is.name
317,is.name,predicate,1,rust,rust:predicate:is.name
317,is.name,predicate,1,cpp,cpp:predicate:is.name
317,is.name,predicate,1,c,c:predicate:is.name
317,is.name,predicate,1,python,python:predicate:is.name
317,is.name,predicate,1,zig,zig:predicate:is.name
317,is.name,predicate,1,julia,julia:predicate:is.name
317,is.name,predicate,1,nim,nim:predicate:is.name
317,is.name,predicate,1,csharp,csharp:predicate:is.name
317,is.name,predicate,1,java,java:predicate:is.name
317,is.name,predicate,1,kotlin,kotlin:predicate:is.name
317,is.name,predicate,1,swift,swift:predicate:is.name
318,is.environment,predicate,1,go,go:predicate:is.environment
318,is.environment,predicate,1,rust,rust:predicate:is.environment
318,is.environment,predicate,1,cpp,cpp:predicate:is.environment
318,is.environment,predicate,1,c,c:predicate:is.environment
318,is.environment,predicate,1,python,python:predicate:is.environment
318,is.environment,predicate,1,zig,zig:predicate:is.environment
318,is.environment,predicate,1,julia,julia:predicate:is.environment
318,is.environment,predicate,1,nim,nim:predicate:is.environment
318,is.environment,predicate,1,csharp,csharp:predicate:is.environment
318,is.environment,predicate,1,java,java:predicate:is.environment
318,is.environment,predicate,1,kotlin,kotlin:predicate:is.environment
318,is.environment,predicate,1,swift,swift:predicate:is.environment
319,is.list,predicate,1,go,go:predicate:is.list
319,is.list,predicate,1,rust,rust:predicate:is.list
319,is.list,predicate,1,cpp,cpp:predicate:is.list
319,is.list,predicate,1,c,c:predicate:is.list
319,is.list,predicate,1,python,python:predicate:is.list
319,is.list,predicate,1,zig,zig:predicate:is.list
319,is.list,predicate,1,julia,julia:predicate:is.list
319,is.list,predicate,1,nim,nim:predicate:is.list
319,is.list,predicate,1,csharp,csharp:predicate:is.list
319,is.list,predicate,1,java,java:predicate:is.list
319,is.list,predicate,1,kotlin,kotlin:predicate:is.list
319,is.list,predicate,1,swift,swift:predicate:is.list
320,is.pairlist,predicate,1,go,go:predicate:is.pairlist
320,is.pairlist,predicate,1,rust,rust:predicate:is.pairlist
320,is.pairlist,predicate,1,cpp,cpp:predicate:is.pairlist
320,is.pairlist,predicate,1,c,c:predicate:is.pairlist
320,is.pairlist,predicate,1,python,python:predicate:is.pairlist
320,is.pairlist,predicate,1,zig,zig:predicate:is.pairlist
320,is.pairlist,predicate,1,julia,julia:predicate:is.pairlist
320,is.pairlist,predicate,1,nim,nim:predicate:is.pairlist
320,is.pairlist,predicate,1,csharp,csharp:predicate:is.pairlist
320,is.pairlist,predicate,1,java,java:predicate:is.pairlist
320,is.pairlist,predicate,1,kotlin,kotlin:predicate:is.pairlist
320,is.pairlist,predicate,1,swift,swift:predicate:is.pairlist
321,is.expression,predicate,1,go,go:predicate:is.expression
321,is.expression,predicate,1,rust,rust:predicate:is.expression
321,is.expression,predicate,1,cpp,cpp:predicate:is.expression
321,is.expression,predicate,1,c,c:predicate:is.expression
321,is.expression,predicate,1,python,python:predicate:is.expression
321,is.expression,predicate,1,zig,zig:predicate:is.expression
321,is.expression,predicate,1,julia,julia:predicate:is.expression
321,is.expression,predicate,1,nim,nim:predicate:is.expression
321,is.expression,predicate,1,csharp,csharp:predicate:is.expression
321,is.expression,predicate,1,java,java:predicate:is.expression
321,is.expression,predicate,1,kotlin,kotlin:predicate:is.expression
321,is.expression,predicate,1,swift,swift:predicate:is.expression
322,is.raw,predicate,1,go,go:predicate:is.raw
322,is.raw,predicate,1,rust,rust:predicate:is.raw
322,is.raw,predicate,1,cpp,cpp:predicate:is.raw
322,is.raw,predicate,1,c,c:predicate:is.raw
322,is.raw,predicate,1,python,python:predicate:is.raw
322,is.raw,predicate,1,zig,zig:predicate:is.raw
322,is.raw,predicate,1,julia,julia:predicate:is.raw
322,is.raw,predicate,1,nim,nim:predicate:is.raw
322,is.raw,predicate,1,csharp,csharp:predicate:is.raw
322,is.raw,predicate,1,java,java:predicate:is.raw
322,is.raw,predicate,1,kotlin,kotlin:predicate:is.raw
322,is.raw,predicate,1,swift,swift:predicate:is.raw
323,is.object,predicate,1,go,go:predicate:is.object
323,is.object,predicate,1,rust,rust:predicate:is.object
323,is.object,predicate,1,cpp,cpp:predicate:is.object
323,is.object,predicate,1,c,c:predicate:is.object
323,is.object,predicate,1,python,python:predicate:is.object
323,is.object,predicate,1,zig,zig:predicate:is.object
323,is.object,predicate,1,julia,julia:predicate:is.object
323,is.object,predicate,1,nim,nim:predicate:is.object
323,is.object,predicate,1,csharp,csharp:predicate:is.object
323,is.object,predicate,1,java,java:predicate:is.object
323,is.object,predicate,1,kotlin,kotlin:predicate:is.object
323,is.object,predicate,1,swift,swift:predicate:is.object
324,isS4,predicate,1,go,go:predicate:isS4
324,isS4,predicate,1,rust,rust:predicate:isS4
324,isS4,predicate,1,cpp,cpp:predicate:isS4
324,isS4,predicate,1,c,c:predicate:isS4
324,isS4,predicate,1,python,python:predicate:isS4
324,isS4,predicate,1,zig,zig:predicate:isS4
324,isS4,predicate,1,julia,julia:predicate:isS4
324,isS4,predicate,1,nim,nim:predicate:isS4
324,isS4,predicate,1,csharp,csharp:predicate:isS4
324,isS4,predicate,1,java,java:predicate:isS4
324,isS4,predicate,1,kotlin,kotlin:predicate:isS4
324,isS4,predicate,1,swift,swift:predicate:isS4
325,is.numeric,predicate,1,go,go:predicate:is.numeric
325,is.numeric,predicate,1,rust,rust:predicate:is.numeric
325,is.numeric,predicate,1,cpp,cpp:predicate:is.numeric
325,is.numeric,predicate,1,c,c:predicate:is.numeric
325,is.numeric,predicate,1,python,python:predicate:is.numeric
325,is.numeric,predicate,1,zig,zig:predicate:is.numeric
325,is.numeric,predicate,1,julia,julia:predicate:is.numeric
325,is.numeric,predicate,1,nim,nim:predicate:is.numeric
325,is.numeric,predicate,1,csharp,csharp:predicate:is.numeric
325,is.numeric,predicate,1,java,java:predicate:is.numeric
325,is.numeric,predicate,1,kotlin,kotlin:predicate:is.numeric
325,is.numeric,predicate,1,swift,swift:predicate:is.numeric
326,is.matrix,predicate,1,go,go:predicate:is.matrix
326,is.matrix,predicate,1,rust,rust:predicate:is.matrix
326,is.matrix,predicate,1,cpp,cpp:predicate:is.matrix
326,is.matrix,predicate,1,c,c:predicate:is.matrix
326,is.matrix,predicate,1,python,python:predicate:is.matrix
326,is.matrix,predicate,1,zig,zig:predicate:is.matrix
326,is.matrix,predicate,1,julia,julia:predicate:is.matrix
326,is.matrix,predicate,1,nim,nim:predicate:is.matrix
326,is.matrix,predicate,1,csharp,csharp:predicate:is.matrix
326,is.matrix,predicate,1,java,java:predicate:is.matrix
326,is.matrix,predicate,1,kotlin,kotlin:predicate:is.matrix
326,is.matrix,predicate,1,swift,swift:predicate:is.matrix
327,is.array,predicate,1,go,go:predicate:is.array
327,is.array,predicate,1,rust,rust:predicate:is.array
327,is.array,predicate,1,cpp,cpp:predicate:is.array
327,is.array,predicate,1,c,c:predicate:is.array
327,is.array,predicate,1,python,python:predicate:is.array
327,is.array,predicate,1,zig,zig:predicate:is.array
327,is.array,predicate,1,julia,julia:predicate:is.array
327,is.array,predicate,1,nim,nim:predicate:is.array
327,is.array,predicate,1,csharp,csharp:predicate:is.array
327,is.array,predicate,1,java,java:predicate:is.array
327,is.array,predicate,1,kotlin,kotlin:predicate:is.array
327,is.array,predicate,1,swift,swift:predicate:is.array
328,is.atomic,predicate,1,go,go:predicate:is.atomic
328,is.atomic,predicate,1,rust,rust:predicate:is.atomic
328,is.atomic,predicate,1,cpp,cpp:predicate:is.atomic
328,is.atomic,predicate,1,c,c:predicate:is.atomic
328,is.atomic,predicate,1,python,python:predicate:is.atomic
328,is.atomic,predicate,1,zig,zig:predicate:is.atomic
328,is.atomic,predicate,1,julia,julia:predicate:is.atomic
328,is.atomic,predicate,1,nim,nim:predicate:is.atomic
328,is.atomic,predicate,1,csharp,csharp:predicate:is.atomic
328,is.atomic,predicate,1,java,java:predicate:is.atomic
328,is.atomic,predicate,1,kotlin,kotlin:predicate:is.atomic
328,is.atomic,predicate,1,swift,swift:predicate:is.atomic
329,is.recursive,predicate,1,go,go:predicate:is.recursive
329,is.recursive,predicate,1,rust,rust:predicate:is.recursive
329,is.recursive,predicate,1,cpp,cpp:predicate:is.recursive
329,is.recursive,predicate,1,c,c:predicate:is.recursive
329,is.recursive,predicate,1,python,python:predicate:is.recursive
329,is.recursive,predicate,1,zig,zig:predicate:is.recursive
329,is.recursive,predicate,1,julia,julia:predicate:is.recursive
329,is.recursive,predicate,1,nim,nim:predicate:is.recursive
329,is.recursive,predicate,1,csharp,csharp:predicate:is.recursive
329,is.recursive,predicate,1,java,java:predicate:is.recursive
329,is.recursive,predicate,1,kotlin,kotlin:predicate:is.recursive
329,is.recursive,predicate,1,swift,swift:predicate:is.recursive
330,is.call,predicate,1,go,go:predicate:is.call
330,is.call,predicate,1,rust,rust:predicate:is.call
330,is.call,predicate,1,cpp,cpp:predicate:is.call
330,is.call,predicate,1,c,c:predicate:is.call
330,is.call,predicate,1,python,python:predicate:is.call
330,is.call,predicate,1,zig,zig:predicate:is.call
330,is.call,predicate,1,julia,julia:predicate:is.call
330,is.call,predicate,1,nim,nim:predicate:is.call
330,is.call,predicate,1,csharp,csharp:predicate:is.call
330,is.call,predicate,1,java,java:predicate:is.call
330,is.call,predicate,1,kotlin,kotlin:predicate:is.call
330,is.call,predicate,1,swift,swift:predicate:is.call
331,is.language,predicate,1,go,go:predicate:is.language
331,is.language,predicate,1,rust,rust:predicate:is.language
331,is.language,predicate,1,cpp,cpp:predicate:is.language
331,is.language,predicate,1,c,c:predicate:is.language
331,is.language,predicate,1,python,python:predicate:is.language
331,is.language,predicate,1,zig,zig:predicate:is.language
331,is.language,predicate,1,julia,julia:predicate:is.language
331,is.language,predicate,1,nim,nim:predicate:is.language
331,is.language,predicate,1,csharp,csharp:predicate:is.language
331,is.language,predicate,1,java,java:predicate:is.language
331,is.language,predicate,1,kotlin,kotlin:predicate:is.language
331,is.language,predicate,1,swift,swift:predicate:is.language
332,is.function,predicate,1,go,go:predicate:is.function
332,is.function,predicate,1,rust,rust:predicate:is.function
332,is.function,predicate,1,cpp,cpp:predicate:is.function
332,is.function,predicate,1,c,c:predicate:is.function
332,is.function,predicate,1,python,python:predicate:is.function
332,is.function,predicate,1,zig,zig:predicate:is.function
332,is.function,predicate,1,julia,julia:predicate:is.function
332,is.function,predicate,1,nim,nim:predicate:is.function
332,is.function,predicate,1,csharp,csharp:predicate:is.function
332,is.function,predicate,1,java,java:predicate:is.function
332,is.function,predicate,1,kotlin,kotlin:predicate:is.function
332,is.function,predicate,1,swift,swift:predicate:is.function
333,is.single,predicate,1,go,go:predicate:is.single
333,is.single,predicate,1,rust,rust:predicate:is.single
333,is.single,predicate,1,cpp,cpp:predicate:is.single
333,is.single,predicate,1,c,c:predicate:is.single
333,is.single,predicate,1,python,python:predicate:is.single
333,is.single,predicate,1,zig,zig:predicate:is.single
333,is.single,predicate,1,julia,julia:predicate:is.single
333,is.single,predicate,1,nim,nim:predicate:is.single
333,is.single,predicate,1,csharp,csharp:predicate:is.single
333,is.single,predicate,1,java,java:predicate:is.single
333,is.single,predicate,1,kotlin,kotlin:predicate:is.single
333,is.single,predicate,1,swift,swift:predicate:is.single
334,is.na,missingness,1,go,go:missingness:is.na
334,is.na,missingness,1,rust,rust:missingness:is.na
334,is.na,missingness,1,cpp,cpp:missingness:is.na
334,is.na,missingness,1,c,c:missingness:is.na
334,is.na,missingness,1,python,python:missingness:is.na
334,is.na,missingness,1,zig,zig:missingness:is.na
334,is.na,missingness,1,julia,julia:missingness:is.na
334,is.na,missingness,1,nim,nim:missingness:is.na
334,is.na,missingness,1,csharp,csharp:missingness:is.na
334,is.na,missingness,1,java,java:missingness:is.na
334,is.na,missingness,1,kotlin,kotlin:missingness:is.na
334,is.na,missingness,1,swift,swift:missingness:is.na
335,is.nan,numeric-predicate,1,go,go:numeric-predicate:is.nan
335,is.nan,numeric-predicate,1,rust,rust:numeric-predicate:is.nan
335,is.nan,numeric-predicate,1,cpp,cpp:numeric-predicate:is.nan
335,is.nan,numeric-predicate,1,c,c:numeric-predicate:is.nan
335,is.nan,numeric-predicate,1,python,python:numeric-predicate:is.nan
335,is.nan,numeric-predicate,1,zig,zig:numeric-predicate:is.nan
335,is.nan,numeric-predicate,1,julia,julia:numeric-predicate:is.nan
335,is.nan,numeric-predicate,1,nim,nim:numeric-predicate:is.nan
335,is.nan,numeric-predicate,1,csharp,csharp:numeric-predicate:is.nan
335,is.nan,numeric-predicate,1,java,java:numeric-predicate:is.nan
335,is.nan,numeric-predicate,1,kotlin,kotlin:numeric-predicate:is.nan
335,is.nan,numeric-predicate,1,swift,swift:numeric-predicate:is.nan
336,is.finite,numeric-predicate,1,go,go:numeric-predicate:is.finite
336,is.finite,numeric-predicate,1,rust,rust:numeric-predicate:is.finite
336,is.finite,numeric-predicate,1,cpp,cpp:numeric-predicate:is.finite
336,is.finite,numeric-predicate,1,c,c:numeric-predicate:is.finite
336,is.finite,numeric-predicate,1,python,python:numeric-predicate:is.finite
336,is.finite,numeric-predicate,1,zig,zig:numeric-predicate:is.finite
336,is.finite,numeric-predicate,1,julia,julia:numeric-predicate:is.finite
336,is.finite,numeric-predicate,1,nim,nim:numeric-predicate:is.finite
336,is.finite,numeric-predicate,1,csharp,csharp:numeric-predicate:is.finite
336,is.finite,numeric-predicate,1,java,java:numeric-predicate:is.finite
336,is.finite,numeric-predicate,1,kotlin,kotlin:numeric-predicate:is.finite
336,is.finite,numeric-predicate,1,swift,swift:numeric-predicate:is.finite
337,is.infinite,numeric-predicate,1,go,go:numeric-predicate:is.infinite
337,is.infinite,numeric-predicate,1,rust,rust:numeric-predicate:is.infinite
337,is.infinite,numeric-predicate,1,cpp,cpp:numeric-predicate:is.infinite
337,is.infinite,numeric-predicate,1,c,c:numeric-predicate:is.infinite
337,is.infinite,numeric-predicate,1,python,python:numeric-predicate:is.infinite
337,is.infinite,numeric-predicate,1,zig,zig:numeric-predicate:is.infinite
337,is.infinite,numeric-predicate,1,julia,julia:numeric-predicate:is.infinite
337,is.infinite,numeric-predicate,1,nim,nim:numeric-predicate:is.infinite
337,is.infinite,numeric-predicate,1,csharp,csharp:numeric-predicate:is.infinite
337,is.infinite,numeric-predicate,1,java,java:numeric-predicate:is.infinite
337,is.infinite,numeric-predicate,1,kotlin,kotlin:numeric-predicate:is.infinite
337,is.infinite,numeric-predicate,1,swift,swift:numeric-predicate:is.infinite
338,is.vector,runtime,2,go,go:runtime:is.vector
338,is.vector,runtime,2,rust,rust:runtime:is.vector
338,is.vector,runtime,2,cpp,cpp:runtime:is.vector
338,is.vector,runtime,2,c,c:runtime:is.vector
338,is.vector,runtime,2,python,python:runtime:is.vector
338,is.vector,runtime,2,zig,zig:runtime:is.vector
338,is.vector,runtime,2,julia,julia:runtime:is.vector
338,is.vector,runtime,2,nim,nim:runtime:is.vector
