feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,r.promise_lazy_argument,r.promise_forcing,r.missing_argument,r.dots_ellipsis,r.default_argument_lazy,r.quote_substitute_eval,r.language_object_pairlist,r.environment,r.lexical_lookup,r.superassignment,r.active_binding,r.delayed_assignment,r.closure_environment_capture,r.atomic_vector,r.list_pairlist,r.vectorized_operation,r.vector_recycling,r.coercion_lattice,r.na_value,r.na_propagation,r.nan_inf_semantics,r.complex_type,r.raw_type,r.one_based_index,r.negative_index_exclusion,r.logical_index,r.double_bracket_index,r.dollar_member_partial_match,r.attributes,r.s3_dispatch,r.s4_dispatch,r.condition_system,r.restarts_unwind,r.on_exit_cleanup,r.copy_on_modify_named,r.gc_protect,r.altrep,r.ffi_C_Call_External,r.native_registration,r.namespace_package,r.bytecode_compiler,r.rng_state
r.environment,0.000164,0.002451,0.000717,0.002473,0.005944,0.000081,0.005492,0.000574,0.000717,0.000196,0.000115,0.000658,0.014394,0.000717,0.000081,0.005492,0.005944,0.000115,0.000115,0.000574,0.005411,0.000196,0.000157,0.002496,0.005411,0.000157,0.000164,0.002415,0.000196,0.000196,0.005485,0.002473,0.000177,0.005492,0.002412,0.002415,0.000196,0.005944,0.000196,0.005428,0.000717,0.005492,0.002415,0.000115,0.000177,0.009124,0.000574,0.000574,0.000574,0.000574,0.000081,0.000115,0.000177,0.000717,0.002473,0.000717,0.000118,0.005428,0.002415,0.014394,0.002415,0.000115,0.002473,0.002473,0.000177,0.005485,0.000574,0.002367,0.002473,0.002473,0.002473,0.002473,0.002415,0.002473,0.002359,0.000196,0.014394,0.000717,0.014394,0.000717,0.005411,0.002412,0.000196,0.014394,0.000081,0.000081,0.000157,0.002415,0.000717,0.002473,0.002473,0.000717,0.002473,0.000177,0.010752,0.005411,0.000196,0.000574,0.005383,0.006086,0.002970,0.005298,0.004964,0.005113,0.004424,1.002777,0.017114,0.012705,0.012976,0.013926,0.017114,0.004024,0.004474,0.004130,0.002294,0.004029,0.004485,0.002260,0.005097,0.004486,0.004480,0.002487,0.002673,0.004565,0.002683,0.005512,0.004002,0.004595,0.005914,0.004293,0.001926,0.000918,0.001996,0.001940,0.004155,0.001844,0.002122,0.007232,0.002524,0.002260
r.lexical_lookup,0.000148,0.002577,0.002600,0.000340,0.008119,0.000095,0.002818,0.002493,0.002600,0.000262,0.000109,0.002600,0.015001,0.002600,0.000095,0.002818,0.008119,0.000109,0.000109,0.002493,0.002811,0.000262,0.000214,0.002549,0.002811,0.000214,0.000148,0.002561,0.000262,0.000262,0.002915,0.000340,0.000177,0.002818,0.000246,0.002561,0.000262,0.008119,0.000262,0.002813,0.002600,0.002818,0.002561,0.000109,0.000177,0.009468,0.002493,0.002493,0.002493,0.002493,0.000095,0.000109,0.000177,0.002600,0.000340,0.002600,0.000112,0.002813,0.002561,0.015001,0.002561,0.000109,0.000340,0.000340,0.000177,0.002915,0.002493,0.000273,0.000340,0.000340,0.000340,0.000340,0.002561,0.000340,0.002493,0.000262,0.015001,0.002600,0.015001,0.002600,0.002811,0.000246,0.000262,0.015001,0.000095,0.000095,0.000214,0.002561,0.002600,0.000340,0.000340,0.002600,0.000340,0.000177,0.008411,0.002811,0.000262,0.002493,0.008090,0.008778,0.005377,0.007541,0.007456,0.005448,0.002834,0.017819,1.002966,0.015814,0.013591,0.014645,0.022057,0.002275,0.002536,0.004332,0.004170,0.002170,0.002546,0.004210,0.002750,0.002419,0.002414,0.004816,0.005295,0.004708,0.005309,0.008474,0.002309,0.004639,0.003953,0.002638,0.002058,0.001014,0.003885,0.002022,0.002180,0.001919,0.002115,0.007415,0.002634,0.004470
r.superassignment,0.000079,0.002279,0.004508,0.000364,0.010027,0.000085,0.002531,0.004396,0.004508,0.000335,0.000050,0.004431,0.013751,0.004508,0.000085,0.002531,0.010027,0.000050,0.000050,0.004396,0.002557,0.000335,0.000245,0.002291,0.002557,0.000245,0.000079,0.002286,0.000335,0.000335,0.002593,0.000364,0.000109,0.002531,0.000236,0.002286,0.000335,0.010027,0.000335,0.002487,0.004508,0.002531,0.002286,0.000050,0.000109,0.008143,0.004396,0.004396,0.004396,0.004396,0.000085,0.000050,0.000109,0.004508,0.000364,0.004508,0.000079,0.002487,0.002286,0.013751,0.002286,0.000050,0.000364,0.000364,0.000109,0.002593,0.004396,0.000222,0.000364,0.000364,0.000364,0.000364,0.002286,0.000364,0.002212,0.000335,0.013751,0.004508,0.013751,0.004508,0.002557,0.000236,0.000335,0.013751,0.000085,0.000085,0.000245,0.002286,0.004508,0.000364,0.000364,0.004508,0.000364,0.000109,0.008164,0.002557,0.000335,0.004396,0.005264,0.007510,0.003934,0.007731,0.005519,0.004892,0.002594,0.013528,0.016173,1.002450,0.015131,0.013424,0.016173,0.002223,0.002458,0.004134,0.005880,0.002076,0.002467,0.004031,0.002569,0.002287,0.002282,0.005042,0.004849,0.004375,0.005347,0.007556,0.003766,0.005864,0.003635,0.002304,0.000489,0.002272,0.003519,0.000372,0.000500,0.001693,0.000443,0.004569,0.000843,0.004039
r.active_binding,0.000177,0.005115,0.002548,0.000421,0.007628,0.000188,0.002707,0.002394,0.002548,0.000255,0.000119,0.002457,0.010651,0.002548,0.000188,0.002707,0.007628,0.000119,0.000119,0.002394,0.002639,0.000255,0.000220,0.005160,0.002639,0.000220,0.000177,0.005209,0.000255,0.000255,0.002699,0.000421,0.000179,0.002707,0.000343,0.005209,0.000255,0.007628,0.000255,0.002655,0.002548,0.002707,0.005209,0.000119,0.000179,0.005501,0.002394,0.002394,0.002394,0.002394,0.000188,0.000119,0.000179,0.002548,0.000421,0.002548,0.000095,0.002655,0.005209,0.010651,0.005209,0.000119,0.000421,0.000421,0.000179,0.002699,0.002394,0.000295,0.000421,0.000421,0.000421,0.000421,0.005209,0.000421,0.005052,0.000255,0.010651,0.002548,0.010651,0.002548,0.002639,0.000343,0.000255,0.010651,0.000188,0.000188,0.000220,0.005209,0.002548,0.000421,0.000421,0.002548,0.000421,0.000179,0.007847,0.002639,0.000255,0.002394,0.004920,0.007483,0.002616,0.004581,0.004332,0.006433,0.004039,0.012979,0.013055,0.014212,1.002214,0.015711,0.013055,0.004070,0.004589,0.004320,0.006369,0.003957,0.004601,0.004172,0.005164,0.004476,0.004468,0.004747,0.005248,0.004709,0.005258,0.008501,0.006299,0.009091,0.005764,0.003764,0.002065,0.001928,0.003864,0.002029,0.002206,0.003663,0.002150,0.007349,0.002010,0.004672
r.delayed_assignment,0.000116,0.002141,0.004346,0.000423,0.008727,0.000070,0.002333,0.004266,0.004346,0.002155,0.000103,0.004266,0.009312,0.004346,0.000070,0.002333,0.008727,0.000103,0.000103,0.004266,0.002420,0.002155,0.002041,0.002170,0.002420,0.002041,0.000116,0.002150,0.002155,0.002155,0.002420,0.000423,0.000109,0.002333,0.000264,0.002150,0.002155,0.008727,0.002155,0.002307,0.004346,0.002333,0.002150,0.000103,0.000109,0.004788,0.004266,0.004266,0.004266,0.004266,0.000070,0.000103,0.000109,0.004346,0.000423,0.004346,0.000062,0.002307,0.002150,0.009312,0.002150,0.000103,0.000423,0.000423,0.000109,0.002420,0.004266,0.000234,0.000423,0.000423,0.000423,0.000423,0.002150,0.000423,0.002102,0.002155,0.009312,0.004346,0.009312,0.004346,0.002420,0.000264,0.002155,0.009312,0.000070,0.000070,0.002041,0.002150,0.004346,0.000423,0.000423,0.004346,0.000423,0.000109,0.006860,0.002420,0.002155,0.004266,0.006950,0.007441,0.004791,0.006392,0.006358,0.008398,0.004038,0.012101,0.012223,0.010955,0.013650,1.002073,0.012223,0.003656,0.004115,0.005866,0.003732,0.003500,0.004129,0.005735,0.004548,0.003950,0.003943,0.006648,0.004711,0.004227,0.004723,0.007275,0.003581,0.005537,0.004987,0.002397,0.003721,0.002452,0.001826,0.001670,0.001846,0.001615,0.001809,0.006106,0.002233,0.002118
r.closure_environment_capture,0.000148,0.002577,0.002600,0.000340,0.008119,0.000095,0.002818,0.002493,0.002600,0.000262,0.000109,0.002600,0.015001,0.002600,0.000095,0.002818,0.008119,0.000109,0.000109,0.002493,0.002811,0.000262,0.000214,0.002549,0.002811,0.000214,0.000148,0.002561,0.000262,0.000262,0.002915,0.000340,0.000177,0.002818,0.000246,0.002561,0.000262,0.008119,0.000262,0.002813,0.002600,0.002818,0.002561,0.000109,0.000177,0.009468,0.002493,0.002493,0.002493,0.002493,0.000095,0.000109,0.000177,0.002600,0.000340,0.002600,0.000112,0.002813,0.002561,0.015001,0.002561,0.000109,0.000340,0.000340,0.000177,0.002915,0.002493,0.000273,0.000340,0.000340,0.000340,0.000340,0.002561,0.000340,0.002493,0.000262,0.015001,0.002600,0.015001,0.002600,0.002811,0.000246,0.000262,0.015001,0.000095,0.000095,0.000214,0.002561,0.002600,0.000340,0.000340,0.002600,0.000340,0.000177,0.008411,0.002811,0.000262,0.002493,0.008090,0.008778,0.005377,0.007541,0.007456,0.005448,0.002834,0.017819,0.022057,0.015814,0.013591,0.014645,1.002966,0.002275,0.002536,0.004332,0.004170,0.002170,0.002546,0.004210,0.002750,0.002419,0.002414,0.004816,0.005295,0.004708,0.005309,0.008474,0.002309,0.004639,0.003953,0.002638,0.002058,0.001014,0.003885,0.002022,0.002180,0.001919,0.002115,0.007415,0.002634,0.004470
r.atomic_vector,0.000074,0.001667,0.007246,0.007707,0.003409,0.000055,0.001826,0.003423,0.007246,0.000251,0.000065,0.003425,0.000191,0.007246,0.000055,0.001826,0.003409,0.000065,0.000065,0.003423,0.001803,0.000251,0.000186,0.001727,0.001803,0.000186,0.000074,0.001674,0.000251,0.000251,0.001805,0.007707,0.000088,0.001826,0.003908,0.001674,0.000251,0.003409,0.000251,0.001751,0.007246,0.001826,0.001674,0.000065,0.000088,0.000170,0.003423,0.003423,0.003423,0.003423,0.000055,0.000065,0.000088,0.007246,0.007707,0.007246,0.000048,0.001751,0.001674,0.000191,0.001674,0.000065,0.007707,0.007707,0.000088,0.001805,0.003423,0.003849,0.007707,0.007707,0.007707,0.007707,0.001674,0.007707,0.001633,0.000251,0.000191,0.007246,0.000191,0.007246,0.001803,0.003908,0.000251,0.000191,0.000055,0.000055,0.000186,0.001674,0.007246,0.007707,0.007707,0.007246,0.007707,0.000088,0.001789,0.001803,0.000251,0.003423,0.002882,0.001639,0.003270,0.001465,0.001656,0.003973,0.006518,0.002720,0.001477,0.001411,0.002751,0.002844,0.001477,1.002024,0.011870,0.009257,0.007491,0.011459,0.012089,0.007238,0.010545,0.012248,0.011921,0.007273,0.007565,0.009160,0.007568,0.007116,0.006880,0.002546,0.004002,0.002622,0.001416,0.000243,0.001424,0.001327,0.002977,0.001240,0.001374,0.001334,0.001312,0.001642
r.list_pairlist,0.000086,0.001922,0.007731,0.006127,0.003931,0.000064,0.002031,0.003949,0.007731,0.000285,0.000077,0.003952,0.000221,0.007731,0.000064,0.002031,0.003931,0.000077,0.000077,0.003949,0.002023,0.000285,0.000208,0.001982,0.002023,0.000208,0.000086,0.001940,0.000285,0.000285,0.002026,0.006127,0.000093,0.002031,0.002364,0.001940,0.000285,0.003931,0.000285,0.001960,0.007731,0.002031,0.001940,0.000077,0.000093,0.000187,0.003949,0.003949,0.003949,0.003949,0.000064,0.000077,0.000093,0.007731,0.006127,0.007731,0.000047,0.001960,0.001940,0.000221,0.001940,0.000077,0.006127,0.006127,0.000093,0.002026,0.003949,0.002303,0.006127,0.006127,0.006127,0.006127,0.001940,0.006127,0.001891,0.000285,0.000221,0.007731,0.000221,0.007731,0.002023,0.002364,0.000285,0.000221,0.000064,0.000064,0.000208,0.001940,0.007731,0.006127,0.006127,0.007731,0.006127,0.000093,0.002005,0.002023,0.000285,0.003949,0.003288,0.001846,0.003783,0.001650,0.001865,0.004536,0.008016,0.003052,0.001662,0.001575,0.003130,0.003230,0.001662,0.011978,1.001909,0.009272,0.007496,0.009189,0.013285,0.007312,0.011168,0.009976,0.009959,0.007744,0.008179,0.010018,0.008182,0.007574,0.008159,0.002852,0.004499,0.002939,0.001608,0.000275,0.001592,0.001502,0.003382,0.001397,0.001567,0.001507,0.001496,0.001867
r.vectorized_operation,0.000070,0.001506,0.008242,0.005151,0.004916,0.000054,0.001535,0.004982,0.008242,0.001579,0.000054,0.004928,0.000242,0.008242,0.000054,0.001535,0.004916,0.000054,0.000054,0.004982,0.001626,0.001579,0.001462,0.001537,0.001626,0.001462,0.000070,0.001520,0.001579,0.001579,0.001574,0.005151,0.000081,0.001535,0.001812,0.001520,0.001579,0.004916,0.001579,0.001492,0.008242,0.001535,0.001520,0.000054,0.000081,0.000187,0.004982,0.004982,0.004982,0.004982,0.000054,0.000054,0.000081,0.008242,0.005151,0.008242,0.000041,0.001492,0.001520,0.000242,0.001520,0.000054,0.005151,0.005151,0.000081,0.001574,0.004982,0.001782,0.005151,0.005151,0.005151,0.005151,0.001520,0.005151,0.001478,0.001579,0.000242,0.008242,0.000242,0.008242,0.001626,0.001812,0.001579,0.000242,0.000054,0.000054,0.001462,0.001520,0.008242,0.005151,0.005151,0.008242,0.005151,0.000081,0.001561,0.001626,0.001579,0.004982,0.004104,0.003951,0.004726,0.002421,0.003957,0.003718,0.004106,0.002443,0.002462,0.002297,0.002556,0.003994,0.002462,0.008102,0.008042,1.001972,0.007960,0.008242,0.008889,0.009859,0.009781,0.008541,0.008255,0.010344,0.008735,0.010540,0.008742,0.007957,0.004103,0.002290,0.003505,0.002390,0.002645,0.001350,0.002340,0.001192,0.002573,0.001123,0.001230,0.001226,0.001178,0.002706
r.vector_recycling,0.000101,0.003779,0.007738,0.006156,0.003726,0.000148,0.000386,0.003700,0.007738,0.000274,0.000071,0.003707,0.000222,0.007738,0.000148,0.000386,0.003726,0.000071,0.000071,0.003700,0.000377,0.000274,0.000235,0.003790,0.000377,0.000235,0.000101,0.003866,0.000274,0.000274,0.000389,0.006156,0.000131,0.000386,0.002135,0.003866,0.000274,0.003726,0.000274,0.000343,0.007738,0.000386,0.003866,0.000071,0.000131,0.000189,0.003700,0.003700,0.003700,0.003700,0.000148,0.000071,0.000131,0.007738,0.006156,0.007738,0.000062,0.000343,0.003866,0.000222,0.003866,0.000071,0.006156,0.006156,0.000131,0.000389,0.003700,0.002122,0.006156,0.006156,0.006156,0.006156,0.003866,0.006156,0.003741,0.000274,0.000222,0.007738,0.000222,0.007738,0.000377,0.002135,0.000274,0.000222,0.000148,0.000148,0.000235,0.003866,0.007738,0.006156,0.006156,0.007738,0.006156,0.000131,0.000406,0.000377,0.000274,0.003700,0.003202,0.004730,0.003617,0.001574,0.003034,0.002929,0.003235,0.001677,0.002928,0.004037,0.004655,0.003139,0.002928,0.008101,0.008034,0.009836,1.001815,0.009348,0.008269,0.011798,0.008775,0.007984,0.007700,0.009735,0.010497,0.010050,0.010502,0.009524,0.005249,0.004069,0.002776,0.002849,0.001608,0.001449,0.004493,0.001519,0.001731,0.002678,0.001485,0.001427,0.001464,0.005423
r.coercion_lattice,0.000075,0.001682,0.005813,0.010398,0.001851,0.000055,0.001920,0.001844,0.005813,0.000174,0.000061,0.001850,0.000173,0.005813,0.000055,0.001920,0.001851,0.000061,0.000061,0.001844,0.001848,0.000174,0.000144,0.001744,0.001848,0.000144,0.000075,0.001677,0.000174,0.000174,0.001852,0.010398,0.000101,0.001920,0.006487,0.001677,0.000174,0.001851,0.000174,0.001830,0.005813,0.001920,0.001677,0.000061,0.000101,0.000177,0.001844,0.001844,0.001844,0.001844,0.000055,0.000061,0.000101,0.005813,0.010398,0.005813,0.000060,0.001830,0.001677,0.000173,0.001677,0.000061,0.010398,0.010398,0.000101,0.001852,0.001844,0.006427,0.010398,0.010398,0.010398,0.010398,0.001677,0.010398,0.001636,0.000174,0.000173,0.005813,0.000173,0.005813,0.001848,0.006487,0.000174,0.000173,0.000055,0.000055,0.000144,0.001677,0.005813,0.010398,0.010398,0.005813,0.010398,0.000101,0.001854,0.001848,0.000174,0.001844,0.001588,0.001529,0.001777,0.000502,0.001547,0.002585,0.004539,0.002759,0.001427,0.001335,0.002709,0.002758,0.001427,0.011606,0.009224,0.009538,0.008755,1.002319,0.009888,0.008824,0.010931,0.012746,0.012311,0.007254,0.007600,0.009277,0.007602,0.007160,0.004646,0.002533,0.004042,0.002677,0.001381,0.000203,0.001408,0.001342,0.003053,0.001242,0.001371,0.001325,0.001306,0.001612
r.na_value,0.000085,0.001904,0.007664,0.006079,0.003894,0.000063,0.002009,0.003912,0.007664,0.000283,0.000075,0.003914,0.000218,0.007664,0.000063,0.002009,0.003894,0.000075,0.000075,0.003912,0.002003,0.000283,0.000208,0.001962,0.002003,0.000208,0.000085,0.001921,0.000283,0.000283,0.002005,0.006079,0.000092,0.002009,0.002343,0.001921,0.000283,0.003894,0.000283,0.001941,0.007664,0.002009,0.001921,0.000075,0.000092,0.000184,0.003912,0.003912,0.003912,0.003912,0.000063,0.000075,0.000092,0.007664,0.006079,0.007664,0.000046,0.001941,0.001921,0.000218,0.001921,0.000075,0.006079,0.006079,0.000092,0.002005,0.003912,0.002285,0.006079,0.006079,0.006079,0.006079,0.001921,0.006079,0.001874,0.000283,0.000218,0.007664,0.000218,0.007664,0.002003,0.002343,0.000283,0.000218,0.000063,0.000063,0.000208,0.001921,0.007664,0.006079,0.006079,0.007664,0.006079,0.000092,0.001985,0.002003,0.000283,0.003912,0.003256,0.001831,0.003747,0.001632,0.001851,0.004490,0.007625,0.003024,0.001648,0.001562,0.003101,0.003203,0.001648,0.012055,0.013129,0.010128,0.007625,0.009735,1.001949,0.008186,0.011999,0.010390,0.010125,0.007686,0.008115,0.010184,0.008119,0.007514,0.007664,0.002823,0.004456,0.002911,0.001596,0.000273,0.001579,0.001489,0.003350,0.001384,0.001552,0.001492,0.001482,0.001852
r.na_propagation,0.000062,0.001614,0.008989,0.005541,0.005361,0.000059,0.000321,0.005425,0.008989,0.001711,0.000053,0.005367,0.000208,0.008989,0.000059,0.000321,0.005361,0.000053,0.000053,0.005425,0.000433,0.001711,0.001596,0.001620,0.000433,0.001596,0.000062,0.001637,0.001711,0.001711,0.000380,0.005541,0.000079,0.000321,0.001876,0.001637,0.001711,0.005361,0.001711,0.000297,0.008989,0.000321,0.001637,0.000053,0.000079,0.000150,0.005425,0.005425,0.005425,0.005425,0.000059,0.000053,0.000079,0.008989,0.005541,0.008989,0.000038,0.000297,0.001637,0.000208,0.001637,0.000053,0.005541,0.005541,0.000079,0.000380,0.005425,0.001870,0.005541,0.005541,0.005541,0.005541,0.001637,0.005541,0.001591,0.001711,0.000208,0.008989,0.000208,0.008989,0.000433,0.001876,0.001711,0.000208,0.000059,0.000059,0.001596,0.001637,0.008989,0.005541,0.005541,0.008989,0.005541,0.000079,0.000372,0.000433,0.001711,0.005425,0.004455,0.004295,0.005136,0.002573,0.004237,0.003978,0.002970,0.001471,0.002632,0.002464,0.002715,0.004296,0.002632,0.006971,0.006978,0.010848,0.010506,0.008390,0.007906,1.001906,0.007878,0.007173,0.006919,0.011276,0.009496,0.009081,0.009504,0.008615,0.002957,0.002370,0.002450,0.001458,0.002867,0.001468,0.002535,0.001271,0.001472,0.001194,0.001270,0.001232,0.001258,0.002946
r.nan_inf_semantics,0.000104,0.002339,0.006355,0.006713,0.002407,0.000080,0.002457,0.002398,0.006355,0.000223,0.000085,0.002406,0.000238,0.006355,0.000080,0.002457,0.002407,0.000085,0.000085,0.002398,0.002411,0.000223,0.000179,0.002398,0.002411,0.000179,0.000104,0.002361,0.000223,0.000223,0.002416,0.006713,0.000113,0.002457,0.002810,0.002361,0.000223,0.002407,0.000223,0.002385,0.006355,0.002457,0.002361,0.000085,0.000113,0.000218,0.002398,0.002398,0.002398,0.002398,0.000080,0.000085,0.000113,0.006355,0.006713,0.006355,0.000058,0.002385,0.002361,0.000238,0.002361,0.000085,0.006713,0.006713,0.000113,0.002416,0.002398,0.002750,0.006713,0.006713,0.006713,0.006713,0.002361,0.006713,0.002301,0.000223,0.000238,0.006355,0.000238,0.006355,0.002411,0.002810,0.000223,0.000238,0.000080,0.000080,0.000179,0.002361,0.006355,0.006713,0.006713,0.006355,0.006713,0.000113,0.002418,0.002411,0.000223,0.002398,0.002050,0.001988,0.002339,0.000641,0.002018,0.003369,0.006221,0.003604,0.001867,0.001706,0.003651,0.003700,0.001867,0.011030,0.011576,0.011689,0.008487,0.011288,0.012586,0.008557,1.001954,0.012297,0.011954,0.008486,0.009278,0.011962,0.009281,0.008390,0.006310,0.003281,0.005300,0.003492,0.001853,0.000262,0.001816,0.001791,0.004114,0.001637,0.001859,0.001755,0.001768,0.002167
r.complex_type,0.000088,0.001966,0.006079,0.008645,0.002099,0.000066,0.002150,0.002090,0.006079,0.000194,0.000072,0.002097,0.000202,0.006079,0.000066,0.002150,0.002099,0.000072,0.000072,0.002090,0.002092,0.000194,0.000158,0.002027,0.002092,0.000158,0.000088,0.001975,0.000194,0.000194,0.002096,0.008645,0.000106,0.002150,0.004712,0.001975,0.000194,0.002099,0.000194,0.002070,0.006079,0.002150,0.001975,0.000072,0.000106,0.000194,0.002090,0.002090,0.002090,0.002090,0.000066,0.000072,0.000106,0.006079,0.008645,0.006079,0.000058,0.002070,0.001975,0.000202,0.001975,0.000072,0.008645,0.008645,0.000106,0.002096,0.002090,0.004652,0.008645,0.008645,0.008645,0.008645,0.001975,0.008645,0.001925,0.000194,0.000202,0.006079,0.000202,0.006079,0.002092,0.004712,0.000194,0.000202,0.000066,0.000066,0.000158,0.001975,0.006079,0.008645,0.008645,0.006079,0.008645,0.000106,0.002099,0.002092,0.000194,0.002090,0.001796,0.001733,0.002026,0.000562,0.001757,0.002945,0.005277,0.003139,0.001626,0.001503,0.003132,0.003181,0.001626,0.012681,0.010235,0.010104,0.007643,0.013028,0.010787,0.007711,0.012171,1.002102,0.014039,0.007812,0.008324,0.010285,0.008327,0.007720,0.005372,0.002874,0.004608,0.003043,0.001593,0.000227,0.001590,0.001544,0.003515,0.001422,0.001591,0.001522,0.001514,0.001856
r.raw_type,0.000089,0.001976,0.006105,0.008688,0.002107,0.000066,0.002162,0.002098,0.006105,0.000195,0.000072,0.002105,0.000203,0.006105,0.000066,0.002162,0.002107,0.000072,0.000072,0.002098,0.002103,0.000195,0.000159,0.002036,0.002103,0.000159,0.000089,0.001984,0.000195,0.000195,0.002107,0.008688,0.000106,0.002162,0.004737,0.001984,0.000195,0.002107,0.000195,0.002081,0.006105,0.002162,0.001984,0.000072,0.000106,0.000196,0.002098,0.002098,0.002098,0.002098,0.000066,0.000072,0.000106,0.006105,0.008688,0.006105,0.000059,0.002081,0.001984,0.000203,0.001984,0.000072,0.008688,0.008688,0.000106,0.002107,0.002098,0.004677,0.008688,0.008688,0.008688,0.008688,0.001984,0.008688,0.001934,0.000195,0.000203,0.006105,0.000203,0.006105,0.002103,0.004737,0.000195,0.000203,0.000066,0.000066,0.000159,0.001984,0.006105,0.008688,0.008688,0.006105,0.008688,0.000106,0.002110,0.002103,0.000195,0.002098,0.001803,0.001740,0.002034,0.000564,0.001764,0.002958,0.005302,0.003155,0.001633,0.001509,0.003146,0.003196,0.001633,0.012420,0.010282,0.009827,0.007418,0.012663,0.010578,0.007485,0.011907,0.014128,1.002077,0.007846,0.008361,0.010332,0.008364,0.007754,0.005397,0.002887,0.004630,0.003058,0.001599,0.000227,0.001596,0.001551,0.003532,0.001428,0.001598,0.001529,0.001522,0.001863
r.one_based_index,0.000068,0.001772,0.009483,0.004031,0.006055,0.000066,0.000279,0.006128,0.009483,0.001903,0.000057,0.006065,0.000234,0.009483,0.000066,0.000279,0.006055,0.000057,0.000057,0.006128,0.000420,0.001903,0.001771,0.001769,0.000420,0.001771,0.000068,0.001802,0.001903,0.001903,0.000364,0.004031,0.000083,0.000279,0.000551,0.001802,0.001903,0.006055,0.001903,0.000266,0.009483,0.000279,0.001802,0.000057,0.000083,0.000163,0.006128,0.006128,0.006128,0.006128,0.000066,0.000057,0.000083,0.009483,0.004031,0.009483,0.000036,0.000266,0.001802,0.000234,0.001802,0.000057,0.004031,0.004031,0.000083,0.000364,0.006128,0.000553,0.004031,0.004031,0.004031,0.004031,0.001802,0.004031,0.001750,0.001903,0.000234,0.009483,0.000234,0.009483,0.000420,0.000551,0.001903,0.000234,0.000066,0.000066,0.001771,0.001802,0.009483,0.004031,0.004031,0.009483,0.004031,0.000083,0.000351,0.000420,0.001903,0.006128,0.004939,0.004761,0.006194,0.003077,0.005081,0.004332,0.003177,0.001545,0.002873,0.002941,0.002948,0.004752,0.002873,0.006683,0.007052,0.010860,0.008272,0.006581,0.007083,0.010759,0.007455,0.006933,0.006920,1.002047,0.010852,0.009563,0.011429,0.009445,0.003138,0.002526,0.002573,0.001523,0.003174,0.001605,0.003035,0.001375,0.001540,0.001280,0.001377,0.001326,0.001365,0.003255
r.negative_index_exclusion,0.000092,0.002394,0.008845,0.004651,0.004892,0.000092,0.000331,0.004879,0.008845,0.000319,0.000075,0.004876,0.000247,0.008845,0.000092,0.000331,0.004892,0.000075,0.000075,0.004879,0.000376,0.000319,0.000243,0.002389,0.000376,0.000243,0.000092,0.002436,0.000319,0.000319,0.000377,0.004651,0.000112,0.000331,0.000658,0.002436,0.000319,0.004892,0.000319,0.000314,0.008845,0.000331,0.002436,0.000075,0.000112,0.000190,0.004879,0.004879,0.004879,0.004879,0.000092,0.000075,0.000112,0.008845,0.004651,0.008845,0.000050,0.000314,0.002436,0.000247,0.002436,0.000075,0.004651,0.004651,0.000112,0.000377,0.004879,0.000661,0.004651,0.004651,0.004651,0.004651,0.002436,0.004651,0.002364,0.000319,0.000247,0.008845,0.000247,0.008845,0.000376,0.000658,0.000319,0.000247,0.000092,0.000092,0.000243,0.002436,0.008845,0.004651,0.004651,0.008845,0.004651,0.000112,0.000391,0.000376,0.000319,0.004879,0.004003,0.003884,0.004697,0.001897,0.003805,0.003558,0.003971,0.001925,0.003661,0.003279,0.003778,0.003903,0.003661,0.008057,0.008632,0.010630,0.010338,0.007991,0.008667,0.010501,0.009447,0.008564,0.008548,0.012578,1.001947,0.012474,0.014579,0.012318,0.003993,0.003220,0.003276,0.001792,0.001938,0.000328,0.004017,0.001820,0.002019,0.001664,0.001811,0.001686,0.001792,0.004341
