feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,java.binary_numeric_promotion,java.primitive_widening_narrowing,java.boxing_unboxing,java.method_invocation_conversion,java.overload_resolution,java.generic_erasure,java.wildcard_extends_super,java.capture_conversion,java.type_inference_constraints,java.raw_types,java.intersection_types,java.var_local_inference,java.array_covariance_store_check,java.null_reference_semantics,java.unsigned_absence_signed_wrap,java.ieee754_always_strict,java.class_interface_inheritance,java.records,java.sealed_classes_interfaces,java.enums_semantics,java.annotation_semantics,java.annotation_processing,java.inner_local_anonymous_classes,java.default_interface_methods,java.field_hiding_method_overriding,java.access_control,java.definite_assignment_unassignment,java.effectively_final_capture,java.static_instance_initialization_order,java.lambda_target_typing,java.method_references,java.virtual_interface_dispatch,java.invokedynamic_bootstrap,java.method_handles_varhandles,java.switch_expression,java.pattern_instanceof,java.record_patterns,java.pattern_switch_exhaustiveness,java.foreach_desugaring,java.labeled_break_continue,java.left_to_right_evaluation,java.short_circuit_boolean,java.checked_unchecked_exceptions,java.try_catch_finally,java.try_with_resources_suppression,java.assert_semantics,java.jpms_modules,java.import_static_resolution,java.package_namespace_resolution,java.reflection_runtime_type,java.class_loading_linking_initialization,java.object_identity_hash_monitor,java.string_interning,java.monitor_synchronized,java.volatile_semantics,java.final_field_memory_semantics,java.happens_before_jmm,java.atomic_varhandle_ordering,java.thread_interruption,java.virtual_threads,java.structured_concurrency,java.classfile_descriptors_signatures,java.bytecode_operand_stack_frames,java.bytecode_verification,java.exception_table_bytecode,java.constant_pool,java.jvm_gc_allocation,java.gc_reachability_reference_types,java.safepoint_deoptimization_osr,java.tiered_jit_compilation,java.escape_analysis_scalar_replacement,java.object_layout_headers_compressed_oops,java.jni_boundary,java.foreign_function_memory_api,java.native_method_resolution,java.compile_time_constants,java.classfile_lowering,java.bridge_synthetic_methods,java.preview_feature_gating,java.value_class_preview
java.jpms_modules,0.000011,0.000062,0.000050,0.001707,0.000050,0.000033,0.006915,0.000050,0.000080,0.000087,0.001557,0.000402,0.003743,0.000127,0.000000,0.007048,0.000423,0.001588,0.001658,0.000050,0.006837,0.000087,0.000034,0.000558,0.006742,0.000061,0.000011,0.000104,0.000087,0.000087,0.006757,0.001756,0.000033,0.006341,0.001719,0.000104,0.000087,0.000050,0.000145,0.026668,0.000050,0.006840,0.000104,0.001509,0.000091,0.004517,0.000050,0.000060,0.000050,0.000050,0.000023,0.001606,0.000011,0.000050,0.002615,0.001135,0.000023,0.026720,0.000367,0.004457,0.000104,0.001367,0.001707,0.001817,0.000011,0.006293,0.000111,0.001705,0.001719,0.001713,0.001795,0.001808,0.000104,0.001707,0.000122,0.000083,0.020118,0.000050,0.003628,0.000050,0.006778,0.001926,0.000093,0.019693,0.000000,0.000000,0.000044,0.000104,0.000050,0.001704,0.001763,0.000050,0.001707,0.000011,0.006309,0.025915,0.000083,0.000104,0.001462,0.001461,0.001511,0.003526,0.003561,0.001474,0.001474,0.001565,0.001476,0.001520,0.001465,0.001546,0.001461,0.001461,0.001457,0.001457,0.007234,0.007286,0.007234,0.007222,0.007220,0.004347,0.007753,0.003666,0.003547,0.020603,0.003213,0.002813,0.007297,0.003548,0.003520,0.003640,0.001226,0.002307,0.001061,0.001061,0.001137,0.001073,0.001061,0.001061,0.000050,0.000065,0.000090,0.000078,0.000078,0.001075,1.003653,0.020338,0.020458,0.002354,0.001791,0.001270,0.001233,0.000054,0.000054,0.000200,0.000054,0.000054,0.000054,0.000054,0.000054,0.001288,0.001234,0.001239,0.001225,0.001299,0.000112,0.000127,0.000248,0.000264,0.000252,0.000127,0.000084,0.000098,0.000137,0.004360,0.004335,0.004328,0.004323,0.007223
java.import_static_resolution,0.000010,0.000058,0.000160,0.001589,0.000160,0.000031,0.006317,0.000160,0.000188,0.000101,0.001476,0.000925,0.003653,0.000233,0.000000,0.006443,0.000944,0.001505,0.001571,0.000160,0.006243,0.000101,0.000051,0.001072,0.006153,0.000077,0.000010,0.000098,0.000101,0.000101,0.006167,0.001636,0.000032,0.005894,0.001601,0.000098,0.000101,0.000160,0.000156,0.025114,0.000160,0.006246,0.000098,0.001430,0.000086,0.004185,0.000160,0.000169,0.000160,0.000160,0.000022,0.001523,0.000010,0.000160,0.002248,0.023575,0.000022,0.019251,0.000348,0.024211,0.000098,0.001296,0.001589,0.002237,0.000010,0.006366,0.000217,0.001587,0.001601,0.001595,0.001673,0.001685,0.000098,0.001590,0.000115,0.000098,0.019089,0.000160,0.003544,0.000160,0.006187,0.001797,0.000107,0.018687,0.000000,0.000000,0.000061,0.000098,0.000160,0.001587,0.001643,0.000160,0.001589,0.000010,0.005864,0.006737,0.000098,0.000211,0.001379,0.001379,0.001426,0.003850,0.003993,0.001391,0.001391,0.001477,0.001392,0.001434,0.001382,0.001459,0.001378,0.001379,0.001375,0.001375,0.006655,0.006704,0.006655,0.006643,0.006641,0.004073,0.007146,0.003983,0.004072,0.019519,0.003119,0.002740,0.006715,0.003872,0.003937,0.003958,0.001156,0.002175,0.001036,0.001036,0.001108,0.001048,0.001036,0.001036,0.000389,0.000151,0.000100,0.000088,0.000088,0.001050,0.019266,1.003674,0.019607,0.002220,0.001551,0.001184,0.001148,0.000064,0.000064,0.000202,0.000064,0.000064,0.000064,0.000064,0.000064,0.001215,0.001164,0.001169,0.001156,0.001225,0.000106,0.000120,0.000247,0.000262,0.000251,0.000120,0.000080,0.000093,0.000534,0.004085,0.004062,0.004055,0.004050,0.006644
java.package_namespace_resolution,0.000011,0.000061,0.000050,0.001666,0.000050,0.000033,0.006635,0.000050,0.000079,0.000086,0.001548,0.000709,0.003895,0.000127,0.000000,0.006767,0.000730,0.001579,0.001648,0.000050,0.006557,0.000086,0.000034,0.000864,0.006463,0.000061,0.000011,0.000103,0.000086,0.000086,0.006478,0.001715,0.000033,0.006191,0.001678,0.000103,0.000086,0.000050,0.000144,0.020277,0.000050,0.006560,0.000103,0.001500,0.000091,0.004453,0.000050,0.000060,0.000050,0.000050,0.000023,0.001597,0.000011,0.000050,0.002358,0.001438,0.000023,0.026521,0.000365,0.025190,0.000103,0.001359,0.001666,0.002085,0.000011,0.006425,0.000110,0.001664,0.001678,0.001672,0.001754,0.001767,0.000103,0.001667,0.000121,0.000083,0.026311,0.000050,0.003780,0.000050,0.006499,0.001884,0.000093,0.019731,0.000000,0.000000,0.000044,0.000103,0.000050,0.001663,0.001722,0.000050,0.001666,0.000011,0.006160,0.007076,0.000083,0.000104,0.001431,0.001431,0.001481,0.003792,0.003942,0.001443,0.001443,0.001534,0.001445,0.001489,0.001434,0.001515,0.001430,0.001431,0.001427,0.001427,0.006999,0.007051,0.006999,0.006986,0.006985,0.004270,0.007687,0.003932,0.003928,0.020298,0.003450,0.002897,0.007061,0.003815,0.003786,0.003906,0.001199,0.002275,0.001035,0.001036,0.001111,0.001048,0.001035,0.001035,0.000050,0.000064,0.000090,0.000077,0.000077,0.001050,0.020336,0.020575,1.003804,0.002322,0.001758,0.001241,0.001204,0.000054,0.000054,0.000199,0.000054,0.000054,0.000054,0.000054,0.000054,0.001261,0.001208,0.001212,0.001199,0.001272,0.000111,0.000126,0.000247,0.000262,0.000250,0.000126,0.000084,0.000098,0.000560,0.004283,0.004259,0.004251,0.004246,0.006988
java.reflection_runtime_type,0.001085,0.003525,0.000976,0.001347,0.000979,0.000466,0.002601,0.000976,0.001066,0.000126,0.000265,0.001446,0.001141,0.001108,0.000174,0.020510,0.001408,0.000125,0.000103,0.000976,0.002610,0.000126,0.000153,0.021407,0.002567,0.000219,0.001109,0.016831,0.000126,0.000126,0.002597,0.001404,0.001272,0.002670,0.001379,0.016831,0.000126,0.000976,0.000156,0.002353,0.000976,0.002657,0.016831,0.000207,0.001179,0.001456,0.000976,0.001004,0.000976,0.000976,0.000228,0.000094,0.001085,0.000976,0.001558,0.001460,0.000251,0.002392,0.003346,0.001575,0.016831,0.000093,0.001347,0.001584,0.001137,0.002730,0.000934,0.001443,0.001366,0.001363,0.001386,0.001394,0.016831,0.001416,0.022058,0.000123,0.001184,0.000976,0.001070,0.000976,0.002587,0.001544,0.000131,0.001115,0.000198,0.000247,0.000161,0.016831,0.000976,0.001339,0.001422,0.000976,0.001347,0.001137,0.002426,0.002610,0.000123,0.000929,0.003226,0.003215,0.003422,0.003797,0.003799,0.003209,0.003209,0.003237,0.003215,0.003413,0.003207,0.003236,0.003204,0.003217,0.003212,0.003212,0.003449,0.003465,0.003449,0.003440,0.003439,0.000902,0.003479,0.003922,0.003881,0.001917,0.000954,0.000953,0.003470,0.003804,0.003788,0.004096,0.002071,0.017532,0.000819,0.000828,0.000848,0.000828,0.000816,0.000816,0.000927,0.000918,0.002064,0.002054,0.002099,0.000826,0.001921,0.001912,0.001906,1.003746,0.002171,0.002134,0.001961,0.001909,0.001909,0.002165,0.001910,0.001909,0.001909,0.001909,0.001909,0.001789,0.001758,0.001769,0.001759,0.001788,0.003454,0.003455,0.000944,0.000943,0.000991,0.003483,0.002017,0.002014,0.002300,0.000923,0.000876,0.001207,0.000901,0.003473
java.class_loading_linking_initialization,0.003934,0.002271,0.000083,0.001981,0.000083,0.000178,0.002364,0.000083,0.000161,0.000130,0.028291,0.000354,0.000241,0.000198,0.000123,0.029252,0.000271,0.002182,0.002019,0.000083,0.002373,0.000130,0.000127,0.002107,0.002250,0.000233,0.004002,0.001768,0.000130,0.000130,0.002265,0.002067,0.004600,0.002475,0.002011,0.001768,0.000130,0.000083,0.000134,0.002199,0.000083,0.002310,0.001768,0.002639,0.004075,0.000629,0.000083,0.000109,0.000083,0.000083,0.000669,0.001983,0.003933,0.000083,0.002168,0.000316,0.000686,0.027959,0.001634,0.000469,0.001768,0.002080,0.001981,0.001863,0.003866,0.002093,0.000153,0.002185,0.001995,0.001996,0.002057,0.002586,0.001768,0.002092,0.001790,0.000126,0.000648,0.000083,0.000184,0.000083,0.002273,0.002152,0.000138,0.000605,0.000140,0.000256,0.000138,0.001768,0.000083,0.001973,0.002086,0.000083,0.001981,0.003866,0.002007,0.002278,0.000126,0.000146,0.003061,0.003061,0.003353,0.002406,0.002411,0.003063,0.003063,0.003064,0.003077,0.003351,0.003064,0.003080,0.003060,0.003061,0.003056,0.003056,0.003348,0.003351,0.003348,0.003333,0.003333,0.003135,0.003329,0.002446,0.002419,0.001896,0.000225,0.000225,0.003354,0.002432,0.002399,0.002707,0.004938,0.002790,0.001194,0.001194,0.001215,0.001208,0.001194,0.001194,0.000084,0.000101,0.001305,0.001289,0.001321,0.001211,0.002064,0.001887,0.002039,0.003068,1.002944,0.021292,0.021077,0.001211,0.001211,0.001545,0.001211,0.001211,0.001211,0.001211,0.001211,0.004948,0.004924,0.004931,0.004915,0.004935,0.005186,0.005199,0.004838,0.004191,0.004215,0.005300,0.005070,0.005032,0.004965,0.003147,0.003765,0.003152,0.003109,0.003455
java.object_identity_hash_monitor,0.003906,0.002255,0.000082,0.001929,0.000082,0.001371,0.002162,0.000082,0.000160,0.000129,0.002614,0.000352,0.000203,0.000196,0.001316,0.028856,0.000269,0.001928,0.001766,0.000082,0.002170,0.000129,0.000126,0.002092,0.002049,0.000231,0.003973,0.001755,0.000129,0.000129,0.002064,0.002015,0.004567,0.002272,0.001960,0.001755,0.000129,0.000082,0.000133,0.001773,0.000082,0.002108,0.001755,0.002092,0.004045,0.000587,0.000082,0.000108,0.000082,0.000082,0.027971,0.001730,0.003905,0.000082,0.002115,0.000314,0.028030,0.002285,0.001623,0.000428,0.001755,0.001826,0.001929,0.001812,0.003838,0.001893,0.000152,0.002132,0.001943,0.001944,0.002005,0.002530,0.001755,0.002040,0.001777,0.000125,0.000234,0.000082,0.000146,0.000082,0.002072,0.002100,0.000137,0.000192,0.001334,0.001449,0.000137,0.001755,0.000082,0.001922,0.002034,0.000082,0.001930,0.003838,0.001808,0.002076,0.000125,0.000145,0.003013,0.003012,0.003303,0.002342,0.002348,0.003015,0.003015,0.003015,0.003029,0.003301,0.003016,0.003031,0.003012,0.003012,0.003007,0.003007,0.003212,0.003216,0.003212,0.003198,0.003198,0.002908,0.003194,0.002382,0.002355,0.001439,0.000197,0.000197,0.003219,0.002368,0.002336,0.002641,0.004156,0.002717,0.001162,0.001162,0.001183,0.001176,0.001162,0.001162,0.000084,0.000100,0.001295,0.001280,0.001312,0.001179,0.001454,0.001430,0.001429,0.002993,0.021136,1.003218,0.020865,0.002840,0.002611,0.002942,0.002840,0.002611,0.002397,0.002397,0.002397,0.004165,0.004141,0.004149,0.004133,0.004153,0.005148,0.005161,0.004080,0.004093,0.004117,0.005262,0.005033,0.004996,0.004929,0.002920,0.002952,0.002925,0.002881,0.003319
java.string_interning,0.004591,0.003178,0.000090,0.002362,0.000090,0.000193,0.002157,0.000090,0.000175,0.000141,0.002859,0.000385,0.000201,0.000215,0.000133,0.003725,0.000295,0.002108,0.001931,0.000090,0.002166,0.000141,0.000138,0.002287,0.002033,0.000253,0.004665,0.001918,0.000141,0.000141,0.002050,0.002455,0.030991,0.002653,0.002395,0.001918,0.000141,0.000090,0.000145,0.001859,0.000090,0.002098,0.001918,0.002287,0.004744,0.000411,0.000090,0.000119,0.000090,0.000090,0.000727,0.001891,0.004590,0.000090,0.002204,0.000343,0.000745,0.002418,0.001774,0.000448,0.001918,0.001996,0.002362,0.002084,0.004908,0.001990,0.000167,0.002583,0.002377,0.002378,0.002444,0.030577,0.001918,0.002482,0.001943,0.000137,0.000235,0.000090,0.000139,0.000090,0.002058,0.002548,0.000150,0.000189,0.000152,0.000279,0.000150,0.001918,0.000090,0.002353,0.002476,0.000090,0.002362,0.004908,0.001896,0.002063,0.000137,0.000159,0.003551,0.003551,0.003566,0.002565,0.002571,0.003553,0.003553,0.003554,0.003569,0.003564,0.003555,0.003572,0.003550,0.003551,0.003545,0.003545,0.003212,0.003216,0.003212,0.003196,0.003196,0.003161,0.003191,0.002608,0.002579,0.001528,0.000201,0.000201,0.003219,0.002593,0.002558,0.002601,0.004545,0.002996,0.001272,0.001273,0.001296,0.001288,0.001272,0.001273,0.000092,0.000110,0.001416,0.001399,0.001434,0.001291,0.001544,0.001518,0.001517,0.003010,0.022903,0.022840,1.002833,0.001314,0.001314,0.001360,0.001315,0.001314,0.001314,0.001314,0.001314,0.004555,0.004529,0.004537,0.004519,0.004541,0.006286,0.006301,0.004499,0.004514,0.004540,0.006411,0.006496,0.005672,0.005599,0.003531,0.003210,0.003180,0.003132,0.003328
java.monitor_synchronized,0.000101,0.002984,0.001247,0.000130,0.001251,0.022247,0.000110,0.001247,0.001283,0.000147,0.000281,0.001270,0.000135,0.001295,0.021815,0.000747,0.001246,0.000132,0.000035,0.001247,0.000143,0.000147,0.000180,0.002995,0.000110,0.000235,0.000113,0.003008,0.000147,0.000147,0.000115,0.000168,0.000262,0.000186,0.000141,0.003008,0.000147,0.001247,0.000183,0.000054,0.001247,0.000131,0.003008,0.000257,0.000150,0.000089,0.001247,0.001257,0.001247,0.001247,0.028322,0.000035,0.000100,0.001247,0.000124,0.001234,0.028680,0.000074,0.002824,0.000157,0.003008,0.000155,0.000130,0.000172,0.000182,0.000168,0.001196,0.000196,0.000153,0.000135,0.000138,0.000150,0.003008,0.000180,0.003027,0.000144,0.000058,0.001247,0.000109,0.001247,0.000123,0.000232,0.000153,0.000028,0.022188,0.028961,0.000189,0.003008,0.001247,0.000128,0.000175,0.001247,0.000130,0.000182,0.000544,0.000106,0.000144,0.001190,0.001114,0.001100,0.001101,0.000990,0.000977,0.001088,0.001088,0.001088,0.001088,0.001088,0.001088,0.001088,0.001088,0.001103,0.001101,0.001101,0.001049,0.001049,0.001049,0.001049,0.001049,0.000060,0.001050,0.000984,0.000987,0.000067,0.001018,0.001031,0.001049,0.000978,0.000985,0.000988,0.002069,0.002874,0.000989,0.001000,0.000989,0.000989,0.000985,0.000985,0.001182,0.001158,0.002187,0.002185,0.002241,0.000986,0.000054,0.000067,0.000054,0.002345,0.001053,0.002487,0.001052,1.005572,0.022631,0.022335,0.022837,0.022631,0.022452,0.022452,0.022452,0.002021,0.002019,0.002020,0.002020,0.002020,0.002226,0.002212,0.002630,0.001967,0.002027,0.002214,0.001032,0.001033,0.001068,0.000060,0.000060,0.000096,0.000060,0.001049
java.volatile_semantics,0.000101,0.002984,0.001247,0.000130,0.001251,0.028450,0.000110,0.001247,0.001283,0.000147,0.000281,0.001270,0.000135,0.001295,0.021811,0.000747,0.001246,0.000132,0.000035,0.001247,0.000143,0.000147,0.000180,0.002995,0.000110,0.000235,0.000113,0.003008,0.000147,0.000147,0.000115,0.000168,0.000262,0.000186,0.000141,0.003008,0.000147,0.001247,0.000183,0.000054,0.001247,0.000131,0.003008,0.000257,0.000150,0.000089,0.001247,0.001257,0.001247,0.001247,0.022115,0.000035,0.000100,0.001247,0.000124,0.001234,0.028676,0.000074,0.002824,0.000157,0.003008,0.000155,0.000130,0.000172,0.000182,0.000168,0.001196,0.000196,0.000153,0.000135,0.000138,0.000150,0.003008,0.000180,0.003027,0.000144,0.000058,0.001247,0.000109,0.001247,0.000123,0.000232,0.000153,0.000028,0.022184,0.028957,0.000189,0.003008,0.001247,0.000128,0.000175,0.001247,0.000130,0.000182,0.000544,0.000106,0.000144,0.001190,0.001114,0.001100,0.001101,0.000990,0.000977,0.001088,0.001088,0.001088,0.001088,0.001088,0.001088,0.001088,0.001088,0.001103,0.001101,0.001101,0.001049,0.001049,0.001049,0.001049,0.001049,0.000060,0.001050,0.000984,0.000987,0.000067,0.001018,0.001031,0.001049,0.000978,0.000985,0.000988,0.002069,0.003070,0.000989,0.001000,0.000989,0.000989,0.000985,0.000985,0.001182,0.001158,0.002187,0.002185,0.002241,0.000986,0.000054,0.000067,0.000054,0.002345,0.001053,0.002286,0.001052,0.022631,1.005563,0.022332,0.022832,0.022680,0.022448,0.022448,0.022448,0.002021,0.002019,0.002020,0.002020,0.002020,0.002226,0.002212,0.002630,0.001967,0.002027,0.002214,0.001032,0.001033,0.001068,0.000060,0.000060,0.000096,0.000060,0.001049
java.final_field_memory_semantics,0.000092,0.002717,0.001136,0.000163,0.001139,0.020006,0.000419,0.001136,0.001168,0.000133,0.000255,0.001157,0.000454,0.001179,0.019613,0.022198,0.001135,0.000120,0.000032,0.001136,0.000449,0.000133,0.000164,0.002727,0.000419,0.000214,0.000103,0.002739,0.000133,0.000133,0.000424,0.000197,0.000238,0.000392,0.000172,0.002739,0.000133,0.001136,0.000166,0.000271,0.001136,0.000438,0.002739,0.000233,0.000136,0.000286,0.001136,0.001144,0.001136,0.001136,0.019889,0.000032,0.000091,0.001136,0.000318,0.001123,0.025866,0.000290,0.002887,0.000188,0.002739,0.000141,0.000163,0.000201,0.000166,0.000375,0.001089,0.000223,0.000184,0.000168,0.000170,0.000181,0.002739,0.000208,0.002756,0.000131,0.000097,0.001136,0.000430,0.001136,0.000431,0.000255,0.000139,0.000070,0.019952,0.020456,0.000172,0.002739,0.001136,0.000161,0.000204,0.001136,0.000163,0.000166,0.021951,0.000416,0.000131,0.001083,0.001046,0.001034,0.001265,0.000956,0.000945,0.001022,0.001022,0.001022,0.001022,0.001253,0.001022,0.001434,0.001022,0.001036,0.001034,0.001034,0.001283,0.001283,0.001283,0.001283,0.001283,0.000129,0.001284,0.000951,0.000954,0.000195,0.001370,0.001382,0.001630,0.000946,0.000952,0.001177,0.001912,0.002679,0.000928,0.000938,0.000928,0.000928,0.000925,0.000925,0.001076,0.001054,0.001991,0.001990,0.002040,0.000925,0.000183,0.000195,0.000183,0.002418,0.001222,0.002343,0.000989,0.020314,0.020311,1.005169,0.020449,0.020311,0.020148,0.020148,0.020148,0.001868,0.001866,0.001867,0.001867,0.001867,0.002270,0.002257,0.002232,0.001791,0.001846,0.002259,0.000940,0.000940,0.000972,0.000129,0.000129,0.000162,0.000129,0.001283
java.happens_before_jmm,0.000099,0.002931,0.001225,0.000128,0.001229,0.028086,0.000108,0.001225,0.001260,0.000144,0.000276,0.001247,0.000133,0.001272,0.021565,0.000733,0.001224,0.000129,0.000034,0.001225,0.000140,0.000144,0.000177,0.002942,0.000108,0.000231,0.000111,0.002954,0.000144,0.000144,0.000113,0.000165,0.000257,0.000183,0.000138,0.002954,0.000144,0.001225,0.000180,0.000053,0.001225,0.000128,0.002954,0.000252,0.000147,0.000087,0.001225,0.001235,0.001225,0.001225,0.027956,0.000034,0.000099,0.001225,0.000122,0.001211,0.028308,0.000073,0.002774,0.000155,0.002954,0.000152,0.000128,0.000169,0.000179,0.000165,0.001175,0.000193,0.000151,0.000133,0.000135,0.000147,0.002954,0.000177,0.002972,0.000141,0.000056,0.001225,0.000107,0.001225,0.000121,0.000227,0.000150,0.000028,0.021932,0.028583,0.000186,0.002954,0.001225,0.000125,0.000172,0.001225,0.000128,0.000179,0.000534,0.000104,0.000141,0.001169,0.001094,0.001081,0.001081,0.000972,0.000960,0.001068,0.001068,0.001069,0.001068,0.001069,0.001068,0.001068,0.001069,0.001083,0.001081,0.001081,0.001031,0.001031,0.001031,0.001030,0.001030,0.000059,0.001031,0.000966,0.000970,0.000066,0.001000,0.001012,0.001031,0.000960,0.000967,0.000970,0.002032,0.003015,0.000971,0.000982,0.000971,0.000971,0.000967,0.000968,0.001161,0.001137,0.002148,0.002146,0.002201,0.000968,0.000053,0.000066,0.000053,0.002303,0.001034,0.002442,0.001033,0.022423,0.022418,0.022076,1.005809,0.022418,0.022191,0.022191,0.022191,0.001985,0.001983,0.001984,0.001984,0.001984,0.002186,0.002172,0.002583,0.001932,0.001991,0.002175,0.001014,0.001014,0.001049,0.000059,0.000059,0.000095,0.000059,0.001031
java.atomic_varhandle_ordering,0.000101,0.002984,0.001247,0.000130,0.001251,0.028450,0.000110,0.001247,0.001283,0.000147,0.000281,0.001270,0.000135,0.001295,0.021811,0.000747,0.001246,0.000132,0.000035,0.001247,0.000143,0.000147,0.000180,0.002995,0.000110,0.000235,0.000113,0.003008,0.000147,0.000147,0.000115,0.000168,0.000262,0.000186,0.000141,0.003008,0.000147,0.001247,0.000183,0.000054,0.001247,0.000131,0.003008,0.000257,0.000150,0.000089,0.001247,0.001257,0.001247,0.001247,0.022115,0.000035,0.000100,0.001247,0.000124,0.001234,0.028676,0.000074,0.002824,0.000157,0.003008,0.000155,0.000130,0.000172,0.000182,0.000168,0.001196,0.000196,0.000153,0.000135,0.000138,0.000150,0.003008,0.000180,0.003027,0.000144,0.000058,0.001247,0.000109,0.001247,0.000123,0.000232,0.000153,0.000028,0.022184,0.028957,0.000189,0.003008,0.001247,0.000128,0.000175,0.001247,0.000130,0.000182,0.000544,0.000106,0.000144,0.001190,0.001114,0.001100,0.001101,0.000990,0.000977,0.001088,0.001088,0.001088,0.001088,0.001088,0.001088,0.001088,0.001088,0.001103,0.001101,0.001101,0.001049,0.001049,0.001049,0.001049,0.001049,0.000060,0.001050,0.000984,0.000987,0.000067,0.001018,0.001031,0.001049,0.000978,0.000985,0.000988,0.002069,0.003070,0.000989,0.001000,0.000989,0.000989,0.000985,0.000985,0.001182,0.001158,0.002187,0.002185,0.002241,0.000986,0.000054,0.000067,0.000054,0.002345,0.001053,0.002286,0.001052,0.022631,0.022680,0.022332,0.022832,1.005563,0.022448,0.022448,0.022448,0.002021,0.002019,0.002020,0.002020,0.002020,0.002226,0.002212,0.002630,0.001967,0.002027,0.002214,0.001032,0.001033,0.001068,0.000060,0.000060,0.000096,0.000060,0.001049
java.thread_interruption,0.000103,0.003039,0.001271,0.000133,0.001274,0.022531,0.000112,0.001271,0.001307,0.000149,0.000286,0.001294,0.000138,0.001319,0.022091,0.000761,0.001270,0.000134,0.000036,0.001271,0.000145,0.000149,0.000183,0.003051,0.000112,0.000240,0.000115,0.003063,0.000149,0.000149,0.000117,0.000171,0.000267,0.000190,0.000143,0.003063,0.000149,0.001271,0.000186,0.000055,0.001271,0.000133,0.003063,0.000261,0.000153,0.000091,0.001271,0.001280,0.001271,0.001271,0.022400,0.000036,0.000102,0.001271,0.000126,0.001256,0.022755,0.000076,0.002876,0.000160,0.003063,0.000158,0.000133,0.000175,0.000185,0.000171,0.001218,0.000200,0.000156,0.000138,0.000140,0.000153,0.003063,0.000184,0.003083,0.000146,0.000059,0.001271,0.000111,0.001271,0.000126,0.000236,0.000156,0.000029,0.028778,0.029369,0.000193,0.003063,0.001271,0.000130,0.000179,0.001271,0.000133,0.000185,0.000554,0.000108,0.000146,0.001212,0.001135,0.001121,0.001121,0.001008,0.000996,0.001108,0.001108,0.001108,0.001108,0.001108,0.001108,0.001108,0.001108,0.001123,0.001122,0.001122,0.001069,0.001069,0.001069,0.001068,0.001068,0.000061,0.001069,0.001002,0.001006,0.000069,0.001037,0.001050,0.001069,0.000996,0.001003,0.001006,0.002108,0.002927,0.001007,0.001019,0.001007,0.001007,0.001003,0.001003,0.001204,0.001180,0.002227,0.002225,0.002282,0.001004,0.000055,0.000069,0.000055,0.002389,0.001072,0.002138,0.001071,0.022874,0.022870,0.022570,0.023025,0.022870,1.005366,0.022799,0.022799,0.002059,0.002056,0.002057,0.002057,0.002057,0.002267,0.002253,0.002679,0.002004,0.002065,0.002255,0.001051,0.001052,0.001088,0.000061,0.000061,0.000098,0.000061,0.001069
java.virtual_threads,0.000103,0.003039,0.001271,0.000133,0.001274,0.022531,0.000112,0.001271,0.001307,0.000149,0.000286,0.001294,0.000138,0.001319,0.022091,0.000761,0.001270,0.000134,0.000036,0.001271,0.000145,0.000149,0.000183,0.003051,0.000112,0.000240,0.000115,0.003063,0.000149,0.000149,0.000117,0.000171,0.000267,0.000190,0.000143,0.003063,0.000149,0.001271,0.000186,0.000055,0.001271,0.000133,0.003063,0.000261,0.000153,0.000091,0.001271,0.001280,0.001271,0.001271,0.022400,0.000036,0.000102,0.001271,0.000126,0.001256,0.022755,0.000076,0.002876,0.000160,0.003063,0.000158,0.000133,0.000175,0.000185,0.000171,0.001218,0.000200,0.000156,0.000138,0.000140,0.000153,0.003063,0.000184,0.003083,0.000146,0.000059,0.001271,0.000111,0.001271,0.000126,0.000236,0.000156,0.000029,0.028778,0.029369,0.000193,0.003063,0.001271,0.000130,0.000179,0.001271,0.000133,0.000185,0.000554,0.000108,0.000146,0.001212,0.001135,0.001121,0.001121,0.001008,0.000996,0.001108,0.001108,0.001108,0.001108,0.001108,0.001108,0.001108,0.001108,0.001123,0.001122,0.001122,0.001069,0.001069,0.001069,0.001068,0.001068,0.000061,0.001069,0.001002,0.001006,0.000069,0.001037,0.001050,0.001069,0.000996,0.001003,0.001006,0.002108,0.002927,0.001007,0.001019,0.001007,0.001007,0.001003,0.001003,0.001204,0.001180,0.002227,0.002225,0.002282,0.001004,0.000055,0.000069,0.000055,0.002389,0.001072,0.002138,0.001071,0.022874,0.022870,0.022570,0.023025,0.022870,0.022799,1.005366,0.022799,0.002059,0.002056,0.002057,0.002057,0.002057,0.002267,0.002253,0.002679,0.002004,0.002065,0.002255,0.001051,0.001052,0.001088,0.000061,0.000061,0.000098,0.000061,0.001069
