language,rule,shape_class,surface_class,shape_json,surface_json
zig,boolean,571cfb25eb23a18e13f6,4ee7630f74c3383671b3,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""CHOICE""}","{""members"":[{""type"":""STRING"",""value"":""true""},{""type"":""STRING"",""value"":""false""}],""type"":""CHOICE""}"
zig,builtin_type,94cbfcc510dd531116ed,e9eab00f3c0ba339d69e,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""PATTERN"",""value"":""PATTERN""}],""type"":""CHOICE""}","{""members"":[{""type"":""STRING"",""value"":""bool""},{""type"":""STRING"",""value"":""f16""},{""type"":""STRING"",""value"":""f32""},{""type"":""STRING"",""value"":""f64""},{""type"":""STRING"",""value"":""f128""},{""type"":""STRING"",""value"":""void""},{""type"":""STRING"",""value"":""type""},{""type"":""STRING"",""value"":""anyerror""},{""type"":""STRING"",""value"":""anyopaque""},{""type"":""STRING"",""value"":""anytype""},{""type"":""STRING"",""value"":""noreturn""},{""type"":""STRING"",""value"":""isize""},{""type"":""STRING"",""value"":""usize""},{""type"":""STRING"",""value"":""comptime_int""},{""type"":""STRING"",""value"":""comptime_float""},{""type"":""STRING"",""value"":""c_short""},{""type"":""STRING"",""value"":""c_ushort""},{""type"":""STRING"",""value"":""c_int""},{""type"":""STRING"",""value"":""c_uint""},{""type"":""STRING"",""value"":""c_long""},{""type"":""STRING"",""value"":""c_ulong""},{""type"":""STRING"",""value"":""c_longlong""},{""type"":""STRING"",""value"":""c_ulonglong""},{""type"":""STRING"",""value"":""c_longdouble""},{""type"":""PATTERN"",""value"":""(i|u)[1-9][0-9]*""}],""type"":""CHOICE""}"
zig,error_type,08e0474935931e702bd3,4815e9c74e2a716e1a3f,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""error""},{""type"":""STRING"",""value"":"".""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}"
zig,builtin_identifier,7b3d05e8b1257260c703,91820e31778560e6c710,"{""type"":""PATTERN"",""value"":""PATTERN""}","{""type"":""PATTERN"",""value"":""@[A-Za-z_][A-Za-z0-9_]*""}"
zig,identifier,95b660650a58f181a8ca,40862b22d6a74847ca2c,"{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}],""type"":""CHOICE""}","{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""type"":""STRING"",""value"":""@""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""}],""type"":""CHOICE""}"
zig,_identifier,7b3d05e8b1257260c703,de595bfac633df53a93c,"{""type"":""PATTERN"",""value"":""PATTERN""}","{""type"":""PATTERN"",""value"":""[A-Za-z_][A-Za-z0-9_]*""}"
zig,_reserved_identifier,062ed9436e8412aea3ba,c5737096c97d38311d88,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""CHOICE""}","{""members"":[{""type"":""STRING"",""value"":""undefined""},{""type"":""STRING"",""value"":""null""},{""type"":""STRING"",""value"":""true""},{""type"":""STRING"",""value"":""false""}],""type"":""CHOICE""}"
zig,comment,de463f2176200a307929,134e7c146fb988c232c5,"{""content"":{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""PATTERN"",""value"":""PATTERN""}],""type"":""SEQ""},""type"":""TOKEN""}","{""content"":{""members"":[{""type"":""STRING"",""value"":""//""},{""type"":""PATTERN"",""value"":"".*""}],""type"":""SEQ""},""type"":""TOKEN""}"
julia,source_file,5a1b70584f8ca3975fef,5a1b70584f8ca3975fef,"{""members"":[{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}","{""members"":[{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}"
julia,block,31667f5369c123fe03ae,31667f5369c123fe03ae,"{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}","{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}"
julia,_block_form,2f06ca86caf84d1cd5ef,2f06ca86caf84d1cd5ef,"{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}","{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}"
julia,_bracket_form,2f5569844a1966dc834c,ec1d5ec703b8e2ffa823,"{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":""bool"",""type"":""ALIAS"",""value"":""str""}],""type"":""CHOICE""}","{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":true,""type"":""ALIAS"",""value"":""assignment""}],""type"":""CHOICE""}"
julia,open_tuple,0627c27eea04bee7a0b6,19403070f4af9fef23c7,"{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT1""}],""type"":""SEQ""},""type"":""PREC"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""members"":[{""type"":""STRING"",""value"":"",""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT1""}],""type"":""SEQ""},""type"":""PREC"",""value"":-1}"
julia,assignment,d42260d90cdf97f513df,0dad6fee64092ee8f14b,"{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},{""content"":{""type"":""STRING"",""value"":""LITERAL""},""named"":""bool"",""type"":""ALIAS"",""value"":""str""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},{""content"":{""type"":""STRING"",""value"":""=""},""named"":true,""type"":""ALIAS"",""value"":""operator""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":-2}"
julia,_closed_assignment,3cbd173353c49a65751e,d2e5e59127d22ca836ea,"{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},{""content"":{""type"":""STRING"",""value"":""LITERAL""},""named"":""bool"",""type"":""ALIAS"",""value"":""str""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},{""content"":{""type"":""STRING"",""value"":""=""},""named"":true,""type"":""ALIAS"",""value"":""operator""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""PREC_RIGHT"",""value"":-2}"
julia,_expression,cd550db6ee03e3ed5ef0,11ea6733da3e39a671d6,"{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""content"":{""type"":""STRING"",""value"":""LITERAL""},""named"":""bool"",""type"":""ALIAS"",""value"":""str""},""type"":""PREC"",""value"":""PREC_VALUE""}],""type"":""CHOICE""}","{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""content"":{""type"":""STRING"",""value"":""begin""},""named"":true,""type"":""ALIAS"",""value"":""identifier""},""type"":""PREC"",""value"":-1}],""type"":""CHOICE""}"
julia,_definition,02c3a7ae1fbdcbf9c12d,02c3a7ae1fbdcbf9c12d,"{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}","{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}"
julia,module_definition,784a143ab015ad676fa5,73ef5dcc38c136db65a5,"{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""CHOICE""},{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},""name"":""NAME"",""type"":""FIELD""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""SEQ""}","{""members"":[{""members"":[{""type"":""STRING"",""value"":""module""},{""type"":""STRING"",""value"":""baremodule""}],""type"":""CHOICE""},{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},""name"":""name"",""type"":""FIELD""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""end""}],""type"":""SEQ""}"
julia,type_head,4d83d1705102ad33886a,379b10b2efc930cba585,"{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},""type"":""PREC"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},""type"":""PREC"",""value"":-3}"
julia,abstract_definition,14a06b0b24e96a647b97,ebdf11d583fe15687063,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""abstract""},{""type"":""STRING"",""value"":""type""},{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""STRING"",""value"":""end""}],""type"":""SEQ""}"
julia,primitive_definition,cdeb857485fb03ea2a62,c90041ac4f868fd6565f,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""primitive""},{""type"":""STRING"",""value"":""type""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""STRING"",""value"":""end""}],""type"":""SEQ""}"
julia,struct_definition,eff275799b1c73120323,c25e7706c48a29254cb0,"{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""SEQ""}","{""members"":[{""members"":[{""type"":""STRING"",""value"":""mutable""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""struct""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""end""}],""type"":""SEQ""}"
julia,signature,4abc0af4b573372ddcc5,609ea4586d9432afe89a,"{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":""bool"",""type"":""ALIAS"",""value"":""str""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},""type"":""PREC"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":true,""type"":""ALIAS"",""value"":""argument_list""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},""type"":""PREC"",""value"":-3}"
julia,function_definition,04f1453c9f25c1686ba2,61fe3fbf1006aebb4dbe,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""function""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""end""}],""type"":""SEQ""}"
julia,macro_definition,04f1453c9f25c1686ba2,58f2f8dd2e0de3042e95,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""macro""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""end""}],""type"":""SEQ""}"
julia,_statement,9adf5789c6b0cc0d142d,9adf5789c6b0cc0d142d,"{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}","{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}"
julia,compound_statement,539c504fd53ac07e46c7,5e1fd4f89fee82671fa1,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""begin""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""end""}],""type"":""SEQ""}"
julia,quote_statement,539c504fd53ac07e46c7,2c126fd40a2dfa3628b3,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""quote""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""end""}],""type"":""SEQ""}"
julia,let_statement,669ae9f1ac4851d3e6ea,af7c17f1fd69b75abee6,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""let""},{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""content"":{""members"":[{""type"":""STRING"",""value"":"",""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""name"":""SYM"",""type"":""SYMBOL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""end""}],""type"":""SEQ""}"
julia,if_statement,1e32eb12af19bbe67ebe,38b6691cf6e387f9efb7,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""content"":{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""type"":""REPEAT""},""name"":""NAME"",""type"":""FIELD""},{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},""name"":""NAME"",""type"":""FIELD""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""if""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""condition"",""type"":""FIELD""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""content"":{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""type"":""REPEAT""},""name"":""alternative"",""type"":""FIELD""},{""content"":{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},""name"":""alternative"",""type"":""FIELD""},{""type"":""STRING"",""value"":""end""}],""type"":""SEQ""}"
julia,elseif_clause,6f52dfe426f949fa260f,fb4040bc47afb21548b5,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""elseif""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""condition"",""type"":""FIELD""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}"
julia,else_clause,c78c823a93f809c1a421,274b11813abf142dd5e3,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""else""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}"
