candidate_id,family_hint,evidence_rows,source_layers,evidence_kinds,residual
MLIR_SHAPE_SPLIT_AT,SHAPE,2,MLIR_SHAPE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_BATCH_NORM_GRAD,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GPU_FAST_SQRT,ARITHMETIC,2,H5_NORMALIZED;NVVM_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_TRANSPOSE,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_TENSOR_DIM,TENSOR,2,MLIR_TENSOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
HEXAGON_HVX_PRED_AND,VECTOR,2,HEXAGON_HVX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
PIPE_WRITE,CONCURRENCY,2,H5_NORMALIZED;SPIRV,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
DERIVATIVE_Y,ARITHMETIC,2,H5_NORMALIZED;SPIRV,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_AESENC,CRYPTO,6,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GPU_CP_ASYNC,BINDING_MEMORY,2,H5_NORMALIZED;NVVM_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_SPARSE_CONCATENATE,SPARSE_TENSOR,2,MLIR_SPARSE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VFNMSUB,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RESHAPE_VIEW,COLLECTION,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OMP_TARGET,CONCURRENCY,2,MLIR_OPENMP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VMADD,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_SQRT,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VFDIV,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
SATURATING_MUL,ARITHMETIC,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_TUPLE_INSERT,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_SPARSE_POSITIONS,SPARSE_TENSOR,2,MLIR_SPARSE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_DYNAMIC_SLICE,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
DIVMOD,ARITHMETIC,2,H5_NORMALIZED;HOTSPOT_C2,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
REFERENCE_TEST,TYPE_CONVERSION,2,H5_NORMALIZED;WEBASSEMBLY,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_RNG,RANDOM,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
SATURATING_SUB,ARITHMETIC,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OACC_PARALLEL,CONCURRENCY,2,MLIR_OPENACC,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_MAXV,VECTOR_REDUCTION,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OMP_INTEROP_INIT,CONCURRENCY,2,MLIR_OPENMP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_OR,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_DOT,TENSOR_ALGEBRA,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OMP_SECTION,CONCURRENCY,2,MLIR_OPENMP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_ROUND_NEAREST_EVEN,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_SHAPE_SHAPE_OF,SHAPE,2,MLIR_SHAPE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AMDGPU_INTERP_P2,ARITHMETIC,2,AMDGPU_INTRINSICS;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GATHER_LOAD,VECTOR,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_CMPLT,VECTOR_MASK,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_GPU_GRID_DIM,GPU,2,MLIR_GPU,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_CTPOP,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
V8_TURBOSHAFT_STRING_CHAR_CODE_AT,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OPTIMIZER_IR_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
ACQUIRE_FENCE,CONCURRENCY_MEMORY,2,H5_NORMALIZED;HOTSPOT_C2,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_UDIV,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GC_STRUCT_SET,OBJECT,2,H5_NORMALIZED;WEBASSEMBLY,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_EQUAL,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SME_START,TENSOR,6,AARCH64_SME,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VFREDOSUM,VECTOR_REDUCTION,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AMDGPU_LDS_DIRECT_LOAD,BINDING_MEMORY,2,AMDGPU_INTRINSICS;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_AND,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_SPARSE_DISASSEMBLE,SPARSE_TENSOR,2,MLIR_SPARSE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_SET_DIMENSION_SIZE,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_LINALG_CONV_2_D_NHWC_HWCF,TENSOR_ALGEBRA,2,MLIR_LINALG,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_COMPLEX_CREATE,COMPLEX,2,MLIR_COMPLEX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STACK_RESTORE,BINDING_MEMORY,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_COMPLEX_SUB,COMPLEX,2,MLIR_COMPLEX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_SLICE,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_BUFFERIZATION_CLONE,BINDING_MEMORY,2,MLIR_BUFFERIZATION,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_SHAPE_RANK,SHAPE,2,MLIR_SHAPE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_TENSOR_CAST,TENSOR,2,MLIR_TENSOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_LINALG_POOLING_NHWC_MIN,TENSOR_ALGEBRA,2,MLIR_LINALG,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VWADD,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_TAN,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
IL_UNALIGNED_ACCESS,BINDING_MEMORY,2,DOTNET_IL;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_BITWISE_OR,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
ACOS,ARITHMETIC,2,H5_NORMALIZED;MLIR_MATH,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
V8_TURBOSHAFT_RETAIN,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OPTIMIZER_IR_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
IL_END_FILTER,EXCEPTION,2,DOTNET_IL;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
HEXAGON_HVX_VCLIP,VECTOR,2,HEXAGON_HVX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GPU_BLOCK_ID_X,CONCURRENCY,2,H5_NORMALIZED;NVVM_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VREDAND,VECTOR_REDUCTION,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
BPF_MAP_UPDATE_ELEM,BPF_VM,2,BPF_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_LINALG_BROADCAST,TENSOR_ALGEBRA,2,MLIR_LINALG,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GPU_TENSOR_LDMATRIX,TENSOR,2,H5_NORMALIZED;NVVM_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
V8_TURBOSHAFT_STRING_TO_UPPER_CASE,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OPTIMIZER_IR_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_IDENTITY,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_UADDV,VECTOR_REDUCTION,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_NEGATE,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_LD3,VECTOR_MEMORY,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_QUANT_QUANTIZE_CAST,QUANTIZATION,2,MLIR_QUANT,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_PTRUE,VECTOR_MASK,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
V8_TURBOSHAFT_FLOAT_UNARY,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OPTIMIZER_IR_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_GPU_WAIT,GPU,2,MLIR_GPU,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
BPF_TAIL_CALL,BPF_VM,2,BPF_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OMP_INTEROP_USE,CONCURRENCY,2,MLIR_OPENMP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VID,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_REVW,VECTOR,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_QUANT_REQUANTIZE,QUANTIZATION,2,MLIR_QUANT,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
HEXAGON_HVX_PRED_OR,VECTOR,2,HEXAGON_HVX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
IL_INIT_BLOCK,BINDING_MEMORY,2,DOTNET_IL;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VMAND,VECTOR_MASK,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_TANH,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_SEL,VECTOR,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_FREM,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
HEXAGON_HVX_VSHUFFLE,VECTOR,2,HEXAGON_HVX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
IL_FIELD_ADDRESS,BINDING_MEMORY,2,DOTNET_IL;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_AESDEC,CRYPTO,6,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_GPU_DEALLOC,GPU,2,MLIR_GPU,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VLUXEI,VECTOR_MEMORY,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MUL_WITH_OVERFLOW,ARITHMETIC,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
BPF_COMPARE,BPF_VM,2,BPF_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_BITCAST_CONVERT,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_FABS,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_RDTSC,ISA_SYSTEM,2,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GPU_SHUFFLE_XOR,CONCURRENCY,2,H5_NORMALIZED;NVVM_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OACC_COPYIN,CONCURRENCY,2,MLIR_OPENACC,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
COMPARE_GT,NumericFamily,5,DECOMPILER_QUOTIENT;LANGUAGE_OPERATION_HARVEST,CROSS_LANGUAGE_EQUIVALENCE_CLASS;DECOMPILER_SEMANTIC_QUOTIENT,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GPU_GLOBAL_TIMER_READ,RUNTIME_CONTROL,2,H5_NORMALIZED;NVVM_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VCPOP,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SME_LDR_ZA,TENSOR,6,AARCH64_SME,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TENSOR_CONTRACT,TENSOR,2,H5_NORMALIZED;SPIRV,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_CLFLUSHOPT,ISA_SYSTEM,2,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VLM,VECTOR_MEMORY,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GPU_BLOCK_DIM_Z,CONCURRENCY,2,H5_NORMALIZED;NVVM_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
IL_UNBOX_VALUE,OBJECT,2,DOTNET_IL;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_REDUCE_OR,VECTOR_REDUCTION,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_CLS,VECTOR,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_LINALG_WINOGRAD_OUTPUT_TRANSFORM,TENSOR_ALGEBRA,2,MLIR_LINALG,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_REDUCE,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
NUMERIC_SHIFT_OR_ROTATE,NumericFamily,1,DECOMPILER_QUOTIENT,DECOMPILER_SEMANTIC_QUOTIENT,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_MIN,VECTOR,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
