quotient_id,technical_signature,candidate_count,candidate_ids
RQ00117,ISA_SYSTEM|2|X86_INTRINSICS|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,22,X86_CLFLUSH;X86_CLFLUSHOPT;X86_CLWB;X86_FLAGS_READ;X86_FLAGS_WRITE;X86_LDMXCSR;X86_LFENCE;X86_MFENCE;X86_MONITOR;X86_MWAIT;X86_PAUSE;X86_PREFETCH_NTA;X86_PREFETCH_T0;X86_PREFETCH_T1;X86_PREFETCH_T2;X86_RDPID;X86_RDPMC;X86_RDPRU;X86_RDTSC;X86_RDTSCP;X86_SFENCE;X86_STMXCSR
RQ00118,VECTOR|1|H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,4,GATHER_LOAD;SCATTER_STORE;VECTOR_BROADCAST;VECTOR_REDUCE
RQ00119,COLLECTION|1|H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,3,ARRAY_LOWER_BOUND;DIMENSION_SIZE;RESHAPE_VIEW
RQ00120,EXCEPTION|2|H5_NORMALIZED;WEBASSEMBLY|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,2,EXCEPTION_DELEGATE;THROW_REFERENCE
RQ00121,TENSOR|2|H5_NORMALIZED;NVVM_INTRINSICS|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,2,GPU_TENSOR_LDMATRIX;GPU_TENSOR_MMA
RQ00122,IMAGE|2|H5_NORMALIZED;SPIRV|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,7,IMAGE_FETCH;IMAGE_GATHER;IMAGE_QUERY_LEVELS;IMAGE_QUERY_SAMPLES;IMAGE_QUERY_SIZE;IMAGE_READ;IMAGE_WRITE
RQ00123,TYPE_CONVERSION|1|H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,MEMORY_SPACE_CAST
RQ00124,FUNCTION|2|H5_NORMALIZED;V8_IGNITION|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,2,JS_INTRINSIC_CALL;JS_RUNTIME_CALL
RQ00125,OWNERSHIP|2|DOTNET_IL;H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,IL_READONLY_ADDRESS
RQ00126,VECTOR|2|LLVM_VP|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,36,LLVM_VP_ADD;LLVM_VP_AND;LLVM_VP_ASHR;LLVM_VP_COMPRESS;LLVM_VP_CTLZ;LLVM_VP_CTPOP;LLVM_VP_CTTZ;LLVM_VP_EXPAND;LLVM_VP_FABS;LLVM_VP_FCMP;LLVM_VP_FDIV;LLVM_VP_FMA;LLVM_VP_FNEG;LLVM_VP_FREM;LLVM_VP_ICMP;LLVM_VP_LSHR;LLVM_VP_MAXIMUM;LLVM_VP_MERGE;LLVM_VP_MINIMUM;LLVM_VP_MUL;LLVM_VP_OR;LLVM_VP_REVERSE;LLVM_VP_SDIV;LLVM_VP_SELECT;LLVM_VP_SHL;LLVM_VP_SMAX;LLVM_VP_SMIN;LLVM_VP_SPLICE;LLVM_VP_SQRT;LLVM_VP_SREM;LLVM_VP_SUB;LLVM_VP_UDIV;LLVM_VP_UMAX;LLVM_VP_UMIN;LLVM_VP_UREM;LLVM_VP_XOR
RQ00127,TENSOR_REDUCTION|6|MLIR_TOSA|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,6,TOSA_REDUCE_ALL;TOSA_REDUCE_ANY;TOSA_REDUCE_MAX;TOSA_REDUCE_MIN;TOSA_REDUCE_PRODUCT;TOSA_REDUCE_SUM
RQ00128,VECTOR_MEMORY|2|HEXAGON_HVX|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,9,HEXAGON_HVX_CIRCULAR_LOAD;HEXAGON_HVX_CIRCULAR_STORE;HEXAGON_HVX_DCFETCH;HEXAGON_HVX_GATHER;HEXAGON_HVX_PREDICATED_VLOAD;HEXAGON_HVX_PREDICATED_VSTORE;HEXAGON_HVX_SCATTER;HEXAGON_HVX_VLOAD;HEXAGON_HVX_VSTORE
RQ00129,VECTOR|1|H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,2,MASKED_LOAD;MASKED_STORE
RQ00130,NumericFamily|1|DECOMPILER_QUOTIENT|DECOMPILER_SEMANTIC_QUOTIENT|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,NUMERIC_SHIFT_OR_ROTATE
RQ00131,COMPLEX|2|MLIR_COMPLEX|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,30,MLIR_COMPLEX_ABS;MLIR_COMPLEX_ACOS;MLIR_COMPLEX_ADD;MLIR_COMPLEX_ANGLE;MLIR_COMPLEX_ASIN;MLIR_COMPLEX_ATAN;MLIR_COMPLEX_CONJ;MLIR_COMPLEX_COS;MLIR_COMPLEX_COSH;MLIR_COMPLEX_CREATE;MLIR_COMPLEX_DIV;MLIR_COMPLEX_EQ;MLIR_COMPLEX_EXP;MLIR_COMPLEX_EXPM1;MLIR_COMPLEX_IM;MLIR_COMPLEX_LOG;MLIR_COMPLEX_LOG1_P;MLIR_COMPLEX_MUL;MLIR_COMPLEX_NE;MLIR_COMPLEX_NEG;MLIR_COMPLEX_POW;MLIR_COMPLEX_RE;MLIR_COMPLEX_RSQRT;MLIR_COMPLEX_SIGN;MLIR_COMPLEX_SIN;MLIR_COMPLEX_SINH;MLIR_COMPLEX_SQRT;MLIR_COMPLEX_SUB;MLIR_COMPLEX_TAN;MLIR_COMPLEX_TANH
RQ00132,VECTOR_REDUCTION|6|RISCV_VECTOR|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,16,RVV_VFREDMAX;RVV_VFREDMIN;RVV_VFREDOSUM;RVV_VFREDUSUM;RVV_VFWREDOSUM;RVV_VFWREDUSUM;RVV_VREDAND;RVV_VREDMAX;RVV_VREDMAXU;RVV_VREDMIN;RVV_VREDMINU;RVV_VREDOR;RVV_VREDSUM;RVV_VREDXOR;RVV_VWREDSUM;RVV_VWREDSUMU
RQ00133,FUNCTION|2|H5_NORMALIZED;WEBASSEMBLY|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,5,CALL_INDIRECT;CALL_REFERENCE;FUNCTION_REFERENCE_CREATE;TAIL_CALL_INDIRECT;TAIL_CALL_REFERENCE
RQ00134,ARITHMETIC|2|AMDGPU_INTRINSICS;H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,15,AMDGPU_CUBE_ID;AMDGPU_CUBE_MA;AMDGPU_CUBE_SC;AMDGPU_CUBE_TC;AMDGPU_DOT2;AMDGPU_DOT4;AMDGPU_DOT8;AMDGPU_FRACT;AMDGPU_FREXP_EXP;AMDGPU_FREXP_MANT;AMDGPU_INTERP_P1;AMDGPU_INTERP_P2;AMDGPU_MED3;AMDGPU_RCP;AMDGPU_RSQ
RQ00135,BITWISE|2|H5_NORMALIZED;ISA_GENERIC|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,2,AND_NOT;CRC32
RQ00136,BINDING_MEMORY|2|H5_NORMALIZED;WEBASSEMBLY|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,4,DATA_SEGMENT_DROP;LOCAL_TEE;MEMORY_GROW;MEMORY_INIT
RQ00137,OBJECT|2|DOTNET_IL;H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,7,IL_BOX;IL_COPY_OBJECT;IL_INIT_OBJECT;IL_LOAD_OBJECT;IL_STORE_OBJECT;IL_UNBOX_ADDRESS;IL_UNBOX_VALUE
RQ00138,OWNERSHIP|1|H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,3,KEEPALIVE;RELEASE;RETAIN
RQ00139,TYPE_CONVERSION|2|H5_NORMALIZED;HOTSPOT_C2|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,SUBTYPE_CHECK
RQ00140,AsyncFamily|1|DECOMPILER_QUOTIENT|DECOMPILER_SEMANTIC_QUOTIENT|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,ASYNC_SEMANTIC
RQ00141,SPARSE_TENSOR|2|MLIR_SPARSE|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,31,MLIR_SPARSE_ASSEMBLE;MLIR_SPARSE_BINARY;MLIR_SPARSE_COITERATE;MLIR_SPARSE_COMPRESS;MLIR_SPARSE_CONCATENATE;MLIR_SPARSE_CONVERT;MLIR_SPARSE_COORDINATES;MLIR_SPARSE_CRD_TRANSLATE;MLIR_SPARSE_DISASSEMBLE;MLIR_SPARSE_EXPAND;MLIR_SPARSE_FOREACH;MLIR_SPARSE_INSERT;MLIR_SPARSE_ITERATE;MLIR_SPARSE_LEX_INSERT;MLIR_SPARSE_LOAD;MLIR_SPARSE_NEW;MLIR_SPARSE_NUMBER_OF_ENTRIES;MLIR_SPARSE_OUT;MLIR_SPARSE_POSITIONS;MLIR_SPARSE_PUSH_BACK;MLIR_SPARSE_REDUCE;MLIR_SPARSE_SELECT;MLIR_SPARSE_SLICE_OFFSET;MLIR_SPARSE_SLICE_STRIDE;MLIR_SPARSE_SORT;MLIR_SPARSE_SORT_COO;MLIR_SPARSE_STORAGE_SPECIFIER_GET;MLIR_SPARSE_STORAGE_SPECIFIER_SET;MLIR_SPARSE_UNARY;MLIR_SPARSE_VALUES;MLIR_SPARSE_YIELD
RQ00142,CONCURRENCY_MEMORY|2|H5_NORMALIZED;HOTSPOT_C2|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,4,ACQUIRE_FENCE;FULL_FENCE;RELEASE_FENCE;WEAK_COMPARE_EXCHANGE
RQ00143,TENSOR_ALGEBRA|2|MLIR_LINALG|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,35,MLIR_LINALG_BATCH_MATMUL;MLIR_LINALG_BATCH_MATVEC;MLIR_LINALG_BATCH_MMT4_D;MLIR_LINALG_BROADCAST;MLIR_LINALG_CONV_1_D_NCW_FCW;MLIR_LINALG_CONV_1_D_NWC_WCF;MLIR_LINALG_CONV_2_D_NCHW_FCHW;MLIR_LINALG_CONV_2_D_NHWC_HWCF;MLIR_LINALG_CONV_3_D_NCDHW_FCDHW;MLIR_LINALG_CONV_3_D_NDHWC_DHWCF;MLIR_LINALG_COPY;MLIR_LINALG_DEPTHWISE_CONV_1_D_NWC_WCM;MLIR_LINALG_DEPTHWISE_CONV_2_D_NHWC_HWC;MLIR_LINALG_DEPTHWISE_CONV_2_D_NHWC_HWCM;MLIR_LINALG_DOT;MLIR_LINALG_ELEM_WISE_BINARY;MLIR_LINALG_ELEM_WISE_UNARY;MLIR_LINALG_FILL;MLIR_LINALG_GENERIC;MLIR_LINALG_MAP;MLIR_LINALG_MATMUL;MLIR_LINALG_MATVEC;MLIR_LINALG_MMT4_D;MLIR_LINALG_POOLING_NCHW_MAX;MLIR_LINALG_POOLING_NCHW_SUM;MLIR_LINALG_POOLING_NHWC_MAX;MLIR_LINALG_POOLING_NHWC_MIN;MLIR_LINALG_POOLING_NHWC_SUM;MLIR_LINALG_REDUCE;MLIR_LINALG_SOFTMAX;MLIR_LINALG_TRANSPOSE;MLIR_LINALG_VECMAT;MLIR_LINALG_WINOGRAD_FILTER_TRANSFORM;MLIR_LINALG_WINOGRAD_INPUT_TRANSFORM;MLIR_LINALG_WINOGRAD_OUTPUT_TRANSFORM
RQ00144,VECTOR|2|HEXAGON_HVX|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,33,HEXAGON_HVX_ABS;HEXAGON_HVX_PRED_AND;HEXAGON_HVX_PRED_OR;HEXAGON_HVX_PRED_XOR;HEXAGON_HVX_VADDB;HEXAGON_HVX_VADDH;HEXAGON_HVX_VADDW;HEXAGON_HVX_VALIGN;HEXAGON_HVX_VAVG;HEXAGON_HVX_VCLIP;HEXAGON_HVX_VCMPB_EQ;HEXAGON_HVX_VCMPH_EQ;HEXAGON_HVX_VCMPW_EQ;HEXAGON_HVX_VCMP_EQ;HEXAGON_HVX_VCMP_GT;HEXAGON_HVX_VCMP_GTU;HEXAGON_HVX_VDEAL;HEXAGON_HVX_VDELTA;HEXAGON_HVX_VDOT;HEXAGON_HVX_VLUT;HEXAGON_HVX_VMAX;HEXAGON_HVX_VMIN;HEXAGON_HVX_VMUL;HEXAGON_HVX_VPACK;HEXAGON_HVX_VRDELTA;HEXAGON_HVX_VROTATE;HEXAGON_HVX_VROUND;HEXAGON_HVX_VSAT;HEXAGON_HVX_VSHUFFLE;HEXAGON_HVX_VSUBB;HEXAGON_HVX_VSUBH;HEXAGON_HVX_VSUBW;HEXAGON_HVX_VUNPACK
RQ00145,VECTOR_MASK|6|RISCV_VECTOR|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,29,RVV_VMADC;RVV_VMAND;RVV_VMANDN;RVV_VMAX;RVV_VMAXU;RVV_VMCLR;RVV_VMIN;RVV_VMINU;RVV_VMNAND;RVV_VMNOR;RVV_VMOR;RVV_VMORN;RVV_VMSBC;RVV_VMSBF;RVV_VMSEQ;RVV_VMSET;RVV_VMSGE;RVV_VMSGEU;RVV_VMSGT;RVV_VMSGTU;RVV_VMSIF;RVV_VMSLE;RVV_VMSLEU;RVV_VMSLT;RVV_VMSLTU;RVV_VMSNE;RVV_VMSOF;RVV_VMXNOR;RVV_VMXOR
RQ00146,RUNTIME_CONTROL|1|H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,SAFEPOINT
RQ00147,SAFETY|1|H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,ASSUME
RQ00148,TENSOR_ALGEBRA|6|STABLEHLO_OPS|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,7,STABLEHLO_CHOLESKY;STABLEHLO_CONVOLUTION;STABLEHLO_DOT;STABLEHLO_DOT_GENERAL;STABLEHLO_FFT;STABLEHLO_TOP_K;STABLEHLO_TRIANGULAR_SOLVE
RQ00149,BINDING_MEMORY|2|MLIR_BUFFERIZATION|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,10,MLIR_BUFFERIZATION_ALLOC;MLIR_BUFFERIZATION_ALLOC_TENSOR;MLIR_BUFFERIZATION_CLONE;MLIR_BUFFERIZATION_COPY_TENSOR;MLIR_BUFFERIZATION_DEALLOC;MLIR_BUFFERIZATION_DEALLOC_TENSOR;MLIR_BUFFERIZATION_MATERIALIZE_IN_DESTINATION;MLIR_BUFFERIZATION_OWNERSHIP;MLIR_BUFFERIZATION_TO_MEMREF;MLIR_BUFFERIZATION_TO_TENSOR
RQ00150,CONTROL|6|STABLEHLO_OPS|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,3,STABLEHLO_CASE;STABLEHLO_IF;STABLEHLO_WHILE
RQ00151,CONCURRENCY|2|MLIR_OPENACC|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,27,MLIR_OACC_ATOMIC_CAPTURE;MLIR_OACC_ATOMIC_READ;MLIR_OACC_ATOMIC_UPDATE;MLIR_OACC_ATOMIC_WRITE;MLIR_OACC_ATTACH;MLIR_OACC_CACHE;MLIR_OACC_COPYIN;MLIR_OACC_COPYOUT;MLIR_OACC_CREATE;MLIR_OACC_DATA;MLIR_OACC_DECLARE;MLIR_OACC_DETACH;MLIR_OACC_DEVICEPTR;MLIR_OACC_ENTER_DATA;MLIR_OACC_EXIT_DATA;MLIR_OACC_HOST_DATA;MLIR_OACC_INIT;MLIR_OACC_KERNELS;MLIR_OACC_LOOP;MLIR_OACC_PARALLEL;MLIR_OACC_PRESENT;MLIR_OACC_ROUTINE;MLIR_OACC_SERIAL;MLIR_OACC_SET;MLIR_OACC_SHUTDOWN;MLIR_OACC_UPDATE;MLIR_OACC_WAIT
RQ00152,CONCURRENCY|2|MLIR_OPENMP|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,40,MLIR_OMP_ATOMIC_CAPTURE;MLIR_OMP_ATOMIC_READ;MLIR_OMP_ATOMIC_UPDATE;MLIR_OMP_ATOMIC_WRITE;MLIR_OMP_BARRIER;MLIR_OMP_CANCEL;MLIR_OMP_CANCELLATION_POINT;MLIR_OMP_CRITICAL;MLIR_OMP_DECLARE_MAPPER;MLIR_OMP_DECLARE_REDUCTION;MLIR_OMP_DECLARE_TARGET;MLIR_OMP_DEP_OBJ;MLIR_OMP_DISTRIBUTE;MLIR_OMP_FLUSH;MLIR_OMP_INTEROP_DESTROY;MLIR_OMP_INTEROP_INIT;MLIR_OMP_INTEROP_USE;MLIR_OMP_MAP_INFO;MLIR_OMP_MASKED;MLIR_OMP_MASTER;MLIR_OMP_ORDERED;MLIR_OMP_PARALLEL;MLIR_OMP_PRIVATE;MLIR_OMP_SECTION;MLIR_OMP_SECTIONS;MLIR_OMP_SIMD;MLIR_OMP_SINGLE;MLIR_OMP_TARGET;MLIR_OMP_TARGET_DATA;MLIR_OMP_TARGET_ENTER_DATA;MLIR_OMP_TARGET_EXIT_DATA;MLIR_OMP_TARGET_UPDATE;MLIR_OMP_TASK;MLIR_OMP_TASKGROUP;MLIR_OMP_TASKLOOP;MLIR_OMP_TASKWAIT;MLIR_OMP_TASKYIELD;MLIR_OMP_TEAMS;MLIR_OMP_THREADPRIVATE;MLIR_OMP_WSLOOP
RQ00153,CONCURRENCY|2|H5_NORMALIZED;WEBASSEMBLY|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,2,ATOMIC_NOTIFY;ATOMIC_WAIT
RQ00154,VECTOR|2|H5_NORMALIZED;HOTSPOT_C2|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,10,VECTOR_BLEND;VECTOR_CAST;VECTOR_EXPAND;VECTOR_MASK_ALL;VECTOR_MASK_ANY;VECTOR_MASK_COUNT;VECTOR_MASK_FIRST_TRUE;VECTOR_MASK_LAST_TRUE;VECTOR_REARRANGE;VECTOR_REINTERPRET
RQ00155,CRYPTO|6|X86_INTRINSICS|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,X86_PCLMULQDQ
