candidate_id,family_hint,evidence_rows,source_layers,raw_names,accepted_into_pstar,rejection_reason
MLIR_OMP_INTEROP_INIT,CONCURRENCY,2,MLIR_OPENMP,omp.interop_init,false,no complete observable atom witness / composition proof
LLVM_VP_OR,VECTOR,2,LLVM_VP,llvm.vp.or,false,no complete observable atom witness / composition proof
STABLEHLO_DOT,TENSOR_ALGEBRA,6,STABLEHLO_OPS,stablehlo.dot;stablehlo.dot.bf16;stablehlo.dot.f32;stablehlo.dot.i32;stablehlo.dot.i8,false,no complete observable atom witness / composition proof
MLIR_OMP_SECTION,CONCURRENCY,2,MLIR_OPENMP,omp.section,false,no complete observable atom witness / composition proof
STABLEHLO_ROUND_NEAREST_EVEN,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,stablehlo.round_nearest_even;stablehlo.round_nearest_even.bf16;stablehlo.round_nearest_even.f32;stablehlo.round_nearest_even.i32;stablehlo.round_nearest_even.i8,false,no complete observable atom witness / composition proof
MLIR_SHAPE_SHAPE_OF,SHAPE,2,MLIR_SHAPE,shape.shape_of,false,no complete observable atom witness / composition proof
AMDGPU_INTERP_P2,ARITHMETIC,2,AMDGPU_INTRINSICS;H5_NORMALIZED,AMDGPU_INTERP_P2;amdgcn_interp_p2,false,no complete observable atom witness / composition proof
GATHER_LOAD,VECTOR,1,H5_NORMALIZED,GATHER_LOAD,false,no complete observable atom witness / composition proof
AARCH64_SVE_CMPLT,VECTOR_MASK,12,AARCH64_SVE,llvm.aarch64.sve.cmplt;llvm.aarch64.sve.cmplt.f16;llvm.aarch64.sve.cmplt.f32;llvm.aarch64.sve.cmplt.f64;llvm.aarch64.sve.cmplt.i16;llvm.aarch64.sve.cmplt.i32;llvm.aarch64.sve.cmplt.i64;llvm.aarch64.sve.cmplt.i8;llvm.aarch64.sve.cmplt_m;llvm.aarch64.sve.cmplt_x;llvm.aarch64.sve.cmplt_z,false,no complete observable atom witness / composition proof
MLIR_GPU_GRID_DIM,GPU,2,MLIR_GPU,gpu.grid_dim,false,no complete observable atom witness / composition proof
LLVM_VP_CTPOP,VECTOR,2,LLVM_VP,llvm.vp.ctpop,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_STRING_CHAR_CODE_AT,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,STRING_CHAR_CODE_AT,false,no complete observable atom witness / composition proof
ACQUIRE_FENCE,CONCURRENCY_MEMORY,2,H5_NORMALIZED;HOTSPOT_C2,ACQUIRE_FENCE;MemBarAcquire/LoadFence,false,no complete observable atom witness / composition proof
LLVM_VP_UDIV,VECTOR,2,LLVM_VP,llvm.vp.udiv,false,no complete observable atom witness / composition proof
GC_STRUCT_SET,OBJECT,2,H5_NORMALIZED;WEBASSEMBLY,GC_STRUCT_SET;struct.set,false,no complete observable atom witness / composition proof
TOSA_EQUAL,TENSOR_ML,6,MLIR_TOSA,tosa.equal;tosa.equal.bf16;tosa.equal.f32;tosa.equal.i32;tosa.equal.i8,false,no complete observable atom witness / composition proof
AARCH64_SME_START,TENSOR,6,AARCH64_SME,llvm.aarch64.sme.start;llvm.aarch64.sme.start_vg2;llvm.aarch64.sme.start_vg4;llvm.aarch64.sme.start_za32;llvm.aarch64.sme.start_za64,false,no complete observable atom witness / composition proof
RVV_VFREDOSUM,VECTOR_REDUCTION,6,RISCV_VECTOR,llvm.riscv.vfredosum;llvm.riscv.vfredosum_mask;llvm.riscv.vfredosum_vi;llvm.riscv.vfredosum_vv;llvm.riscv.vfredosum_vx,false,no complete observable atom witness / composition proof
AMDGPU_LDS_DIRECT_LOAD,BINDING_MEMORY,2,AMDGPU_INTRINSICS;H5_NORMALIZED,AMDGPU_LDS_DIRECT_LOAD;amdgcn_lds_direct_load,false,no complete observable atom witness / composition proof
STABLEHLO_AND,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,stablehlo.and;stablehlo.and.bf16;stablehlo.and.f32;stablehlo.and.i32;stablehlo.and.i8,false,no complete observable atom witness / composition proof
MLIR_SPARSE_DISASSEMBLE,SPARSE_TENSOR,2,MLIR_SPARSE,sparse_tensor.disassemble,false,no complete observable atom witness / composition proof
STABLEHLO_SET_DIMENSION_SIZE,TENSOR_ML,6,STABLEHLO_OPS,stablehlo.set_dimension_size;stablehlo.set_dimension_size.bf16;stablehlo.set_dimension_size.f32;stablehlo.set_dimension_size.i32;stablehlo.set_dimension_size.i8,false,no complete observable atom witness / composition proof
MLIR_LINALG_CONV_2_D_NHWC_HWCF,TENSOR_ALGEBRA,2,MLIR_LINALG,linalg.conv_2d_nhwc_hwcf,false,no complete observable atom witness / composition proof
MLIR_COMPLEX_CREATE,COMPLEX,2,MLIR_COMPLEX,complex.create,false,no complete observable atom witness / composition proof
STACK_RESTORE,BINDING_MEMORY,1,H5_NORMALIZED,STACK_RESTORE,false,no complete observable atom witness / composition proof
MLIR_COMPLEX_SUB,COMPLEX,2,MLIR_COMPLEX,complex.sub,false,no complete observable atom witness / composition proof
STABLEHLO_SLICE,TENSOR_ML,6,STABLEHLO_OPS,stablehlo.slice;stablehlo.slice.bf16;stablehlo.slice.f32;stablehlo.slice.i32;stablehlo.slice.i8,false,no complete observable atom witness / composition proof
MLIR_BUFFERIZATION_CLONE,BINDING_MEMORY,2,MLIR_BUFFERIZATION,bufferization.clone,false,no complete observable atom witness / composition proof
MLIR_SHAPE_RANK,SHAPE,2,MLIR_SHAPE,shape.rank,false,no complete observable atom witness / composition proof
MLIR_TENSOR_CAST,TENSOR,2,MLIR_TENSOR,tensor.cast,false,no complete observable atom witness / composition proof
MLIR_LINALG_POOLING_NHWC_MIN,TENSOR_ALGEBRA,2,MLIR_LINALG,linalg.pooling_nhwc_min,false,no complete observable atom witness / composition proof
RVV_VWADD,VECTOR,6,RISCV_VECTOR,llvm.riscv.vwadd;llvm.riscv.vwadd_mask;llvm.riscv.vwadd_vi;llvm.riscv.vwadd_vv;llvm.riscv.vwadd_vx,false,no complete observable atom witness / composition proof
STABLEHLO_TAN,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,stablehlo.tan;stablehlo.tan.bf16;stablehlo.tan.f32;stablehlo.tan.i32;stablehlo.tan.i8,false,no complete observable atom witness / composition proof
IL_UNALIGNED_ACCESS,BINDING_MEMORY,2,DOTNET_IL;H5_NORMALIZED,IL_UNALIGNED_ACCESS;unaligned.,false,no complete observable atom witness / composition proof
TOSA_BITWISE_OR,TENSOR_ML,6,MLIR_TOSA,tosa.bitwise_or;tosa.bitwise_or.bf16;tosa.bitwise_or.f32;tosa.bitwise_or.i32;tosa.bitwise_or.i8,false,no complete observable atom witness / composition proof
ACOS,ARITHMETIC,2,H5_NORMALIZED;MLIR_MATH,ACOS;math.acos,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_RETAIN,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,RETAIN,false,no complete observable atom witness / composition proof
IL_END_FILTER,EXCEPTION,2,DOTNET_IL;H5_NORMALIZED,IL_END_FILTER;endfilter,false,no complete observable atom witness / composition proof
HEXAGON_HVX_VCLIP,VECTOR,2,HEXAGON_HVX,llvm.hexagon.vclip,false,no complete observable atom witness / composition proof
GPU_BLOCK_ID_X,CONCURRENCY,2,H5_NORMALIZED;NVVM_INTRINSICS,GPU_BLOCK_ID_X;ctaid.x,false,no complete observable atom witness / composition proof
RVV_VREDAND,VECTOR_REDUCTION,6,RISCV_VECTOR,llvm.riscv.vredand;llvm.riscv.vredand_mask;llvm.riscv.vredand_vi;llvm.riscv.vredand_vv;llvm.riscv.vredand_vx,false,no complete observable atom witness / composition proof
BPF_MAP_UPDATE_ELEM,BPF_VM,2,BPF_INTRINSICS,llvm.bpf.map_update_elem,false,no complete observable atom witness / composition proof
MLIR_LINALG_BROADCAST,TENSOR_ALGEBRA,2,MLIR_LINALG,linalg.broadcast,false,no complete observable atom witness / composition proof
GPU_TENSOR_LDMATRIX,TENSOR,2,H5_NORMALIZED;NVVM_INTRINSICS,GPU_TENSOR_LDMATRIX;ldmatrix,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_STRING_TO_UPPER_CASE,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,STRING_TO_UPPER_CASE,false,no complete observable atom witness / composition proof
TOSA_IDENTITY,TENSOR_ML,6,MLIR_TOSA,tosa.identity;tosa.identity.bf16;tosa.identity.f32;tosa.identity.i32;tosa.identity.i8,false,no complete observable atom witness / composition proof
AARCH64_SVE_UADDV,VECTOR_REDUCTION,12,AARCH64_SVE,llvm.aarch64.sve.uaddv;llvm.aarch64.sve.uaddv.f16;llvm.aarch64.sve.uaddv.f32;llvm.aarch64.sve.uaddv.f64;llvm.aarch64.sve.uaddv.i16;llvm.aarch64.sve.uaddv.i32;llvm.aarch64.sve.uaddv.i64;llvm.aarch64.sve.uaddv.i8;llvm.aarch64.sve.uaddv_m;llvm.aarch64.sve.uaddv_x;llvm.aarch64.sve.uaddv_z,false,no complete observable atom witness / composition proof
TOSA_NEGATE,TENSOR_ML,6,MLIR_TOSA,tosa.negate;tosa.negate.bf16;tosa.negate.f32;tosa.negate.i32;tosa.negate.i8,false,no complete observable atom witness / composition proof
AARCH64_SVE_LD3,VECTOR_MEMORY,12,AARCH64_SVE,llvm.aarch64.sve.ld3;llvm.aarch64.sve.ld3.f16;llvm.aarch64.sve.ld3.f32;llvm.aarch64.sve.ld3.f64;llvm.aarch64.sve.ld3.i16;llvm.aarch64.sve.ld3.i32;llvm.aarch64.sve.ld3.i64;llvm.aarch64.sve.ld3.i8;llvm.aarch64.sve.ld3_m;llvm.aarch64.sve.ld3_x;llvm.aarch64.sve.ld3_z,false,no complete observable atom witness / composition proof
MLIR_QUANT_QUANTIZE_CAST,QUANTIZATION,2,MLIR_QUANT,quant.quantize_cast,false,no complete observable atom witness / composition proof
AARCH64_SVE_PTRUE,VECTOR_MASK,12,AARCH64_SVE,llvm.aarch64.sve.ptrue;llvm.aarch64.sve.ptrue.f16;llvm.aarch64.sve.ptrue.f32;llvm.aarch64.sve.ptrue.f64;llvm.aarch64.sve.ptrue.i16;llvm.aarch64.sve.ptrue.i32;llvm.aarch64.sve.ptrue.i64;llvm.aarch64.sve.ptrue.i8;llvm.aarch64.sve.ptrue_m;llvm.aarch64.sve.ptrue_x;llvm.aarch64.sve.ptrue_z,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_FLOAT_UNARY,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,FLOAT_UNARY,false,no complete observable atom witness / composition proof
MLIR_GPU_WAIT,GPU,2,MLIR_GPU,gpu.wait,false,no complete observable atom witness / composition proof
BPF_TAIL_CALL,BPF_VM,2,BPF_INTRINSICS,llvm.bpf.tail_call,false,no complete observable atom witness / composition proof
MLIR_OMP_INTEROP_USE,CONCURRENCY,2,MLIR_OPENMP,omp.interop_use,false,no complete observable atom witness / composition proof
RVV_VID,VECTOR,6,RISCV_VECTOR,llvm.riscv.vid;llvm.riscv.vid_mask;llvm.riscv.vid_vi;llvm.riscv.vid_vv;llvm.riscv.vid_vx,false,no complete observable atom witness / composition proof
AARCH64_SVE_REVW,VECTOR,12,AARCH64_SVE,llvm.aarch64.sve.revw;llvm.aarch64.sve.revw.f16;llvm.aarch64.sve.revw.f32;llvm.aarch64.sve.revw.f64;llvm.aarch64.sve.revw.i16;llvm.aarch64.sve.revw.i32;llvm.aarch64.sve.revw.i64;llvm.aarch64.sve.revw.i8;llvm.aarch64.sve.revw_m;llvm.aarch64.sve.revw_x;llvm.aarch64.sve.revw_z,false,no complete observable atom witness / composition proof
MLIR_QUANT_REQUANTIZE,QUANTIZATION,2,MLIR_QUANT,quant.requantize,false,no complete observable atom witness / composition proof
HEXAGON_HVX_PRED_OR,VECTOR,2,HEXAGON_HVX,llvm.hexagon.pred_or,false,no complete observable atom witness / composition proof
IL_INIT_BLOCK,BINDING_MEMORY,2,DOTNET_IL;H5_NORMALIZED,IL_INIT_BLOCK;initblk,false,no complete observable atom witness / composition proof
RVV_VMAND,VECTOR_MASK,6,RISCV_VECTOR,llvm.riscv.vmand;llvm.riscv.vmand_mask;llvm.riscv.vmand_vi;llvm.riscv.vmand_vv;llvm.riscv.vmand_vx,false,no complete observable atom witness / composition proof
TOSA_TANH,TENSOR_ML,6,MLIR_TOSA,tosa.tanh;tosa.tanh.bf16;tosa.tanh.f32;tosa.tanh.i32;tosa.tanh.i8,false,no complete observable atom witness / composition proof
AARCH64_SVE_SEL,VECTOR,12,AARCH64_SVE,llvm.aarch64.sve.sel;llvm.aarch64.sve.sel.f16;llvm.aarch64.sve.sel.f32;llvm.aarch64.sve.sel.f64;llvm.aarch64.sve.sel.i16;llvm.aarch64.sve.sel.i32;llvm.aarch64.sve.sel.i64;llvm.aarch64.sve.sel.i8;llvm.aarch64.sve.sel_m;llvm.aarch64.sve.sel_x;llvm.aarch64.sve.sel_z,false,no complete observable atom witness / composition proof
LLVM_VP_FREM,VECTOR,2,LLVM_VP,llvm.vp.frem,false,no complete observable atom witness / composition proof
HEXAGON_HVX_VSHUFFLE,VECTOR,2,HEXAGON_HVX,llvm.hexagon.vshuffle,false,no complete observable atom witness / composition proof
IL_FIELD_ADDRESS,BINDING_MEMORY,2,DOTNET_IL;H5_NORMALIZED,IL_FIELD_ADDRESS;ldflda,false,no complete observable atom witness / composition proof
X86_AESDEC,CRYPTO,6,X86_INTRINSICS,llvm.x86.aesdec;llvm.x86.aesdec.128;llvm.x86.aesdec.256;llvm.x86.aesdec.512;llvm.x86.aesdec.mask,false,no complete observable atom witness / composition proof
MLIR_GPU_DEALLOC,GPU,2,MLIR_GPU,gpu.dealloc,false,no complete observable atom witness / composition proof
RVV_VLUXEI,VECTOR_MEMORY,6,RISCV_VECTOR,llvm.riscv.vluxei;llvm.riscv.vluxei_mask;llvm.riscv.vluxei_vi;llvm.riscv.vluxei_vv;llvm.riscv.vluxei_vx,false,no complete observable atom witness / composition proof
MUL_WITH_OVERFLOW,ARITHMETIC,1,H5_NORMALIZED,MUL_WITH_OVERFLOW,false,no complete observable atom witness / composition proof
BPF_COMPARE,BPF_VM,2,BPF_INTRINSICS,llvm.bpf.compare,false,no complete observable atom witness / composition proof
STABLEHLO_BITCAST_CONVERT,TENSOR_ML,6,STABLEHLO_OPS,stablehlo.bitcast_convert;stablehlo.bitcast_convert.bf16;stablehlo.bitcast_convert.f32;stablehlo.bitcast_convert.i32;stablehlo.bitcast_convert.i8,false,no complete observable atom witness / composition proof
LLVM_VP_FABS,VECTOR,2,LLVM_VP,llvm.vp.fabs,false,no complete observable atom witness / composition proof
X86_RDTSC,ISA_SYSTEM,2,X86_INTRINSICS,llvm.x86.rdtsc,false,no complete observable atom witness / composition proof
GPU_SHUFFLE_XOR,CONCURRENCY,2,H5_NORMALIZED;NVVM_INTRINSICS,GPU_SHUFFLE_XOR;shfl.sync.bfly,false,no complete observable atom witness / composition proof
MLIR_OACC_COPYIN,CONCURRENCY,2,MLIR_OPENACC,acc.copyin,false,no complete observable atom witness / composition proof
COMPARE_GT,NumericFamily,5,DECOMPILER_QUOTIENT;LANGUAGE_OPERATION_HARVEST,BVSGT_NODE;BVUGT_NODE;COMPARE:GT;LLIL_CMP_SGT;LLIL_CMP_UGT,false,no complete observable atom witness / composition proof
GPU_GLOBAL_TIMER_READ,RUNTIME_CONTROL,2,H5_NORMALIZED;NVVM_INTRINSICS,GPU_GLOBAL_TIMER_READ;globaltimer,false,no complete observable atom witness / composition proof
RVV_VCPOP,VECTOR,6,RISCV_VECTOR,llvm.riscv.vcpop;llvm.riscv.vcpop_mask;llvm.riscv.vcpop_vi;llvm.riscv.vcpop_vv;llvm.riscv.vcpop_vx,false,no complete observable atom witness / composition proof
AARCH64_SME_LDR_ZA,TENSOR,6,AARCH64_SME,llvm.aarch64.sme.ldr_za;llvm.aarch64.sme.ldr_za_vg2;llvm.aarch64.sme.ldr_za_vg4;llvm.aarch64.sme.ldr_za_za32;llvm.aarch64.sme.ldr_za_za64,false,no complete observable atom witness / composition proof
TENSOR_CONTRACT,TENSOR,2,H5_NORMALIZED;SPIRV,TENSOR_CONTRACT;Tensor/cooperative matrix ops,false,no complete observable atom witness / composition proof
X86_CLFLUSHOPT,ISA_SYSTEM,2,X86_INTRINSICS,llvm.x86.clflushopt,false,no complete observable atom witness / composition proof
RVV_VLM,VECTOR_MEMORY,6,RISCV_VECTOR,llvm.riscv.vlm;llvm.riscv.vlm_mask;llvm.riscv.vlm_vi;llvm.riscv.vlm_vv;llvm.riscv.vlm_vx,false,no complete observable atom witness / composition proof
GPU_BLOCK_DIM_Z,CONCURRENCY,2,H5_NORMALIZED;NVVM_INTRINSICS,GPU_BLOCK_DIM_Z;ntid.z,false,no complete observable atom witness / composition proof
IL_UNBOX_VALUE,OBJECT,2,DOTNET_IL;H5_NORMALIZED,IL_UNBOX_VALUE;unbox.any,false,no complete observable atom witness / composition proof
LLVM_VP_REDUCE_OR,VECTOR_REDUCTION,2,LLVM_VP,llvm.vp.reduce_or,false,no complete observable atom witness / composition proof
AARCH64_SVE_CLS,VECTOR,12,AARCH64_SVE,llvm.aarch64.sve.cls;llvm.aarch64.sve.cls.f16;llvm.aarch64.sve.cls.f32;llvm.aarch64.sve.cls.f64;llvm.aarch64.sve.cls.i16;llvm.aarch64.sve.cls.i32;llvm.aarch64.sve.cls.i64;llvm.aarch64.sve.cls.i8;llvm.aarch64.sve.cls_m;llvm.aarch64.sve.cls_x;llvm.aarch64.sve.cls_z,false,no complete observable atom witness / composition proof
MLIR_LINALG_WINOGRAD_OUTPUT_TRANSFORM,TENSOR_ALGEBRA,2,MLIR_LINALG,linalg.winograd_output_transform,false,no complete observable atom witness / composition proof
STABLEHLO_REDUCE,TENSOR_ML,6,STABLEHLO_OPS,stablehlo.reduce;stablehlo.reduce.bf16;stablehlo.reduce.f32;stablehlo.reduce.i32;stablehlo.reduce.i8,false,no complete observable atom witness / composition proof
NUMERIC_SHIFT_OR_ROTATE,NumericFamily,1,DECOMPILER_QUOTIENT,INT_RIGHT,false,no complete observable atom witness / composition proof
AARCH64_SVE_MIN,VECTOR,12,AARCH64_SVE,llvm.aarch64.sve.min;llvm.aarch64.sve.min.f16;llvm.aarch64.sve.min.f32;llvm.aarch64.sve.min.f64;llvm.aarch64.sve.min.i16;llvm.aarch64.sve.min.i32;llvm.aarch64.sve.min.i64;llvm.aarch64.sve.min.i8;llvm.aarch64.sve.min_m;llvm.aarch64.sve.min_x;llvm.aarch64.sve.min_z,false,no complete observable atom witness / composition proof
ATOMIC_WAIT,CONCURRENCY,2,H5_NORMALIZED;WEBASSEMBLY,ATOMIC_WAIT;memory.atomic.wait32/wait64,false,no complete observable atom witness / composition proof
HEXAGON_HVX_VCMP_GTU,VECTOR,2,HEXAGON_HVX,llvm.hexagon.vcmp_gtu,false,no complete observable atom witness / composition proof
MLIR_SHAPE_MEET,SHAPE,2,MLIR_SHAPE,shape.meet,false,no complete observable atom witness / composition proof
LLVM_VP_STRIDED_LOAD,VECTOR_MEMORY,2,LLVM_VP,llvm.vp.strided_load,false,no complete observable atom witness / composition proof
LLVM_VP_REDUCE_MUL,VECTOR_REDUCTION,2,LLVM_VP,llvm.vp.reduce_mul,false,no complete observable atom witness / composition proof
STABLEHLO_DYNAMIC_PAD,TENSOR_ML,6,STABLEHLO_OPS,stablehlo.dynamic_pad;stablehlo.dynamic_pad.bf16;stablehlo.dynamic_pad.f32;stablehlo.dynamic_pad.i32;stablehlo.dynamic_pad.i8,false,no complete observable atom witness / composition proof
STABLEHLO_COMPOSITE,TENSOR_ML,6,STABLEHLO_OPS,stablehlo.composite;stablehlo.composite.bf16;stablehlo.composite.f32;stablehlo.composite.i32;stablehlo.composite.i8,false,no complete observable atom witness / composition proof
HEXAGON_HVX_CIRCULAR_LOAD,VECTOR_MEMORY,2,HEXAGON_HVX,llvm.hexagon.circular_load,false,no complete observable atom witness / composition proof
EXP2,ARITHMETIC,2,H5_NORMALIZED;MLIR_MATH,EXP2;math.exp2,false,no complete observable atom witness / composition proof
STABLEHLO_UNIFORM_QUANTIZE,TENSOR_ML,6,STABLEHLO_OPS,stablehlo.uniform_quantize;stablehlo.uniform_quantize.bf16;stablehlo.uniform_quantize.f32;stablehlo.uniform_quantize.i32;stablehlo.uniform_quantize.i8,false,no complete observable atom witness / composition proof
SUBGROUP_BROADCAST,CONCURRENCY,2,H5_NORMALIZED;SPIRV,SUBGROUP_BROADCAST;subgroup/group-nonuniform broadcast,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_WORD_UNARY,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,WORD_UNARY,false,no complete observable atom witness / composition proof
X86_LFENCE,ISA_SYSTEM,2,X86_INTRINSICS,llvm.x86.lfence,false,no complete observable atom witness / composition proof
STABLEHLO_REDUCE_SCATTER,DISTRIBUTED,6,STABLEHLO_OPS,stablehlo.reduce_scatter;stablehlo.reduce_scatter.bf16;stablehlo.reduce_scatter.f32;stablehlo.reduce_scatter.i32;stablehlo.reduce_scatter.i8,false,no complete observable atom witness / composition proof
AARCH64_SVE_ASR,VECTOR,12,AARCH64_SVE,llvm.aarch64.sve.asr;llvm.aarch64.sve.asr.f16;llvm.aarch64.sve.asr.f32;llvm.aarch64.sve.asr.f64;llvm.aarch64.sve.asr.i16;llvm.aarch64.sve.asr.i32;llvm.aarch64.sve.asr.i64;llvm.aarch64.sve.asr.i8;llvm.aarch64.sve.asr_m;llvm.aarch64.sve.asr_x;llvm.aarch64.sve.asr_z,false,no complete observable atom witness / composition proof
MLIR_COMPLEX_LOG,COMPLEX,2,MLIR_COMPLEX,complex.log,false,no complete observable atom witness / composition proof
LLVM_VP_REDUCE_AND,VECTOR_REDUCTION,2,LLVM_VP,llvm.vp.reduce_and,false,no complete observable atom witness / composition proof
RVV_VFMSAC,VECTOR,6,RISCV_VECTOR,llvm.riscv.vfmsac;llvm.riscv.vfmsac_mask;llvm.riscv.vfmsac_vi;llvm.riscv.vfmsac_vv;llvm.riscv.vfmsac_vx,false,no complete observable atom witness / composition proof
RVV_VWMACCSU,VECTOR,6,RISCV_VECTOR,llvm.riscv.vwmaccsu;llvm.riscv.vwmaccsu_mask;llvm.riscv.vwmaccsu_vi;llvm.riscv.vwmaccsu_vv;llvm.riscv.vwmaccsu_vx,false,no complete observable atom witness / composition proof
JS_INTRINSIC_CALL,FUNCTION,2,H5_NORMALIZED;V8_IGNITION,InvokeIntrinsic;JS_INTRINSIC_CALL,false,no complete observable atom witness / composition proof
BIT_UNZIP,BITWISE,2,H5_NORMALIZED;RISCV_ISA,BIT_UNZIP;unzip,false,no complete observable atom witness / composition proof
KEEPALIVE,OWNERSHIP,1,H5_NORMALIZED,KEEPALIVE,false,no complete observable atom witness / composition proof
AARCH64_SVE_REVH,VECTOR,12,AARCH64_SVE,llvm.aarch64.sve.revh;llvm.aarch64.sve.revh.f16;llvm.aarch64.sve.revh.f32;llvm.aarch64.sve.revh.f64;llvm.aarch64.sve.revh.i16;llvm.aarch64.sve.revh.i32;llvm.aarch64.sve.revh.i64;llvm.aarch64.sve.revh.i8;llvm.aarch64.sve.revh_m;llvm.aarch64.sve.revh_x;llvm.aarch64.sve.revh_z,false,no complete observable atom witness / composition proof
GPU_LANE_ID,CONCURRENCY,2,H5_NORMALIZED;NVVM_INTRINSICS,GPU_LANE_ID;laneid,false,no complete observable atom witness / composition proof
VECTOR_MASK_COUNT,VECTOR,2,H5_NORMALIZED;HOTSPOT_C2,VECTOR_MASK_COUNT;VectorMaskTrueCount,false,no complete observable atom witness / composition proof
TOSA_POW,TENSOR_ML,6,MLIR_TOSA,tosa.pow;tosa.pow.bf16;tosa.pow.f32;tosa.pow.i32;tosa.pow.i8,false,no complete observable atom witness / composition proof
TOSA_WHILE_LOOP,TENSOR_ML,6,MLIR_TOSA,tosa.while_loop;tosa.while_loop.bf16;tosa.while_loop.f32;tosa.while_loop.i32;tosa.while_loop.i8,false,no complete observable atom witness / composition proof
STABLEHLO_CONVOLUTION,TENSOR_ALGEBRA,6,STABLEHLO_OPS,stablehlo.convolution;stablehlo.convolution.bf16;stablehlo.convolution.f32;stablehlo.convolution.i32;stablehlo.convolution.i8,false,no complete observable atom witness / composition proof
MLIR_LINALG_BATCH_MATVEC,TENSOR_ALGEBRA,2,MLIR_LINALG,linalg.batch_matvec,false,no complete observable atom witness / composition proof
RVV_VMACC,VECTOR,6,RISCV_VECTOR,llvm.riscv.vmacc;llvm.riscv.vmacc_mask;llvm.riscv.vmacc_vi;llvm.riscv.vmacc_vv;llvm.riscv.vmacc_vx,false,no complete observable atom witness / composition proof
MLIR_TENSOR_PAD,TENSOR,2,MLIR_TENSOR,tensor.pad,false,no complete observable atom witness / composition proof
MLIR_TENSOR_SPLAT,TENSOR,2,MLIR_TENSOR,tensor.splat,false,no complete observable atom witness / composition proof
MLIR_SHAPE_INDEX_TO_SIZE,SHAPE,2,MLIR_SHAPE,shape.index_to_size,false,no complete observable atom witness / composition proof
MEMORY_MOVE,BINDING_MEMORY,1,H5_NORMALIZED,MEMORY_MOVE,false,no complete observable atom witness / composition proof
AARCH64_SVE_FMINNM,VECTOR,12,AARCH64_SVE,llvm.aarch64.sve.fminnm;llvm.aarch64.sve.fminnm.f16;llvm.aarch64.sve.fminnm.f32;llvm.aarch64.sve.fminnm.f64;llvm.aarch64.sve.fminnm.i16;llvm.aarch64.sve.fminnm.i32;llvm.aarch64.sve.fminnm.i64;llvm.aarch64.sve.fminnm.i8;llvm.aarch64.sve.fminnm_m;llvm.aarch64.sve.fminnm_x;llvm.aarch64.sve.fminnm_z,false,no complete observable atom witness / composition proof
X86_SHA1_MSG2,CRYPTO,6,X86_INTRINSICS,llvm.x86.sha1msg2;llvm.x86.sha1msg2.128;llvm.x86.sha1msg2.256;llvm.x86.sha1msg2.512;llvm.x86.sha1msg2.mask,false,no complete observable atom witness / composition proof
RVV_VWSUB,VECTOR,6,RISCV_VECTOR,llvm.riscv.vwsub;llvm.riscv.vwsub_mask;llvm.riscv.vwsub_vi;llvm.riscv.vwsub_vv;llvm.riscv.vwsub_vx,false,no complete observable atom witness / composition proof
AMDGPU_DISPATCH_PTR,BINDING_MEMORY,2,AMDGPU_INTRINSICS;H5_NORMALIZED,AMDGPU_DISPATCH_PTR;amdgcn_dispatch_ptr,false,no complete observable atom witness / composition proof
MLIR_COMPLEX_RSQRT,COMPLEX,2,MLIR_COMPLEX,complex.rsqrt,false,no complete observable atom witness / composition proof
MLIR_COMPLEX_POW,COMPLEX,2,MLIR_COMPLEX,complex.pow,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_TAGGED_BITCAST,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,TAGGED_BITCAST,false,no complete observable atom witness / composition proof
RVV_VREDMINU,VECTOR_REDUCTION,6,RISCV_VECTOR,llvm.riscv.vredminu;llvm.riscv.vredminu_mask;llvm.riscv.vredminu_vi;llvm.riscv.vredminu_vv;llvm.riscv.vredminu_vx,false,no complete observable atom witness / composition proof
STABLEHLO_IMAG,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,stablehlo.imag;stablehlo.imag.bf16;stablehlo.imag.f32;stablehlo.imag.i32;stablehlo.imag.i8,false,no complete observable atom witness / composition proof
GPU_BLOCK_DIM_X,CONCURRENCY,2,H5_NORMALIZED;NVVM_INTRINSICS,GPU_BLOCK_DIM_X;ntid.x,false,no complete observable atom witness / composition proof
CONTROL_RETURN_OR_LEAVE,ControlFamily,1,DECOMPILER_QUOTIENT,Leave,false,no complete observable atom witness / composition proof
ATAN2,ARITHMETIC,2,H5_NORMALIZED;MLIR_MATH,ATAN2;math.atan2,false,no complete observable atom witness / composition proof
