feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,kotlin.nullable_type,kotlin.null_safety_flow,kotlin.safe_call,kotlin.elvis_operator,kotlin.non_null_assertion,kotlin.smart_cast,kotlin.platform_flexible_type,kotlin.definitely_non_null_type,kotlin.intersection_type,kotlin.captured_type,kotlin.type_alias,kotlin.variance_in_out,kotlin.star_projection,kotlin.generic_where_constraints,kotlin.type_inference_constraint_system,kotlin.builder_inference,kotlin.reified_type_parameter,kotlin.function_type,kotlin.receiver_function_type,kotlin.suspend_function_type,kotlin.unit_type,kotlin.nothing_type,kotlin.unsigned_integer_types,kotlin.value_class,kotlin.data_class,kotlin.sealed_class_interface,kotlin.enum_entry_semantics,kotlin.object_singleton,kotlin.companion_object,kotlin.extension_function_property,kotlin.delegated_property,kotlin.backing_field_accessor,kotlin.constructor_init_order,kotlin.internal_visibility,kotlin.annotation_use_site,kotlin.context_receivers_parameters,kotlin.operator_overloading,kotlin.infix_function,kotlin.named_arguments,kotlin.default_arguments,kotlin.vararg_spread,kotlin.trailing_lambda,kotlin.implicit_receiver_tower,kotlin.overload_resolution,kotlin.member_extension_resolution,kotlin.sam_conversion,kotlin.callable_reference,kotlin.reflection_kclass,kotlin.destructuring_component,kotlin.when_expression,kotlin.when_exhaustiveness,kotlin.range_progression_iteration,kotlin.labeled_control_flow,kotlin.nonlocal_return,kotlin.try_expression,kotlin.exception_throw_catch_finally,kotlin.inline_function,kotlin.crossinline_noinline,kotlin.contracts_dsl,kotlin.calls_in_place_effect,kotlin.returns_implies_effect,kotlin.suspend_resume,kotlin.continuation_state_machine,kotlin.coroutine_suspension_points,kotlin.suspend_lambda,kotlin.expect_actual,kotlin.jvm_boxing_unboxing,kotlin.java_nullability_enhancement,kotlin.jvm_signature_mangling,kotlin.js_dynamic_external,kotlin.native_c_objc_interop,kotlin.klib_metadata,kotlin.fir_semantic_resolution,kotlin.fir_data_flow,kotlin.fir_to_ir,kotlin.ir_semantics,kotlin.jvm_backend_lowering,kotlin.js_backend_lowering,kotlin.native_backend_lowering,kotlin.wasm_backend_lowering,kotlin.compiler_plugin_extension_points,kotlin.const_evaluation
kotlin.context_receivers_parameters,0.001248,0.000099,0.001139,0.001501,0.001194,0.000003,0.008309,0.001120,0.001194,0.000113,0.000111,0.001254,0.002580,0.001194,0.000003,0.008309,0.001165,0.000111,0.000111,0.001194,0.004625,0.000113,0.000087,0.000159,0.008309,0.000087,0.001179,0.000099,0.000113,0.000113,0.004590,0.001501,0.001179,0.004700,0.001501,0.000099,0.000113,0.001143,0.000113,0.008309,0.001139,0.008309,0.000099,0.000111,0.001179,0.002564,0.001194,0.001155,0.001194,0.001194,0.000003,0.000111,0.001179,0.001139,0.001501,0.001254,0.000003,0.008309,0.000099,0.002677,0.000099,0.000111,0.001389,0.001501,0.001179,0.004684,0.001143,0.001501,0.001501,0.001501,0.001501,0.001501,0.000099,0.001501,0.000159,0.000113,0.002618,0.001139,0.002618,0.001139,0.008309,0.001501,0.000113,0.002618,0.000003,0.000003,0.000087,0.000099,0.001139,0.001501,0.001501,0.001194,0.001501,0.001179,0.004625,0.008309,0.000113,0.001143,0.001836,0.001836,0.001836,0.001836,0.001836,0.001836,0.001836,0.001836,0.003291,0.003291,0.003291,0.003291,0.003291,0.003291,0.003291,0.003291,0.003291,0.003291,0.003291,0.003291,0.003291,0.003291,0.003291,0.011933,0.011933,0.011933,0.011933,0.011933,0.011933,0.011933,0.011933,0.011933,0.011933,0.011933,0.011933,1.001959,0.004161,0.004161,0.004161,0.004161,0.004161,0.004161,0.004161,0.004161,0.004161,0.004161,0.004161,0.004161,0.004161,0.001026,0.001026,0.002108,0.001026,0.001825,0.000086,0.000086,0.001825,0.001825,0.001808,0.001808,0.001808,0.000138,0.000138,0.000138,0.000138,0.001980,0.001910,0.001980,0.001910,0.001980,0.001980,0.001980,0.000879,0.000879,0.000879,0.000879,0.000879,0.000879,0.000879,0.000879,0.000879,0.001808
kotlin.operator_overloading,0.003023,0.000217,0.002877,0.002076,0.002910,0.000038,0.002101,0.002847,0.002910,0.000999,0.000129,0.005785,0.001844,0.002910,0.000038,0.002101,0.002863,0.000129,0.000129,0.002910,0.002048,0.000999,0.000938,0.003057,0.002101,0.000938,0.000113,0.000217,0.000999,0.000999,0.002001,0.002076,0.000113,0.002137,0.002076,0.000217,0.000999,0.002898,0.000999,0.002101,0.002877,0.002101,0.000217,0.000129,0.000113,0.001881,0.002910,0.002912,0.002910,0.002910,0.000038,0.000129,0.000113,0.002877,0.002076,0.005785,0.000038,0.002101,0.000217,0.004752,0.000217,0.000129,0.001989,0.002076,0.000113,0.004920,0.002898,0.002076,0.002076,0.002076,0.002076,0.002076,0.000217,0.002076,0.003057,0.000999,0.001895,0.002877,0.001895,0.002877,0.002101,0.002076,0.000999,0.001895,0.000038,0.000038,0.000938,0.000217,0.002877,0.002076,0.002076,0.002910,0.002076,0.000113,0.002048,0.002101,0.000999,0.002898,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,1.001547,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.002362,0.002362,0.003645,0.002362,0.002120,0.000816,0.000816,0.002120,0.002120,0.002087,0.002087,0.002087,0.001318,0.001318,0.001318,0.001318,0.001457,0.001391,0.001457,0.001391,0.001457,0.001457,0.001457,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.002087
kotlin.infix_function,0.003023,0.000217,0.002877,0.002076,0.002910,0.000038,0.002101,0.002847,0.002910,0.000999,0.000129,0.005785,0.001844,0.002910,0.000038,0.002101,0.002863,0.000129,0.000129,0.002910,0.002048,0.000999,0.000938,0.003057,0.002101,0.000938,0.000113,0.000217,0.000999,0.000999,0.002001,0.002076,0.000113,0.002137,0.002076,0.000217,0.000999,0.002898,0.000999,0.002101,0.002877,0.002101,0.000217,0.000129,0.000113,0.001881,0.002910,0.002912,0.002910,0.002910,0.000038,0.000129,0.000113,0.002877,0.002076,0.005785,0.000038,0.002101,0.000217,0.004752,0.000217,0.000129,0.001989,0.002076,0.000113,0.004920,0.002898,0.002076,0.002076,0.002076,0.002076,0.002076,0.000217,0.002076,0.003057,0.000999,0.001895,0.002877,0.001895,0.002877,0.002101,0.002076,0.000999,0.001895,0.000038,0.000038,0.000938,0.000217,0.002877,0.002076,0.002076,0.002910,0.002076,0.000113,0.002048,0.002101,0.000999,0.002898,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.009640,1.001547,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.002362,0.002362,0.003645,0.002362,0.002120,0.000816,0.000816,0.002120,0.002120,0.002087,0.002087,0.002087,0.001318,0.001318,0.001318,0.001318,0.001457,0.001391,0.001457,0.001391,0.001457,0.001457,0.001457,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.002087
kotlin.named_arguments,0.003023,0.000217,0.002877,0.002076,0.002910,0.000038,0.002101,0.002847,0.002910,0.000999,0.000129,0.005785,0.001844,0.002910,0.000038,0.002101,0.002863,0.000129,0.000129,0.002910,0.002048,0.000999,0.000938,0.003057,0.002101,0.000938,0.000113,0.000217,0.000999,0.000999,0.002001,0.002076,0.000113,0.002137,0.002076,0.000217,0.000999,0.002898,0.000999,0.002101,0.002877,0.002101,0.000217,0.000129,0.000113,0.001881,0.002910,0.002912,0.002910,0.002910,0.000038,0.000129,0.000113,0.002877,0.002076,0.005785,0.000038,0.002101,0.000217,0.004752,0.000217,0.000129,0.001989,0.002076,0.000113,0.004920,0.002898,0.002076,0.002076,0.002076,0.002076,0.002076,0.000217,0.002076,0.003057,0.000999,0.001895,0.002877,0.001895,0.002877,0.002101,0.002076,0.000999,0.001895,0.000038,0.000038,0.000938,0.000217,0.002877,0.002076,0.002076,0.002910,0.002076,0.000113,0.002048,0.002101,0.000999,0.002898,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.009640,0.009640,1.001547,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.002362,0.002362,0.003645,0.002362,0.002120,0.000816,0.000816,0.002120,0.002120,0.002087,0.002087,0.002087,0.001318,0.001318,0.001318,0.001318,0.001457,0.001391,0.001457,0.001391,0.001457,0.001457,0.001457,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.002087
kotlin.default_arguments,0.003023,0.000217,0.002877,0.002076,0.002910,0.000038,0.002101,0.002847,0.002910,0.000999,0.000129,0.005785,0.001844,0.002910,0.000038,0.002101,0.002863,0.000129,0.000129,0.002910,0.002048,0.000999,0.000938,0.003057,0.002101,0.000938,0.000113,0.000217,0.000999,0.000999,0.002001,0.002076,0.000113,0.002137,0.002076,0.000217,0.000999,0.002898,0.000999,0.002101,0.002877,0.002101,0.000217,0.000129,0.000113,0.001881,0.002910,0.002912,0.002910,0.002910,0.000038,0.000129,0.000113,0.002877,0.002076,0.005785,0.000038,0.002101,0.000217,0.004752,0.000217,0.000129,0.001989,0.002076,0.000113,0.004920,0.002898,0.002076,0.002076,0.002076,0.002076,0.002076,0.000217,0.002076,0.003057,0.000999,0.001895,0.002877,0.001895,0.002877,0.002101,0.002076,0.000999,0.001895,0.000038,0.000038,0.000938,0.000217,0.002877,0.002076,0.002076,0.002910,0.002076,0.000113,0.002048,0.002101,0.000999,0.002898,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.009640,0.009640,0.009640,1.001547,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.002362,0.002362,0.003645,0.002362,0.002120,0.000816,0.000816,0.002120,0.002120,0.002087,0.002087,0.002087,0.001318,0.001318,0.001318,0.001318,0.001457,0.001391,0.001457,0.001391,0.001457,0.001457,0.001457,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.002087
kotlin.vararg_spread,0.003023,0.000217,0.002877,0.002076,0.002910,0.000038,0.002101,0.002847,0.002910,0.000999,0.000129,0.005785,0.001844,0.002910,0.000038,0.002101,0.002863,0.000129,0.000129,0.002910,0.002048,0.000999,0.000938,0.003057,0.002101,0.000938,0.000113,0.000217,0.000999,0.000999,0.002001,0.002076,0.000113,0.002137,0.002076,0.000217,0.000999,0.002898,0.000999,0.002101,0.002877,0.002101,0.000217,0.000129,0.000113,0.001881,0.002910,0.002912,0.002910,0.002910,0.000038,0.000129,0.000113,0.002877,0.002076,0.005785,0.000038,0.002101,0.000217,0.004752,0.000217,0.000129,0.001989,0.002076,0.000113,0.004920,0.002898,0.002076,0.002076,0.002076,0.002076,0.002076,0.000217,0.002076,0.003057,0.000999,0.001895,0.002877,0.001895,0.002877,0.002101,0.002076,0.000999,0.001895,0.000038,0.000038,0.000938,0.000217,0.002877,0.002076,0.002076,0.002910,0.002076,0.000113,0.002048,0.002101,0.000999,0.002898,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.009640,0.009640,0.009640,0.009640,1.001547,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.002362,0.002362,0.003645,0.002362,0.002120,0.000816,0.000816,0.002120,0.002120,0.002087,0.002087,0.002087,0.001318,0.001318,0.001318,0.001318,0.001457,0.001391,0.001457,0.001391,0.001457,0.001457,0.001457,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.002087
kotlin.trailing_lambda,0.003023,0.000217,0.002877,0.002076,0.002910,0.000038,0.002101,0.002847,0.002910,0.000999,0.000129,0.005785,0.001844,0.002910,0.000038,0.002101,0.002863,0.000129,0.000129,0.002910,0.002048,0.000999,0.000938,0.003057,0.002101,0.000938,0.000113,0.000217,0.000999,0.000999,0.002001,0.002076,0.000113,0.002137,0.002076,0.000217,0.000999,0.002898,0.000999,0.002101,0.002877,0.002101,0.000217,0.000129,0.000113,0.001881,0.002910,0.002912,0.002910,0.002910,0.000038,0.000129,0.000113,0.002877,0.002076,0.005785,0.000038,0.002101,0.000217,0.004752,0.000217,0.000129,0.001989,0.002076,0.000113,0.004920,0.002898,0.002076,0.002076,0.002076,0.002076,0.002076,0.000217,0.002076,0.003057,0.000999,0.001895,0.002877,0.001895,0.002877,0.002101,0.002076,0.000999,0.001895,0.000038,0.000038,0.000938,0.000217,0.002877,0.002076,0.002076,0.002910,0.002076,0.000113,0.002048,0.002101,0.000999,0.002898,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.009640,0.009640,0.009640,0.009640,0.009640,1.001547,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.002362,0.002362,0.003645,0.002362,0.002120,0.000816,0.000816,0.002120,0.002120,0.002087,0.002087,0.002087,0.001318,0.001318,0.001318,0.001318,0.001457,0.001391,0.001457,0.001391,0.001457,0.001457,0.001457,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.002087
kotlin.implicit_receiver_tower,0.003023,0.000217,0.002877,0.002076,0.002910,0.000038,0.002101,0.002847,0.002910,0.000999,0.000129,0.005785,0.001844,0.002910,0.000038,0.002101,0.002863,0.000129,0.000129,0.002910,0.002048,0.000999,0.000938,0.003057,0.002101,0.000938,0.000113,0.000217,0.000999,0.000999,0.002001,0.002076,0.000113,0.002137,0.002076,0.000217,0.000999,0.002898,0.000999,0.002101,0.002877,0.002101,0.000217,0.000129,0.000113,0.001881,0.002910,0.002912,0.002910,0.002910,0.000038,0.000129,0.000113,0.002877,0.002076,0.005785,0.000038,0.002101,0.000217,0.004752,0.000217,0.000129,0.001989,0.002076,0.000113,0.004920,0.002898,0.002076,0.002076,0.002076,0.002076,0.002076,0.000217,0.002076,0.003057,0.000999,0.001895,0.002877,0.001895,0.002877,0.002101,0.002076,0.000999,0.001895,0.000038,0.000038,0.000938,0.000217,0.002877,0.002076,0.002076,0.002910,0.002076,0.000113,0.002048,0.002101,0.000999,0.002898,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,1.001547,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.002362,0.002362,0.003645,0.002362,0.002120,0.000816,0.000816,0.002120,0.002120,0.002087,0.002087,0.002087,0.001318,0.001318,0.001318,0.001318,0.001457,0.001391,0.001457,0.001391,0.001457,0.001457,0.001457,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.002087
kotlin.overload_resolution,0.003023,0.000217,0.002877,0.002076,0.002910,0.000038,0.002101,0.002847,0.002910,0.000999,0.000129,0.005785,0.001844,0.002910,0.000038,0.002101,0.002863,0.000129,0.000129,0.002910,0.002048,0.000999,0.000938,0.003057,0.002101,0.000938,0.000113,0.000217,0.000999,0.000999,0.002001,0.002076,0.000113,0.002137,0.002076,0.000217,0.000999,0.002898,0.000999,0.002101,0.002877,0.002101,0.000217,0.000129,0.000113,0.001881,0.002910,0.002912,0.002910,0.002910,0.000038,0.000129,0.000113,0.002877,0.002076,0.005785,0.000038,0.002101,0.000217,0.004752,0.000217,0.000129,0.001989,0.002076,0.000113,0.004920,0.002898,0.002076,0.002076,0.002076,0.002076,0.002076,0.000217,0.002076,0.003057,0.000999,0.001895,0.002877,0.001895,0.002877,0.002101,0.002076,0.000999,0.001895,0.000038,0.000038,0.000938,0.000217,0.002877,0.002076,0.002076,0.002910,0.002076,0.000113,0.002048,0.002101,0.000999,0.002898,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,1.001547,0.009640,0.009640,0.009640,0.009640,0.009640,0.002362,0.002362,0.003645,0.002362,0.002120,0.000816,0.000816,0.002120,0.002120,0.002087,0.002087,0.002087,0.001318,0.001318,0.001318,0.001318,0.001457,0.001391,0.001457,0.001391,0.001457,0.001457,0.001457,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.002087
kotlin.member_extension_resolution,0.003023,0.000217,0.002877,0.002076,0.002910,0.000038,0.002101,0.002847,0.002910,0.000999,0.000129,0.005785,0.001844,0.002910,0.000038,0.002101,0.002863,0.000129,0.000129,0.002910,0.002048,0.000999,0.000938,0.003057,0.002101,0.000938,0.000113,0.000217,0.000999,0.000999,0.002001,0.002076,0.000113,0.002137,0.002076,0.000217,0.000999,0.002898,0.000999,0.002101,0.002877,0.002101,0.000217,0.000129,0.000113,0.001881,0.002910,0.002912,0.002910,0.002910,0.000038,0.000129,0.000113,0.002877,0.002076,0.005785,0.000038,0.002101,0.000217,0.004752,0.000217,0.000129,0.001989,0.002076,0.000113,0.004920,0.002898,0.002076,0.002076,0.002076,0.002076,0.002076,0.000217,0.002076,0.003057,0.000999,0.001895,0.002877,0.001895,0.002877,0.002101,0.002076,0.000999,0.001895,0.000038,0.000038,0.000938,0.000217,0.002877,0.002076,0.002076,0.002910,0.002076,0.000113,0.002048,0.002101,0.000999,0.002898,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,1.001547,0.009640,0.009640,0.009640,0.009640,0.002362,0.002362,0.003645,0.002362,0.002120,0.000816,0.000816,0.002120,0.002120,0.002087,0.002087,0.002087,0.001318,0.001318,0.001318,0.001318,0.001457,0.001391,0.001457,0.001391,0.001457,0.001457,0.001457,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.002087
kotlin.sam_conversion,0.003023,0.000217,0.002877,0.002076,0.002910,0.000038,0.002101,0.002847,0.002910,0.000999,0.000129,0.005785,0.001844,0.002910,0.000038,0.002101,0.002863,0.000129,0.000129,0.002910,0.002048,0.000999,0.000938,0.003057,0.002101,0.000938,0.000113,0.000217,0.000999,0.000999,0.002001,0.002076,0.000113,0.002137,0.002076,0.000217,0.000999,0.002898,0.000999,0.002101,0.002877,0.002101,0.000217,0.000129,0.000113,0.001881,0.002910,0.002912,0.002910,0.002910,0.000038,0.000129,0.000113,0.002877,0.002076,0.005785,0.000038,0.002101,0.000217,0.004752,0.000217,0.000129,0.001989,0.002076,0.000113,0.004920,0.002898,0.002076,0.002076,0.002076,0.002076,0.002076,0.000217,0.002076,0.003057,0.000999,0.001895,0.002877,0.001895,0.002877,0.002101,0.002076,0.000999,0.001895,0.000038,0.000038,0.000938,0.000217,0.002877,0.002076,0.002076,0.002910,0.002076,0.000113,0.002048,0.002101,0.000999,0.002898,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,1.001547,0.009640,0.009640,0.009640,0.002362,0.002362,0.003645,0.002362,0.002120,0.000816,0.000816,0.002120,0.002120,0.002087,0.002087,0.002087,0.001318,0.001318,0.001318,0.001318,0.001457,0.001391,0.001457,0.001391,0.001457,0.001457,0.001457,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.002087
kotlin.callable_reference,0.003023,0.000217,0.002877,0.002076,0.002910,0.000038,0.002101,0.002847,0.002910,0.000999,0.000129,0.005785,0.001844,0.002910,0.000038,0.002101,0.002863,0.000129,0.000129,0.002910,0.002048,0.000999,0.000938,0.003057,0.002101,0.000938,0.000113,0.000217,0.000999,0.000999,0.002001,0.002076,0.000113,0.002137,0.002076,0.000217,0.000999,0.002898,0.000999,0.002101,0.002877,0.002101,0.000217,0.000129,0.000113,0.001881,0.002910,0.002912,0.002910,0.002910,0.000038,0.000129,0.000113,0.002877,0.002076,0.005785,0.000038,0.002101,0.000217,0.004752,0.000217,0.000129,0.001989,0.002076,0.000113,0.004920,0.002898,0.002076,0.002076,0.002076,0.002076,0.002076,0.000217,0.002076,0.003057,0.000999,0.001895,0.002877,0.001895,0.002877,0.002101,0.002076,0.000999,0.001895,0.000038,0.000038,0.000938,0.000217,0.002877,0.002076,0.002076,0.002910,0.002076,0.000113,0.002048,0.002101,0.000999,0.002898,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,1.001547,0.009640,0.009640,0.002362,0.002362,0.003645,0.002362,0.002120,0.000816,0.000816,0.002120,0.002120,0.002087,0.002087,0.002087,0.001318,0.001318,0.001318,0.001318,0.001457,0.001391,0.001457,0.001391,0.001457,0.001457,0.001457,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.002087
kotlin.reflection_kclass,0.003023,0.000217,0.002877,0.002076,0.002910,0.000038,0.002101,0.002847,0.002910,0.000999,0.000129,0.005785,0.001844,0.002910,0.000038,0.002101,0.002863,0.000129,0.000129,0.002910,0.002048,0.000999,0.000938,0.003057,0.002101,0.000938,0.000113,0.000217,0.000999,0.000999,0.002001,0.002076,0.000113,0.002137,0.002076,0.000217,0.000999,0.002898,0.000999,0.002101,0.002877,0.002101,0.000217,0.000129,0.000113,0.001881,0.002910,0.002912,0.002910,0.002910,0.000038,0.000129,0.000113,0.002877,0.002076,0.005785,0.000038,0.002101,0.000217,0.004752,0.000217,0.000129,0.001989,0.002076,0.000113,0.004920,0.002898,0.002076,0.002076,0.002076,0.002076,0.002076,0.000217,0.002076,0.003057,0.000999,0.001895,0.002877,0.001895,0.002877,0.002101,0.002076,0.000999,0.001895,0.000038,0.000038,0.000938,0.000217,0.002877,0.002076,0.002076,0.002910,0.002076,0.000113,0.002048,0.002101,0.000999,0.002898,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.004026,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003396,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.003370,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,0.009640,1.001547,0.009640,0.002362,0.002362,0.003645,0.002362,0.002120,0.000816,0.000816,0.002120,0.002120,0.002087,0.002087,0.002087,0.001318,0.001318,0.001318,0.001318,0.001457,0.001391,0.001457,0.001391,0.001457,0.001457,0.001457,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.001377,0.002087
