language_id,language_name,semantic_axis,summary_value,evidence_status,source_ids,notes
r,R,sum_variant_model,no native algebraic DU,SUPPORTED_SUMMARY,R_LANG,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
r,R,operator_overloading,operators are functions/generics and can be extended in class systems,SUPPORTED_SUMMARY,R_LANG,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
r,R,lazy_evaluation,function arguments are lazy promises,SUPPORTED_SUMMARY,R_LANG,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
r,R,undefined_unspecified_behavior,implementation/native extensions can have low-level hazards; language definition emphasizes higher-level semantics,SUPPORTED_SUMMARY,R_LANG,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
r,R,iteration_generator_model,vectorized iteration + apply-family; no core generator syntax,SUPPORTED_SUMMARY,R_LANG,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
r,R,numeric_overflow_model,integer overflow can yield NA/warnings; numeric semantics include IEEE double and NA propagation,SUPPORTED_SUMMARY,R_LANG,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,typing_discipline,static,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,type_identity_and_subtyping,nominal ADTs/traits + parametric types,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,type_inference,strong local/generic inference,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,null_absence_model,references are non-null; Option<T> models absence,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,value_reference_model,values with moves/copies + references,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,parameter_passing,arguments are values; references are explicit types,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,scoping,lexical scope,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,evaluation_order,specified left-to-right operand evaluation for the broad expression classes defined by the Reference,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,dispatch_model,static dispatch by monomorphization + dynamic trait-object dispatch,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,generics_parametric,generics + traits + associated types/const generics,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,pattern_matching,exhaustive match/if let/let-else patterns,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,error_exception_model,"Result/Option for recoverable errors; panic for unrecoverable paths, no exceptions",SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,cleanup_resource_model,Drop/RAII; ? propagation,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,memory_management,ownership-based deterministic destruction; no tracing GC,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,ownership_aliasing,"ownership, moves, borrowing, lifetimes",SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,lifetime_model,lexical/non-lexical lifetime analysis + Drop,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,concurrency_model,"threads, Send/Sync ecosystem",SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,async_coroutine_model,async/await → Future state machines,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,atomics_memory_model,atomics + formal memory/UB work; detailed model evolving,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,metaprogramming,declarative/procedural macros + const evaluation,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,reflection_introspection,limited runtime reflection; compile-time type system is primary,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,module_namespace_model,modules/crates,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,ffi_model,extern ABI and C interop,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,object_model,structs/enums/traits; no inheritance classes,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,sum_variant_model,native tagged enum algebraic data types,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,operator_overloading,operator traits,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,lazy_evaluation,eager except explicit iterators/futures,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,undefined_unspecified_behavior,explicit undefined-behavior model especially for unsafe code; safe Rust aims to exclude UB,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,iteration_generator_model,Iterator + generators/coroutines evolving + async futures,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
rust,Rust,numeric_overflow_model,overflow checks are profile/configuration dependent; wrapping/checked/saturating APIs explicit,SUPPORTED_SUMMARY,RUST_REF,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,typing_discipline,static,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,type_identity_and_subtyping,nominal types/protocol conformances + generics,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,type_inference,strong local/contextual inference,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,null_absence_model,Optional<T> provides type-level absence/null safety,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,value_reference_model,struct/enum value semantics; class reference semantics,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,parameter_passing,by value by default; inout for caller mutation,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,scoping,lexical scope,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,evaluation_order,"construct-specific; argument order is syntactically fixed, but use official rules per construct rather than assuming C semantics",SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,dispatch_model,overload resolution + protocol/class dynamic dispatch,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,generics_parametric,generics + protocols + associated types,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,pattern_matching,"switch patterns, optional binding, enum associated-value patterns",SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,error_exception_model,throws/try/catch,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,cleanup_resource_model,"defer + do/catch; ARC releases resources, explicit cleanup APIs as needed",SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,memory_management,automatic reference counting for class instances; value types copied/moved with optimization,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,ownership_aliasing,exclusive-access rules; borrowing/consuming/noncopyable ownership semantics are language-defined,SUPPORTED_SUMMARY,SWIFT_BOOK;SWIFT_DECL;SWIFT_SIL,Current official Swift documents define borrowing/consuming ownership forms; SIL provides compiler-level semantic detail.
swift,Swift,lifetime_model,ARC/object lifetime + deinit; value lifetimes and ownership are compiler-checked with borrowing/consuming forms,SUPPORTED_SUMMARY,SWIFT_BOOK;SWIFT_DECL;SWIFT_SIL,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,concurrency_model,"structured concurrency, tasks, actors",SUPPORTED_SUMMARY,SWIFT_BOOK;SWIFT_COMP,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,async_coroutine_model,async/await + AsyncSequence,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,atomics_memory_model,actor isolation/data-race safety; atomics are mostly library-level,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,metaprogramming,macros (modern Swift),SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,reflection_introspection,Mirror/runtime metadata plus compiler semantic info,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,module_namespace_model,modules/imports,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,ffi_model,C/Objective-C interop via Clang importer,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,object_model,structs/classes/enums/protocols/actors,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,sum_variant_model,native enums with associated values,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,operator_overloading,yes,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,lazy_evaluation,eager by default,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,undefined_unspecified_behavior,safe Swift prevents broad classes of UB; unsafe APIs can escape guarantees,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,iteration_generator_model,Sequence/IteratorProtocol + AsyncSequence,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
swift,Swift,numeric_overflow_model,normal arithmetic traps on overflow; explicit wrapping operators &+ etc.,SUPPORTED_SUMMARY,SWIFT_BOOK,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,typing_discipline,static,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,type_identity_and_subtyping,nominal-ish declared types with structural compile-time capabilities,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,type_inference,strong compile-time inference via result-location semantics,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,null_absence_model,optional types ?T; non-optional pointers cannot represent null normally,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,value_reference_model,values plus explicit pointers/slices,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,parameter_passing,arguments are values; pointers provide mutation/reference semantics,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,scoping,lexical scope,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,evaluation_order,not encoded here as a universal left-to-right guarantee; use construct-specific compiler/reference rules,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,dispatch_model,static/compile-time dispatch; no class virtual-dispatch model,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,generics_parametric,generic programming through comptime parameters/types,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,pattern_matching,switch supports tagged unions/optionals/error unions with payload capture,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,error_exception_model,error unions + try/catch-style error handling; no exceptions,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,cleanup_resource_model,defer and errdefer,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,memory_management,manual allocator-based memory management; no GC,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,ownership_aliasing,explicit pointers; no borrow checker; ownership conventions are explicit in APIs,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,lifetime_model,manual/lexical lifetime discipline,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,concurrency_model,threads/atomics via language/std primitives,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,async_coroutine_model,no stable async/await model in current language reference,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,atomics_memory_model,atomic builtins/orderings,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,metaprogramming,"comptime, @typeInfo, @Type and compiler builtins; no macro preprocessor",SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,reflection_introspection,primarily compile-time reflection,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,module_namespace_model,modules/imports,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,ffi_model,excellent C ABI/@cImport/extern support,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,object_model,"structs, unions, enums; no inheritance classes",SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,sum_variant_model,native tagged unions + optionals + error unions,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,operator_overloading,operator behavior mostly built-in; no general user-defined operator overloading,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,lazy_evaluation,eager except explicit comptime/lazy patterns,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,undefined_unspecified_behavior,illegal behavior/undefined behavior exists for unsafe/unchecked low-level operations,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,iteration_generator_model,for/while iteration; no universal iterator trait in core language,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
zig,Zig,numeric_overflow_model,ordinary overflow is safety-mode/operation dependent; explicit wrapping operators exist,SUPPORTED_SUMMARY,ZIG_REF;ZIG_SEMA,Summary distilled from the cited official/reference sources; verify at finer construct level before promotion into canonical UASF.
