language,repository,rule,atom_count,max_depth,symbol_ref_count,field_count,operators,operator_counts_json,symbol_refs,fields,rule_json
python,tree-sitter/tree-sitter-python,generator_expression,6,2,2,1,FIELD|SEQ|STRING|SYMBOL,"{""FIELD"":1,""SEQ"":1,""STRING"":2,""SYMBOL"":2}",_comprehension_clauses|expression,body,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""(""},{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""expression""}},{""type"":""SYMBOL"",""name"":""_comprehension_clauses""},{""type"":""STRING"",""value"":"")""}]}"
python,tree-sitter/tree-sitter-python,_comprehension_clauses,6,3,2,0,CHOICE|REPEAT|SEQ|SYMBOL,"{""CHOICE"":1,""REPEAT"":1,""SEQ"":1,""SYMBOL"":3}",for_in_clause|if_clause,,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""for_in_clause""},{""type"":""REPEAT"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""for_in_clause""},{""type"":""SYMBOL"",""name"":""if_clause""}]}}]}"
python,tree-sitter/tree-sitter-python,parenthesized_expression,7,3,2,0,CHOICE|PREC|SEQ|STRING|SYMBOL,"{""CHOICE"":1,""PREC"":1,""SEQ"":1,""STRING"":2,""SYMBOL"":2}",expression|yield,,"{""type"":""PREC"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""(""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""SYMBOL"",""name"":""yield""}]},{""type"":""STRING"",""value"":"")""}]}}"
python,tree-sitter/tree-sitter-python,_collection_elements,18,5,4,0,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":3,""REPEAT"":1,""SEQ"":3,""STRING"":2,""SYMBOL"":8}",expression|list_splat|parenthesized_list_splat|yield,,"{""type"":""SEQ"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""SYMBOL"",""name"":""yield""},{""type"":""SYMBOL"",""name"":""list_splat""},{""type"":""SYMBOL"",""name"":""parenthesized_list_splat""}]},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""SYMBOL"",""name"":""yield""},{""type"":""SYMBOL"",""name"":""list_splat""},{""type"":""SYMBOL"",""name"":""parenthesized_list_splat""}]}]}}]},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""BLANK""}]}]}"
python,tree-sitter/tree-sitter-python,for_in_clause,19,6,2,2,BLANK|CHOICE|FIELD|PREC_LEFT|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":2,""FIELD"":2,""PREC_LEFT"":1,""REPEAT"":1,""SEQ"":3,""STRING"":5,""SYMBOL"":3}",_expression_within_for_in_clause|_left_hand_side,left|right,"{""type"":""PREC_LEFT"",""value"":0,""content"":{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""async""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""for""},{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_left_hand_side""}},{""type"":""STRING"",""value"":""in""},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_expression_within_for_in_clause""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""_expression_within_for_in_clause""}]}}]}},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""BLANK""}]}]}}"
python,tree-sitter/tree-sitter-python,if_clause,3,1,1,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":1,""SYMBOL"":1}",expression,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""if""},{""type"":""SYMBOL"",""name"":""expression""}]}"
python,tree-sitter/tree-sitter-python,conditional_expression,7,2,1,0,PREC_RIGHT|SEQ|STRING|SYMBOL,"{""PREC_RIGHT"":1,""SEQ"":1,""STRING"":2,""SYMBOL"":3}",expression,,"{""type"":""PREC_RIGHT"",""value"":-1,""content"":{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""STRING"",""value"":""if""},{""type"":""SYMBOL"",""name"":""expression""},{""type"":""STRING"",""value"":""else""},{""type"":""SYMBOL"",""name"":""expression""}]}}"
python,tree-sitter/tree-sitter-python,concatenated_string,4,2,1,0,REPEAT1|SEQ|SYMBOL,"{""REPEAT1"":1,""SEQ"":1,""SYMBOL"":2}",string,,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""string""},{""type"":""REPEAT1"",""content"":{""type"":""SYMBOL"",""name"":""string""}}]}"
python,tree-sitter/tree-sitter-python,string,7,3,4,0,CHOICE|REPEAT|SEQ|SYMBOL,"{""CHOICE"":1,""REPEAT"":1,""SEQ"":1,""SYMBOL"":4}",interpolation|string_content|string_end|string_start,,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""string_start""},{""type"":""REPEAT"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""interpolation""},{""type"":""SYMBOL"",""name"":""string_content""}]}},{""type"":""SYMBOL"",""name"":""string_end""}]}"
python,tree-sitter/tree-sitter-python,string_content,7,3,4,0,CHOICE|PREC_RIGHT|REPEAT1|SYMBOL,"{""CHOICE"":1,""PREC_RIGHT"":1,""REPEAT1"":1,""SYMBOL"":4}",_not_escape_sequence|_string_content|escape_interpolation|escape_sequence,,"{""type"":""PREC_RIGHT"",""value"":0,""content"":{""type"":""REPEAT1"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""escape_interpolation""},{""type"":""SYMBOL"",""name"":""escape_sequence""},{""type"":""SYMBOL"",""name"":""_not_escape_sequence""},{""type"":""SYMBOL"",""name"":""_string_content""}]}}}"
python,tree-sitter/tree-sitter-python,interpolation,16,3,3,3,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""BLANK"":3,""CHOICE"":3,""FIELD"":3,""SEQ"":1,""STRING"":3,""SYMBOL"":3}",_f_expression|format_specifier|type_conversion,expression|format_specifier|type_conversion,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""{""},{""type"":""FIELD"",""name"":""expression"",""content"":{""type"":""SYMBOL"",""name"":""_f_expression""}},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""type_conversion"",""content"":{""type"":""SYMBOL"",""name"":""type_conversion""}},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""format_specifier"",""content"":{""type"":""SYMBOL"",""name"":""format_specifier""}},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""}""}]}"
python,tree-sitter/tree-sitter-python,_f_expression,5,1,4,0,CHOICE|SYMBOL,"{""CHOICE"":1,""SYMBOL"":4}",expression|expression_list|pattern_list|yield,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""SYMBOL"",""name"":""expression_list""},{""type"":""SYMBOL"",""name"":""pattern_list""},{""type"":""SYMBOL"",""name"":""yield""}]}"
python,tree-sitter/tree-sitter-python,escape_sequence,12,4,0,0,CHOICE|IMMEDIATE_TOKEN|PATTERN|PREC|SEQ|STRING,"{""CHOICE"":1,""IMMEDIATE_TOKEN"":1,""PATTERN"":7,""PREC"":1,""SEQ"":1,""STRING"":1}",,,"{""type"":""IMMEDIATE_TOKEN"",""content"":{""type"":""PREC"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""\\""},{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""u[a-fA-F\\d]{4}""},{""type"":""PATTERN"",""value"":""U[a-fA-F\\d]{8}""},{""type"":""PATTERN"",""value"":""x[a-fA-F\\d]{2}""},{""type"":""PATTERN"",""value"":""\\d{1,3}""},{""type"":""PATTERN"",""value"":""\\r?\\n""},{""type"":""PATTERN"",""value"":""['\""abfrntv\\\\]""},{""type"":""PATTERN"",""value"":""N\\{[^}]+\\}""}]}]}}}"
python,tree-sitter/tree-sitter-python,_not_escape_sequence,2,1,0,0,IMMEDIATE_TOKEN|STRING,"{""IMMEDIATE_TOKEN"":1,""STRING"":1}",,,"{""type"":""IMMEDIATE_TOKEN"",""content"":{""type"":""STRING"",""value"":""\\""}}"
python,tree-sitter/tree-sitter-python,format_specifier,9,5,1,0,ALIAS|CHOICE|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL|TOKEN,"{""ALIAS"":1,""CHOICE"":1,""PATTERN"":1,""PREC"":1,""REPEAT"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":1,""TOKEN"":1}",interpolation,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"":""},{""type"":""REPEAT"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""TOKEN"",""content"":{""type"":""PREC"",""value"":1,""content"":{""type"":""PATTERN"",""value"":""[^{}\\n]+""}}},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""interpolation""},""named"":true,""value"":""format_expression""}]}}]}"
python,tree-sitter/tree-sitter-python,type_conversion,1,0,0,0,PATTERN,"{""PATTERN"":1}",,,"{""type"":""PATTERN"",""value"":""![a-z]""}"
python,tree-sitter/tree-sitter-python,integer,39,5,0,0,BLANK|CHOICE|PATTERN|REPEAT1|SEQ|STRING|TOKEN,"{""BLANK"":5,""CHOICE"":10,""PATTERN"":9,""REPEAT1"":4,""SEQ"":4,""STRING"":6,""TOKEN"":1}",,,"{""type"":""TOKEN"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""0x""},{""type"":""STRING"",""value"":""0X""}]},{""type"":""REPEAT1"",""content"":{""type"":""PATTERN"",""value"":""_?[A-Fa-f0-9]+""}},{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""[Ll]""},{""type"":""BLANK""}]}]},{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""0o""},{""type"":""STRING"",""value"":""0O""}]},{""type"":""REPEAT1"",""content"":{""type"":""PATTERN"",""value"":""_?[0-7]+""}},{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""[Ll]""},{""type"":""BLANK""}]}]},{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""0b""},{""type"":""STRING"",""value"":""0B""}]},{""type"":""REPEAT1"",""content"":{""type"":""PATTERN"",""value"":""_?[0-1]+""}},{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""[Ll]""},{""type"":""BLANK""}]}]},{""type"":""SEQ"",""members"":[{""type"":""REPEAT1"",""content"":{""type"":""PATTERN"",""value"":""[0-9]+_?""}},{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""[Ll]""},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""[jJ]""},{""type"":""BLANK""}]}]}]}]}}"
python,tree-sitter/tree-sitter-python,float,41,7,0,0,BLANK|CHOICE|PATTERN|REPEAT1|SEQ|STRING|TOKEN,"{""BLANK"":5,""CHOICE"":6,""PATTERN"":12,""REPEAT1"":8,""SEQ"":7,""STRING"":2,""TOKEN"":1}",,,"{""type"":""TOKEN"",""content"":{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""REPEAT1"",""content"":{""type"":""PATTERN"",""value"":""[0-9]+_?""}},{""type"":""STRING"",""value"":"".""},{""type"":""CHOICE"",""members"":[{""type"":""REPEAT1"",""content"":{""type"":""PATTERN"",""value"":""[0-9]+_?""}},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""PATTERN"",""value"":""[eE][\\+-]?""},{""type"":""REPEAT1"",""content"":{""type"":""PATTERN"",""value"":""[0-9]+_?""}}]},{""type"":""BLANK""}]}]},{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""REPEAT1"",""content"":{""type"":""PATTERN"",""value"":""[0-9]+_?""}},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":"".""},{""type"":""REPEAT1"",""content"":{""type"":""PATTERN"",""value"":""[0-9]+_?""}},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""PATTERN"",""value"":""[eE][\\+-]?""},{""type"":""REPEAT1"",""content"":{""type"":""PATTERN"",""value"":""[0-9]+_?""}}]},{""type"":""BLANK""}]}]},{""type"":""SEQ"",""members"":[{""type"":""REPEAT1"",""content"":{""type"":""PATTERN"",""value"":""[0-9]+_?""}},{""type"":""SEQ"",""members"":[{""type"":""PATTERN"",""value"":""[eE][\\+-]?""},{""type"":""REPEAT1"",""content"":{""type"":""PATTERN"",""value"":""[0-9]+_?""}}]}]}]},{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""[jJ]""},{""type"":""BLANK""}]}]}}"
python,tree-sitter/tree-sitter-python,identifier,1,0,0,0,PATTERN,"{""PATTERN"":1}",,,"{""type"":""PATTERN"",""value"":""[_\\p{XID_Start}][_\\p{XID_Continue}]*""}"
python,tree-sitter/tree-sitter-python,keyword_identifier,12,4,0,0,ALIAS|CHOICE|PREC|STRING,"{""ALIAS"":2,""CHOICE"":3,""PREC"":1,""STRING"":6}",,,"{""type"":""CHOICE"",""members"":[{""type"":""PREC"",""value"":-3,""content"":{""type"":""ALIAS"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""print""},{""type"":""STRING"",""value"":""exec""},{""type"":""STRING"",""value"":""async""},{""type"":""STRING"",""value"":""await""}]},""named"":true,""value"":""identifier""}},{""type"":""ALIAS"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""type""},{""type"":""STRING"",""value"":""match""}]},""named"":true,""value"":""identifier""}]}"
python,tree-sitter/tree-sitter-python,true,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":""True""}"
python,tree-sitter/tree-sitter-python,false,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":""False""}"
python,tree-sitter/tree-sitter-python,none,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":""None""}"
python,tree-sitter/tree-sitter-python,await,4,2,1,0,PREC|SEQ|STRING|SYMBOL,"{""PREC"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":1}",primary_expression,,"{""type"":""PREC"",""value"":20,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""await""},{""type"":""SYMBOL"",""name"":""primary_expression""}]}}"
python,tree-sitter/tree-sitter-python,comment,4,2,0,0,PATTERN|SEQ|STRING|TOKEN,"{""PATTERN"":1,""SEQ"":1,""STRING"":1,""TOKEN"":1}",,,"{""type"":""TOKEN"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""#""},{""type"":""PATTERN"",""value"":"".*""}]}}"
python,tree-sitter/tree-sitter-python,line_continuation,10,5,0,0,BLANK|CHOICE|SEQ|STRING|TOKEN,"{""BLANK"":1,""CHOICE"":2,""SEQ"":2,""STRING"":4,""TOKEN"":1}",,,"{""type"":""TOKEN"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""\\""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""\r""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""\n""}]},{""type"":""STRING"",""value"":""\u0000""}]}]}}"
python,tree-sitter/tree-sitter-python,positional_separator,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":""/""}"
python,tree-sitter/tree-sitter-python,keyword_separator,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":""*""}"
zig,tree-sitter-grammars/tree-sitter-zig,source_file,3,1,1,0,BLANK|CHOICE|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""SYMBOL"":1}",_container_members,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_container_members""},{""type"":""BLANK""}]}"
zig,tree-sitter-grammars/tree-sitter-zig,_container_members,16,5,6,0,BLANK|CHOICE|REPEAT1|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":3,""REPEAT1"":1,""SEQ"":2,""STRING"":1,""SYMBOL"":8}",comptime_declaration|container_field|function_declaration|test_declaration|using_namespace_declaration|variable_declaration,,"{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""REPEAT1"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""test_declaration""},{""type"":""SYMBOL"",""name"":""comptime_declaration""},{""type"":""SYMBOL"",""name"":""variable_declaration""},{""type"":""SYMBOL"",""name"":""function_declaration""},{""type"":""SYMBOL"",""name"":""using_namespace_declaration""},{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""container_field""},{""type"":""STRING"",""value"":"",""}]}]}},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""container_field""},{""type"":""BLANK""}]}]},{""type"":""SYMBOL"",""name"":""container_field""}]}"
zig,tree-sitter-grammars/tree-sitter-zig,test_declaration,11,3,3,0,BLANK|CHOICE|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":3,""SEQ"":1,""STRING"":2,""SYMBOL"":3}",block|identifier|string,,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""pub""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""test""},{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""string""},{""type"":""SYMBOL"",""name"":""identifier""}]},{""type"":""BLANK""}]},{""type"":""SYMBOL"",""name"":""block""}]}"
zig,tree-sitter-grammars/tree-sitter-zig,comptime_declaration,7,3,1,0,BLANK|CHOICE|PREC|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""PREC"":1,""SEQ"":1,""STRING"":2,""SYMBOL"":1}",block,,"{""type"":""PREC"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""pub""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""comptime""},{""type"":""SYMBOL"",""name"":""block""}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,container_field,33,8,8,2,ALIAS|BLANK|CHOICE|FIELD|PREC_DYNAMIC|PREC_RIGHT|SEQ|STRING|SYMBOL,"{""ALIAS"":1,""BLANK"":3,""CHOICE"":7,""FIELD"":3,""PREC_DYNAMIC"":1,""PREC_RIGHT"":1,""SEQ"":3,""STRING"":3,""SYMBOL"":11}",_reserved_identifier|builtin_type|byte_alignment|comptime_type_expression|expression|identifier|if_type_expression|primary_type_expression,name|type,"{""type"":""PREC_RIGHT"",""value"":0,""content"":{""type"":""PREC_DYNAMIC"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""comptime""},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""SYMBOL"",""name"":""_reserved_identifier""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""builtin_type""},""named"":true,""value"":""identifier""}]}},{""type"":""STRING"",""value"":"":""},{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""primary_type_expression""},{""type"":""SYMBOL"",""name"":""if_type_expression""},{""type"":""SYMBOL"",""name"":""comptime_type_expression""}]}}]},{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""primary_type_expression""},{""type"":""SYMBOL"",""name"":""if_type_expression""},{""type"":""SYMBOL"",""name"":""comptime_type_expression""}]}}]},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""byte_alignment""},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""SYMBOL"",""name"":""expression""}]},{""type"":""BLANK""}]}]}}}"
zig,tree-sitter-grammars/tree-sitter-zig,variable_declaration,23,5,3,0,BLANK|CHOICE|SEQ|STRING|SYMBOL,"{""BLANK"":5,""CHOICE"":6,""SEQ"":3,""STRING"":6,""SYMBOL"":3}",_variable_declaration_header|expression|string,,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""pub""},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""export""},{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""extern""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""string""},{""type"":""BLANK""}]}]}]},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""threadlocal""},{""type"":""BLANK""}]},{""type"":""SYMBOL"",""name"":""_variable_declaration_header""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""SYMBOL"",""name"":""expression""}]},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":"";""}]}"
zig,tree-sitter-grammars/tree-sitter-zig,_variable_declaration_expression_statement,48,8,2,0,CHOICE|PREC|REPEAT|REPEAT1|SEQ|STRING|SYMBOL,"{""CHOICE"":5,""PREC"":2,""REPEAT"":1,""REPEAT1"":1,""SEQ"":6,""STRING"":24,""SYMBOL"":9}",_variable_declaration_header|expression,,"{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_variable_declaration_header""},{""type"":""REPEAT"",""content"":{""type"":""PREC"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_variable_declaration_header""},{""type"":""SYMBOL"",""name"":""expression""}]}]}}},{""type"":""STRING"",""value"":""=""},{""type"":""SYMBOL"",""name"":""expression""},{""type"":""STRING"",""value"":"";""}]},{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""STRING"",""value"":""*=""},{""type"":""STRING"",""value"":""*%=""},{""type"":""STRING"",""value"":""*|=""},{""type"":""STRING"",""value"":""/=""},{""type"":""STRING"",""value"":""%=""},{""type"":""STRING"",""value"":""+=""},{""type"":""STRING"",""value"":""+%=""},{""type"":""STRING"",""value"":""+|=""},{""type"":""STRING"",""value"":""-=""},{""type"":""STRING"",""value"":""-%=""},{""type"":""STRING"",""value"":""-|=""},{""type"":""STRING"",""value"":""<<=""},{""type"":""STRING"",""value"":""<<|=""},{""type"":""STRING"",""value"":"">>=""},{""type"":""STRING"",""value"":""&=""},{""type"":""STRING"",""value"":""^=""},{""type"":""STRING"",""value"":""|=""}]},{""type"":""SYMBOL"",""name"":""expression""}]},{""type"":""SEQ"",""members"":[{""type"":""REPEAT1"",""content"":{""type"":""PREC"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_variable_declaration_header""},{""type"":""SYMBOL"",""name"":""expression""}]}]}}},{""type"":""STRING"",""value"":""=""},{""type"":""SYMBOL"",""name"":""expression""}]}]},{""type"":""STRING"",""value"":"";""}]}]}"
zig,tree-sitter-grammars/tree-sitter-zig,_variable_declaration_header,24,6,7,1,BLANK|CHOICE|FIELD|PREC|SEQ|STRING|SYMBOL,"{""BLANK"":4,""CHOICE"":6,""FIELD"":1,""PREC"":1,""SEQ"":2,""STRING"":3,""SYMBOL"":7}",address_space|byte_alignment|comptime_type_expression|identifier|if_type_expression|link_section|type_expression,type,"{""type"":""PREC"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""const""},{""type"":""STRING"",""value"":""var""}]},{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"":""},{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_expression""},{""type"":""SYMBOL"",""name"":""if_type_expression""},{""type"":""SYMBOL"",""name"":""comptime_type_expression""}]}}]},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""byte_alignment""},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""address_space""},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""link_section""},{""type"":""BLANK""}]}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,function_declaration,20,5,3,1,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""BLANK"":3,""CHOICE"":5,""FIELD"":1,""SEQ"":2,""STRING"":6,""SYMBOL"":3}",_function_prototype|block|string,body,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""pub""},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""export""},{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""extern""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""string""},{""type"":""BLANK""}]}]},{""type"":""STRING"",""value"":""inline""},{""type"":""STRING"",""value"":""noinline""}]},{""type"":""BLANK""}]},{""type"":""SYMBOL"",""name"":""_function_prototype""},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":"";""},{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""block""}}]}]}"
