language_rule,ALIAS,BLANK,CHOICE,FIELD,IMMEDIATE_TOKEN,PATTERN,PREC,PREC_DYNAMIC,PREC_LEFT,PREC_RIGHT,REPEAT,REPEAT1,SEQ,STRING,SYMBOL,TOKEN
csharp:expression_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:extension_body,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:extension_declaration,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0
csharp:extern_alias_directive,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:field_declaration,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:file_scoped_namespace_declaration,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:finally_clause,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:fixed_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:for_statement,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:foreach_statement,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
csharp:from_clause,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:function_pointer_parameter,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:function_pointer_type,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
csharp:generic_name,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
csharp:global_attribute,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:global_statement,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
csharp:goto_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:group_clause,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:identifier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
csharp:if_statement,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
csharp:implicit_array_creation_expression,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:implicit_object_creation_expression,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
csharp:implicit_stackalloc_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:implicit_type,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
csharp:indexer_declaration,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
csharp:initializer_expression,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:integer_literal,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
csharp:interface_declaration,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
csharp:interpolated_string_expression,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
csharp:interpolation,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
csharp:interpolation_alignment_clause,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:interpolation_format_clause,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
csharp:invocation_expression,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
csharp:is_expression,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
csharp:is_pattern_expression,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
csharp:join_clause,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:join_into_clause,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:labeled_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:lambda_expression,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
csharp:let_clause,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:list_pattern,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0
csharp:literal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
csharp:local_declaration_statement,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:local_function_statement,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
csharp:lock_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:lvalue_expression,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
csharp:makeref_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:member_access_expression,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
csharp:member_binding_expression,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:method_declaration,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
csharp:modifier,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
csharp:namespace_declaration,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:negated_pattern,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:non_lvalue_expression,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
csharp:null_literal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
csharp:nullable_type,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:object_creation_expression,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
csharp:operator_declaration,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
csharp:or_pattern,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
csharp:order_by_clause,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:parameter,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
csharp:parameter_list,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:parenthesized_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:parenthesized_pattern,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:parenthesized_variable_designation,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:pattern,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
csharp:pointer_type,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:positional_pattern_clause,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0
csharp:postfix_unary_expression,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
csharp:predefined_type,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
csharp:prefix_unary_expression,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
csharp:preproc_arg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
csharp:preproc_binary_expression,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
csharp:preproc_define,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
csharp:preproc_directive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
csharp:preproc_elif,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0
csharp:preproc_elif_in_attribute_list,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0
csharp:preproc_elif_in_enum_member_declaration,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0
csharp:preproc_elif_in_expression,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0
csharp:preproc_elif_in_top_level,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0
csharp:preproc_else,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0
csharp:preproc_else_in_attribute_list,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0
csharp:preproc_else_in_enum_member_declaration,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0
csharp:preproc_else_in_expression,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0
csharp:preproc_else_in_top_level,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0
csharp:preproc_endregion,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0
csharp:preproc_error,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
csharp:preproc_if,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0
csharp:preproc_if_in_attribute_list,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0
csharp:preproc_if_in_enum_member_declaration,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0
csharp:preproc_if_in_expression,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0
csharp:preproc_if_in_top_level,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0
csharp:preproc_line,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0
csharp:preproc_nullable,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
csharp:preproc_parenthesized_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:preproc_pragma,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0
csharp:preproc_region,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0
csharp:preproc_unary_expression,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
csharp:preproc_undef,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
csharp:preproc_warning,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
csharp:primary_constructor_base_type,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
csharp:property_declaration,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
csharp:property_pattern_clause,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0
csharp:qualified_identifier,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:qualified_name,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
csharp:query_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
csharp:range_expression,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
csharp:raw_string_literal,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
csharp:real_literal,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1
csharp:receiver_parameter,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
csharp:record_base,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:record_declaration,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
csharp:recursive_pattern,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0
csharp:ref_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:ref_type,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:reftype_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:refvalue_expression,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:relational_pattern,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:return_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:scoped_type,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:select_clause,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:shebang_directive,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
csharp:sizeof_expression,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:slice_pattern,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
csharp:spread_element,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
csharp:stackalloc_expression,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
csharp:statement,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
csharp:string_literal,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:string_literal_content,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
csharp:string_literal_encoding,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
csharp:struct_declaration,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
csharp:subpattern,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
csharp:switch_body,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:switch_expression,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
csharp:switch_expression_arm,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:switch_section,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0
csharp:switch_statement,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:throw_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:throw_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:try_statement,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
csharp:tuple_element,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
csharp:tuple_expression,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
csharp:tuple_pattern,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0
csharp:tuple_type,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
csharp:type,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
csharp:type_argument_list,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:type_declaration,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
csharp:type_parameter,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
csharp:type_parameter_constraint,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:type_parameter_constraints_clause,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:type_parameter_list,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
csharp:type_pattern,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
csharp:typeof_expression,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:unsafe_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:using_directive,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
csharp:using_statement,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:using_variable_declaration,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
csharp:using_variable_declarator,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:var_pattern,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:variable_declaration,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
csharp:variable_declarator,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:verbatim_string_literal,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
csharp:when_clause,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:where_clause,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:while_statement,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
csharp:with_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
csharp:with_initializer,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
csharp:yield_statement,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
go:_declaration,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
go:_expression,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
go:_field_identifier,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
go:_interface_elem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
go:_package_identifier,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
go:_simple_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
go:_simple_type,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
go:_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
go:_string_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
go:_top_level_declaration,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
go:_type,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
go:_type_identifier,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
go:_type_switch_header,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
go:argument_list,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
go:array_type,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
go:assignment_statement,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
go:binary_expression,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
go:blank_identifier,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go:block,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
go:break_statement,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
go:call_expression,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
go:channel_type,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0
go:comment,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
go:communication_case,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
go:composite_literal,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
go:const_declaration,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0
go:const_spec,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0
go:continue_statement,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
go:dec_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go:default_case,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
go:defer_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go:dot,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go:empty_labeled_statement,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
go:empty_statement,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go:escape_sequence,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0
go:expression_case,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
go:expression_list,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
go:expression_statement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
go:expression_switch_statement,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
go:fallthrough_statement,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
go:false,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go:field_declaration,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
go:field_declaration_list,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0
go:field_name_list,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
go:float_literal,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
go:for_clause,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
go:for_statement,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
go:func_literal,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
go:function_declaration,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
go:function_type,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
go:generic_type,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
go:go_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go:goto_statement,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go:identifier,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
go:if_statement,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
go:imaginary_literal,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
go:implicit_length_array_type,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
go:import_declaration,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
go:import_spec,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
go:import_spec_list,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0
go:inc_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go:index_expression,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0
go:int_literal,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
go:interface_type,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0
go:interpreted_string_literal,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0
go:iota,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go:keyed_element,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
go:labeled_statement,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
go:literal_element,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
go:literal_value,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
go:map_type,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
go:method_declaration,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
go:method_elem,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
go:negated_type,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
go:nil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go:package_clause,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go:parameter_declaration,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
go:parameter_list,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
go:parenthesized_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go:parenthesized_type,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go:pointer_type,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
go:qualified_type,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
go:range_clause,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
go:raw_string_literal,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
go:receive_statement,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
go:return_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
go:rune_literal,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
go:select_statement,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
go:selector_expression,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
go:send_statement,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
go:short_var_declaration,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
go:slice_expression,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
go:slice_type,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
go:source_file,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0
go:special_argument_list,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
go:statement_list,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0
go:struct_type,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go:true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go:type_alias,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
go:type_arguments,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0
go:type_assertion_expression,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
go:type_case,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
go:type_conversion_expression,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0
go:type_declaration,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0
go:type_elem,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
go:type_instantiation_expression,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0
go:type_parameter_declaration,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
go:type_parameter_list,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
go:type_spec,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
go:type_switch_statement,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
go:unary_expression,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
go:var_declaration,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
go:var_spec,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
go:var_spec_list,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0
go:variadic_argument,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
go:variadic_parameter_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:_annotation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
java:_class_body_declaration,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
java:_constructor_declarator,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
java:_default_value,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
java:_element_value,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
java:_escape_sequence,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0
java:_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
java:_method_declarator,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
java:_method_header,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
java:_multiline_string_fragment,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
java:_multiline_string_literal,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:_name,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
java:_reserved_identifier,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
java:_simple_type,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
java:_string_literal,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:_toplevel_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
java:_type,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
java:_unannotated_type,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
java:_unqualified_object_creation_expression,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0
java:_variable_declarator_id,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
java:_variable_declarator_list,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
java:_variable_initializer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
java:_wildcard_bounds,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
java:annotated_type,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
java:annotation,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
java:annotation_argument_list,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:annotation_type_body,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:annotation_type_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:annotation_type_element_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
java:argument_list,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:array_access,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
java:array_creation_expression,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0
java:array_initializer,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
java:array_type,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
java:assert_statement,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
java:assignment_expression,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0
java:asterisk,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
java:binary_expression,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
java:binary_integer_literal,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
java:block,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
java:block_comment,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
java:boolean_type,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
java:break_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
java:cast_expression,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0
java:catch_clause,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
java:catch_formal_parameter,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
java:catch_type,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
