feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield
map_dict,0.00127,0.00051,0.00000,0.00000,0.00141,0.00025,0.03667,0.00000,0.00000,0.00000,0.00127,0.00000,0.00047,0.00195,0.00000,0.00180,0.00141,0.00000,0.00000,0.00146,0.00264,0.00000,0.00121,0.00000,0.00159,0.03369,0.00137,0.00158,0.00000,0.03464,0.03466,0.00182,0.00056,0.00254,0.02710,0.01792,0.00101,0.00152,0.00000,0.00399,0.00025,0.03160,0.00150,0.03599,0.00149,0.00000,0.00388,0.00490,0.00000,0.00000,0.00019,0.00103,0.00029,1.00511,0.00000,0.00000,0.00000,0.00368,0.03499,0.00000,0.00127,0.00102,0.03263,0.00000,0.00000,0.03652,0.00111,0.00000,0.00000,0.00086,0.00022,0.00000,0.00119,0.00047,0.00139,0.00000,0.00129,0.00000,0.00000,0.00000,0.00082,0.00197,0.00000,0.00065,0.00197,0.00076,0.00228,0.00000,0.03467,0.00000,0.00000,0.00000,0.00000,0.00073,0.00266,0.00252,0.00000,0.00184
map_type,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
member_access,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
memory_model,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
module,0.01419,0.00114,0.00000,0.00000,0.00047,0.00040,0.02212,0.00024,0.00018,0.00000,0.00061,0.00000,0.00137,0.00081,0.00000,0.02347,0.00227,0.00000,0.00000,0.00000,0.00129,0.00000,0.01860,0.00000,0.00113,0.02619,0.00210,0.00112,0.00000,0.00238,0.02786,0.00092,0.00082,0.00131,0.00071,0.00039,0.00131,0.00110,0.00000,0.02885,0.00036,0.01550,0.01439,0.02126,0.00232,0.00000,0.02518,0.02902,0.00000,0.00000,0.00035,0.00104,0.00100,0.00157,0.00000,0.00000,0.00000,1.00612,0.00301,0.00000,0.00146,0.00065,0.01731,0.00000,0.00053,0.02468,0.00097,0.00000,0.00000,0.00158,0.00091,0.00000,0.00114,0.00054,0.00097,0.00000,0.00052,0.00000,0.00000,0.00000,0.01587,0.00124,0.00000,0.00013,0.01671,0.01548,0.02023,0.00000,0.02074,0.00000,0.00016,0.00000,0.00000,0.00070,0.02034,0.00112,0.00000,0.00155
mutation,0.01121,0.01326,0.00000,0.00000,0.00046,0.00978,0.01592,0.00000,0.00067,0.00000,0.00923,0.00000,0.00036,0.00928,0.00000,0.00134,0.00083,0.00000,0.00000,0.00042,0.01375,0.00000,0.00160,0.00000,0.00948,0.01889,0.01273,0.00080,0.00000,0.01528,0.01939,0.00923,0.00954,0.01205,0.00795,0.00053,0.00095,0.00076,0.00000,0.01468,0.00044,0.01159,0.00079,0.01652,0.00201,0.00017,0.01553,0.01824,0.00000,0.00029,0.00753,0.00893,0.01161,0.01100,0.00000,0.00000,0.00000,0.00222,1.00774,0.00000,0.00083,0.01049,0.00199,0.00000,0.00139,0.01868,0.00079,0.00000,0.00000,0.00068,0.00869,0.00000,0.00775,0.00866,0.00644,0.00000,0.00035,0.00000,0.00000,0.00000,0.00181,0.00893,0.00000,0.00022,0.00186,0.01306,0.00167,0.00017,0.01644,0.00000,0.00017,0.00056,0.00000,0.00684,0.00418,0.01073,0.00000,0.00165
name_resolution,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
network,0.00058,0.00063,0.00000,0.00000,0.00068,0.00053,0.03502,0.00055,0.00041,0.00000,0.00091,0.00000,0.00100,0.00074,0.02335,0.00267,0.00170,0.00000,0.00000,0.00000,0.00101,0.00000,0.03278,0.00000,0.00056,0.03936,0.00168,0.03184,0.00000,0.00292,0.00707,0.00046,0.00110,0.00119,0.00046,0.00000,0.00000,0.00091,0.00000,0.00480,0.00048,0.03948,0.00271,0.04063,0.00062,0.00000,0.00509,0.00505,0.00000,0.00000,0.00049,0.00019,0.00056,0.00175,0.00000,0.00000,0.00000,0.00473,0.00364,0.00000,1.00698,0.00109,0.00161,0.00000,0.00044,0.00640,0.00092,0.00000,0.00000,0.00053,0.00042,0.00000,0.03271,0.00000,0.00022,0.00000,0.00063,0.00000,0.00000,0.00000,0.00000,0.00133,0.00000,0.00031,0.03575,0.03248,0.03565,0.00073,0.00068,0.00000,0.00000,0.00000,0.00000,0.00071,0.00085,0.00191,0.00000,0.00113
optimizer,0.00050,0.03522,0.00000,0.00000,0.00093,0.02956,0.00217,0.00046,0.00071,0.00000,0.03953,0.00000,0.00046,0.00150,0.00000,0.00032,0.00052,0.00000,0.00000,0.00000,0.03444,0.00000,0.00079,0.00000,0.00066,0.03170,0.00055,0.00013,0.00000,0.03324,0.00571,0.00108,0.00311,0.00193,0.00071,0.00078,0.00170,0.00129,0.00000,0.00219,0.00106,0.00096,0.00021,0.00296,0.00124,0.00000,0.00341,0.00567,0.00000,0.00043,0.00291,0.00157,0.00378,0.00117,0.00000,0.00000,0.00000,0.00176,0.03833,0.00000,0.00091,1.00656,0.00059,0.00000,0.00277,0.00344,0.00105,0.00000,0.00000,0.00017,0.00216,0.00000,0.00037,0.02771,0.00087,0.00000,0.00053,0.00000,0.00000,0.00000,0.00174,0.00060,0.00000,0.00025,0.03055,0.03205,0.00084,0.00000,0.03050,0.00000,0.00058,0.00000,0.00000,0.02070,0.00356,0.00156,0.00000,0.00259
optional_nullable,0.00190,0.00118,0.00000,0.00000,0.00037,0.00022,0.02656,0.00000,0.00040,0.00000,0.00024,0.00000,0.00041,0.00084,0.00000,0.00260,0.00157,0.00000,0.00000,0.00053,0.00279,0.00000,0.00179,0.00000,0.00090,0.02693,0.00206,0.01427,0.00000,0.00294,0.03134,0.01762,0.00046,0.00278,0.01641,0.00061,0.01901,0.01714,0.00000,0.02448,0.00022,0.00259,0.00205,0.00421,0.00285,0.00034,0.02468,0.02852,0.00000,0.00032,0.00017,0.00125,0.00114,0.02107,0.00000,0.00000,0.00000,0.02623,0.00408,0.00000,0.00075,0.00033,1.00601,0.00000,0.00055,0.03289,0.00086,0.00000,0.00000,0.00126,0.00023,0.00000,0.00071,0.00092,0.01216,0.00000,0.00045,0.00000,0.00000,0.00000,0.00257,0.00105,0.00000,0.00000,0.00239,0.00162,0.00235,0.00000,0.03285,0.00000,0.00033,0.00090,0.00000,0.00050,0.02615,0.00161,0.00000,0.00247
overload_resolution,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
ownership,0.00117,0.04959,0.00000,0.00000,0.00000,0.04066,0.00000,0.00000,0.00000,0.00000,0.00209,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00065,0.00000,0.00088,0.00118,0.00228,0.00000,0.00000,0.00000,0.00364,0.00000,0.00479,0.00074,0.00000,0.00024,0.03502,0.00000,0.00000,0.00205,0.00000,0.00000,0.00000,0.00000,0.00480,0.00000,0.00070,0.00456,0.00000,0.00000,0.03630,0.00098,0.04554,0.00000,0.00000,0.00000,0.00000,0.00186,0.00666,0.00000,0.00047,0.00363,0.00127,0.00000,1.00767,0.00116,0.00000,0.00000,0.00000,0.00031,0.03550,0.00000,0.00000,0.04904,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03706,0.00000,0.00000,0.00048,0.00000,0.04097,0.00000,0.00000,0.00351,0.00000,0.00190,0.00000,0.00000,0.00042,0.03984,0.00035,0.00000,0.00000
parameter,0.00874,0.00097,0.00000,0.00000,0.00095,0.00017,0.01565,0.00052,0.00075,0.00000,0.00060,0.00000,0.00107,0.00772,0.00000,0.01226,0.00925,0.00000,0.00000,0.00085,0.01091,0.00000,0.01055,0.00000,0.00759,0.01794,0.00962,0.00613,0.00000,0.01243,0.01922,0.00733,0.00054,0.01043,0.00625,0.00061,0.00089,0.00715,0.00000,0.01456,0.00063,0.00991,0.00835,0.01537,0.01028,0.00012,0.01539,0.01797,0.00000,0.00053,0.00025,0.00680,0.00084,0.00860,0.00000,0.00000,0.00000,0.01364,0.01399,0.00000,0.00109,0.00071,0.01199,0.00000,0.00018,1.00773,0.00784,0.00000,0.00000,0.00728,0.00076,0.00000,0.00636,0.00037,0.00510,0.00000,0.00533,0.00000,0.00000,0.00000,0.00898,0.00692,0.00000,0.00040,0.01010,0.00118,0.01246,0.00013,0.01492,0.00000,0.00008,0.00075,0.00000,0.00449,0.01253,0.00849,0.00000,0.00953
pattern,0.00054,0.00018,0.00000,0.00000,0.02494,0.00000,0.02827,0.02263,0.00321,0.00000,0.00102,0.00000,0.00179,0.00216,0.00000,0.00281,0.02779,0.00000,0.00000,0.00438,0.02726,0.00000,0.00208,0.00000,0.00086,0.03000,0.00086,0.00025,0.00188,0.03021,0.00431,0.00175,0.00014,0.00290,0.00056,0.00034,0.00016,0.00223,0.00036,0.00216,0.02494,0.00124,0.00115,0.00274,0.00125,0.00000,0.02780,0.02860,0.00000,0.01649,0.00000,0.00077,0.00017,0.00097,0.00000,0.00000,0.00000,0.00199,0.00221,0.00000,0.00058,0.00080,0.00117,0.00000,0.00000,0.02919,1.00540,0.00000,0.00000,0.00070,0.00000,0.00000,0.00089,0.00000,0.00054,0.00044,0.00104,0.00000,0.00000,0.00079,0.00042,0.00077,0.00000,0.00038,0.00337,0.00065,0.02824,0.00000,0.00445,0.00000,0.00000,0.02102,0.00000,0.00043,0.00074,0.00112,0.00000,0.02853
pointer,0.00000,0.00000,0.00000,0.10413,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.01062,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01333,0.00000,0.00000,0.00000,0.00000,0.00000
primitive_bool,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
primitive_float,0.00216,0.00173,0.00000,0.00000,0.00000,0.00031,0.00454,0.00000,0.00000,0.00000,0.00035,0.00000,0.00107,0.00093,0.00000,0.03807,0.00221,0.00000,0.00000,0.00000,0.00156,0.00000,0.00331,0.00000,0.00131,0.03980,0.00276,0.00075,0.00000,0.00210,0.04095,0.00062,0.00121,0.00107,0.00043,0.00038,0.00154,0.00060,0.00000,0.04049,0.00000,0.00187,0.00221,0.03841,0.03898,0.00000,0.03948,0.04234,0.00000,0.00000,0.00025,0.00150,0.00156,0.00107,0.00000,0.00000,0.00000,0.00459,0.00267,0.00000,0.00048,0.00019,0.00241,0.00000,0.00025,0.03821,0.00099,0.00000,0.00000,1.00338,0.00094,0.00000,0.00110,0.00031,0.00050,0.00000,0.00016,0.00000,0.00000,0.00000,0.00267,0.00127,0.00000,0.00000,0.00241,0.00199,0.00390,0.00000,0.00375,0.00000,0.00000,0.00000,0.00000,0.00095,0.03577,0.00171,0.00000,0.00148
primitive_integer,0.02801,0.04239,0.00000,0.00000,0.00000,0.03480,0.00102,0.00000,0.00000,0.00000,0.00184,0.00000,0.00000,0.00022,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00029,0.00000,0.00048,0.00000,0.00166,0.00353,0.03043,0.00042,0.00000,0.00031,0.00519,0.00022,0.00364,0.00095,0.00019,0.00024,0.00383,0.00000,0.00000,0.00454,0.00000,0.00026,0.00000,0.00175,0.03510,0.00000,0.00228,0.00603,0.00000,0.00000,0.02822,0.00112,0.04019,0.00025,0.00000,0.00000,0.00000,0.00245,0.03187,0.00000,0.00035,0.00217,0.00041,0.00000,0.02720,0.00372,0.00000,0.00000,0.00000,0.00088,1.00694,0.00000,0.00019,0.00337,0.00061,0.00000,0.00000,0.00000,0.00000,0.00000,0.03582,0.00021,0.00000,0.00044,0.00000,0.03114,0.00000,0.00000,0.00231,0.00000,0.00035,0.00000,0.00000,0.00047,0.03850,0.00120,0.00000,0.00000
primitive_string,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
random,0.00138,0.00055,0.00000,0.00000,0.00023,0.00026,0.03538,0.00000,0.00000,0.00000,0.00041,0.00000,0.00126,0.00142,0.00072,0.00393,0.00265,0.00000,0.00000,0.00000,0.00191,0.00000,0.03553,0.00000,0.00126,0.03809,0.00184,0.00168,0.00000,0.00266,0.03786,0.00114,0.00106,0.00142,0.00086,0.00012,0.00020,0.00084,0.00000,0.00425,0.00000,0.00297,0.00242,0.03958,0.00160,0.00000,0.03605,0.00458,0.00000,0.00000,0.00020,0.00085,0.00030,0.00166,0.00000,0.00000,0.00000,0.00372,0.03429,0.00000,0.03287,0.00045,0.00152,0.00000,0.00000,0.03758,0.00142,0.00000,0.00000,0.00124,0.00023,0.00000,1.00514,0.00024,0.00068,0.00000,0.00037,0.00000,0.00000,0.00000,0.00052,0.00154,0.00000,0.00000,0.00305,0.00275,0.03554,0.02377,0.00221,0.00000,0.00000,0.00000,0.00000,0.00097,0.00093,0.00165,0.00000,0.00198
reference,0.00068,0.04361,0.00000,0.00000,0.00023,0.00494,0.00074,0.00000,0.00000,0.00000,0.00179,0.00000,0.00000,0.00049,0.00000,0.00000,0.00032,0.00000,0.00000,0.00000,0.00160,0.00000,0.00089,0.00000,0.00113,0.00294,0.00073,0.00000,0.00000,0.00159,0.00468,0.00050,0.03291,0.00140,0.00043,0.00025,0.04024,0.00025,0.00000,0.00209,0.00024,0.00030,0.00000,0.00036,0.00514,0.00000,0.00079,0.00475,0.00000,0.00000,0.00271,0.00141,0.04293,0.00058,0.00000,0.00000,0.00000,0.00158,0.03425,0.00000,0.00000,0.03001,0.00178,0.00000,0.04055,0.00197,0.00000,0.00000,0.00000,0.00031,0.00364,0.00000,0.00022,1.00884,0.00034,0.00000,0.00019,0.00000,0.00000,0.00000,0.03740,0.00047,0.00000,0.00048,0.00081,0.00534,0.00000,0.00000,0.03347,0.00000,0.02324,0.00000,0.00000,0.00075,0.03754,0.00064,0.00000,0.00033
reflection,0.03356,0.00054,0.00000,0.00000,0.00059,0.00027,0.00314,0.00000,0.00039,0.00000,0.00109,0.00000,0.00109,0.00208,0.00000,0.00187,0.00085,0.00000,0.00000,0.00000,0.03478,0.00000,0.00183,0.00000,0.00136,0.00573,0.00246,0.00161,0.00000,0.03287,0.03640,0.00187,0.00042,0.00175,0.00165,0.00056,0.00106,0.00166,0.00000,0.00361,0.00070,0.00164,0.03239,0.03775,0.00092,0.02907,0.00409,0.00584,0.00000,0.00044,0.00020,0.00132,0.00030,0.00244,0.00000,0.00000,0.00000,0.00402,0.03613,0.00000,0.00028,0.00133,0.03320,0.00000,0.00000,0.03816,0.00109,0.00000,0.00000,0.00071,0.00093,0.00000,0.00086,0.00049,1.00503,0.00000,0.00036,0.00000,0.00000,0.00000,0.00085,0.00112,0.00000,0.00000,0.00138,0.00055,0.00243,0.00000,0.03439,0.00000,0.00000,0.00000,0.00000,0.00065,0.00278,0.00151,0.00000,0.00184
return,0.00000,0.00000,0.16363,0.00000,0.00233,0.00000,0.00000,0.00242,0.00000,0.00000,0.00000,0.00000,0.00000,0.00206,0.00000,0.00000,0.00000,0.00000,0.00000,0.00239,0.00331,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00219,0.00000,0.00000,0.00238,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06799,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00207,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.04797,0.00000,0.11838,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00212
scope,0.00022,0.00000,0.00000,0.00000,0.03834,0.00000,0.03548,0.00281,0.00265,0.00000,0.00184,0.00000,0.00041,0.00121,0.00000,0.00074,0.00273,0.00000,0.00000,0.05205,0.00216,0.00000,0.00026,0.00000,0.00046,0.00314,0.00023,0.00016,0.00144,0.00268,0.00413,0.00166,0.00000,0.03816,0.00184,0.03456,0.00029,0.00208,0.00000,0.00177,0.00355,0.00058,0.00118,0.00133,0.00097,0.00000,0.00246,0.00314,0.00000,0.00158,0.00000,0.00043,0.00271,0.00188,0.00000,0.00000,0.00000,0.00177,0.00164,0.00000,0.00067,0.00068,0.00103,0.00000,0.00000,0.03311,0.00173,0.00000,0.00000,0.00019,0.00000,0.00000,0.00039,0.00023,0.00030,0.00000,1.00880,0.00000,0.00061,0.00054,0.00057,0.00065,0.00000,0.05451,0.03708,0.00000,0.00134,0.00000,0.03246,0.00000,0.00000,0.00190,0.00000,0.00012,0.00194,0.00150,0.00000,0.03293
set,0.00000,0.00000,0.02182,0.00000,0.00288,0.00000,0.00000,0.00322,0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00319,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00429,0.00000,0.00248,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00906,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13611,0.00000,1.01847,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00361,0.00000,0.00000,0.00000,0.00000,0.00569,0.00000
shadowing,0.00000,0.00000,0.00000,0.00000,0.00203,0.00000,0.00000,0.00182,0.00232,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00179,0.00000,0.00000,0.07733,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00143,0.00000,0.00000,0.00000,0.00000,0.00192,0.00143,0.00111,0.00000,0.00000,0.00000,0.00000,0.00222,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00197,0.00000,1.00103,0.00000,0.00000,0.00000,0.00000,0.00180,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00253,0.00000,0.00000,0.00000,0.00000,0.00000,0.00190
slice,0.00000,0.00000,0.00000,0.00000,0.08997,0.00000,0.00189,0.00435,0.00356,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00206,0.00000,0.00000,0.00571,0.00246,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00320,0.00204,0.00000,0.00000,0.00000,0.00494,0.00000,0.00134,0.00000,0.00000,0.00000,0.00000,0.09887,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00323,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00426,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00175,0.00000,0.00000,1.00327,0.00000,0.00000,0.00000,0.00149,0.00424,0.00000,0.00000,0.00000,0.00419,0.00000,0.00000,0.00354,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
