feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield
map_dict,0.11087,0.10646,0.65389,0.04415,0.35938,0.07217,0.15366,0.32001,0.29968,0.04712,0.07252,0.25878,0.07528,0.36292,0.05074,0.12936,0.36850,0.03882,0.05231,0.74740,0.12320,0.04802,0.16439,0.04151,0.10922,0.18081,0.12066,0.08715,0.07178,0.18955,0.14047,0.11211,0.10651,0.12861,0.12024,0.08469,0.10120,0.34657,0.06344,0.11486,0.53750,0.14004,0.08471,0.15318,0.11230,0.04445,0.37864,0.37951,0.27840,0.32706,0.06438,0.09275,0.08895,0.00000,0.06465,0.25000,0.00000,0.12723,0.14664,0.02394,0.09152,0.09110,0.14358,0.07016,0.05324,0.14791,0.36072,0.02666,0.01766,0.08062,0.05165,0.04914,0.08056,0.08346,0.07514,0.06314,0.09133,0.68987,0.05679,0.71505,0.10034,0.09881,0.06600,0.04975,0.12606,0.10729,0.17200,0.03954,0.79642,0.02565,0.07296,0.30263,0.04210,0.07157,0.12170,0.12158,0.06804,0.36038
map_type,0.02651,0.01391,0.00000,0.65000,0.03559,0.04163,0.08120,0.00707,0.00000,0.00000,0.01155,0.00000,0.00491,0.45879,0.00645,0.07915,0.03669,0.00000,0.00000,0.01051,0.06368,0.00000,0.03989,0.01968,0.10648,0.03030,0.02451,0.04301,0.00000,0.04193,0.07926,0.67036,0.00775,0.47949,0.68614,0.00385,0.00810,0.01781,0.03659,0.07167,0.01887,0.49570,0.00389,0.03723,0.02539,0.00000,0.02837,0.02573,0.00000,0.01240,0.01162,0.01584,0.01286,0.06465,0.00000,0.00000,0.00000,0.06735,0.04057,0.00000,0.00807,0.01716,0.69504,0.66199,0.01367,0.08221,0.04902,0.25000,0.65000,0.65549,0.66167,0.69805,0.00774,0.26376,0.01493,0.00000,0.00911,0.01524,0.00000,0.01148,0.06391,0.67751,0.06374,0.00511,0.02867,0.01545,0.03250,0.00448,0.02333,0.66876,0.65459,0.00000,0.65677,0.05335,0.08122,0.06759,0.00000,0.01075
member_access,0.00000,0.00000,0.25000,0.00000,0.65000,0.00000,0.00000,0.25000,0.65000,0.04167,0.00000,0.65000,0.00000,0.25000,0.00000,0.00000,0.25000,0.00000,0.00000,0.25000,0.00000,0.04167,0.04167,0.00000,0.00000,0.04167,0.00000,0.00000,0.04167,0.04167,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04167,0.45000,0.04167,0.00364,0.45000,0.00000,0.00000,0.00000,0.00000,0.00000,0.65000,0.65432,0.65000,0.65000,0.00000,0.00000,0.00000,0.25000,0.00000,0.00000,0.00000,0.00464,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25000,0.00000,0.00000,0.00000,0.01220,0.00000,0.00000,0.00000,0.00000,0.04167,0.00000,0.25000,0.00000,0.25000,0.00674,0.00000,0.04167,0.00000,0.00000,0.00736,0.04167,0.00000,0.25000,0.00000,0.00000,0.65000,0.00000,0.00000,0.00000,0.00000,0.04167,0.25000
memory_model,0.00332,0.00380,0.00000,0.00000,0.00000,0.68442,0.00256,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.65000,0.00209,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00455,0.00000,0.00292,0.00000,0.00000,0.00000,0.01152,0.00000,0.00000,0.00377,0.00000,0.00815,0.00000,0.00000,0.00000,0.00853,0.00000,0.00000,0.00000,0.00266,0.00279,0.00000,0.00203,0.00184,0.00000,0.00000,0.65656,0.00433,0.00404,0.00000,0.00000,0.00000,0.00000,0.00198,0.01306,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00000,0.00000,0.00000,0.01744,0.02340,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00287,0.00000,0.00000,0.00000,0.45000,0.66727,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01302,0.00403,0.00000,0.00000
module,0.14441,0.12391,0.00166,0.09102,0.08845,0.07099,0.85484,0.07860,0.06800,0.00233,0.09149,0.00688,0.14468,0.10767,0.04803,0.87595,0.15277,0.04880,0.03586,0.08692,0.80521,0.00950,0.17577,0.02155,0.36057,0.22595,0.15602,0.09492,0.03044,0.16076,0.89132,0.15850,0.09904,0.39241,0.14116,0.06802,0.11676,0.11188,0.02515,0.90896,0.08365,0.40869,0.14036,0.19144,0.16578,0.09868,0.22781,0.25213,0.02276,0.05497,0.08412,0.11286,0.12235,0.12723,0.06735,0.00464,0.00198,0.00000,0.17584,0.08323,0.10056,0.09547,0.22236,0.09580,0.05825,0.86245,0.11556,0.09514,0.05911,0.17421,0.12981,0.07666,0.09787,0.13500,0.07506,0.01368,0.13904,0.02024,0.09156,0.04751,0.41230,0.14146,0.01677,0.11068,0.16842,0.15621,0.18979,0.04977,0.20107,0.06451,0.10583,0.05611,0.09025,0.07406,0.84501,0.78453,0.01127,0.13591
mutation,0.14958,0.80619,0.00000,0.04645,0.10483,0.12549,0.18062,0.07055,0.08646,0.00342,0.12164,0.01010,0.10263,0.12496,0.04069,0.16872,0.14802,0.05651,0.04781,0.09821,0.16724,0.01395,0.16691,0.69050,0.13125,0.20258,0.15951,0.74575,0.04634,0.17987,0.19856,0.12847,0.12661,0.15548,0.10799,0.72535,0.10240,0.11592,0.03506,0.18218,0.10238,0.15260,0.78340,0.18217,0.16278,0.04775,0.19433,0.19961,0.01244,0.05710,0.09511,0.12240,0.14403,0.14664,0.04057,0.00000,0.01306,0.17584,0.00000,0.03407,0.74704,0.13161,0.15579,0.05299,0.08379,0.19787,0.12875,0.03935,0.01108,0.11421,0.11012,0.04023,0.75978,0.11650,0.73813,0.02168,0.08576,0.02973,0.04714,0.05957,0.15243,0.12253,0.02660,0.05474,0.16317,0.15583,0.16870,0.70192,0.19060,0.02131,0.05642,0.07160,0.04624,0.09138,0.17939,0.14431,0.01926,0.14714
name_resolution,0.02653,0.02692,0.00000,0.00474,0.03448,0.01112,0.08402,0.03344,0.02315,0.00000,0.05247,0.00000,0.69167,0.01084,0.02713,0.07994,0.02638,0.01096,0.01588,0.02966,0.08378,0.00000,0.02919,0.01198,0.07536,0.03566,0.03179,0.02569,0.00000,0.03151,0.08574,0.03182,0.01601,0.08277,0.03170,0.03558,0.01374,0.23261,0.00000,0.08214,0.03198,0.08696,0.03496,0.03092,0.03073,0.66630,0.03815,0.03230,0.00604,0.00823,0.01303,0.02748,0.01593,0.02394,0.00000,0.00000,0.00000,0.08323,0.03407,0.00000,0.04256,0.01294,0.04401,0.01592,0.03530,0.09041,0.02799,0.00000,0.01095,0.01783,0.00544,0.00571,0.01999,0.02196,0.03222,0.00000,0.70072,0.00000,0.65000,0.01843,0.07621,0.02465,0.01129,0.68306,0.02940,0.02240,0.02740,0.01684,0.03537,0.00000,0.00813,0.02800,0.00450,0.00831,0.07568,0.09325,0.00000,0.03232
network,0.08609,0.72398,0.00479,0.01460,0.05114,0.04423,0.10619,0.07222,0.00467,0.00671,0.07488,0.01080,0.06360,0.06305,0.08015,0.09734,0.07084,0.03196,0.04144,0.05554,0.09068,0.01433,0.10248,0.66268,0.07017,0.11113,0.09127,0.75568,0.00192,0.10194,0.10147,0.06676,0.06891,0.06902,0.05645,0.70593,0.00818,0.06177,0.00370,0.08975,0.03425,0.12857,0.74515,0.11953,0.06236,0.04936,0.09928,0.09888,0.01695,0.02843,0.04836,0.06827,0.04570,0.09152,0.00807,0.00000,0.00000,0.10056,0.74704,0.04256,0.00000,0.07174,0.09475,0.03976,0.03625,0.10214,0.07796,0.00981,0.01723,0.06307,0.02354,0.02314,0.75739,0.02595,0.71043,0.00480,0.06596,0.02078,0.02800,0.03970,0.06225,0.05240,0.01159,0.03230,0.11916,0.10874,0.11248,0.72374,0.08676,0.00512,0.00626,0.00202,0.02103,0.05670,0.07799,0.10210,0.00319,0.09019
optimizer,0.11309,0.12912,0.00000,0.02734,0.07941,0.11688,0.09706,0.05695,0.07041,0.00634,0.80479,0.01021,0.07222,0.08065,0.02587,0.09206,0.07315,0.72015,0.68468,0.07252,0.13247,0.01355,0.10848,0.05357,0.09072,0.11563,0.10523,0.06464,0.04152,0.12461,0.11330,0.08057,0.11071,0.10531,0.05986,0.06184,0.08708,0.07480,0.01747,0.10036,0.09592,0.08705,0.08257,0.75428,0.10090,0.04185,0.11073,0.10833,0.01368,0.04615,0.07412,0.74695,0.11094,0.09110,0.01716,0.00000,0.00000,0.09547,0.13161,0.01294,0.07174,0.00000,0.08689,0.04461,0.09385,0.10842,0.09522,0.02328,0.01204,0.07480,0.09281,0.02142,0.08332,0.11052,0.07290,0.03565,0.07227,0.05512,0.04826,0.07146,0.10424,0.07237,0.03835,0.05367,0.11907,0.11531,0.09706,0.04664,0.11552,0.00968,0.04437,0.04358,0.02788,0.08307,0.11011,0.09772,0.00805,0.11146
optional_nullable,0.12687,0.10142,0.00287,0.68405,0.08643,0.07021,0.21229,0.05991,0.08871,0.01912,0.07584,0.01188,0.06983,0.52115,0.04508,0.19088,0.10954,0.05844,0.04626,0.09754,0.20393,0.00469,0.13392,0.03847,0.15811,0.16077,0.13348,0.10247,0.03995,0.15575,0.23594,0.77343,0.08429,0.59561,0.76370,0.06904,0.13330,0.12006,0.03681,0.20729,0.10054,0.59800,0.10612,0.15103,0.12242,0.04620,0.16209,0.18114,0.01613,0.05997,0.07108,0.10290,0.09490,0.14358,0.69504,0.00000,0.00000,0.22236,0.15579,0.04401,0.09475,0.08689,0.00000,0.70558,0.05886,0.24885,0.10655,0.27563,0.66034,0.74540,0.71228,0.68980,0.07575,0.33758,0.08689,0.01902,0.08302,0.02563,0.05516,0.06107,0.18355,0.74459,0.02221,0.05315,0.13493,0.10192,0.14408,0.04689,0.20043,0.66689,0.71481,0.08000,0.68500,0.06796,0.22229,0.18249,0.02106,0.12625
overload_resolution,0.05398,0.05085,0.00000,0.66183,0.05767,0.04521,0.10869,0.05583,0.01521,0.00000,0.04880,0.00000,0.04382,0.43654,0.01367,0.10069,0.05053,0.01932,0.06113,0.03276,0.10784,0.00000,0.04280,0.04669,0.09420,0.04860,0.04490,0.03559,0.00466,0.06102,0.10021,0.71059,0.06665,0.50398,0.69501,0.05161,0.01661,0.04337,0.00000,0.08879,0.05215,0.51672,0.04244,0.05571,0.04526,0.05574,0.04686,0.04427,0.02313,0.04918,0.02897,0.04122,0.02572,0.07016,0.66199,0.00000,0.00000,0.09580,0.05299,0.01592,0.03976,0.04461,0.70558,0.00000,0.04332,0.10436,0.05293,0.27833,0.68098,0.68761,0.67455,0.66268,0.04600,0.29643,0.05449,0.00000,0.04873,0.00000,0.04610,0.05052,0.09625,0.71737,0.00000,0.01858,0.05421,0.05040,0.04984,0.02103,0.05037,0.70601,0.68530,0.00000,0.67682,0.04959,0.10027,0.12147,0.00000,0.04176
ownership,0.70897,0.12693,0.00000,0.00843,0.04424,0.11438,0.05839,0.03874,0.03380,0.00000,0.08428,0.00000,0.04108,0.05459,0.01292,0.05517,0.04103,0.01888,0.00783,0.02959,0.07516,0.00000,0.07332,0.01642,0.08263,0.07953,0.71516,0.03622,0.00476,0.07763,0.08543,0.04467,0.73916,0.07758,0.04844,0.05229,0.09725,0.04919,0.02755,0.07010,0.06586,0.05039,0.04901,0.07177,0.73385,0.06543,0.07467,0.07658,0.03475,0.02528,0.10278,0.06180,0.76484,0.05324,0.01367,0.00000,0.00000,0.05825,0.08379,0.03530,0.03625,0.09385,0.05886,0.04332,0.00000,0.06576,0.04727,0.41690,0.00000,0.06768,0.09587,0.02740,0.04201,0.54523,0.02865,0.02116,0.04665,0.01643,0.02200,0.02801,0.09943,0.03410,0.03011,0.02871,0.08035,0.11230,0.05736,0.02953,0.07382,0.00694,0.03735,0.01436,0.00626,0.71144,0.09716,0.07694,0.00361,0.05939
parameter,0.15249,0.13395,0.01917,0.09546,0.11112,0.08583,0.85992,0.08429,0.08419,0.01368,0.09695,0.00850,0.15288,0.13871,0.04645,0.85177,0.16011,0.04938,0.04358,0.11004,0.82343,0.01174,0.17609,0.03463,0.38492,0.22390,0.15854,0.10634,0.03816,0.18978,0.89075,0.17971,0.10782,0.42466,0.15979,0.07644,0.12900,0.12509,0.02791,0.86153,0.10563,0.41848,0.14106,0.20815,0.17979,0.10255,0.22023,0.23606,0.01153,0.06397,0.07624,0.12364,0.12782,0.14791,0.08221,0.00000,0.00244,0.86245,0.19787,0.09041,0.10214,0.10842,0.24885,0.10436,0.06576,0.00000,0.13816,0.10270,0.06849,0.17830,0.12720,0.09224,0.11524,0.14462,0.08819,0.02875,0.14868,0.02378,0.10338,0.06010,0.40738,0.17539,0.02072,0.12104,0.17218,0.13865,0.19832,0.05648,0.21314,0.06793,0.11227,0.07409,0.08818,0.08205,0.84626,0.79630,0.01392,0.15715
pattern,0.09069,0.07463,0.28140,0.02531,0.37031,0.05843,0.13376,0.35709,0.34884,0.04695,0.08664,0.25850,0.10390,0.36088,0.03019,0.12704,0.38614,0.04307,0.02874,0.37069,0.13129,0.04782,0.15489,0.03726,0.10166,0.18238,0.10058,0.07047,0.09407,0.18984,0.12806,0.10551,0.06878,0.11850,0.09319,0.06135,0.08309,0.36420,0.05795,0.11684,0.36945,0.09908,0.10287,0.12729,0.10066,0.04028,0.38236,0.38340,0.26920,0.32951,0.05149,0.07882,0.06400,0.36072,0.04902,0.25000,0.00000,0.11556,0.12875,0.02799,0.07796,0.09522,0.10655,0.05293,0.04727,0.13816,0.00000,0.01745,0.01356,0.08216,0.04757,0.04784,0.09140,0.05176,0.06013,0.08325,0.07315,0.28634,0.04447,0.31222,0.08349,0.07216,0.46523,0.04833,0.12159,0.08500,0.17821,0.05090,0.37700,0.02886,0.01785,0.35637,0.01746,0.06339,0.10685,0.09821,0.06720,0.38614
pointer,0.44752,0.03759,0.00000,0.35413,0.02913,0.03707,0.10324,0.01088,0.00753,0.00000,0.01731,0.00000,0.00917,0.01622,0.01177,0.10261,0.02154,0.02598,0.00818,0.01278,0.07120,0.00000,0.02850,0.03366,0.09685,0.03542,0.44135,0.00952,0.00000,0.01884,0.10402,0.30093,0.43751,0.08062,0.26402,0.01668,0.02175,0.02730,0.00000,0.09751,0.02813,0.08110,0.01071,0.03171,0.46521,0.00876,0.03808,0.04750,0.00000,0.01347,0.04934,0.03611,0.42709,0.02666,0.25000,0.00000,0.00000,0.09514,0.03935,0.00000,0.00981,0.02328,0.27563,0.27833,0.41690,0.10270,0.01745,0.00000,0.25000,0.29717,0.30060,0.25785,0.01383,0.68225,0.01475,0.00000,0.01027,0.00000,0.02312,0.05106,0.08373,0.28121,0.00000,0.00931,0.02826,0.03054,0.02790,0.01769,0.03603,0.26027,0.29307,0.00000,0.32565,0.41835,0.08634,0.07963,0.00640,0.01515
primitive_bool,0.01266,0.01150,0.00000,0.67386,0.01875,0.01400,0.06178,0.01083,0.00000,0.00000,0.01173,0.00000,0.00373,0.41189,0.00899,0.06414,0.01111,0.00657,0.01249,0.01074,0.06288,0.00000,0.00702,0.03017,0.05659,0.00999,0.01116,0.01447,0.00000,0.01214,0.06750,0.66169,0.01656,0.45842,0.66533,0.01180,0.00000,0.01112,0.00000,0.06173,0.02166,0.46323,0.01571,0.01017,0.01452,0.00892,0.01536,0.01248,0.05171,0.02804,0.00432,0.01025,0.00319,0.01766,0.65000,0.00000,0.00000,0.05911,0.01108,0.01095,0.01723,0.01204,0.66034,0.68098,0.00000,0.06849,0.01356,0.25000,0.00000,0.66173,0.66164,0.66439,0.01222,0.25484,0.01768,0.00000,0.00986,0.00000,0.00000,0.03680,0.06720,0.68851,0.00000,0.02419,0.02345,0.01198,0.01178,0.00000,0.01802,0.65000,0.65000,0.00000,0.66132,0.00598,0.06792,0.06219,0.00000,0.01060
primitive_float,0.09587,0.10692,0.03042,0.69251,0.08982,0.07029,0.17319,0.06024,0.05229,0.02170,0.05388,0.00613,0.06970,0.50074,0.03793,0.18395,0.09974,0.04753,0.02104,0.05421,0.17548,0.01863,0.10890,0.01866,0.14529,0.13290,0.11724,0.07139,0.03338,0.10680,0.18720,0.72622,0.07300,0.54276,0.70654,0.05501,0.07828,0.08150,0.01912,0.18584,0.06576,0.54584,0.08272,0.13592,0.13976,0.05424,0.13400,0.14116,0.02562,0.07324,0.06768,0.09959,0.09002,0.08062,0.65549,0.00000,0.01744,0.17421,0.11421,0.01783,0.06307,0.07480,0.74540,0.68761,0.06768,0.17830,0.08216,0.29717,0.66173,0.00000,0.74712,0.66676,0.08739,0.31207,0.06804,0.02535,0.05449,0.00865,0.02455,0.04724,0.17241,0.72744,0.00526,0.03187,0.09754,0.09632,0.12046,0.06498,0.12036,0.66626,0.68574,0.02506,0.68894,0.05987,0.17685,0.14815,0.02209,0.09707
primitive_integer,0.10947,0.14621,0.00000,0.69420,0.03645,0.12711,0.13596,0.02354,0.02758,0.00000,0.08811,0.00000,0.02574,0.46533,0.02422,0.10834,0.04486,0.03059,0.02358,0.02558,0.13496,0.00000,0.07939,0.02912,0.14277,0.09016,0.11528,0.03313,0.00438,0.07785,0.15535,0.70206,0.07815,0.52943,0.67985,0.03444,0.09861,0.05704,0.01688,0.15182,0.04181,0.50631,0.04595,0.09140,0.13313,0.01950,0.09103,0.10543,0.00869,0.01310,0.10015,0.09196,0.13884,0.05165,0.66167,0.01220,0.02340,0.12981,0.11012,0.00544,0.02354,0.09281,0.71228,0.67455,0.09587,0.12720,0.04757,0.30060,0.66164,0.74712,0.00000,0.67516,0.05894,0.35490,0.03313,0.01207,0.03795,0.00000,0.01766,0.02077,0.18360,0.70628,0.01323,0.01979,0.06798,0.10765,0.06172,0.06133,0.07973,0.65000,0.69319,0.00276,0.68585,0.05669,0.17626,0.13140,0.00486,0.05915
primitive_string,0.05147,0.04439,0.00000,0.66557,0.01419,0.02419,0.07797,0.00000,0.05658,0.00000,0.01080,0.00000,0.00942,0.46026,0.01408,0.07192,0.03404,0.00629,0.00000,0.05522,0.09366,0.00000,0.02632,0.00716,0.08247,0.03471,0.03406,0.02962,0.00000,0.02886,0.08501,0.69832,0.01832,0.50315,0.69001,0.01074,0.03338,0.05607,0.02661,0.07925,0.06863,0.47619,0.01650,0.02510,0.03958,0.01320,0.02552,0.03475,0.00794,0.02812,0.01296,0.04880,0.04159,0.04914,0.69805,0.00000,0.00000,0.07666,0.04023,0.00571,0.02314,0.02142,0.68980,0.66268,0.02740,0.09224,0.04784,0.25785,0.66439,0.66676,0.67516,0.00000,0.01502,0.27897,0.01629,0.00769,0.00663,0.00000,0.00952,0.02506,0.08989,0.69359,0.04636,0.00743,0.03700,0.01645,0.02291,0.01628,0.04011,0.68003,0.65278,0.06456,0.65985,0.02190,0.08518,0.08365,0.01021,0.03049
random,0.09607,0.74505,0.00000,0.01401,0.06684,0.06658,0.10769,0.04933,0.01008,0.00644,0.06917,0.00000,0.05695,0.07502,0.04995,0.09881,0.09795,0.03548,0.03390,0.04999,0.09557,0.02001,0.11025,0.67272,0.07521,0.11205,0.09596,0.73682,0.01533,0.10562,0.11547,0.06909,0.07618,0.07322,0.04576,0.69514,0.02516,0.06492,0.00355,0.09816,0.04466,0.10444,0.75188,0.11968,0.08854,0.04062,0.10964,0.10448,0.01389,0.03054,0.05136,0.05924,0.07587,0.08056,0.00774,0.00000,0.00000,0.09787,0.75978,0.01999,0.75739,0.08332,0.07575,0.04600,0.04201,0.11524,0.09140,0.01383,0.01222,0.08739,0.05894,0.01502,0.00000,0.03196,0.72537,0.00000,0.04951,0.01994,0.02902,0.04707,0.07570,0.07478,0.01112,0.02339,0.10092,0.10174,0.10725,0.73119,0.08748,0.01801,0.00767,0.00194,0.01821,0.07659,0.08533,0.10020,0.00306,0.09146
reference,0.49289,0.13898,0.00000,0.27941,0.05604,0.10150,0.14324,0.03749,0.05884,0.00000,0.09253,0.00000,0.04418,0.06520,0.01211,0.12458,0.06336,0.03914,0.05452,0.05761,0.15915,0.00000,0.08362,0.04899,0.15166,0.09745,0.48843,0.03801,0.01290,0.09457,0.15764,0.31848,0.51845,0.15990,0.30803,0.04697,0.13090,0.05801,0.02190,0.13684,0.09584,0.11121,0.04728,0.08348,0.49975,0.04990,0.08976,0.10000,0.02494,0.03089,0.08730,0.10075,0.54033,0.08346,0.26376,0.00000,0.00000,0.13500,0.11650,0.02196,0.02595,0.11052,0.33758,0.29643,0.54523,0.14462,0.05176,0.68225,0.25484,0.31207,0.35490,0.27897,0.03196,0.00000,0.03936,0.00517,0.05885,0.00933,0.04391,0.04557,0.16807,0.32720,0.01977,0.04865,0.09613,0.10769,0.06474,0.02401,0.11484,0.25551,0.33519,0.04455,0.28439,0.44780,0.16873,0.13453,0.00573,0.07889
reflection,0.08752,0.72328,0.00000,0.01125,0.05383,0.03629,0.08083,0.04663,0.03692,0.00931,0.06455,0.01499,0.06939,0.07200,0.05562,0.07218,0.07973,0.05056,0.02876,0.05452,0.08814,0.03797,0.07907,0.66811,0.06130,0.08175,0.07774,0.71687,0.03657,0.08236,0.08328,0.06611,0.06853,0.06648,0.08234,0.70546,0.02254,0.05604,0.00513,0.06769,0.05677,0.07512,0.73534,0.09144,0.06241,0.07843,0.07569,0.07321,0.00976,0.05544,0.03836,0.05596,0.04544,0.07514,0.01493,0.00000,0.00000,0.07506,0.73813,0.03222,0.71043,0.07290,0.08689,0.05449,0.02865,0.08819,0.06013,0.01475,0.01768,0.06804,0.03313,0.01629,0.72537,0.03936,0.00000,0.03333,0.06517,0.04486,0.04557,0.05781,0.06916,0.05714,0.02010,0.03342,0.07868,0.07136,0.07666,0.69517,0.08449,0.01421,0.00289,0.02310,0.03239,0.04344,0.07405,0.08092,0.00000,0.06437
return,0.01539,0.01235,0.22981,0.00000,0.09393,0.01452,0.01769,0.07323,0.08100,0.65000,0.01260,0.04167,0.05505,0.07911,0.00000,0.02420,0.07216,0.00926,0.00000,0.07672,0.03943,0.65000,0.27608,0.00000,0.04266,0.27827,0.03540,0.00273,0.72531,0.67241,0.02730,0.03417,0.00000,0.02844,0.04480,0.04196,0.28414,0.07459,0.66743,0.02021,0.07487,0.00468,0.02257,0.01844,0.02085,0.01144,0.05854,0.06567,0.04167,0.11984,0.01245,0.01223,0.01311,0.06314,0.00000,0.04167,0.00000,0.01368,0.02168,0.00000,0.00480,0.03565,0.01902,0.00000,0.02116,0.02875,0.08325,0.00000,0.00000,0.02535,0.01207,0.00769,0.00000,0.00517,0.03333,0.00000,0.00689,0.17777,0.00000,0.09296,0.03357,0.00000,0.25000,0.00547,0.02210,0.02450,0.27848,0.00000,0.06017,0.00000,0.00410,0.08924,0.00000,0.01438,0.03086,0.01868,0.65000,0.06783
scope,0.06850,0.06315,0.00000,0.00582,0.10609,0.03207,0.15475,0.07420,0.02633,0.00803,0.08641,0.00000,0.73607,0.05994,0.04325,0.12925,0.09508,0.05254,0.05057,0.14872,0.14541,0.00935,0.08643,0.01560,0.12690,0.09067,0.07863,0.05790,0.01471,0.09489,0.14598,0.06043,0.05519,0.15659,0.08950,0.10151,0.04261,0.28100,0.00994,0.12891,0.07556,0.13123,0.07746,0.08498,0.06400,0.70250,0.08666,0.08789,0.02028,0.05015,0.04667,0.07475,0.08112,0.09133,0.00911,0.00000,0.00000,0.13904,0.08576,0.70072,0.06596,0.07227,0.08302,0.04873,0.04665,0.14868,0.07315,0.01027,0.00986,0.05449,0.03795,0.00663,0.04951,0.05885,0.06517,0.00689,0.00000,0.02002,0.71150,0.03759,0.12472,0.04316,0.04042,0.81631,0.10822,0.06012,0.07661,0.03568,0.09678,0.02142,0.01393,0.02316,0.02132,0.07065,0.13746,0.14200,0.00382,0.10059
set,0.02893,0.01310,0.65000,0.00000,0.29270,0.01523,0.02619,0.29703,0.30671,0.04167,0.02073,0.25000,0.03797,0.28988,0.00000,0.02136,0.27679,0.00000,0.00000,0.71318,0.03661,0.04167,0.06998,0.03380,0.03879,0.06388,0.02697,0.00787,0.13216,0.07262,0.02145,0.03815,0.01331,0.02978,0.04724,0.00413,0.04167,0.26210,0.04167,0.01588,0.50224,0.01054,0.03297,0.02729,0.00991,0.00000,0.26956,0.26886,0.26406,0.30824,0.00399,0.01974,0.00982,0.68987,0.01524,0.25000,0.00000,0.02024,0.02973,0.00000,0.02078,0.05512,0.02563,0.00000,0.01643,0.02378,0.28634,0.00000,0.00000,0.00865,0.00000,0.00000,0.01994,0.00933,0.04486,0.17777,0.02002,0.00000,0.00000,0.71903,0.02767,0.00691,0.06356,0.01973,0.03016,0.01623,0.06785,0.00576,0.67884,0.00000,0.00000,0.30716,0.01744,0.01382,0.02425,0.03021,0.04167,0.28587
shadowing,0.04433,0.03152,0.00000,0.00000,0.05689,0.01567,0.09864,0.05699,0.05519,0.01633,0.04689,0.00000,0.67779,0.04882,0.02497,0.09922,0.06301,0.05061,0.00826,0.07733,0.10163,0.01902,0.05354,0.00000,0.09838,0.04612,0.04798,0.02420,0.02525,0.06292,0.09895,0.05732,0.04143,0.10630,0.02759,0.03194,0.02637,0.23094,0.00000,0.08918,0.05981,0.09066,0.04201,0.05388,0.04340,0.67006,0.05077,0.04557,0.00000,0.04174,0.02413,0.02674,0.03513,0.05679,0.00000,0.00000,0.00000,0.09156,0.04714,0.65000,0.02800,0.04826,0.05516,0.04610,0.02200,0.10338,0.04447,0.02312,0.00000,0.02455,0.01766,0.00952,0.02902,0.04391,0.04557,0.00000,0.71150,0.00000,0.00000,0.00582,0.08001,0.03364,0.00000,0.69070,0.05679,0.03232,0.05425,0.02557,0.04785,0.03320,0.01586,0.04295,0.01061,0.02967,0.08762,0.09661,0.00776,0.05512
slice,0.05488,0.05242,0.65000,0.05483,0.33709,0.04280,0.05525,0.28330,0.27974,0.04167,0.04105,0.25000,0.03870,0.31204,0.01513,0.05384,0.30657,0.01716,0.02974,0.70172,0.05550,0.04167,0.08704,0.06369,0.05352,0.09627,0.05216,0.04978,0.07986,0.09926,0.05493,0.04692,0.05758,0.04812,0.05432,0.02819,0.06787,0.29853,0.04167,0.04464,0.54637,0.05416,0.05528,0.06205,0.04145,0.04066,0.30391,0.30175,0.27561,0.31248,0.02256,0.03876,0.03554,0.71505,0.01148,0.25000,0.00000,0.04751,0.05957,0.01843,0.03970,0.07146,0.06107,0.05052,0.02801,0.06010,0.31222,0.05106,0.03680,0.04724,0.02077,0.02506,0.04707,0.04557,0.05781,0.09296,0.03759,0.71903,0.00582,0.00000,0.04292,0.03158,0.04167,0.01941,0.04831,0.02993,0.09925,0.02100,0.71709,0.01093,0.02691,0.27154,0.03122,0.02763,0.05206,0.06007,0.04848,0.30996
