table_index,name,kernel,atomic_operation,required,rust_support
346,rep.int,runtime,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
346,rep.int,runtime,ARG_MATCH_POSITIONAL,1,0.975
346,rep.int,runtime,SYMBOL_LOOKUP,1,0.975
346,rep.int,runtime,PRIMITIVE_LOOKUP,1,0.975
346,rep.int,runtime,SHAPE_SCALAR,1,0.975
347,rep_len,runtime,ATTR_DROP,1,0.985
347,rep_len,runtime,ATTR_POLICY_DROP,1,0.985
347,rep_len,runtime,LANG_CAPTURE_AST,1,0.94
347,rep_len,runtime,LANG_SYMBOL_OBJECT,1,0.975
347,rep_len,runtime,LANG_CALL_OBJECT,1,0.93
347,rep_len,runtime,CLOSURE_CREATE,1,0.96
347,rep_len,runtime,CLOSURE_CAPTURE_ENV,1,0.93
347,rep_len,runtime,CALL_FRAME_CREATE,1,0.95
347,rep_len,runtime,CALL_FRAME_PARENT,1,0.94
347,rep_len,runtime,FORMAL_BIND_PROMISES,1,0.91
347,rep_len,runtime,COERCE_IDENTITY,1,0.985
347,rep_len,runtime,PROMISE_CREATE,1,0.94
347,rep_len,runtime,PROMISE_FORCE,1,0.92
347,rep_len,runtime,PROMISE_CACHE,1,0.95
347,rep_len,runtime,PROMISE_RECURSION_GUARD,1,0.88
347,rep_len,runtime,ARG_FORCE_EAGER,1,0.975
347,rep_len,runtime,ARG_MATCH_EXACT,1,0.975
347,rep_len,runtime,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
347,rep_len,runtime,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
347,rep_len,runtime,ARG_MATCH_POSITIONAL,1,0.975
347,rep_len,runtime,SYMBOL_LOOKUP,1,0.975
347,rep_len,runtime,PRIMITIVE_LOOKUP,1,0.975
347,rep_len,runtime,SHAPE_SCALAR,1,0.975
348,seq.int,runtime,ATTR_DROP,1,0.985
348,seq.int,runtime,ATTR_POLICY_DROP,1,0.985
348,seq.int,runtime,LANG_CAPTURE_AST,1,0.94
348,seq.int,runtime,LANG_SYMBOL_OBJECT,1,0.975
348,seq.int,runtime,LANG_CALL_OBJECT,1,0.93
348,seq.int,runtime,CLOSURE_CREATE,1,0.96
348,seq.int,runtime,CLOSURE_CAPTURE_ENV,1,0.93
348,seq.int,runtime,CALL_FRAME_CREATE,1,0.95
348,seq.int,runtime,CALL_FRAME_PARENT,1,0.94
348,seq.int,runtime,FORMAL_BIND_PROMISES,1,0.91
348,seq.int,runtime,COERCE_IDENTITY,1,0.985
348,seq.int,runtime,DOTS_COLLECT,1,0.975
348,seq.int,runtime,DOTS_ORDER_PRESERVE,1,0.975
348,seq.int,runtime,DOTS_NAMES_PRESERVE,1,0.985
348,seq.int,runtime,PROMISE_CREATE,1,0.94
348,seq.int,runtime,PROMISE_FORCE,1,0.92
348,seq.int,runtime,PROMISE_CACHE,1,0.95
348,seq.int,runtime,PROMISE_RECURSION_GUARD,1,0.88
348,seq.int,runtime,ARG_FORCE_EAGER,1,0.975
348,seq.int,runtime,SYMBOL_LOOKUP,1,0.975
348,seq.int,runtime,PRIMITIVE_LOOKUP,1,0.975
348,seq.int,runtime,SHAPE_SCALAR,1,0.975
349,seq_len,runtime,ATTR_DROP,1,0.985
349,seq_len,runtime,ATTR_POLICY_DROP,1,0.985
349,seq_len,runtime,LANG_CAPTURE_AST,1,0.94
349,seq_len,runtime,LANG_SYMBOL_OBJECT,1,0.975
349,seq_len,runtime,LANG_CALL_OBJECT,1,0.93
349,seq_len,runtime,CLOSURE_CREATE,1,0.96
349,seq_len,runtime,CLOSURE_CAPTURE_ENV,1,0.93
349,seq_len,runtime,CALL_FRAME_CREATE,1,0.95
349,seq_len,runtime,CALL_FRAME_PARENT,1,0.94
349,seq_len,runtime,FORMAL_BIND_PROMISES,1,0.91
349,seq_len,runtime,COERCE_IDENTITY,1,0.985
349,seq_len,runtime,PROMISE_CREATE,1,0.94
349,seq_len,runtime,PROMISE_FORCE,1,0.92
349,seq_len,runtime,PROMISE_CACHE,1,0.95
349,seq_len,runtime,PROMISE_RECURSION_GUARD,1,0.88
349,seq_len,runtime,ARG_FORCE_EAGER,1,0.975
349,seq_len,runtime,ARG_MATCH_EXACT,1,0.975
349,seq_len,runtime,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
349,seq_len,runtime,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
349,seq_len,runtime,ARG_MATCH_POSITIONAL,1,0.975
349,seq_len,runtime,SYMBOL_LOOKUP,1,0.975
349,seq_len,runtime,PRIMITIVE_LOOKUP,1,0.975
349,seq_len,runtime,SHAPE_SCALAR,1,0.975
350,seq_along,runtime,ATTR_DROP,1,0.985
350,seq_along,runtime,ATTR_POLICY_DROP,1,0.985
350,seq_along,runtime,LANG_CAPTURE_AST,1,0.94
350,seq_along,runtime,LANG_SYMBOL_OBJECT,1,0.975
350,seq_along,runtime,LANG_CALL_OBJECT,1,0.93
350,seq_along,runtime,CLOSURE_CREATE,1,0.96
350,seq_along,runtime,CLOSURE_CAPTURE_ENV,1,0.93
350,seq_along,runtime,CALL_FRAME_CREATE,1,0.95
350,seq_along,runtime,CALL_FRAME_PARENT,1,0.94
350,seq_along,runtime,FORMAL_BIND_PROMISES,1,0.91
350,seq_along,runtime,COERCE_IDENTITY,1,0.985
350,seq_along,runtime,PROMISE_CREATE,1,0.94
350,seq_along,runtime,PROMISE_FORCE,1,0.92
350,seq_along,runtime,PROMISE_CACHE,1,0.95
350,seq_along,runtime,PROMISE_RECURSION_GUARD,1,0.88
350,seq_along,runtime,ARG_FORCE_EAGER,1,0.975
350,seq_along,runtime,ARG_MATCH_EXACT,1,0.975
350,seq_along,runtime,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
350,seq_along,runtime,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
350,seq_along,runtime,ARG_MATCH_POSITIONAL,1,0.975
350,seq_along,runtime,SYMBOL_LOOKUP,1,0.975
350,seq_along,runtime,PRIMITIVE_LOOKUP,1,0.975
350,seq_along,runtime,SHAPE_SCALAR,1,0.975
351,list,runtime,ATTR_DROP,1,0.985
351,list,runtime,ATTR_POLICY_DROP,1,0.985
351,list,runtime,LANG_CAPTURE_AST,1,0.94
351,list,runtime,LANG_SYMBOL_OBJECT,1,0.975
351,list,runtime,LANG_CALL_OBJECT,1,0.93
351,list,runtime,CLOSURE_CREATE,1,0.96
351,list,runtime,CLOSURE_CAPTURE_ENV,1,0.93
351,list,runtime,CALL_FRAME_CREATE,1,0.95
351,list,runtime,CALL_FRAME_PARENT,1,0.94
351,list,runtime,FORMAL_BIND_PROMISES,1,0.91
351,list,runtime,COERCE_IDENTITY,1,0.985
351,list,runtime,DOTS_COLLECT,1,0.975
351,list,runtime,DOTS_ORDER_PRESERVE,1,0.975
351,list,runtime,DOTS_NAMES_PRESERVE,1,0.985
351,list,runtime,PROMISE_CREATE,1,0.94
351,list,runtime,PROMISE_FORCE,1,0.92
351,list,runtime,PROMISE_CACHE,1,0.95
351,list,runtime,PROMISE_RECURSION_GUARD,1,0.88
351,list,runtime,ARG_FORCE_EAGER,1,0.975
351,list,runtime,SYMBOL_LOOKUP,1,0.975
351,list,runtime,PRIMITIVE_LOOKUP,1,0.975
351,list,runtime,SHAPE_SCALAR,1,0.975
352,xtfrm,ordering,ATTR_DROP,1,0.985
352,xtfrm,ordering,ATTR_POLICY_DROP,1,0.985
352,xtfrm,ordering,COERCE_IDENTITY,1,0.985
352,xtfrm,ordering,ARG_FORCE_EAGER,1,0.975
352,xtfrm,ordering,ARG_MATCH_EXACT,1,0.975
352,xtfrm,ordering,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
352,xtfrm,ordering,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
352,xtfrm,ordering,ARG_MATCH_POSITIONAL,1,0.975
352,xtfrm,ordering,ORDER_TOTAL_R,1,0.975
352,xtfrm,ordering,ORDER_NA_PLACEMENT,1,0.985
352,xtfrm,ordering,ORDER_STABLE,1,0.975
352,xtfrm,ordering,SYMBOL_LOOKUP,1,0.975
352,xtfrm,ordering,PRIMITIVE_LOOKUP,1,0.975
353,enc2native,runtime,ATTR_DROP,1,0.985
353,enc2native,runtime,ATTR_POLICY_DROP,1,0.985
353,enc2native,runtime,LANG_CAPTURE_AST,1,0.94
353,enc2native,runtime,LANG_SYMBOL_OBJECT,1,0.975
353,enc2native,runtime,LANG_CALL_OBJECT,1,0.93
353,enc2native,runtime,CLOSURE_CREATE,1,0.96
353,enc2native,runtime,CLOSURE_CAPTURE_ENV,1,0.93
353,enc2native,runtime,CALL_FRAME_CREATE,1,0.95
353,enc2native,runtime,CALL_FRAME_PARENT,1,0.94
353,enc2native,runtime,FORMAL_BIND_PROMISES,1,0.91
353,enc2native,runtime,COERCE_IDENTITY,1,0.985
353,enc2native,runtime,PROMISE_CREATE,1,0.94
353,enc2native,runtime,PROMISE_FORCE,1,0.92
353,enc2native,runtime,PROMISE_CACHE,1,0.95
353,enc2native,runtime,PROMISE_RECURSION_GUARD,1,0.88
353,enc2native,runtime,ARG_FORCE_EAGER,1,0.975
353,enc2native,runtime,ARG_MATCH_EXACT,1,0.975
353,enc2native,runtime,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
353,enc2native,runtime,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
353,enc2native,runtime,ARG_MATCH_POSITIONAL,1,0.975
353,enc2native,runtime,SYMBOL_LOOKUP,1,0.975
353,enc2native,runtime,PRIMITIVE_LOOKUP,1,0.975
353,enc2native,runtime,SHAPE_SCALAR,1,0.975
354,enc2utf8,runtime,ATTR_DROP,1,0.985
354,enc2utf8,runtime,ATTR_POLICY_DROP,1,0.985
354,enc2utf8,runtime,LANG_CAPTURE_AST,1,0.94
354,enc2utf8,runtime,LANG_SYMBOL_OBJECT,1,0.975
354,enc2utf8,runtime,LANG_CALL_OBJECT,1,0.93
354,enc2utf8,runtime,CLOSURE_CREATE,1,0.96
354,enc2utf8,runtime,CLOSURE_CAPTURE_ENV,1,0.93
354,enc2utf8,runtime,CALL_FRAME_CREATE,1,0.95
354,enc2utf8,runtime,CALL_FRAME_PARENT,1,0.94
354,enc2utf8,runtime,FORMAL_BIND_PROMISES,1,0.91
354,enc2utf8,runtime,COERCE_IDENTITY,1,0.985
354,enc2utf8,runtime,PROMISE_CREATE,1,0.94
354,enc2utf8,runtime,PROMISE_FORCE,1,0.92
354,enc2utf8,runtime,PROMISE_CACHE,1,0.95
354,enc2utf8,runtime,PROMISE_RECURSION_GUARD,1,0.88
354,enc2utf8,runtime,ARG_FORCE_EAGER,1,0.975
354,enc2utf8,runtime,ARG_MATCH_EXACT,1,0.975
354,enc2utf8,runtime,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
354,enc2utf8,runtime,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
354,enc2utf8,runtime,ARG_MATCH_POSITIONAL,1,0.975
354,enc2utf8,runtime,SYMBOL_LOOKUP,1,0.975
354,enc2utf8,runtime,PRIMITIVE_LOOKUP,1,0.975
354,enc2utf8,runtime,SHAPE_SCALAR,1,0.975
355,emptyenv,environment,ATTR_DROP,1,0.985
355,emptyenv,environment,ATTR_POLICY_DROP,1,0.985
355,emptyenv,environment,COERCE_IDENTITY,1,0.985
355,emptyenv,environment,INTERNAL_GENERIC_LOOKUP,1,0.975
355,emptyenv,environment,OPS_GROUP_DISPATCH,1,0.975
355,emptyenv,environment,ENV_CREATE,1,0.975
355,emptyenv,environment,ENV_PARENT_LINK,1,0.975
355,emptyenv,environment,ENV_LOOKUP_LOCAL,1,0.975
355,emptyenv,environment,ENV_LOOKUP_PARENT,1,0.95
355,emptyenv,environment,ACTIVE_BINDING_READ,1,0.86
355,emptyenv,environment,ENV_ASSIGN_LOCAL,1,0.975
355,emptyenv,environment,ENV_SUPERASSIGN,1,0.93
355,emptyenv,environment,ACTIVE_BINDING_WRITE,1,0.84
355,emptyenv,environment,ARG_FORCE_EAGER,1,0.975
355,emptyenv,environment,ARG_MATCH_EXACT,1,0.975
355,emptyenv,environment,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
355,emptyenv,environment,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
355,emptyenv,environment,ARG_MATCH_POSITIONAL,1,0.975
355,emptyenv,environment,SYMBOL_LOOKUP,1,0.975
355,emptyenv,environment,PRIMITIVE_LOOKUP,1,0.975
355,emptyenv,environment,SHAPE_SCALAR,1,0.975
356,baseenv,environment,ATTR_DROP,1,0.985
356,baseenv,environment,ATTR_POLICY_DROP,1,0.985
356,baseenv,environment,COERCE_IDENTITY,1,0.985
356,baseenv,environment,INTERNAL_GENERIC_LOOKUP,1,0.975
356,baseenv,environment,OPS_GROUP_DISPATCH,1,0.975
356,baseenv,environment,ENV_CREATE,1,0.975
356,baseenv,environment,ENV_PARENT_LINK,1,0.975
356,baseenv,environment,ENV_LOOKUP_LOCAL,1,0.975
356,baseenv,environment,ENV_LOOKUP_PARENT,1,0.95
356,baseenv,environment,ACTIVE_BINDING_READ,1,0.86
356,baseenv,environment,ENV_ASSIGN_LOCAL,1,0.975
356,baseenv,environment,ENV_SUPERASSIGN,1,0.93
356,baseenv,environment,ACTIVE_BINDING_WRITE,1,0.84
356,baseenv,environment,ARG_FORCE_EAGER,1,0.975
356,baseenv,environment,ARG_MATCH_EXACT,1,0.975
356,baseenv,environment,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
356,baseenv,environment,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
356,baseenv,environment,ARG_MATCH_POSITIONAL,1,0.975
356,baseenv,environment,SYMBOL_LOOKUP,1,0.975
356,baseenv,environment,PRIMITIVE_LOOKUP,1,0.975
356,baseenv,environment,SHAPE_SCALAR,1,0.975
357,globalenv,environment,ATTR_DROP,1,0.985
357,globalenv,environment,ATTR_POLICY_DROP,1,0.985
357,globalenv,environment,COERCE_IDENTITY,1,0.985
357,globalenv,environment,INTERNAL_GENERIC_LOOKUP,1,0.975
357,globalenv,environment,OPS_GROUP_DISPATCH,1,0.975
357,globalenv,environment,ENV_CREATE,1,0.975
357,globalenv,environment,ENV_PARENT_LINK,1,0.975
357,globalenv,environment,ENV_LOOKUP_LOCAL,1,0.975
357,globalenv,environment,ENV_LOOKUP_PARENT,1,0.95
357,globalenv,environment,ACTIVE_BINDING_READ,1,0.86
357,globalenv,environment,ENV_ASSIGN_LOCAL,1,0.975
357,globalenv,environment,ENV_SUPERASSIGN,1,0.93
357,globalenv,environment,ACTIVE_BINDING_WRITE,1,0.84
357,globalenv,environment,ARG_FORCE_EAGER,1,0.975
357,globalenv,environment,ARG_MATCH_EXACT,1,0.975
357,globalenv,environment,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
357,globalenv,environment,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
357,globalenv,environment,ARG_MATCH_POSITIONAL,1,0.975
357,globalenv,environment,SYMBOL_LOOKUP,1,0.975
357,globalenv,environment,PRIMITIVE_LOOKUP,1,0.975
357,globalenv,environment,SHAPE_SCALAR,1,0.975
358,environment<-,replacement,ATTR_GET_GENERIC,1,0.985
358,environment<-,replacement,ATTR_SET_GENERIC,1,0.985
358,environment<-,replacement,COERCE_IDENTITY,1,0.985
358,environment<-,replacement,INTERNAL_GENERIC_LOOKUP,1,0.975
358,environment<-,replacement,OPS_GROUP_DISPATCH,1,0.975
358,environment<-,replacement,ENV_LOOKUP_LOCAL,1,0.975
358,environment<-,replacement,ENV_LOOKUP_PARENT,1,0.95
358,environment<-,replacement,ACTIVE_BINDING_READ,1,0.86
358,environment<-,replacement,ENV_ASSIGN_LOCAL,1,0.975
358,environment<-,replacement,ENV_SUPERASSIGN,1,0.93
358,environment<-,replacement,ACTIVE_BINDING_WRITE,1,0.84
358,environment<-,replacement,ARG_FORCE_EAGER,1,0.975
358,environment<-,replacement,ARG_MATCH_EXACT,1,0.975
358,environment<-,replacement,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
358,environment<-,replacement,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
358,environment<-,replacement,ARG_MATCH_POSITIONAL,1,0.975
358,environment<-,replacement,SYMBOL_LOOKUP,1,0.975
358,environment<-,replacement,PRIMITIVE_LOOKUP,1,0.975
358,environment<-,replacement,SCATTER_ATOMIC,1,0.975
358,environment<-,replacement,SCATTER_LIST,1,0.975
358,environment<-,replacement,REPLACEMENT_RECYCLE,1,0.975
358,environment<-,replacement,SHAPE_SCALAR,1,0.975
359,pos.to.env,environment,ATTR_DROP,1,0.985
359,pos.to.env,environment,ATTR_POLICY_DROP,1,0.985
359,pos.to.env,environment,COERCE_IDENTITY,1,0.985
359,pos.to.env,environment,INTERNAL_GENERIC_LOOKUP,1,0.975
359,pos.to.env,environment,OPS_GROUP_DISPATCH,1,0.975
359,pos.to.env,environment,ENV_CREATE,1,0.975
359,pos.to.env,environment,ENV_PARENT_LINK,1,0.975
359,pos.to.env,environment,ENV_LOOKUP_LOCAL,1,0.975
359,pos.to.env,environment,ENV_LOOKUP_PARENT,1,0.95
359,pos.to.env,environment,ACTIVE_BINDING_READ,1,0.86
359,pos.to.env,environment,ENV_ASSIGN_LOCAL,1,0.975
359,pos.to.env,environment,ENV_SUPERASSIGN,1,0.93
359,pos.to.env,environment,ACTIVE_BINDING_WRITE,1,0.84
359,pos.to.env,environment,ARG_FORCE_EAGER,1,0.975
359,pos.to.env,environment,ARG_MATCH_EXACT,1,0.975
359,pos.to.env,environment,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
359,pos.to.env,environment,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
359,pos.to.env,environment,ARG_MATCH_POSITIONAL,1,0.975
359,pos.to.env,environment,SYMBOL_LOOKUP,1,0.975
359,pos.to.env,environment,PRIMITIVE_LOOKUP,1,0.975
359,pos.to.env,environment,SHAPE_SCALAR,1,0.975
360,.C,runtime,ATTR_DROP,1,0.985
360,.C,runtime,ATTR_POLICY_DROP,1,0.985
360,.C,runtime,LANG_CAPTURE_AST,1,0.94
360,.C,runtime,LANG_SYMBOL_OBJECT,1,0.975
360,.C,runtime,LANG_CALL_OBJECT,1,0.93
360,.C,runtime,CLOSURE_CREATE,1,0.96
360,.C,runtime,CLOSURE_CAPTURE_ENV,1,0.93
360,.C,runtime,CALL_FRAME_CREATE,1,0.95
360,.C,runtime,CALL_FRAME_PARENT,1,0.94
360,.C,runtime,FORMAL_BIND_PROMISES,1,0.91
360,.C,runtime,COERCE_IDENTITY,1,0.985
360,.C,runtime,DOTS_COLLECT,1,0.975
360,.C,runtime,DOTS_ORDER_PRESERVE,1,0.975
360,.C,runtime,DOTS_NAMES_PRESERVE,1,0.985
360,.C,runtime,PROMISE_CREATE,1,0.94
360,.C,runtime,PROMISE_FORCE,1,0.92
360,.C,runtime,PROMISE_CACHE,1,0.95
360,.C,runtime,PROMISE_RECURSION_GUARD,1,0.88
360,.C,runtime,ARG_FORCE_EAGER,1,0.975
360,.C,runtime,SYMBOL_LOOKUP,1,0.975
360,.C,runtime,PRIMITIVE_LOOKUP,1,0.975
360,.C,runtime,SHAPE_SCALAR,1,0.975
361,.Fortran,runtime,ATTR_DROP,1,0.985
361,.Fortran,runtime,ATTR_POLICY_DROP,1,0.985
361,.Fortran,runtime,LANG_CAPTURE_AST,1,0.94
361,.Fortran,runtime,LANG_SYMBOL_OBJECT,1,0.975
361,.Fortran,runtime,LANG_CALL_OBJECT,1,0.93
361,.Fortran,runtime,CLOSURE_CREATE,1,0.96
361,.Fortran,runtime,CLOSURE_CAPTURE_ENV,1,0.93
361,.Fortran,runtime,CALL_FRAME_CREATE,1,0.95
361,.Fortran,runtime,CALL_FRAME_PARENT,1,0.94
361,.Fortran,runtime,FORMAL_BIND_PROMISES,1,0.91
361,.Fortran,runtime,COERCE_IDENTITY,1,0.985
361,.Fortran,runtime,DOTS_COLLECT,1,0.975
361,.Fortran,runtime,DOTS_ORDER_PRESERVE,1,0.975
361,.Fortran,runtime,DOTS_NAMES_PRESERVE,1,0.985
361,.Fortran,runtime,PROMISE_CREATE,1,0.94
361,.Fortran,runtime,PROMISE_FORCE,1,0.92
361,.Fortran,runtime,PROMISE_CACHE,1,0.95
361,.Fortran,runtime,PROMISE_RECURSION_GUARD,1,0.88
361,.Fortran,runtime,ARG_FORCE_EAGER,1,0.975
361,.Fortran,runtime,SYMBOL_LOOKUP,1,0.975
361,.Fortran,runtime,PRIMITIVE_LOOKUP,1,0.975
361,.Fortran,runtime,SHAPE_SCALAR,1,0.975
362,.External,runtime,ATTR_DROP,1,0.985
362,.External,runtime,ATTR_POLICY_DROP,1,0.985
362,.External,runtime,LANG_CAPTURE_AST,1,0.94
362,.External,runtime,LANG_SYMBOL_OBJECT,1,0.975
362,.External,runtime,LANG_CALL_OBJECT,1,0.93
362,.External,runtime,CLOSURE_CREATE,1,0.96
362,.External,runtime,CLOSURE_CAPTURE_ENV,1,0.93
362,.External,runtime,CALL_FRAME_CREATE,1,0.95
362,.External,runtime,CALL_FRAME_PARENT,1,0.94
362,.External,runtime,FORMAL_BIND_PROMISES,1,0.91
362,.External,runtime,COERCE_IDENTITY,1,0.985
362,.External,runtime,DOTS_COLLECT,1,0.975
362,.External,runtime,DOTS_ORDER_PRESERVE,1,0.975
362,.External,runtime,DOTS_NAMES_PRESERVE,1,0.985
362,.External,runtime,PROMISE_CREATE,1,0.94
362,.External,runtime,PROMISE_FORCE,1,0.92
362,.External,runtime,PROMISE_CACHE,1,0.95
362,.External,runtime,PROMISE_RECURSION_GUARD,1,0.88
362,.External,runtime,ARG_FORCE_EAGER,1,0.975
362,.External,runtime,SYMBOL_LOOKUP,1,0.975
362,.External,runtime,PRIMITIVE_LOOKUP,1,0.975
362,.External,runtime,SHAPE_SCALAR,1,0.975
363,.External2,runtime,ATTR_DROP,1,0.985
363,.External2,runtime,ATTR_POLICY_DROP,1,0.985
363,.External2,runtime,LANG_CAPTURE_AST,1,0.94
363,.External2,runtime,LANG_SYMBOL_OBJECT,1,0.975
363,.External2,runtime,LANG_CALL_OBJECT,1,0.93
363,.External2,runtime,CLOSURE_CREATE,1,0.96
363,.External2,runtime,CLOSURE_CAPTURE_ENV,1,0.93
363,.External2,runtime,CALL_FRAME_CREATE,1,0.95
363,.External2,runtime,CALL_FRAME_PARENT,1,0.94
363,.External2,runtime,FORMAL_BIND_PROMISES,1,0.91
363,.External2,runtime,COERCE_IDENTITY,1,0.985
363,.External2,runtime,DOTS_COLLECT,1,0.975
363,.External2,runtime,DOTS_ORDER_PRESERVE,1,0.975
363,.External2,runtime,DOTS_NAMES_PRESERVE,1,0.985
363,.External2,runtime,PROMISE_CREATE,1,0.94
363,.External2,runtime,PROMISE_FORCE,1,0.92
363,.External2,runtime,PROMISE_CACHE,1,0.95
363,.External2,runtime,PROMISE_RECURSION_GUARD,1,0.88
363,.External2,runtime,ARG_FORCE_EAGER,1,0.975
363,.External2,runtime,SYMBOL_LOOKUP,1,0.975
363,.External2,runtime,PRIMITIVE_LOOKUP,1,0.975
363,.External2,runtime,SHAPE_SCALAR,1,0.975
364,.Call,runtime,ATTR_DROP,1,0.985
364,.Call,runtime,ATTR_POLICY_DROP,1,0.985
364,.Call,runtime,LANG_CAPTURE_AST,1,0.94
364,.Call,runtime,LANG_SYMBOL_OBJECT,1,0.975
364,.Call,runtime,LANG_CALL_OBJECT,1,0.93
364,.Call,runtime,CLOSURE_CREATE,1,0.96
364,.Call,runtime,CLOSURE_CAPTURE_ENV,1,0.93
364,.Call,runtime,CALL_FRAME_CREATE,1,0.95
364,.Call,runtime,CALL_FRAME_PARENT,1,0.94
364,.Call,runtime,FORMAL_BIND_PROMISES,1,0.91
364,.Call,runtime,COERCE_IDENTITY,1,0.985
364,.Call,runtime,DOTS_COLLECT,1,0.975
364,.Call,runtime,DOTS_ORDER_PRESERVE,1,0.975
364,.Call,runtime,DOTS_NAMES_PRESERVE,1,0.985
364,.Call,runtime,PROMISE_CREATE,1,0.94
364,.Call,runtime,PROMISE_FORCE,1,0.92
364,.Call,runtime,PROMISE_CACHE,1,0.95
364,.Call,runtime,PROMISE_RECURSION_GUARD,1,0.88
364,.Call,runtime,ARG_FORCE_EAGER,1,0.975
364,.Call,runtime,SYMBOL_LOOKUP,1,0.975
364,.Call,runtime,PRIMITIVE_LOOKUP,1,0.975
364,.Call,runtime,SHAPE_SCALAR,1,0.975
365,.External.graphics,runtime,ATTR_DROP,1,0.985
365,.External.graphics,runtime,ATTR_POLICY_DROP,1,0.985
365,.External.graphics,runtime,LANG_CAPTURE_AST,1,0.94
365,.External.graphics,runtime,LANG_SYMBOL_OBJECT,1,0.975
365,.External.graphics,runtime,LANG_CALL_OBJECT,1,0.93
365,.External.graphics,runtime,CLOSURE_CREATE,1,0.96
365,.External.graphics,runtime,CLOSURE_CAPTURE_ENV,1,0.93
365,.External.graphics,runtime,CALL_FRAME_CREATE,1,0.95
365,.External.graphics,runtime,CALL_FRAME_PARENT,1,0.94
365,.External.graphics,runtime,FORMAL_BIND_PROMISES,1,0.91
365,.External.graphics,runtime,COERCE_IDENTITY,1,0.985
365,.External.graphics,runtime,DOTS_COLLECT,1,0.975
365,.External.graphics,runtime,DOTS_ORDER_PRESERVE,1,0.975
365,.External.graphics,runtime,DOTS_NAMES_PRESERVE,1,0.985
365,.External.graphics,runtime,PROMISE_CREATE,1,0.94
365,.External.graphics,runtime,PROMISE_FORCE,1,0.92
365,.External.graphics,runtime,PROMISE_CACHE,1,0.95
365,.External.graphics,runtime,PROMISE_RECURSION_GUARD,1,0.88
365,.External.graphics,runtime,ARG_FORCE_EAGER,1,0.975
365,.External.graphics,runtime,SYMBOL_LOOKUP,1,0.975
365,.External.graphics,runtime,PRIMITIVE_LOOKUP,1,0.975
365,.External.graphics,runtime,SHAPE_SCALAR,1,0.975
366,.Call.graphics,runtime,ATTR_DROP,1,0.985
366,.Call.graphics,runtime,ATTR_POLICY_DROP,1,0.985
366,.Call.graphics,runtime,LANG_CAPTURE_AST,1,0.94
366,.Call.graphics,runtime,LANG_SYMBOL_OBJECT,1,0.975
366,.Call.graphics,runtime,LANG_CALL_OBJECT,1,0.93
366,.Call.graphics,runtime,CLOSURE_CREATE,1,0.96
366,.Call.graphics,runtime,CLOSURE_CAPTURE_ENV,1,0.93
366,.Call.graphics,runtime,CALL_FRAME_CREATE,1,0.95
366,.Call.graphics,runtime,CALL_FRAME_PARENT,1,0.94
366,.Call.graphics,runtime,FORMAL_BIND_PROMISES,1,0.91
366,.Call.graphics,runtime,COERCE_IDENTITY,1,0.985
366,.Call.graphics,runtime,DOTS_COLLECT,1,0.975
366,.Call.graphics,runtime,DOTS_ORDER_PRESERVE,1,0.975
366,.Call.graphics,runtime,DOTS_NAMES_PRESERVE,1,0.985
366,.Call.graphics,runtime,PROMISE_CREATE,1,0.94
366,.Call.graphics,runtime,PROMISE_FORCE,1,0.92
366,.Call.graphics,runtime,PROMISE_CACHE,1,0.95
366,.Call.graphics,runtime,PROMISE_RECURSION_GUARD,1,0.88
366,.Call.graphics,runtime,ARG_FORCE_EAGER,1,0.975
366,.Call.graphics,runtime,SYMBOL_LOOKUP,1,0.975
366,.Call.graphics,runtime,PRIMITIVE_LOOKUP,1,0.975
366,.Call.graphics,runtime,SHAPE_SCALAR,1,0.975
367,eapply,language,ATTR_DROP,1,0.985
367,eapply,language,ATTR_POLICY_DROP,1,0.985
367,eapply,language,LANG_CAPTURE_AST,1,0.94
367,eapply,language,LANG_SYMBOL_OBJECT,1,0.975
367,eapply,language,LANG_CALL_OBJECT,1,0.93
367,eapply,language,CLOSURE_CREATE,1,0.96
367,eapply,language,CLOSURE_CAPTURE_ENV,1,0.93
