source_id,language,ecosystem,canonical_semantic_id,observed,source_feature_count,occurrences
cran:LKT@1.7.0,r,cran,UASF_0315,1,1,27
cran:LKT@1.7.0,r,cran,UASF_0239,1,1,51
cran:LKT@1.7.0,r,cran,UASF_0046,1,1,1
cran:LKT@1.7.0,r,cran,UASF_0077,1,1,5
cran:LKT@1.7.0,r,cran,UASF_0233,1,1,390
cran:LKT@1.7.0,r,cran,UASF_0071,1,1,1
cran:LKT@1.7.0,r,cran,UASF_0325,1,1,2
cran:LKT@1.7.0,r,cran,UASF_0181,1,1,79
cran:LLSR@0.0.4,r,cran,UASF_0219,1,1,149
cran:LLSR@0.0.4,r,cran,UASF_0071,1,1,37
cran:LLSR@0.0.4,r,cran,UASF_0237,1,1,2
cran:LLSR@0.0.4,r,cran,UASF_0181,1,1,59
cran:LLSR@0.0.4,r,cran,UASF_0182,1,3,205
cran:LLSR@0.0.4,r,cran,UASF_0220,1,1,1637
cran:LLSR@0.0.4,r,cran,UASF_0315,1,1,6
cran:LLSR@0.0.4,r,cran,UASF_0239,1,1,5
cran:LLSR@0.0.4,r,cran,UASF_0306,1,1,136
cran:LLSR@0.0.4,r,cran,UASF_0171,1,1,28
cran:LLSR@0.0.4,r,cran,UASF_0232,1,1,80
cran:LLSR@0.0.4,r,cran,UASF_0233,1,1,149
cran:LLSR@0.0.4,r,cran,UASF_0077,1,1,22
cran:LMD@1.2.1,r,cran,UASF_0220,1,1,271
cran:LMD@1.2.1,r,cran,UASF_0306,1,1,16
cran:LMD@1.2.1,r,cran,UASF_0219,1,1,29
cran:LMD@1.2.1,r,cran,UASF_0181,1,1,17
cran:LMD@1.2.1,r,cran,UASF_0182,1,3,30
cran:LMD@1.2.1,r,cran,UASF_0232,1,1,15
cran:LMD@1.2.1,r,cran,UASF_0233,1,1,29
cran:LMD@1.2.1,r,cran,UASF_0077,1,1,43
cran:LMMsolver@1.0.13,r,cran,UASF_0014,1,1,6
cran:LMMsolver@1.0.13,r,cran,UASF_0233,1,1,421
cran:LMMsolver@1.0.13,r,cran,UASF_0239,1,1,15
cran:LMMsolver@1.0.13,r,cran,UASF_0213,1,1,20
cran:LMMsolver@1.0.13,r,cran,UASF_0306,1,1,205
cran:LMMsolver@1.0.13,r,cran,UASF_0077,1,1,188
cran:LMMsolver@1.0.13,r,cran,UASF_0232,1,1,150
cran:LMMsolver@1.0.13,r,cran,UASF_0181,1,1,86
cran:LMMsolver@1.0.13,r,cran,UASF_0182,1,2,383
cran:LMMsolver@1.0.13,r,cran,UASF_0241,1,1,1
cran:LMMsolver@1.0.13,r,cran,UASF_0220,1,1,3268
cran:LMMsolver@1.0.13,r,cran,UASF_0325,1,1,3
cran:LMMsolver@1.0.13,r,cran,UASF_0171,1,1,129
cran:LMMsolver@1.0.13,r,cran,UASF_0071,1,1,12
cran:LMMsolver@1.0.13,r,cran,UASF_0315,1,1,24
cran:LMMsolver@1.0.13,r,cran,UASF_0219,1,1,421
cran:LNIRT@0.5.1,r,cran,UASF_0171,1,1,39
cran:LNIRT@0.5.1,r,cran,UASF_0219,1,1,810
cran:LNIRT@0.5.1,r,cran,UASF_0233,1,1,810
cran:LNIRT@0.5.1,r,cran,UASF_0071,1,1,8
cran:LNIRT@0.5.1,r,cran,UASF_0181,1,1,73
cran:LNIRT@0.5.1,r,cran,UASF_0239,1,1,16
cran:LNIRT@0.5.1,r,cran,UASF_0077,1,1,20
cran:LNIRT@0.5.1,r,cran,UASF_0182,1,2,472
cran:LNIRT@0.5.1,r,cran,UASF_0232,1,1,6
cran:LNIRT@0.5.1,r,cran,UASF_0315,1,1,14
cran:LNIRT@0.5.1,r,cran,UASF_0213,1,1,7
cran:LNIRT@0.5.1,r,cran,UASF_0220,1,1,3554
cran:LNIRT@0.5.1,r,cran,UASF_0306,1,1,98
cran:LREP@0.1.1,r,cran,UASF_0219,1,1,1
cran:LREP@0.1.1,r,cran,UASF_0233,1,1,1
cran:LREP@0.1.1,r,cran,UASF_0220,1,1,55
cran:LREP@0.1.1,r,cran,UASF_0306,1,1,3
cran:LREP@0.1.1,r,cran,UASF_0182,1,2,8
cran:LRMF3@0.1.0,r,cran,UASF_0306,1,1,13
cran:LRMF3@0.1.0,r,cran,UASF_0182,1,1,16
cran:LRMF3@0.1.0,r,cran,UASF_0219,1,1,28
cran:LRMF3@0.1.0,r,cran,UASF_0171,1,1,15
cran:LRMF3@0.1.0,r,cran,UASF_0233,1,1,28
cran:LRMF3@0.1.0,r,cran,UASF_0071,1,1,14
cran:LRMF3@0.1.0,r,cran,UASF_0237,1,1,2
cran:LRMF3@0.1.0,r,cran,UASF_0220,1,1,66
cran:LSAmitR@1.0-3,r,cran,UASF_0306,1,1,3
cran:LSAmitR@1.0-3,r,cran,UASF_0181,1,1,3
cran:LSAmitR@1.0-3,r,cran,UASF_0220,1,1,24
cran:LSAmitR@1.0-3,r,cran,UASF_0182,1,2,5
cran:LSDinterface@1.2.5,r,cran,UASF_0232,1,1,45
cran:LSDinterface@1.2.5,r,cran,UASF_0046,1,1,1
cran:LSDinterface@1.2.5,r,cran,UASF_0315,1,1,15
cran:LSDinterface@1.2.5,r,cran,UASF_0233,1,1,11
cran:LSDinterface@1.2.5,r,cran,UASF_0071,1,1,5
cran:LSDinterface@1.2.5,r,cran,UASF_0213,1,1,2
cran:LSDinterface@1.2.5,r,cran,UASF_0077,1,1,21
cran:LSDinterface@1.2.5,r,cran,UASF_0220,1,1,506
cran:LSDinterface@1.2.5,r,cran,UASF_0219,1,1,11
cran:LSDinterface@1.2.5,r,cran,UASF_0171,1,1,76
cran:LSDinterface@1.2.5,r,cran,UASF_0181,1,1,45
cran:LSDinterface@1.2.5,r,cran,UASF_0182,1,3,213
cran:LSDinterface@1.2.5,r,cran,UASF_0306,1,1,34
cran:LSJM@0.1.0,r,cran,UASF_0306,1,1,234
cran:LSJM@0.1.0,r,cran,UASF_0169,1,1,22
cran:LSJM@0.1.0,r,cran,UASF_0232,1,1,631
cran:LSJM@0.1.0,r,cran,UASF_0219,1,1,13789
cran:LSJM@0.1.0,r,cran,UASF_0171,1,1,311
cran:LSJM@0.1.0,r,cran,UASF_0315,1,1,197
cran:LSJM@0.1.0,r,cran,UASF_0077,1,1,12
cran:LSJM@0.1.0,r,cran,UASF_0217,1,1,32
cran:LSJM@0.1.0,r,cran,UASF_0220,1,1,31758
cran:LSJM@0.1.0,r,cran,UASF_0182,1,3,6311
cran:LSJM@0.1.0,r,cran,UASF_0014,1,1,42
cran:LSJM@0.1.0,r,cran,UASF_0237,1,1,4
cran:LSJM@0.1.0,r,cran,UASF_0233,1,1,13789
cran:LSJM@0.1.0,r,cran,UASF_0181,1,1,25
cran:LSJM@0.1.0,r,cran,UASF_0071,1,1,92
cran:Lahman@14.0-0,r,cran,UASF_0077,1,1,41
cran:Lahman@14.0-0,r,cran,UASF_0182,1,2,26
cran:Lahman@14.0-0,r,cran,UASF_0219,1,1,45
cran:Lahman@14.0-0,r,cran,UASF_0213,1,1,4
cran:Lahman@14.0-0,r,cran,UASF_0232,1,1,1
cran:Lahman@14.0-0,r,cran,UASF_0315,1,1,14
cran:Lahman@14.0-0,r,cran,UASF_0306,1,1,15
cran:Lahman@14.0-0,r,cran,UASF_0181,1,1,5
cran:Lahman@14.0-0,r,cran,UASF_0233,1,1,45
cran:Lahman@14.0-0,r,cran,UASF_0071,1,1,7
cran:Lahman@14.0-0,r,cran,UASF_0220,1,1,373
cran:Landmarking@1.0.2,r,cran,UASF_0077,1,1,86
cran:Landmarking@1.0.2,r,cran,UASF_0071,1,1,6
cran:Landmarking@1.0.2,r,cran,UASF_0213,1,1,3
cran:Landmarking@1.0.2,r,cran,UASF_0306,1,1,48
cran:Landmarking@1.0.2,r,cran,UASF_0233,1,1,124
cran:Landmarking@1.0.2,r,cran,UASF_0232,1,1,131
cran:Landmarking@1.0.2,r,cran,UASF_0219,1,1,124
cran:Landmarking@1.0.2,r,cran,UASF_0181,1,1,8
cran:Landmarking@1.0.2,r,cran,UASF_0315,1,1,20
cran:Landmarking@1.0.2,r,cran,UASF_0239,1,1,10
cran:Landmarking@1.0.2,r,cran,UASF_0220,1,1,929
cran:Landmarking@1.0.2,r,cran,UASF_0182,1,2,240
cran:Landmarking@1.0.2,r,cran,UASF_0171,1,1,112
cran:Latamverse@0.1.0,r,cran,UASF_0315,1,1,2
cran:Latamverse@0.1.0,r,cran,UASF_0077,1,1,12
cran:Latamverse@0.1.0,r,cran,UASF_0220,1,1,46
cran:Latamverse@0.1.0,r,cran,UASF_0306,1,1,6
cran:Latamverse@0.1.0,r,cran,UASF_0219,1,1,30
cran:Latamverse@0.1.0,r,cran,UASF_0233,1,1,30
cran:Latamverse@0.1.0,r,cran,UASF_0071,1,1,1
cran:LearnBayes@2.15.2,r,cran,UASF_0232,1,1,13
cran:LearnBayes@2.15.2,r,cran,UASF_0219,1,1,204
cran:LearnBayes@2.15.2,r,cran,UASF_0181,1,1,74
cran:LearnBayes@2.15.2,r,cran,UASF_0071,1,1,35
cran:LearnBayes@2.15.2,r,cran,UASF_0220,1,1,1516
cran:LearnBayes@2.15.2,r,cran,UASF_0077,1,1,50
cran:LearnBayes@2.15.2,r,cran,UASF_0325,1,1,11
cran:LearnBayes@2.15.2,r,cran,UASF_0182,1,3,93
cran:LearnBayes@2.15.2,r,cran,UASF_0306,1,1,125
cran:LearnBayes@2.15.2,r,cran,UASF_0233,1,1,204
cran:LearnPCA@0.3.4,r,cran,UASF_0213,1,1,13
cran:LearnPCA@0.3.4,r,cran,UASF_0315,1,1,2
cran:LearnPCA@0.3.4,r,cran,UASF_0182,1,3,86
cran:LearnPCA@0.3.4,r,cran,UASF_0233,1,1,201
cran:LearnPCA@0.3.4,r,cran,UASF_0306,1,1,22
cran:LearnPCA@0.3.4,r,cran,UASF_0219,1,1,201
cran:LearnPCA@0.3.4,r,cran,UASF_0181,1,1,3
cran:LearnPCA@0.3.4,r,cran,UASF_0071,1,1,2
cran:LearnPCA@0.3.4,r,cran,UASF_0171,1,1,10
cran:LearnPCA@0.3.4,r,cran,UASF_0077,1,1,51
cran:LearnPCA@0.3.4,r,cran,UASF_0325,1,1,6
cran:LearnPCA@0.3.4,r,cran,UASF_0220,1,1,968
cran:LexFindR@1.1.0,r,cran,UASF_0306,1,1,23
cran:LexFindR@1.1.0,r,cran,UASF_0182,1,2,51
cran:LexFindR@1.1.0,r,cran,UASF_0077,1,1,12
cran:LexFindR@1.1.0,r,cran,UASF_0071,1,1,1
cran:LexFindR@1.1.0,r,cran,UASF_0232,1,1,12
cran:LexFindR@1.1.0,r,cran,UASF_0315,1,1,17
cran:LexFindR@1.1.0,r,cran,UASF_0220,1,1,397
cran:LexFindR@1.1.0,r,cran,UASF_0219,1,1,31
cran:LexFindR@1.1.0,r,cran,UASF_0233,1,1,31
cran:LexFindR@1.1.0,r,cran,UASF_0181,1,1,16
cran:LexFindR@1.1.0,r,cran,UASF_0171,1,1,11
cran:LexFindR@1.1.0,r,cran,UASF_0237,1,1,1
cran:LifeTableBuilder@0.1.3,r,cran,UASF_0315,1,1,1
cran:LifeTableBuilder@0.1.3,r,cran,UASF_0077,1,1,91
cran:LifeTableBuilder@0.1.3,r,cran,UASF_0182,1,2,19
cran:LifeTableBuilder@0.1.3,r,cran,UASF_0171,1,1,2
cran:LifeTableBuilder@0.1.3,r,cran,UASF_0233,1,1,60
cran:LifeTableBuilder@0.1.3,r,cran,UASF_0071,1,1,4
cran:LifeTableBuilder@0.1.3,r,cran,UASF_0306,1,1,11
cran:LifeTableBuilder@0.1.3,r,cran,UASF_0232,1,1,5
cran:LifeTableBuilder@0.1.3,r,cran,UASF_0181,1,1,2
cran:LifeTableBuilder@0.1.3,r,cran,UASF_0220,1,1,123
cran:LifeTableBuilder@0.1.3,r,cran,UASF_0219,1,1,60
cran:LifeTableFertility@0.1.1,r,cran,UASF_0181,1,1,6
cran:LifeTableFertility@0.1.1,r,cran,UASF_0232,1,1,3
cran:LifeTableFertility@0.1.1,r,cran,UASF_0042,1,1,1
cran:LifeTableFertility@0.1.1,r,cran,UASF_0071,1,1,3
cran:LifeTableFertility@0.1.1,r,cran,UASF_0315,1,1,22
cran:LifeTableFertility@0.1.1,r,cran,UASF_0171,1,1,28
cran:LifeTableFertility@0.1.1,r,cran,UASF_0233,1,1,107
cran:LifeTableFertility@0.1.1,r,cran,UASF_0077,1,1,87
cran:LifeTableFertility@0.1.1,r,cran,UASF_0219,1,1,107
cran:LifeTableFertility@0.1.1,r,cran,UASF_0306,1,1,42
cran:LifeTableFertility@0.1.1,r,cran,UASF_0213,1,1,2
cran:LifeTableFertility@0.1.1,r,cran,UASF_0182,1,3,58
cran:LifeTableFertility@0.1.1,r,cran,UASF_0220,1,1,323
cran:LilRhino@1.2.2,r,cran,UASF_0077,1,1,12
cran:LilRhino@1.2.2,r,cran,UASF_0306,1,1,22
cran:LilRhino@1.2.2,r,cran,UASF_0219,1,1,9
cran:LilRhino@1.2.2,r,cran,UASF_0182,1,3,32
cran:LilRhino@1.2.2,r,cran,UASF_0232,1,1,4
cran:LilRhino@1.2.2,r,cran,UASF_0220,1,1,169
cran:LilRhino@1.2.2,r,cran,UASF_0181,1,1,29
cran:LilRhino@1.2.2,r,cran,UASF_0233,1,1,9
cran:LilRhino@1.2.2,r,cran,UASF_0315,1,1,2
cran:LocaTT@1.3.0,r,cran,UASF_0233,1,1,197
cran:LocaTT@1.3.0,r,cran,UASF_0071,1,1,45
cran:LocaTT@1.3.0,r,cran,UASF_0232,1,1,74
cran:LocaTT@1.3.0,r,cran,UASF_0169,1,1,1
cran:LocaTT@1.3.0,r,cran,UASF_0213,1,1,1
cran:LocaTT@1.3.0,r,cran,UASF_0181,1,1,60
cran:LocaTT@1.3.0,r,cran,UASF_0220,1,1,1623
cran:LocaTT@1.3.0,r,cran,UASF_0306,1,1,120
cran:LocaTT@1.3.0,r,cran,UASF_0219,1,1,197
cran:LocaTT@1.3.0,r,cran,UASF_0182,1,3,1016
cran:LocaTT@1.3.0,r,cran,UASF_0077,1,1,72
cran:LocaTT@1.3.0,r,cran,UASF_0171,1,1,815
cran:LocaTT@1.3.0,r,cran,UASF_0315,1,1,107
cran:LqG@0.1.0,r,cran,UASF_0182,1,2,5
cran:LqG@0.1.0,r,cran,UASF_0306,1,1,5
cran:LqG@0.1.0,r,cran,UASF_0219,1,1,2
cran:LqG@0.1.0,r,cran,UASF_0181,1,1,3
cran:LqG@0.1.0,r,cran,UASF_0233,1,1,2
cran:LqG@0.1.0,r,cran,UASF_0220,1,1,43
cran:MAARTS@1.0.0,r,cran,UASF_0169,1,1,4
cran:MAARTS@1.0.0,r,cran,UASF_0315,1,1,70
cran:MAARTS@1.0.0,r,cran,UASF_0182,1,2,179
cran:MAARTS@1.0.0,r,cran,UASF_0219,1,1,427
cran:MAARTS@1.0.0,r,cran,UASF_0077,1,1,63
cran:MAARTS@1.0.0,r,cran,UASF_0325,1,1,4
cran:MAARTS@1.0.0,r,cran,UASF_0232,1,1,16
cran:MAARTS@1.0.0,r,cran,UASF_0071,1,1,19
cran:MAARTS@1.0.0,r,cran,UASF_0306,1,1,70
cran:MAARTS@1.0.0,r,cran,UASF_0213,1,1,2
cran:MAARTS@1.0.0,r,cran,UASF_0181,1,1,28
cran:MAARTS@1.0.0,r,cran,UASF_0233,1,1,427
cran:MAARTS@1.0.0,r,cran,UASF_0220,1,1,1123
cran:MAARTS@1.0.0,r,cran,UASF_0171,1,1,43
cran:MAPA@2.0.7,r,cran,UASF_0306,1,1,23
cran:MAPA@2.0.7,r,cran,UASF_0233,1,1,59
cran:MAPA@2.0.7,r,cran,UASF_0071,1,1,17
cran:MAPA@2.0.7,r,cran,UASF_0181,1,1,12
cran:MAPA@2.0.7,r,cran,UASF_0171,1,1,12
cran:MAPA@2.0.7,r,cran,UASF_0232,1,1,21
cran:MAPA@2.0.7,r,cran,UASF_0239,1,1,1
cran:MAPA@2.0.7,r,cran,UASF_0219,1,1,59
cran:MAPA@2.0.7,r,cran,UASF_0220,1,1,715
cran:MAPA@2.0.7,r,cran,UASF_0315,1,1,11
cran:MAPA@2.0.7,r,cran,UASF_0182,1,2,195
cran:MAnorm2@1.2.2,r,cran,UASF_0325,1,1,20
cran:MAnorm2@1.2.2,r,cran,UASF_0171,1,1,173
cran:MAnorm2@1.2.2,r,cran,UASF_0315,1,1,15
cran:MAnorm2@1.2.2,r,cran,UASF_0077,1,1,21
cran:MAnorm2@1.2.2,r,cran,UASF_0182,1,3,428
cran:MAnorm2@1.2.2,r,cran,UASF_0220,1,1,1265
cran:MAnorm2@1.2.2,r,cran,UASF_0071,1,1,29
cran:MAnorm2@1.2.2,r,cran,UASF_0233,1,1,292
cran:MAnorm2@1.2.2,r,cran,UASF_0306,1,1,108
cran:MAnorm2@1.2.2,r,cran,UASF_0181,1,1,42
cran:MAnorm2@1.2.2,r,cran,UASF_0232,1,1,87
cran:MAnorm2@1.2.2,r,cran,UASF_0237,1,1,2
cran:MAnorm2@1.2.2,r,cran,UASF_0219,1,1,292
cran:MBAnalysis@2.2.0,r,cran,UASF_0181,1,1,21
cran:MBAnalysis@2.2.0,r,cran,UASF_0171,1,1,131
cran:MBAnalysis@2.2.0,r,cran,UASF_0233,1,1,356
cran:MBAnalysis@2.2.0,r,cran,UASF_0315,1,1,4
cran:MBAnalysis@2.2.0,r,cran,UASF_0071,1,1,16
cran:MBAnalysis@2.2.0,r,cran,UASF_0220,1,1,1002
cran:MBAnalysis@2.2.0,r,cran,UASF_0182,1,3,245
cran:MBAnalysis@2.2.0,r,cran,UASF_0219,1,1,356
cran:MBAnalysis@2.2.0,r,cran,UASF_0232,1,1,42
cran:MBAnalysis@2.2.0,r,cran,UASF_0306,1,1,78
cran:MBHdesign@2.3.15,r,cran,UASF_0171,1,1,21
cran:MBHdesign@2.3.15,r,cran,UASF_0219,1,1,213
cran:MBHdesign@2.3.15,r,cran,UASF_0325,1,1,5
cran:MBHdesign@2.3.15,r,cran,UASF_0213,1,1,5
cran:MBHdesign@2.3.15,r,cran,UASF_0077,1,1,146
cran:MBHdesign@2.3.15,r,cran,UASF_0306,1,1,74
cran:MBHdesign@2.3.15,r,cran,UASF_0233,1,1,213
cran:MBHdesign@2.3.15,r,cran,UASF_0046,1,1,7
cran:MBHdesign@2.3.15,r,cran,UASF_0315,1,1,34
cran:MBHdesign@2.3.15,r,cran,UASF_0071,1,1,4
cran:MBHdesign@2.3.15,r,cran,UASF_0220,1,1,810
cran:MBHdesign@2.3.15,r,cran,UASF_0182,1,3,147
cran:MBHdesign@2.3.15,r,cran,UASF_0232,1,1,26
cran:MBHdesign@2.3.15,r,cran,UASF_0181,1,1,53
cran:MBSGS@1.2.0,r,cran,UASF_0182,1,2,120
cran:MBSGS@1.2.0,r,cran,UASF_0306,1,1,20
cran:MBSGS@1.2.0,r,cran,UASF_0219,1,1,12
cran:MBSGS@1.2.0,r,cran,UASF_0233,1,1,12
cran:MBSGS@1.2.0,r,cran,UASF_0232,1,1,88
cran:MBSGS@1.2.0,r,cran,UASF_0325,1,1,2
cran:MBSGS@1.2.0,r,cran,UASF_0220,1,1,659
cran:MBSP@5.0,r,cran,UASF_0182,1,3,47
cran:MBSP@5.0,r,cran,UASF_0232,1,1,3
cran:MBSP@5.0,r,cran,UASF_0077,1,1,20
cran:MBSP@5.0,r,cran,UASF_0171,1,1,5
cran:MBSP@5.0,r,cran,UASF_0220,1,1,177
cran:MBSP@5.0,r,cran,UASF_0306,1,1,5
cran:MBSP@5.0,r,cran,UASF_0181,1,1,2
cran:MBSP@5.0,r,cran,UASF_0233,1,1,2
cran:MBSP@5.0,r,cran,UASF_0315,1,1,2
cran:MBSP@5.0,r,cran,UASF_0219,1,1,2
cran:MCCM@0.1.0,r,cran,UASF_0171,1,1,11
cran:MCCM@0.1.0,r,cran,UASF_0181,1,1,30
cran:MCCM@0.1.0,r,cran,UASF_0220,1,1,516
cran:MCCM@0.1.0,r,cran,UASF_0315,1,1,4
cran:MCCM@0.1.0,r,cran,UASF_0077,1,1,1
cran:MCCM@0.1.0,r,cran,UASF_0182,1,3,86
cran:MCCM@0.1.0,r,cran,UASF_0233,1,1,29
cran:MCCM@0.1.0,r,cran,UASF_0071,1,1,4
cran:MCCM@0.1.0,r,cran,UASF_0325,1,1,1
cran:MCCM@0.1.0,r,cran,UASF_0219,1,1,29
cran:MCCM@0.1.0,r,cran,UASF_0169,1,1,1
cran:MCCM@0.1.0,r,cran,UASF_0306,1,1,37
cran:MCCM@0.1.0,r,cran,UASF_0232,1,1,18
cran:MCPtests@1.0.1,r,cran,UASF_0169,1,1,5
cran:MCPtests@1.0.1,r,cran,UASF_0042,1,1,10
cran:MCPtests@1.0.1,r,cran,UASF_0220,1,1,1782
cran:MCPtests@1.0.1,r,cran,UASF_0077,1,1,71
cran:MCPtests@1.0.1,r,cran,UASF_0239,1,1,29
cran:MCPtests@1.0.1,r,cran,UASF_0181,1,1,15
cran:MCPtests@1.0.1,r,cran,UASF_0171,1,1,20
cran:MCPtests@1.0.1,r,cran,UASF_0315,1,1,27
cran:MCPtests@1.0.1,r,cran,UASF_0219,1,1,48
cran:MCPtests@1.0.1,r,cran,UASF_0071,1,1,73
cran:MCPtests@1.0.1,r,cran,UASF_0233,1,1,48
cran:MCPtests@1.0.1,r,cran,UASF_0232,1,1,70
cran:MCPtests@1.0.1,r,cran,UASF_0046,1,1,1
cran:MCPtests@1.0.1,r,cran,UASF_0306,1,1,77
cran:MCPtests@1.0.1,r,cran,UASF_0182,1,2,268
cran:MDSMap@1.3,r,cran,UASF_0077,1,1,54
cran:MDSMap@1.3,r,cran,UASF_0182,1,2,38
cran:MDSMap@1.3,r,cran,UASF_0219,1,1,105
cran:MDSMap@1.3,r,cran,UASF_0071,1,1,5
cran:MDSMap@1.3,r,cran,UASF_0220,1,1,279
cran:MDSMap@1.3,r,cran,UASF_0181,1,1,9
cran:MDSMap@1.3,r,cran,UASF_0315,1,1,3
cran:MDSMap@1.3,r,cran,UASF_0306,1,1,35
cran:MDSMap@1.3,r,cran,UASF_0233,1,1,105
cran:MFSD@0.1.1,r,cran,UASF_0014,1,1,2
cran:MFSD@0.1.1,r,cran,UASF_0071,1,1,15
cran:MFSD@0.1.1,r,cran,UASF_0233,1,1,205
cran:MFSD@0.1.1,r,cran,UASF_0306,1,1,93
cran:MFSD@0.1.1,r,cran,UASF_0325,1,1,12
cran:MFSD@0.1.1,r,cran,UASF_0219,1,1,205
cran:MFSD@0.1.1,r,cran,UASF_0315,1,1,1
cran:MFSD@0.1.1,r,cran,UASF_0239,1,1,1
cran:MFSD@0.1.1,r,cran,UASF_0171,1,1,95
cran:MFSD@0.1.1,r,cran,UASF_0181,1,1,14
cran:MFSD@0.1.1,r,cran,UASF_0232,1,1,130
cran:MFSD@0.1.1,r,cran,UASF_0220,1,1,803
cran:MFSD@0.1.1,r,cran,UASF_0182,1,2,296
cran:MFSD@0.1.1,r,cran,UASF_0169,1,1,1
cran:MICsplines@1.0,r,cran,UASF_0014,1,1,4
cran:MICsplines@1.0,r,cran,UASF_0182,1,3,15
cran:MICsplines@1.0,r,cran,UASF_0306,1,1,5
cran:MICsplines@1.0,r,cran,UASF_0219,1,1,7
cran:MICsplines@1.0,r,cran,UASF_0181,1,1,4
cran:MICsplines@1.0,r,cran,UASF_0071,1,1,1
cran:MICsplines@1.0,r,cran,UASF_0171,1,1,4
cran:MICsplines@1.0,r,cran,UASF_0233,1,1,7
cran:MICsplines@1.0,r,cran,UASF_0232,1,1,4
cran:MICsplines@1.0,r,cran,UASF_0220,1,1,109
cran:MIIVsem@0.5.8,r,cran,UASF_0042,1,1,2
cran:MIIVsem@0.5.8,r,cran,UASF_0233,1,1,592
cran:MIIVsem@0.5.8,r,cran,UASF_0071,1,1,4
cran:MIIVsem@0.5.8,r,cran,UASF_0315,1,1,45
cran:MIIVsem@0.5.8,r,cran,UASF_0232,1,1,87
cran:MIIVsem@0.5.8,r,cran,UASF_0219,1,1,592
cran:MIIVsem@0.5.8,r,cran,UASF_0213,1,1,1
cran:MIIVsem@0.5.8,r,cran,UASF_0220,1,1,1564
cran:MIIVsem@0.5.8,r,cran,UASF_0171,1,1,27
cran:MIIVsem@0.5.8,r,cran,UASF_0181,1,1,41
cran:MIIVsem@0.5.8,r,cran,UASF_0077,1,1,82
cran:MIIVsem@0.5.8,r,cran,UASF_0182,1,3,303
cran:MIIVsem@0.5.8,r,cran,UASF_0306,1,1,174
cran:MINTplates@1.0.1,r,cran,UASF_0219,1,1,10
cran:MINTplates@1.0.1,r,cran,UASF_0181,1,1,7
cran:MINTplates@1.0.1,r,cran,UASF_0233,1,1,10
cran:MINTplates@1.0.1,r,cran,UASF_0315,1,1,1
cran:MINTplates@1.0.1,r,cran,UASF_0220,1,1,77
cran:MINTplates@1.0.1,r,cran,UASF_0182,1,2,17
cran:MINTplates@1.0.1,r,cran,UASF_0306,1,1,7
cran:MLBC@0.2.2,r,cran,UASF_0233,1,1,63
cran:MLBC@0.2.2,r,cran,UASF_0237,1,1,6
cran:MLBC@0.2.2,r,cran,UASF_0071,1,1,47
cran:MLBC@0.2.2,r,cran,UASF_0219,1,1,63
cran:MLBC@0.2.2,r,cran,UASF_0171,1,1,21
cran:MLBC@0.2.2,r,cran,UASF_0315,1,1,3
cran:MLBC@0.2.2,r,cran,UASF_0077,1,1,25
cran:MLBC@0.2.2,r,cran,UASF_0220,1,1,545
cran:MLBC@0.2.2,r,cran,UASF_0182,1,2,68
cran:MLBC@0.2.2,r,cran,UASF_0306,1,1,47
cran:MLBC@0.2.2,r,cran,UASF_0232,1,1,4
cran:MLwrap@0.4.0,r,cran,UASF_0233,1,1,770
cran:MLwrap@0.4.0,r,cran,UASF_0071,1,1,7
cran:MLwrap@0.4.0,r,cran,UASF_0182,1,2,405
cran:MLwrap@0.4.0,r,cran,UASF_0217,1,1,1
cran:MLwrap@0.4.0,r,cran,UASF_0181,1,1,115
cran:MLwrap@0.4.0,r,cran,UASF_0306,1,1,300
cran:MLwrap@0.4.0,r,cran,UASF_0219,1,1,770
cran:MLwrap@0.4.0,r,cran,UASF_0077,1,1,675
cran:MLwrap@0.4.0,r,cran,UASF_0239,1,1,3
cran:MLwrap@0.4.0,r,cran,UASF_0220,1,1,2826
cran:MLwrap@0.4.0,r,cran,UASF_0171,1,1,82
cran:MLwrap@0.4.0,r,cran,UASF_0232,1,1,200
cran:MLwrap@0.4.0,r,cran,UASF_0315,1,1,4
cran:MMD@1.0.0,r,cran,UASF_0232,1,1,13
cran:MMD@1.0.0,r,cran,UASF_0233,1,1,7
cran:MMD@1.0.0,r,cran,UASF_0077,1,1,5
cran:MMD@1.0.0,r,cran,UASF_0220,1,1,246
cran:MMD@1.0.0,r,cran,UASF_0306,1,1,3
cran:MMD@1.0.0,r,cran,UASF_0182,1,2,64
cran:MMD@1.0.0,r,cran,UASF_0219,1,1,7
cran:MMD@1.0.0,r,cran,UASF_0181,1,1,3
cran:MMLR@0.2.0,r,cran,UASF_0219,1,1,6
cran:MMLR@0.2.0,r,cran,UASF_0181,1,1,1
cran:MMLR@0.2.0,r,cran,UASF_0233,1,1,6
cran:MMLR@0.2.0,r,cran,UASF_0220,1,1,117
cran:MMLR@0.2.0,r,cran,UASF_0171,1,1,1
cran:MMLR@0.2.0,r,cran,UASF_0182,1,3,35
cran:MMLR@0.2.0,r,cran,UASF_0306,1,1,16
cran:MNLR@0.1.0,r,cran,UASF_0077,1,1,1
cran:MNLR@0.1.0,r,cran,UASF_0220,1,1,3
cran:MNLR@0.1.0,r,cran,UASF_0306,1,1,1
cran:MNP@3.1-6,r,cran,UASF_0219,1,1,75
